DLiP-ID,I000LE
DLiP-Mol-ID,28583
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H21NO3S2/c1-2-9-17(16-12-7-4-8-13-16)19-20(24)23(22(27)28-19)18(21(25)26)14-15-10-5-3-6-11-15/h3-8,10-13,18H,2,9,14H2,1H3,(H,25,26)/b19-17-/t18-/m0/s1"
Standard Inchi Key(RDKit),KAOXISQJUWHXIJ-VZCCSQPZSA-N
Canonical SMILES(RDKit),CCC/C(=C1/SC(=S)N([C@@H](Cc2ccccc2)C(=O)O)C1=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),411.548
MW Monoisotopic(RDKit),411.096285532
MolLogP(RDKit),4.754
XLogP(SDF),
XLogP(CDK),4.431
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),57.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.526096424742159
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BCL2-Like_BAX
Common Target Pref Name,"BCL-like/BAX,BAK"
RDKit Descriptors
Ipc,2430034.628485456
qed,0.5260964247421583
Chi0,20.095647359318296
Chi1,13.524075805453155
TPSA,57.61000000000001
Chi0n,15.499593657500899
Chi0v,17.13258681935635
Chi1n,9.132144201634445
Chi1v,10.356889073026037
Chi2n,6.510585533239488
Chi2v,8.154773007272059
Chi3n,4.564059926908715
Chi3v,6.00721726106869
Chi4n,3.236599388589663
Chi4v,4.708642544999287
MolMR,116.87480000000004
MolWt,411.5480000000002
fr_SH,0
Kappa1,20.298275745121877
Kappa2,9.168639227974728
Kappa3,4.340530013969684
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,1
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,909.8938133408901
MolLogP,4.754000000000003
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.976003825384095
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
