DLiP-ID,T000G1
DLiP-Mol-ID,15943
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24ClN5O4/c21-15-9-7-14(8-10-15)16(13-19(28)29)24-20(30)26-25-18(27)6-2-4-12-23-17-5-1-3-11-22-17/h1,3,5,7-11,16H,2,4,6,12-13H2,(H,22,23)(H,25,27)(H,28,29)(H2,24,26,30)"
Standard Inchi Key(RDKit),BFQFATKIIYMFLO-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(NC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(Cl)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),433.896
MW Monoisotopic(RDKit),433.151681928
MolLogP(RDKit),2.8636
XLogP(SDF),
XLogP(CDK),2.683
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),132.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.288864920814251
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3951241.918847317
qed,0.2888649208142513
Chi0,21.769373945685235
Chi1,14.435560745775547
TPSA,132.45
Chi0n,16.228822864040104
Chi0v,16.98475181005856
Chi1n,9.413068228521569
Chi1v,9.791032701530796
Chi2n,6.447499194554374
Chi2v,6.883934975026359
Chi3n,4.073521000755499
Chi3v,4.325497316094985
Chi4n,2.599572482155529
Chi4v,2.7255606398252716
MolMR,112.83360000000002
MolWt,433.8960000000001
fr_SH,0
Kappa1,22.953897329371973
