DLiP-ID,T001MQ
AATSC5Z,-1.4466850321395777
AATSC5c,0.0009713319724031958
AATSC5d,-0.037514539332721156
AATSC5i,0.13642157732745466
AATSC5m,-6.564962933002751
AATSC5p,0.011526432212866023
AATSC5s,0.10817180513620193
AATSC5v,-1.5031034722942915
AATSC6Z,-1.6425025826446287
AATSC6c,0.00018429273398311432
AATSC6d,-0.049697830578512396
AATSC6i,-0.1400443724711512
AATSC6m,-7.674361812737603
AATSC6p,-0.03418463090209761
AATSC6s,-0.20298470442889896
AATSC6v,-8.178164908858243
AATSC7Z,-0.49291200777831795
AATSC7c,-0.0002486486648702972
AATSC7d,-0.003733592610597964
AATSC7i,-0.05879223585031741
AATSC7m,-2.253303504482258
AATSC7p,-0.010592846920405097
AATSC7s,-0.08714417125470056
AATSC7v,-2.0196715959755864
AATSC8Z,0.10097645669838189
AATSC8c,-9.792322480138289e-05
AATSC8d,0.024837835960830612
AATSC8i,0.0501313213908721
AATSC8m,0.6048349518966561
AATSC8p,0.01035445971097184
AATSC8s,-0.027859717433890492
AATSC8v,2.745788433700521
ATS0are,332.55849999999987
ATS1are,352.0208
ATS2are,637.9720000000001
ATS3are,851.2310000000002
ATS4are,909.7590000000002
ATS5are,864.2799999999997
ATS6are,766.4030000000001
ATS7are,795.5889999999999
ATS8are,689.0290000000001
ATSC0dv,198.98181818181817
ATSC0pe,6.192592727272724
ATSC0se,4.183091381818181
ATSC1dv,12.32591368227731
ATSC1pe,0.2785329917355433
ATSC1se,0.47182258611569783
ATSC2dv,55.88253443526172
ATSC2pe,2.4264663471074464
ATSC2se,2.1522914304132144
ATSC3dv,48.15838383838385
ATSC3pe,1.8265825454545448
ATSC3se,0.6188809709090887
ATSC4dv,-81.06857667584944
ATSC4pe,-2.2388260165289138
ATSC4se,-1.8849281114049863
ATSC5dv,-65.51496786042242
ATSC5pe,-0.9846494214875829
ATSC5se,0.08271102644624126
ATSC6dv,-78.2142516069789
ATSC6pe,-2.399870347107434
ATSC6se,-1.4351058885950454
ATSC7dv,-8.480293847566573
ATSC7pe,-1.196785652892565
ATSC7se,-0.9751005623140451
ATSC8dv,13.067621671258037
ATSC8pe,-0.550856991735543
ATSC8se,-0.6675059352066042
AXp-0dv,0.6004521014044739
AXp-1dv,0.3767763031573836
AXp-2dv,0.22352863732258532
AXp-3dv,0.13617436016357315
AXp-4dv,0.08336706729700875
AXp-5dv,0.051323864323473856
AXp-6dv,0.03416001616570593
AXp-7dv,0.020672477546028054
BertzCT,852.6201956020234
ECIndex,744
ETA_eta,25.168974401856854
GATS1dv,0.7064914204370576
GATS1pe,0.6008987215069758
GATS1se,0.5194717725225376
GATS2dv,0.8208780446261285
GATS2pe,0.7010575810274345
GATS2se,0.6301101063190617
GATS3dv,0.8784581646423751
GATS3pe,0.8189511231532698
GATS3se,0.8598221341933118
GATS4dv,1.391779299439074
GATS4pe,1.542270496679455
GATS4se,1.6913136299481555
GATS5dv,1.5077871182586098
GATS5pe,1.73449481873652
GATS5se,1.8457253010437784
GATS6dv,1.1466578433388157
GATS6pe,1.2034992122002943
GATS6se,1.2066349269827852
GATS7dv,0.9844233746130031
GATS7pe,1.0983024405801223
GATS7se,1.1150800348511896
GATS8dv,0.9346320765148166
GATS8pe,1.0306273548520082
GATS8se,1.0471546611901996
LogEE_A,4.243777712884557
LogEE_D,173.99104120961474
MATS1dv,0.05977141827114892
MATS1pe,0.04340022283761431
MATS1se,0.10883515708844398
MATS2dv,0.1499643965631447
MATS2pe,0.20923157239094076
MATS2se,0.27474461513544823
MATS3dv,0.09308616984055583
MATS3pe,0.11344710998960682
MATS3se,0.056903165848096196
MATS4dv,-0.15243493433760777
MATS4pe,-0.13526741212767546
MATS4se,-0.16859426375802244
MATS5dv,-0.13413930702957672
MATS5pe,-0.06477956579426651
MATS5se,0.00805554595219534
MATS6dv,-0.16889827696048576
MATS6pe,-0.16652060537281177
MATS6se,-0.14741419807034145
MATS7dv,-0.01723539683904751
MATS7pe,-0.07815695608874951
MATS7se,-0.09427050551301137
MATS8dv,0.03035280876483147
MATS8pe,-0.04111327524709734
MATS8se,-0.07375195002074432
MAXaaCH,2.083686147272908
MAXaasC,1.2650339627683813
MAXdssC,-0.4315581170739893
MAXsssN,1.3175947709330647
MDEC-22,27.160175287864003
MDEC-23,15.592524190977997
MDEC-33,1.4490370645106372
MDEO-11,0.814325284978472
MDEO-12,0.814325284978472
MINaaCH,1.565390813541517
MINaasC,0.21996398322825428
MINdssC,-0.4315581170739893
MINsssN,1.3175947709330647
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7678571428571428
SM1_Dzi,0.8308858337010604
SM1_Dzm,1.7649211973099008
SM1_Dzp,-4.423220944503943
SM1_Dzv,-1.7577236653040635
SddssSe,0
SpAD_Dt,553.0498874173136
SpAbs_A,36.475765256275295
SpAbs_D,347.9820824192295
SpMAD_A,1.302705902009832
SpMAD_D,12.427931514972483
SpMax_A,2.4577041493004828
SpMax_D,173.99104120961474
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,72.06
TpiPC10,7.410460521515356
VAdjMat,5.906890595608519
VE1_DzZ,5.207772088940865
VE1_Dzi,5.215865033066911
VE1_Dzm,5.207789118972557
VE1_Dzp,5.23852915765685
VE1_Dzv,5.232165043403081
VE2_DzZ,0.1859918603193166
VE2_Dzi,0.18628089403810397
VE2_Dzm,0.1859924685347342
VE2_Dzp,0.18709032705917322
VE2_Dzv,0.18686303726439576
VE3_DzZ,2.67977155940575
VE3_Dzi,2.6813243659084067
VE3_Dzm,2.6797748295188724
VE3_Dzp,2.6856601810082106
VE3_Dzv,2.6844445758314666
VR1_DzZ,167.8914809974579
VR1_Dzi,167.65964549001058
VR1_Dzm,167.88992183548604
VR1_Dzp,165.5899246328591
VR1_Dzv,166.22827952171875
VR2_DzZ,5.996124321337782
VR2_Dzi,5.987844481786092
VR2_Dzm,5.9960686369816445
VR2_Dzp,5.913925879744967
VR2_Dzv,5.936724268632813
VR3_DzZ,6.152937241427427
VR3_Dzi,6.151555421930866
VR3_Dzm,6.152927954659555
VR3_Dzp,6.139133815692378
VR3_Dzv,6.142981438688312
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.12869975234674869
Xch-7dv,0.17329597336984964
Xpc-4dv,2.6209949632241902
Xpc-5dv,3.8427636268315757
Xpc-6dv,5.371107547448934
Zagreb1,140.0
Zagreb2,161.0
fragCpx,144.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,30
nBondsS,42
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.046518181818179
AATS1are,6.17580350877193
AATS2are,6.19390291262136
AATS3are,5.952664335664338
AATS4are,6.188836734693879
AATS5are,6.402074074074072
AATS6are,5.987523437500001
AATS7are,5.849919117647058
AATS8are,5.7901596638655475
AATSC0dv,3.617851239669421
AATSC0pe,0.11259259504132225
AATSC0se,0.07605620694214874
AATSC1dv,0.21624409968907563
AATSC1pe,0.0048865437146586544
AATSC1se,0.008277589230099962
AATSC2dv,0.5425488780122497
AATSC2pe,0.023557925700072296
AATSC2se,0.020896033304982662
AATSC3dv,0.3367719149537332
AATSC3pe,0.012773304513668145
AATSC3se,0.004327838957406215
AATSC4dv,-0.5514869161622411
AATSC4pe,-0.015230108955979005
AATSC4se,-0.012822640213639363
AATSC5dv,-0.4852960582253512
AATSC5pe,-0.007293699418426541
AATSC5se,0.0006126742699721575
AATSC6dv,-0.6110488406795227
AATSC6pe,-0.018748987086776827
AATSC6se,-0.011211764754648792
AATSC7dv,-0.06235510182034245
AATSC7pe,-0.008799894506562978
AATSC7se,-0.007169857075838566
AATSC8dv,0.10981194681729442
AATSC8pe,-0.004629050350718849
AATSC8se,-0.005609293573164741
AETA_eta,0.8988919429234591
ATSC0are,6.524170909090907
ATSC1are,-0.01774439669421028
ATSC2are,2.963254479338852
ATSC3are,1.8423047272727264
ATSC4are,-2.7404822479338695
ATSC5are,-0.51520677685948
ATSC6are,-2.3740886611570198
ATSC7are,-1.314500793388433
ATSC8are,-0.7230388760330635
BCUTZ-1h,16.01312352710886
BCUTZ-1l,5.694132146368785
BCUTc-1h,0.455326712561458
BCUTc-1l,-0.4943894343078427
BCUTd-1h,4.04853331688694
BCUTd-1l,0.9715578092341164
BCUTi-1h,14.54270079790723
BCUTi-1l,10.319764127282747
BCUTm-1h,32.06654424363213
BCUTm-1l,11.705132247245645
BCUTp-1h,2.9546169805746603
BCUTp-1l,0.7413960371157088
BCUTs-1h,7.014575769532183
BCUTs-1l,0.2975848676631257
BCUTv-1h,24.441833695178694
BCUTv-1l,14.699975209954431
BalabanJ,1.4275244333949904
Diameter,16
ETA_beta,33.25
GATS1are,0.6336558322848215
GATS2are,0.6763966250971382
GATS3are,0.8189543125936297
GATS4are,1.6118107140289268
GATS5are,1.7839446823476561
GATS6are,1.2032046078164162
GATS7are,1.1011794737358231
GATS8are,1.0338317392306082
HybRatio,0.4090909090909091
Lipinski,True
LogEE_Dt,276.5249437086568
MATS1are,-0.0026243620105091485
MATS2are,0.24253202055761325
MATS3are,0.10860824327446625
MATS4are,-0.15716180878997127
MATS5are,-0.032172525852529395
MATS6are,-0.1563595184438619
MATS7are,-0.08148155420342489
MATS8are,-0.05122147111663456
MAXddssS,-3.695014435678892
MAXssCH2,0.9408040474654763
MAXsssCH,-0.7286301277219394
MINddssS,-3.695014435678892
MINssCH2,0.3208249086671706
MINsssCH,-0.7286301277219394
NsssssAs,0
RotRatio,0.26666666666666666
SM1_Dzpe,1.2076958384332928
SM1_Dzse,1.205598298147459
SMR_VSA1,17.949197122200808
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,49.4622540422218
SMR_VSA6,13.151638370425493
SMR_VSA7,66.2271221763131
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,270.2440622635496
SpAD_Dzi,298.84350848823647
SpAD_Dzm,270.28554559030215
SpAD_Dzp,383.2545741830159
SpAD_Dzv,349.7474338613912
SpAbs_Dt,553.0498874173134
SpDiam_A,4.915408298600967
SpDiam_D,266.15972952921453
SpMAD_Dt,19.751781693475486
SpMax_Dt,276.5249437086568
SsssssAs,0
VE1_Dzpe,5.214726630473083
VE1_Dzse,5.21491589156631
VE2_Dzpe,0.18624023680261012
VE2_Dzse,0.18624699612736823
VE3_Dzpe,2.6811060844081678
VE3_Dzse,2.6811423773286296
VMcGowan,307.9700000000007
VR1_Dzpe,167.6475220251154
VR1_Dzse,167.60252093752115
VR2_Dzpe,5.987411500896978
VR2_Dzse,5.985804319197184
VR3_Dzpe,6.15148310934065
VR3_Dzse,6.151214646509344
mZagreb1,8.368055555555557
mZagreb2,6.305555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11862128925619832
AATSC1are,-0.00031130520516158385
AATSC2are,0.028769460964454877
AATSC3are,0.012883249841068017
AATSC4are,-0.018642736380502515
AATSC5are,-0.0038163464952554074
AATSC6are,-0.018547567665289217
AATSC7are,-0.009665447010209065
AATSC8are,-0.006075956941454315
AETA_beta,1.1875
BCUTdv-1h,6.028548163532756
BCUTdv-1l,0.6449120873931662
BCUTpe-1h,3.537120859248553
BCUTpe-1l,2.243510355722248
BCUTse-1h,3.7683775824465027
BCUTse-1l,2.4401319338234293
ETA_alpha,13.566666666666668
ETA_dBeta,-0.25
ETA_eta_B,0.32686003361627236
ETA_eta_F,25.035374268421375
ETA_eta_L,7.456758244977612
ETA_eta_R,50.20434867027823
ETA_psi_1,0.5814285714285718
LabuteASA,166.92776420816693
LogEE_DzZ,134.78596738148337
LogEE_Dzi,149.44318467113297
LogEE_Dzm,134.80631630348185
LogEE_Dzp,190.69933674381502
LogEE_Dzv,174.55983770474845
PEOE_VSA1,4.736862953800049
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,48.53093654769288
PEOE_VSA7,56.22111536617628
PEOE_VSA8,6.544756405912575
PEOE_VSA9,11.502365440030694
SM1_Dzare,1.3039347313657133
SpAD_Dzpe,293.5039944297309
SpAD_Dzse,292.73940816210484
SpAbs_DzZ,268.77151596477836
SpAbs_Dzi,298.1313206307783
SpAbs_Dzm,268.8153000766572
SpAbs_Dzp,385.8218944321342
SpAbs_Dzv,350.877399074801
SpDiam_Dt,414.4590680093646
SpMAD_DzZ,9.65157365226963
SpMAD_Dzi,10.672982446008445
SpMAD_Dzm,9.653055199653648
SpMAD_Dzp,13.687663363679139
SpMAD_Dzv,12.49097978076397
SpMax_DzZ,134.78596738148337
SpMax_Dzi,149.44318467113297
SpMax_Dzm,134.80631630348185
SpMax_Dzp,190.69933674381502
SpMax_Dzv,174.55983770474845
VE1_Dzare,5.213861663708009
VE2_Dzare,0.1862093451324289
VE3_Dzare,2.6809402006389256
VR1_Dzare,167.72956760421349
VR2_Dzare,5.9903417001504815
VR3_Dzare,6.1519723829569575
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4845238095238096
AETA_dBeta,-0.008928571428571428
AETA_eta_B,0.011673572629152584
AETA_eta_F,0.8941205095864777
AETA_eta_L,0.26631279446348616
AETA_eta_R,1.7930124525099367
BCUTare-1h,3.5811349596941544
BCUTare-1l,2.189390984980368
ETA_beta_s,16.75
ETA_dPsi_A,0.13257142857142812
ETA_dPsi_B,0.0
ETA_eta_BR,0.5848600336162724
ETA_eta_FL,6.130595283779211
ETA_eta_RL,13.587353528756823
LogEE_Dzpe,146.79512920909517
LogEE_Dzse,146.41276116312912
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,37.88579746315047
SlogP_VSA3,25.975512914205463
SlogP_VSA4,0.0
SlogP_VSA5,37.667559606327046
SlogP_VSA6,65.55915416013387
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,292.0654043568355
SpAbs_Dzpe,292.4212552835192
SpAbs_Dzse,291.6498010518633
SpDiam_DzZ,213.5993430699868
SpDiam_Dzi,232.79385494528145
SpDiam_Dzm,213.63808527609814
SpDiam_Dzp,308.3447512499237
SpDiam_Dzv,276.1222451201227
SpMAD_Dzpe,10.482285515347531
SpMAD_Dzse,10.454978862932316
SpMax_Dzpe,146.79512920909517
SpMax_Dzse,146.41276116312912
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.5982142857142857
AETA_eta_BR,0.020887858343438297
AETA_eta_FL,0.21894983156354325
AETA_eta_RL,0.4852626260270294
DetourIndex,3716
EState_VSA1,22.034437270507393
EState_VSA2,4.895483475517775
EState_VSA3,19.572459993351504
EState_VSA4,32.10410811463005
EState_VSA5,9.86866748299323
EState_VSA6,30.33183534230805
EState_VSA7,18.19910120538483
EState_VSA8,12.13273413692322
EState_VSA9,4.736862953800049
ETA_beta_ns,16.5
ETA_shape_p,0.0737100737100737
ETA_shape_x,0.06142506142506142
ETA_shape_y,0.17690417690417687
GhoseFilter,True
LogEE_Dzare,146.0792712759665
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,290.90599337170113
SpDiam_Dzpe,228.44360731274722
SpDiam_Dzse,228.19294984139253
SpMAD_Dzare,10.43090729845841
SpMax_Dzare,146.0792712759665
TopoPSA(NO),63.68
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.22440953901885
VSA_EState9,42.22060489666005
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5892857142857143
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015476190476190421
FilterItLogS,-5.048467182492891
SpDiam_Dzare,227.02083614615984
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5715151515151515
ETA_epsilon_2,0.8333333333333328
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5228855721393031
ETA_epsilon_5,0.8333333333333328
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1315151515151517
ETA_dEpsilon_B,0.04862957937584844
ETA_dEpsilon_C,-0.08288557213930325
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8928571428571429
MDEDescriptor,"0.0,0.0,0.0,0.0,27.160175287864003,15.592524190977997,0.0,1.4490370645106372,0.0,0.0,0.814325284978472,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,63.93141099999996
BCUTDescriptor,"11.850000000000009,31.972072410211616,-0.31447587756516665,0.2800835255253511,5.344644994109736,12.693611669048154"
BPolDescriptor,40.84658899999999
TPSADescriptor,72.06
ALOGPDescriptor,"0.8962000000000021,0.8031744400000038,99.41599999999998"
XLogPDescriptor,4.575
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,401.16607956
ChiPathDescriptor,"19.82178018849253,13.587353528756823,11.830435974181285,9.659924852545068,7.6797492825556,6.0501761812194825,3.314459268269246,2.2667274310496572,16.199904029295784,10.222567200617494,7.522344174725601,5.502193092262971,3.9171147823430554,2.7588343563195346,1.4216154430119226,0.8699825855807368"
ChiChainDescriptor,"0.0,0.0,0.0,0.2874574785652649,0.21297900905582157,0.0,0.0,0.0,0.12869975234674869,0.11408870076520711"
AtomCountDescriptor,55
BondCountDescriptor,30
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.7487814691335253,0.16666666666666666,0.7092756949471919,0.15137471507731048,0.6793304812316087,0.022807522979332223,0.1731998675628082,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,2,7,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"56.76055330771583,2.0271626181327083,17.544399968315872,10.581810016464518,3.4500709995831667"
FractionalPSADescriptor,0.1796263534520057
WienerNumbersDescriptor,"2348.0,42.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.188408355529351,6.508145503102589,9.527389594989558,1.5661437764945116,2.2425291087020995,2.7748581843493705"
FractionalCSP3Descriptor,0.4090909090909091
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,10,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,11.4075,6.4975009611687815"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2493.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.4090909090909091
AutocorrelationDescriptorMass,"37.58560948189027,40.22467917663822,51.660189701811646,55.939498742030224,54.264386746072816"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.4856864056980898,-0.3081357529824648,0.11408694922750931,0.09538542846770834,-0.3180719185956291"
EccentricConnectivityIndexDescriptor,744
AutocorrelationDescriptorPolarizability,"2067.191821894059,2376.3692433638066,3226.0437549775415,3304.7406831237977,2936.4194605810044"
