DLiP-ID,C0019J
DLiP-Mol-ID,32030
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H22O4/c1-16-9-8-14-19(15-16)29-25(28)23-20(17-10-4-2-5-11-17)22(24(26)27)21(23)18-12-6-3-7-13-18/h2-15,20-23H,1H3,(H,26,27)"
Standard Inchi Key(RDKit),DXSMLZYGZQMMFC-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cccc(OC(=O)C2C(c3ccccc3)C(C(=O)O)C2c2ccccc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),386.447
MW Monoisotopic(RDKit),386.151809184
MolLogP(RDKit),4.79862
XLogP(SDF),
XLogP(CDK),4.62
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),63.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.505390276062767
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3802760.377901719
qed,0.5053902760627668
Chi0,20.380104409694468
Chi1,14.058550648063802
TPSA,63.60000000000001
Chi0n,16.064263312304817
Chi0v,16.064263312304817
Chi1n,9.670871660482128
Chi1v,9.670871660482128
Chi2n,7.500343084911527
Chi2v,7.500343084911527
Chi3n,5.68182435630098
Chi3v,5.68182435630098
Chi4n,4.391329157109495
Chi4v,4.391329157109495
MolMR,109.79580000000001
MolWt,386.4470000000001
fr_SH,0
Kappa1,18.939918822436308
Kappa2,7.917215236686391
Kappa3,3.6589523465619873
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,965.7629402965392
MolLogP,4.798620000000003
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.72411024239856
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,11.835812092322787
SMR_VSA5,18.75954929201341
SMR_VSA6,0.0
SMR_VSA7,101.61949343355357
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,169.32517836066245
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
