DLiP-ID,C100E2
DLiP-Mol-ID,34934
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H24ClN3O3S/c27-18-12-10-17(11-13-18)15-30-22(23(31)28-14-16-6-2-1-3-7-16)24(32)29-25-21(26(30)33)19-8-4-5-9-20(19)34-25/h1-3,6-7,10-13,22H,4-5,8-9,14-15H2,(H,28,31)(H,29,32)"
Standard Inchi Key(RDKit),UCMOWYMHBNVWAV-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCc1ccccc1)C1C(=O)Nc2sc3c(c2C(=O)N1Cc1ccc(Cl)cc1)CCCC3
SMILES(SDF),
MW(SDF),
MW(RDKit),494.016
MW Monoisotopic(RDKit),493.122690308
MolLogP(RDKit),4.5598
XLogP(SDF),
XLogP(CDK),4.487
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),78.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.511312992660543
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,74311108.93463257
qed,0.5113129926605431
Chi0,23.65612529163336
Chi1,16.508040390846983
TPSA,78.51
Chi0n,18.47431460938018
Chi0v,20.04674013632636
Chi1n,11.334804445903123
Chi1v,12.529265499840076
Chi2n,8.56973281418513
Chi2v,10.11134031017965
Chi3n,6.266876157189588
Chi3v,7.726086260667577
Chi4n,4.554758828156645
Chi4v,5.965065604613363
MolMR,132.99289999999996
MolWt,494.0160000000004
fr_SH,0
Kappa1,22.623287483803267
Kappa2,9.602365818374052
Kappa3,4.454270761031371
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1240.1816977863277
MolLogP,4.559800000000004
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4934678911472588
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,44.814640132677155
SMR_VSA6,5.316788604006331
SMR_VSA7,86.75089009038511
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,206.4711042033766
NHOHCount,2
PEOE_VSA1,15.53348693886314
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,54.06550936946379
