DLiP-ID,C000HX
AATSC6d,0.04094579008073819
AATSC6i,-0.00539914739121602
AATSC6m,2.029648771226218
AATSC6p,0.006996602574862213
AATSC6s,0.5852140202486223
AATSC6v,2.0059207218503916
AATSC7Z,-0.4339792387543251
AATSC7c,-0.001989195791306712
AATSC7d,0.05231833910034603
AATSC7i,0.32494012300390906
AATSC7m,-1.9461705337536768
AATSC7p,0.04108248321908544
AATSC7s,-0.840722798923491
AATSC7v,6.450025588730705
AATSC8Z,-0.20839100346020772
AATSC8c,0.0049392439020787115
AATSC8d,0.06128892733564014
AATSC8i,0.3390808048697701
AATSC8m,-0.7709520592216262
AATSC8p,0.03675956124234381
AATSC8s,0.2130394559784698
AATSC8v,1.982525517413562
ATS0are,229.07980000000003
ATS1are,230.019
ATS2are,367.563
ATS3are,478.4890000000001
ATS4are,465.81
ATS5are,405.85799999999995
ATS6are,383.851
ATS7are,323.0019
ATS8are,267.223
ATSC0dv,164.23529411764707
ATSC0pe,6.4856382352941155
ATSC0se,4.513024470588235
ATSC1dv,30.051903114186853
ATSC1pe,0.6703900519031142
ATSC1se,0.6003399861591696
ATSC2dv,8.370242214532874
ATSC2pe,0.6903358996539793
ATSC2se,0.5939293287197234
ATSC3dv,-31.695501730103807
ATSC3pe,-1.396837283737023
ATSC3se,-1.0963283321799302
ATSC4dv,-42.32179930795847
ATSC4pe,-0.970389792387542
ATSC4se,-0.7337904083044979
ATSC5dv,-5.560553633217994
ATSC5pe,-0.7560866782006906
ATSC5se,-0.6322877093425601
ATSC6dv,14.4083044982699
ATSC6pe,0.596903114186852
ATSC6se,0.5927523460207612
ATSC7dv,-35.875432525951545
ATSC7pe,-1.918629757785466
ATSC7se,-1.3770275155709342
ATSC8dv,-2.570934256055362
ATSC8pe,0.8172050173010381
ATSC8se,0.8049328581314876
AXp-0dv,0.5288305353731564
AXp-1dv,0.2902751797614307
AXp-2dv,0.15395895992290665
AXp-3dv,0.08580324009371043
AXp-4dv,0.048155099516144655
AXp-5dv,0.026505672904468792
AXp-6dv,0.014586177000813907
AXp-7dv,0.008681226737801017
BertzCT,673.4732353324796
ECIndex,418
ETA_eta,12.472202468695148
GATS1dv,0.41908514121981166
GATS1pe,0.4399736612615113
GATS1se,0.425076052893944
GATS2dv,0.69092142964862
GATS2pe,0.5717446476106544
GATS2se,0.5606253203284547
GATS3dv,0.9591117478510027
GATS3pe,0.9426029911338039
GATS3se,0.9240228736132816
GATS4dv,1.1176799785100284
GATS4pe,1.0286539028692505
GATS4se,1.044900088044951
GATS5dv,0.9795397564469913
GATS5pe,0.9794201608690152
GATS5se,0.978403929288792
GATS6dv,0.9745164756446989
GATS6pe,0.9394279759305288
GATS6se,0.8984755182307896
GATS7dv,1.2136246418338108
GATS7pe,1.2580539808091817
GATS7se,1.2575899104886177
GATS8dv,1.0172143624641832
GATS8pe,0.9068319164017148
GATS8se,0.8947554519848797
LogEE_A,3.9456981515039615
LogEE_D,106.5233479872916
MATS1dv,0.177752762996316
MATS1pe,0.10041202219331546
MATS1se,0.12922318922193587
MATS2dv,0.030400140753028715
MATS2pe,0.06349094624561
MATS2se,0.07850026894020944
MATS3dv,-0.0874880611270296
MATS3pe,-0.097636173802418
MATS3se,-0.11012618710443678
MATS4dv,-0.12168696275071632
MATS4pe,-0.07065451503127591
MATS4se,-0.07678046939766246
MATS5dv,-0.01798665830945559
MATS5pe,-0.06193238556049397
MATS5se,-0.07442965305801963
MATS6dv,0.0497134670487106
MATS6pe,0.05215293942830858
MATS6se,0.07442747059482496
MATS7dv,-0.148538681948424
MATS7pe,-0.20116265939630412
MATS7se,-0.20748363247101695
MATS8dv,-0.013305873925501425
MATS8pe,0.10710191341321124
MATS8se,0.15160408144708903
MAXaaCH,1.6953528733705503
MAXaasC,0.5850391051482324
MAXddsN,-0.5399050377599259
MAXdssC,-0.20592309145880527
MAXssNH,2.9288081065759637
MDEC-22,11.052518238765638
MDEC-23,14.821253088464854
MDEC-33,2.628572087377543
MDEN-23,0.14285714285714285
MDEO-11,0.7211247851537042
MINaaCH,1.2544827622406987
MINaasC,-0.3564715760296566
MINddsN,-0.5399050377599259
MINdssC,-0.20592309145880527
MINssNH,2.9288081065759637
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.369047619047619
SM1_Dzi,1.3236049220667407
SM1_Dzm,1.4005860671779276
SM1_Dzp,-6.281451097244647
SM1_Dzv,-2.382292355961642
SddssSe,0
SpAD_Dt,318.5350577446908
SpAbs_A,26.26454929427649
SpAbs_D,213.04669597458326
SpMAD_A,1.2506928235369759
SpMAD_D,10.145080760694437
SpMax_A,2.306610377419861
SpMax_D,106.5233479872916
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,72.24
TpiPC10,7.3531219581508145
VAdjMat,5.459431618637297
VE1_DzZ,4.535107359927897
VE1_Dzi,4.535865936056332
VE1_Dzm,4.535360743579202
VE1_Dzp,4.48650554744067
VE1_Dzv,4.51442588278256
VE2_DzZ,0.21595749332989986
VE2_Dzi,0.2159936160026825
VE2_Dzm,0.21596955921805722
VE2_Dzp,0.21364312130669857
VE2_Dzv,0.2149726610848838
VE3_DzZ,2.2537861016497556
VE3_Dzi,2.253953355174918
VE3_Dzm,2.2538419716772955
VE3_Dzp,2.2430114689586036
VE3_Dzv,2.249215365768368
VR1_DzZ,105.76025119497675
VR1_Dzi,105.73837564273964
VR1_Dzm,105.7358207814825
VR1_Dzp,109.85261685923501
VR1_Dzv,107.69798186301912
VR2_DzZ,5.036202437856035
VR2_Dzi,5.035160744892364
VR2_Dzm,5.0350390848325
VR2_Dzp,5.231076993296905
VR2_Dzv,5.128475326810435
VR3_DzZ,5.403112095971544
VR3_Dzi,5.402905233613691
VR3_Dzm,5.402881071221301
VR3_Dzp,5.441076965390365
VR3_Dzv,5.421268190211223
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05555555555555555
Xch-7dv,0.05216567980581186
Xpc-4dv,0.7335017164067316
Xpc-5dv,0.8290654817539093
Xpc-6dv,0.8894447974084518
Zagreb1,102.0
Zagreb2,114.0
fragCpx,64.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,22
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.737641176470589
AATS1are,6.571971428571429
AATS2are,6.448473684210526
AATS3are,6.379853333333335
AATS4are,6.4695833333333335
AATS5are,6.341531249999999
AATS6are,6.397516666666666
AATS7are,6.460038
AATS8are,6.680575
AATSC0dv,4.83044982698962
AATSC0pe,0.19075406574394457
AATSC0se,0.13273601384083045
AATSC1dv,0.8586258032624815
AATSC1pe,0.01915400148294612
AATSC1se,0.01715257103311913
AATSC2dv,0.14684635464092763
AATSC2pe,0.01211115613428034
AATSC2se,0.01041981278455655
AATSC3dv,-0.42260668973471743
AATSC3pe,-0.01862449711649364
AATSC3se,-0.014617711095732403
AATSC4dv,-0.5878027681660899
AATSC4pe,-0.013477636005382527
AATSC4se,-0.010191533448673582
AATSC5dv,-0.08688365051903116
AATSC5pe,-0.011813854346885791
AATSC5se,-0.009879495458477501
AATSC6dv,0.2401384083044983
AATSC6pe,0.009948385236447534
AATSC6se,0.009879205767012686
AATSC7dv,-0.7175086505190309
AATSC7pe,-0.03837259515570932
AATSC7se,-0.027540550311418683
AATSC8dv,-0.06427335640138405
AATSC8pe,0.020430125432525953
AATSC8se,0.020123321453287192
AETA_eta,0.5939144032711975
ATSC0are,7.280223529411761
ATSC1are,0.8485404844290655
ATSC2are,0.7781840830449827
ATSC3are,-1.713663667820068
ATSC4are,-0.9895557093425604
ATSC5are,-0.9017619377162627
ATSC6are,0.6236761245674743
ATSC7are,-2.173334602076124
ATSC8are,1.121501730103806
BCUTZ-1h,9.004066524188689
BCUTZ-1l,5.692450526450063
BCUTc-1h,0.45979711083045055
BCUTc-1l,-0.38758822992342534
BCUTd-1h,3.1486184121375405
BCUTd-1l,0.972740316225881
BCUTi-1h,17.424771096205514
BCUTi-1l,10.953559341027411
BCUTm-1h,19.00014112436513
BCUTm-1l,11.704224266314402
BCUTp-1h,1.9890184459930267
BCUTp-1l,0.5458616127581907
BCUTs-1h,8.002972553426343
BCUTs-1l,1.3735699808663135
BCUTv-1h,20.89490534092258
BCUTv-1l,13.304120616178126
BalabanJ,1.652513386889386
Diameter,12
ETA_beta,29.25
GATS1are,0.4365372242472009
GATS2are,0.573295367125886
GATS3are,0.9463305586932529
GATS4are,1.0157689485940153
GATS5are,0.9725536288680535
GATS6are,0.9312052676146014
GATS7are,1.2549405884434706
GATS8are,0.8872160619664232
HybRatio,0.13333333333333333
Lipinski,True
LogEE_Dt,159.2675288723454
MATS1are,0.11322406067040607
MATS2are,0.06375902848104867
MATS3are,-0.106708380533457
MATS4are,-0.06418624293479464
MATS5are,-0.06580306600152873
MATS6are,0.04854472794144982
MATS7are,-0.20299754855620147
MATS8are,0.13094054965991675
MAXssCH2,0.32438350340136046
MINssCH2,0.16436602418745272
NsssssAs,0
RotRatio,0.2727272727272727
SM1_Dzpe,1.4578276941623665
SM1_Dzse,1.3395103868809848
SMR_VSA1,14.108263280564312
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,11.861545009918906
SMR_VSA7,70.02592714920135
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,169.3327116233852
SpAD_Dzi,165.20085926387003
SpAD_Dzm,169.20055077698123
SpAD_Dzp,237.06773330393224
SpAD_Dzv,207.23178340043782
SpAbs_Dt,318.5350577446908
SpDiam_A,4.6132207548397215
SpDiam_D,165.41013451816897
SpMAD_Dt,15.168336083080513
SpMax_Dt,159.2675288723454
SsssssAs,0
VE1_Dzpe,4.535562096979005
VE1_Dzse,4.534915929793203
VE2_Dzpe,0.2159791474751907
VE2_Dzse,0.21594837760920016
VE3_Dzpe,2.253886367027884
VE3_Dzse,2.2537438900415583
VMcGowan,205.4199999999997
VR1_Dzpe,105.7141686570349
VR1_Dzse,105.77908191394084
VR2_Dzpe,5.034008031287376
VR2_Dzse,5.037099138759087
VR3_Dzpe,5.402676274573348
VR3_Dzse,5.4032901311268695
mZagreb1,7.416666666666666
mZagreb2,4.722222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.21412422145328708
AATSC1are,0.024244013840830442
AATSC2are,0.013652352334122504
AATSC3are,-0.022848848904267575
AATSC4are,-0.01374382929642445
AATSC5are,-0.014090030276816604
AATSC6are,0.010394602076124573
AATSC7are,-0.04346669204152248
AATSC8are,0.028037543252595148
AETA_beta,1.3928571428571428
BCUTdv-1h,7.005181100176345
BCUTdv-1l,1.8953185797026986
BCUTpe-1h,3.988665090731837
BCUTpe-1l,2.241030647307691
BCUTse-1h,4.00994565502357
BCUTse-1l,2.4369323179177265
ETA_alpha,9.585714285714287
ETA_dBeta,3.75
ETA_eta_B,0.35566291430929553
ETA_eta_F,20.902119408535047
ETA_eta_L,3.9488291150906822
ETA_eta_R,33.374321877230194
ETA_psi_1,0.5067975830815713
LabuteASA,120.11321907782867
LogEE_DzZ,84.73154855545675
LogEE_Dzi,82.6634584377477
LogEE_Dzm,84.66696996311812
LogEE_Dzp,117.03828305738406
LogEE_Dzv,103.04867923451374
PEOE_VSA1,5.316788604006331
PEOE_VSA2,14.908855452837393
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,18.19910120538483
PEOE_VSA8,36.34914993214236
PEOE_VSA9,4.923311048817671
SM1_Dzare,1.6187222644678747
SpAD_Dzpe,168.1362230306849
SpAD_Dzse,169.57833904443027
SpAbs_DzZ,168.09404949186597
SpAbs_Dzi,164.0033119534287
SpAbs_Dzm,167.9333538590584
SpAbs_Dzp,240.3580172120128
SpAbs_Dzv,208.47965082498914
SpDiam_Dt,236.1076518235946
SpMAD_DzZ,8.063462458256438
SpMAD_Dzi,7.8667075839938105
SpMAD_Dzm,8.057169084618154
SpMAD_Dzp,11.288939681139631
SpMAD_Dzv,9.868180161925611
SpMax_DzZ,84.73154855545675
SpMax_Dzi,82.6634584377477
SpMax_Dzm,84.66696996311812
SpMax_Dzp,117.03828305738406
SpMax_Dzv,103.04867923451374
VE1_Dzare,4.536202496847041
VE2_Dzare,0.21600964270700196
VE3_Dzare,2.2540275523204425
VR1_Dzare,105.64025834957825
VR2_Dzare,5.030488492837059
VR3_Dzare,5.401976877721186
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45646258503401366
AETA_dBeta,0.17857142857142858
AETA_eta_B,0.016936329252823595
AETA_eta_F,0.9953390194540498
AETA_eta_L,0.18803948167098486
AETA_eta_R,1.5892534227252473
BCUTare-1h,4.107713837403433
BCUTare-1l,2.1913416062612288
ETA_beta_s,12.75
ETA_dPsi_A,0.20720241691842867
ETA_dPsi_B,0.0
ETA_eta_BR,0.5276629143092955
ETA_eta_FL,6.1097215329731185
ETA_eta_RL,10.0585506480638
LogEE_Dzpe,84.13753188173114
LogEE_Dzse,84.8529557311142
PEOE_VSA10,5.817220841045895
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
SlogP_VSA1,5.316788604006331
SlogP_VSA2,17.251312401095184
SlogP_VSA3,0.0
SlogP_VSA4,15.931539109811467
SlogP_VSA5,16.778810298694825
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,166.45161202963266
SpAbs_Dzpe,166.81723606929995
SpAbs_Dzse,168.36640107534743
SpDiam_DzZ,135.6107708881462
SpDiam_Dzi,132.1745263537969
SpDiam_Dzm,135.54167226104835
SpDiam_Dzp,180.62534648890284
SpDiam_Dzv,162.35358655740347
SpMAD_Dzpe,8.006486810984995
SpMAD_Dzse,8.075159002115727
SpMax_Dzpe,84.13753188173114
SpMax_Dzse,84.8529557311142
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6071428571428571
AETA_eta_BR,0.025126805443299784
AETA_eta_FL,0.29093912061776755
AETA_eta_RL,0.4789786022887524
DetourIndex,1618
EState_VSA1,4.923311048817671
EState_VSA2,23.708673685020404
EState_VSA3,17.795594172293132
EState_VSA4,0.0
EState_VSA5,36.39820241076966
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,16.5
ETA_shape_p,0.13412816691505214
ETA_shape_x,0.0
ETA_shape_y,0.3025335320417287
GhoseFilter,True
LogEE_Dzare,83.30288802741005
SlogP_VSA10,15.765187597041944
SlogP_VSA11,0.0
SpAbs_Dzare,164.9870537903522
SpDiam_Dzpe,134.69853860985847
SpDiam_Dzse,135.7823890713438
SpMAD_Dzare,7.926267239506317
SpMax_Dzare,83.30288802741005
TopoPSA(NO),72.24
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,12.967297957052857
VSA_EState9,47.86603537628048
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7857142857142857
EState_VSA10,19.299270500512215
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04353741496598632
FilterItLogS,-4.7941167354050025
SpDiam_Dzare,133.43736612574492
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6710084033613446
ETA_epsilon_2,0.9006802721088432
ETA_epsilon_3,0.4377049180327872
ETA_epsilon_4,0.5742236024844722
ETA_epsilon_5,0.8733766233766231
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.23330348532855738
ETA_dEpsilon_B,0.09678480087687236
ETA_dEpsilon_C,-0.13651868445168502
ETA_dEpsilon_D,0.02730364873222002
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.0,0.0,0.0,0.0,11.052518238765638,14.821253088464854,0.0,2.628572087377543,0.0,0.0,0.7211247851537042,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0"
APolDescriptor,40.231308999999996
BCUTDescriptor,"11.850000000000001,18.998406780685656,-0.293856981915835,0.16425369640363272,3.7619778384390337,9.260151726261547"
BPolDescriptor,18.288690999999996
TPSADescriptor,72.24
ALOGPDescriptor,"4.194300000000001,17.592152490000007,72.9661"
XLogPDescriptor,3.6690000000000005
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,288.0910206
ChiPathDescriptor,"15.242276208189782,10.058550648063802,8.976772750267404,6.8197121736159225,5.175242220728849,3.9186380127032963,2.4240977580323193,1.4685292615620793,10.934583551013604,6.385176098203017,4.455015695081431,2.921427840368754,1.8977047233377657,1.2030667742904504,0.5889535780583949,0.318416689642605"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.23848394329714995,0.0,0.0,0.0,0.05555555555555555,0.05791864594988262"
AtomCountDescriptor,34
BondCountDescriptor,22
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.3951682068889268,0.0,0.2845177968644246,0.0,0.41968065934799903,0.0,0.024056261216234408,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,12,1,1,1,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"41.9797305966119,1.9990347903148524,16.00226229317611,7.390755155792159,6.088917128746989"
FractionalPSADescriptor,0.25075408407227534
WienerNumbersDescriptor,"1086.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7947250778053494,3.469187180099343,4.283035324294442,0.7087407259747595,0.8350131688392536,0.8354096805646235"
FractionalCSP3Descriptor,0.13333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.355371900826448,8.585017835909632,5.6055363321799305"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,805.06
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.13333333333333333
AutocorrelationDescriptorMass,"25.545411848218446,24.51934608233229,33.09731683302374,32.31912372888049,27.637175523343394"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.2984497805006934,-0.06300389255026745,-0.04846369462165805,-0.07581394051290845,0.08760783658308927"
EccentricConnectivityIndexDescriptor,418
AutocorrelationDescriptorPolarizability,"1081.1571681920873,1213.9353895575991,1546.5933102930214,1455.4043535601168,1157.2209637404032"
