DLiP-ID,C0018C
DLiP-Mol-ID,31982
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H34N4O3S/c1-6-12-28(13-7-2)14-8-11-25-23(29)21-16-18-22(26-27(3)24(18)32-21)17-9-10-19(30-4)20(15-17)31-5/h9-10,15-16H,6-8,11-14H2,1-5H3,(H,25,29)"
Standard Inchi Key(RDKit),LEJZVWKPAYYUCZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCN(CCC)CCCNC(=O)c1cc2c(-c3ccc(OC)c(OC)c3)nn(C)c2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),458.628
MW Monoisotopic(RDKit),458.235161948
MolLogP(RDKit),4.5609
XLogP(SDF),
XLogP(CDK),3.523
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),68.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.403068089168235
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,17973661.913669594
qed,0.4030680891682354
Chi0,23.087211190881018
Chi1,15.515100310547252
TPSA,68.62
Chi0n,19.73378249341966
Chi0v,20.550279074347387
Chi1n,11.213378890006393
Chi1v,12.029875470934119
Chi2n,7.822549254727815
Chi2v,8.85319813665418
Chi3n,5.4086207450711425
Chi3v,6.609266696306967
Chi4n,3.908946524954309
Chi4v,4.897387982692185
MolMR,131.10320000000002
MolWt,458.62800000000016
fr_SH,0
Kappa1,24.070131014841326
Kappa2,11.33389894978848
Kappa3,5.420854892480787
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1037.465561519674
MolLogP,4.560900000000004
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.7128569503063624
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,19.99718307830303
SMR_VSA4,7.04767198267719
SMR_VSA5,33.10993926815928
SMR_VSA6,40.398620706205364
SMR_VSA7,29.14261546754774
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,193.86031448469348
NHOHCount,1
PEOE_VSA1,19.690424242456906
PEOE_VSA2,9.476340119217006
PEOE_VSA3,0.0
PEOE_VSA4,5.098681808301038
PEOE_VSA5,11.336785877934737
PEOE_VSA6,13.847474399381248
PEOE_VSA7,63.16220236036219
PEOE_VSA8,24.542104094751558
PEOE_VSA9,19.096742276256364
RingCount,3
SMR_VSA10,27.460586241371605
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,458.235161948
NumHDonors,1
PEOE_VSA10,10.524324414469028
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,14.790514511606428
SlogP_VSA2,60.98619490985358
SlogP_VSA3,7.04767198267719
SlogP_VSA4,0.0
SlogP_VSA5,42.7816236459324
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,21.47400012063082
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,22.920927266181682
EState_VSA4,60.37073420714657
EState_VSA5,11.336785877934737
EState_VSA6,14.219595082555067
EState_VSA7,35.99494319166882
EState_VSA8,29.162854542539094
EState_VSA9,9.473725907600098
SlogP_VSA10,0.0
