DLiP-ID,C002V8
DLiP-Mol-ID,32832
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H10F4N2O/c16-10-9-14(20-5-6-22)7-3-1-2-4-8(7)21-15(9)13(19)12(18)11(10)17/h1-4,22H,5-6H2,(H,20,21)"
Standard Inchi Key(RDKit),JSCFSSXRGZMLJQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),OCCNc1c2ccccc2nc2c(F)c(F)c(F)c(F)c12
SMILES(SDF),
MW(SDF),
MW(RDKit),310.25
MW Monoisotopic(RDKit),310.07292582
MolLogP(RDKit),3.3486
XLogP(SDF),
XLogP(CDK),3.061
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),45.15
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.33742113945843
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,112914.55658395587
qed,0.3374211394584299
Chi0,15.853006672199017
Chi1,10.557749310264368
TPSA,45.15
Chi0n,11.129899722168423
Chi0v,11.129899722168423
Chi1n,6.45027396731815
Chi1v,6.45027396731815
Chi2n,4.633871694123914
Chi2v,4.633871694123914
Chi3n,3.3115385214927566
Chi3v,3.3115385214927566
Chi4n,2.355404285186003
Chi4v,2.355404285186003
MolMR,74.65650000000001
MolWt,310.25
fr_SH,0
Kappa1,14.524056539393355
Kappa2,5.415547230079499
Kappa3,2.0505237951008732
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,882.6604712802998
MolLogP,3.348600000000001
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.5147287322550698
