DLiP-ID,I0008H
DLiP-Mol-ID,28020
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C8H15N7O/c1-3-10-7-12-5(6(16)15-9)13-8(14-7)11-4-2/h3-4,9H2,1-2H3,(H,15,16)(H2,10,11,12,13,14)"
Standard Inchi Key(RDKit),DJFDYAHDZXILCI-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCNc1nc(NCC)nc(C(=O)NN)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),225.256
MW Monoisotopic(RDKit),225.1338081
MolLogP(RDKit),-0.661299999999999
XLogP(SDF),
XLogP(CDK),-1.011
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),117.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.298217079192771
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LEDGF_IN
Common Target Pref Name,LEDGF/IN
RDKit Descriptors
Ipc,3799.9336506661075
qed,0.2982170791927707
Chi0,11.966255326250886
Chi1,7.70623856025737
TPSA,117.85
Chi0n,9.241452908526458
Chi0v,9.241452908526458
Chi1n,4.9557604098862615
Chi1v,4.9557604098862615
Chi2n,2.840352474184065
Chi2v,2.840352474184065
Chi3n,1.63937619377518
Chi3v,1.63937619377518
Chi4n,1.016371205839542
Chi4v,1.016371205839542
MolMR,59.80800000000001
MolWt,225.256
fr_SH,0
Kappa1,12.111225071225073
Kappa2,5.808413134645357
Kappa3,3.0209355041650063
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,343.15450047266745
MolLogP,-0.6612999999999991
NOCount,8
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,3.0229491428636464
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,20.37772695995201
SMR_VSA4,5.842670270266239
SMR_VSA5,13.847474399381248
SMR_VSA6,23.723090019837812
SMR_VSA7,5.824404497999927
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,93.03619300243514
NHOHCount,5
PEOE_VSA1,10.633577208012662
PEOE_VSA2,10.220328581182207
PEOE_VSA3,5.842670270266239
PEOE_VSA4,14.951935562841626
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,13.847474399381248
PEOE_VSA8,13.08951281182515
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,17.803858291324495
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,225.13380809999998
NumHDonors,4
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,17.721083059972916
PEOE_VSA13,0.0
PEOE_VSA14,5.907179729351506
SlogP_VSA1,21.902038875389287
SlogP_VSA2,33.94862810401828
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,24.466416081452998
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,1
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
