DLiP-ID,T005UX
AATSC3p,-0.019806350625704943
AATSC3s,0.1579320171141159
AATSC3v,-4.340620484930396
AATSC4Z,-2.0476190476190474
AATSC4c,-0.0037271920228349542
AATSC4d,-0.08078231292517007
AATSC4i,-0.27060980512112087
AATSC4m,-9.441005083333334
AATSC4p,-0.04077473601759779
AATSC4s,-0.1521708363272149
AATSC4v,-8.983930044376406
AATSC5Z,0.2516733601070952
AATSC5c,-0.0008268017420360663
AATSC5d,-0.023789033685763447
AATSC5i,-0.13667757117946405
AATSC5m,1.2457279722153918
AATSC5p,0.004622682014108751
AATSC5s,-0.0412694444903528
AATSC5v,1.2373285309386903
AATSC6Z,-0.9062049062049058
AATSC6c,0.0021037650145953636
AATSC6d,-0.015306122448979586
AATSC6i,0.03411364116511868
AATSC6m,-3.8856439851576994
AATSC6p,-0.013496398828132198
AATSC6s,0.10317744859925929
AATSC6v,0.031206855609104224
AATSC7Z,-1.6468797564687974
AATSC7c,0.00030917074673049617
AATSC7d,-0.06464914733016494
AATSC7i,0.15368629913271947
AATSC7m,-7.395775312272855
AATSC7p,0.012745019856224973
AATSC7s,-0.2204674832394828
AATSC7v,-0.7380942205086536
AATSC8Z,-0.7908496732026142
AATSC8c,-0.0047353049868959635
AATSC8d,-0.09273709483793514
AATSC8i,-0.21474088811478828
AATSC8m,-3.7144091224489806
AATSC8p,-0.026216769174965637
AATSC8s,-0.09048847019374735
AATSC8v,-5.998297769116224
ATS0are,268.57829999999996
ATS1are,292.0289
ATS2are,456.18049999999994
ATS3are,537.4116999999999
ATS4are,532.664
ATS5are,507.7020000000001
ATS6are,478.5
ATS7are,461.20000000000005
ATS8are,418.435
ATSC0dv,166.65608465608463
ATSC0pe,4.90722857142857
ATSC0se,3.3834564047619033
ATSC1dv,41.05366591080877
ATSC1pe,-0.1439734693877561
ATSC1se,-0.18056488605442195
ATSC2dv,11.552280171327793
ATSC2pe,1.341318367346937
ATSC2se,0.992314720521541
ATSC3dv,-35.42857142857143
ATSC3pe,0.8147428571428565
ATSC3se,0.9560831666666663
ATSC4dv,-49.49735449735451
ATSC4pe,-2.1369285714285713
ATSC4se,-1.4116729523809524
ATSC5dv,5.37540942302847
ATSC5pe,-0.44300408163265287
ATSC5se,-0.5314746094104301
ATSC6dv,-5.31393298059964
ATSC6pe,-0.19572857142857175
ATSC6se,-0.3070889801587299
ATSC7dv,-56.50541698160745
ATSC7pe,-1.8142163265306117
ATSC7se,-1.1205829178004532
ATSC8dv,-19.263290501385736
ATSC8pe,-0.711836734693877
ATSC8se,-0.5279785362811784
AXp-0dv,0.5613475900264981
AXp-1dv,0.30048507908652605
AXp-2dv,0.16372054070510858
AXp-3dv,0.08974250320279785
AXp-4dv,0.04900265610462495
AXp-5dv,0.026848840374276824
AXp-6dv,0.0141315328634662
AXp-7dv,0.007789993362840465
BertzCT,1126.970739173693
ECIndex,696
ETA_eta,19.136137939574855
GATS1dv,0.5199737549474042
GATS1pe,0.7395400824310363
GATS1se,0.8062730357120227
GATS2dv,0.8081170367177349
GATS2pe,0.6111109812707618
GATS2se,0.6236130028101202
GATS3dv,1.0727387453171633
GATS3pe,0.859607377066679
GATS3se,0.8077416680740164
GATS4dv,1.1077211251508032
GATS4pe,1.1870545929328742
GATS4se,1.1699837604077585
GATS5dv,0.9554100585464598
GATS5pe,0.9117291334382611
GATS5se,0.8594052682173587
GATS6dv,1.0067825374194035
GATS6pe,0.9191445908315481
GATS6se,0.878343776630545
GATS7dv,1.2358821216741749
GATS7pe,1.2882355786650932
GATS7se,1.2831201356653494
GATS8dv,1.0075786791318218
GATS8pe,0.9501871017922109
GATS8se,0.9340406229243459
LogEE_A,4.237993161676671
LogEE_D,161.92237594890577
MATS1dv,0.22991512688636317
MATS1pe,-0.027383121886274866
MATS1se,-0.049809191200732066
MATS2dv,0.04100506269568649
MATS2pe,0.161691252825155
MATS2se,0.17349213463639765
MATS3dv,-0.10629246301352469
MATS3pe,0.08301456160882194
MATS3se,0.14128793935708278
MATS4dv,-0.1485014921582323
MATS4pe,-0.21773273247046634
MATS4se,-0.20861403007796298
MATS5dv,0.016321556465241242
MATS5pe,-0.04568174007798674
MATS5se,-0.07948645609864073
MATS6dv,-0.01739215765503147
MATS6pe,-0.021755872465903773
MATS6se,-0.04950649869489518
MATS7dv,-0.1950721811430515
MATS7pe,-0.21270574205439494
MATS7se,-0.19055039045311692
MATS8dv,-0.07139202115540483
MATS8pe,-0.08959514706652949
MATS8se,-0.09638202803413103
MAXaaCH,2.020800053329399
MAXaaaC,1.098985618224435
MAXaasC,0.8975797325102883
MAXdssC,0.7788150877635005
MAXsCH3,1.8931037939867306
MAXssNH,3.0048361798167895
MDEC-12,1.83024915512942
MDEC-13,2.198744038457615
MDEC-22,9.004489562740169
MDEC-23,19.60372306871972
MDEC-33,8.27680925870393
MDEN-22,1.6509636244473134
MDEO-11,0.4999999999999999
MDEO-12,0.6666666666666667
MINaaCH,1.444414125536961
MINaaaC,0.9369485811873982
MINaasC,-0.08491231857039638
MINdssC,-1.0877941022087845
MINsCH3,1.8931037939867306
MINssNH,3.0048361798167895
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714286
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,564.1824461459437
SpAbs_A,35.56961286311714
SpAbs_D,323.8447518978114
SpMAD_A,1.3173930690043387
SpMAD_D,11.994250070289317
SpMax_A,2.397450147858516
SpMax_D,161.92237594890577
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,115.96
TpiPC10,8.974754995057141
VAdjMat,5.906890595608519
VE1_DzZ,5.12664071943118
VE1_Dzi,5.122701897911296
VE1_Dzm,5.1266286445161295
VE1_Dzp,5.1206866459327784
VE1_Dzv,5.123225182858577
VE2_DzZ,0.1898755822011548
VE2_Dzi,0.18972969992264058
VE2_Dzm,0.18987513498207886
VE2_Dzp,0.18965506096047327
VE2_Dzv,0.18974908084661396
VE3_DzZ,2.6277023871775746
VE3_Dzi,2.626933787305204
VE3_Dzm,2.627700031847851
VE3_Dzp,2.626540313603432
VE3_Dzv,2.6270359322733676
VR1_DzZ,165.07089481499713
VR1_Dzi,165.45262397515347
VR1_Dzm,165.07160948328718
VR1_Dzp,165.20783415867695
VR1_Dzv,164.92656733723027
VR2_DzZ,6.1137368449998934
VR2_Dzi,6.127874962042721
VR2_Dzm,6.113763314195821
VR2_Dzp,6.11880867254359
VR2_Dzv,6.10839138286038
VR3_DzZ,6.099626820176493
VR3_Dzi,6.101936666878334
VR3_Dzm,6.09963114962987
VR3_Dzp,6.100456055240781
VR3_Dzv,6.098752101407276
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10248601056013436
Xch-6dv,0.2028658477758265
Xch-7dv,0.24022289979593917
Xpc-4dv,1.6133017053601013
Xpc-5dv,2.0007056377266546
Xpc-6dv,2.2547681966114137
Zagreb1,144.0
Zagreb2,169.0
fragCpx,198.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,2
nBondsM,23
nBondsO,30
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.394721428571428
AATS1are,6.489531111111112
AATS2are,6.425077464788732
AATS3are,6.397758333333332
AATS4are,6.341238095238095
AATS5are,6.116891566265061
AATS6are,6.214285714285714
AATS7are,6.317808219178083
AATS8are,6.153455882352941
AATSC0dv,3.9680020156210625
AATSC0pe,0.11683877551020405
AATSC0se,0.08055848582766437
AATSC1dv,0.9123036869068615
AATSC1pe,-0.0031994104308390244
AATSC1se,-0.004012553023431599
AATSC2dv,0.16270817142715202
AATSC2pe,0.01889180799080193
AATSC2se,0.013976263669317479
AATSC3dv,-0.4217687074829932
AATSC3pe,0.00969931972789115
AATSC3se,0.011381942460317455
AATSC4dv,-0.5892542202066012
AATSC4pe,-0.025439625850340136
AATSC4se,-0.01680563038548753
AATSC5dv,0.06476396895215024
AATSC5pe,-0.005337398573887384
AATSC5se,-0.006403308547113616
AATSC6dv,-0.06901211663116416
AATSC6pe,-0.0025419294990723603
AATSC6se,-0.003988168573489998
AATSC7dv,-0.7740468079672254
AATSC7pe,-0.024852278445624817
AATSC7se,-0.01535045092877333
AATSC8dv,-0.2832836838439079
AATSC8pe,-0.010468187274909956
AATSC8se,-0.007764390239429094
AETA_eta,0.7087458496138835
ATSC0are,5.327764285714283
ATSC1are,-0.1611331632653059
ATSC2are,1.340584183673469
ATSC3are,1.0966285714285722
ATSC4are,-2.2240357142857126
ATSC5are,-0.6320841836734694
ATSC6are,-0.22041071428571418
ATSC7are,-1.8087117346938761
ATSC8are,-0.7558469387755098
BCUTZ-1h,16.004504794570412
BCUTZ-1l,5.685111171502063
BCUTc-1h,0.501386440368223
BCUTc-1l,-0.5190956985206744
BCUTd-1h,3.1953444556775517
BCUTd-1l,0.9729412028944697
BCUTi-1h,14.641956677924238
BCUTi-1l,10.311296129738842
BCUTm-1h,32.062246333413604
BCUTm-1l,11.69658042730857
BCUTp-1h,2.9365383648804775
BCUTp-1l,0.7397177463389359
BCUTs-1h,7.008294292134855
BCUTs-1l,0.6048554560394787
BCUTv-1h,24.440721101596907
BCUTv-1l,14.7005690515447
BalabanJ,1.212062570407484
Diameter,15
ETA_beta,38.5
GATS1are,0.7630294609713745
GATS2are,0.6371740937158533
GATS3are,0.8512270178548047
GATS4are,1.1868394050752105
GATS5are,0.9056254701586713
GATS6are,0.910037067520708
GATS7are,1.2799467898393144
GATS8are,0.9364787869223844
HybRatio,0.05
Lipinski,False
LogEE_Dt,282.09122307297184
MATS1are,-0.02822777891736056
MATS2are,0.1488469810695375
MATS3are,0.10291639350196491
MATS4are,-0.20872129424430239
MATS5are,-0.06003453057046775
MATS6are,-0.022565567755388736
MATS7are,-0.19532182984638438
MATS8are,-0.0876252427133932
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.101407525739723
SMR_VSA5,6.923737199690624
SMR_VSA6,5.425791397110385
SMR_VSA7,71.98736959518754
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,221.4111321307003
SpAD_Dzi,225.74596050365395
SpAD_Dzm,221.46107609080047
SpAD_Dzp,320.6031944264744
SpAD_Dzv,295.43942291528407
SpAbs_Dt,564.1824461459435
SpDiam_A,4.717437384587086
SpDiam_D,249.699117147422
SpMAD_Dt,20.89564615355347
SpMax_Dt,282.09122307297184
SsssssAs,0
VE1_Dzpe,5.127007904830226
VE1_Dzse,5.12748865249313
VE2_Dzpe,0.18988918166037874
VE2_Dzse,0.1899069871293752
VE3_Dzpe,2.6277740076148763
VE3_Dzse,2.6278677709040967
VMcGowan,265.8200000000002
VR1_Dzpe,165.00979542082143
VR1_Dzse,164.95486703637502
VR2_Dzpe,6.111473904474868
VR2_Dzse,6.109439519865742
VR3_Dzpe,6.099256611335559
VR3_Dzse,6.09892367638098
mZagreb1,7.75
mZagreb2,5.861111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12685153061224483
AATSC1are,-0.0035807369614512426
AATSC2are,0.018881467375682665
AATSC3are,0.013055102040816335
AATSC4are,-0.026476615646258483
AATSC5are,-0.007615472092451439
AATSC6are,-0.002862476808905379
AATSC7are,-0.024776873077998304
AATSC8are,-0.01111539615846338
AETA_beta,1.4259259259259258
BCUTdv-1h,6.024317869633095
BCUTdv-1l,0.653182388771141
BCUTpe-1h,3.5035880508979127
BCUTpe-1l,2.230673610493558
BCUTse-1h,3.7164101697302616
BCUTse-1l,2.4301587296103735
ETA_alpha,13.033333333333333
ETA_dBeta,4.5
ETA_eta_B,0.3168567740490751
ETA_eta_F,27.203715069059644
ETA_eta_L,5.3266781341248315
ETA_eta_R,46.3398530086345
ETA_psi_1,0.5750000000000003
LabuteASA,158.3474994639278
LogEE_DzZ,110.55737317858606
LogEE_Dzi,112.9140265784469
LogEE_Dzm,110.5817148467893
LogEE_Dzp,159.29932096730582
LogEE_Dzv,147.34982656065446
PEOE_VSA1,9.523678331894054
PEOE_VSA2,5.425791397110385
PEOE_VSA3,9.77851570501903
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,41.668621220242784
PEOE_VSA7,42.81902403369567
PEOE_VSA8,5.563451491696996
PEOE_VSA9,15.928305636856065
SM1_Dzare,1.3895559505374209
SpAD_Dzpe,227.78998204295047
SpAD_Dzse,229.1623227916656
SpAbs_DzZ,219.87475646932472
SpAbs_Dzi,224.71980233815566
SpAbs_Dzm,219.92718396379897
SpAbs_Dzp,323.0350223801013
SpAbs_Dzv,296.6970315650418
SpDiam_Dt,412.64172822385194
SpMAD_DzZ,8.200412301137048
SpMAD_Dzi,8.360961500135332
SpMAD_Dzm,8.202262077437055
SpMAD_Dzp,11.874192386165717
SpMAD_Dzv,10.942200848714224
SpMax_DzZ,110.55737317858606
SpMax_Dzi,112.9140265784469
SpMax_Dzm,110.5817148467893
SpMax_Dzp,159.29932096730582
SpMax_Dzv,147.34982656065446
VE1_Dzare,5.126822878826598
VE2_Dzare,0.18988232884542955
VE3_Dzare,2.6277379184677954
VR1_Dzare,165.04178057560063
VR2_Dzare,6.11265853983706
VR3_Dzare,6.099450430466903
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48271604938271606
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.01173543607589167
AETA_eta_F,1.0075450025577646
AETA_eta_L,0.19728437533795673
AETA_eta_R,1.716290852171648
BCUTare-1h,3.557034298046351
BCUTare-1l,2.1719494573194087
ETA_beta_s,17.0
ETA_dPsi_A,0.13899999999999968
ETA_dPsi_B,0.0
ETA_eta_BR,0.6608567740490751
ETA_eta_FL,7.770678654199189
ETA_eta_RL,13.09735678832402
LogEE_Dzpe,113.94207781144759
LogEE_Dzse,114.62699952487549
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,10.891805898713775
PEOE_VSA13,0.0
SlogP_VSA1,5.425791397110385
SlogP_VSA2,21.771496206510463
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,23.041973294333882
SlogP_VSA6,70.18222914740917
SlogP_VSA7,0.0
SlogP_VSA8,21.5403195446568
SlogP_VSA9,0.0
SpAD_Dzare,225.3153537239134
SpAbs_Dzpe,226.6128122936418
SpAbs_Dzse,228.0163695655983
SpDiam_DzZ,171.16320810295363
SpDiam_Dzi,173.8043034047586
SpDiam_Dzm,171.20228847982418
SpDiam_Dzp,251.37581291791457
SpDiam_Dzv,231.73502615414077
SpMAD_Dzpe,8.436666001590758
SpMAD_Dzse,8.487493436728355
SpMax_Dzpe,113.94207781144759
SpMax_Dzse,114.62699952487549
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6296296296296297
AETA_eta_BR,0.02447617681663241
AETA_eta_FL,0.2878029131184885
AETA_eta_RL,0.4850872884564452
DetourIndex,3682
EState_VSA1,5.969305287951849
EState_VSA2,5.760247418874442
EState_VSA3,5.760247418874442
EState_VSA4,32.186767100089384
EState_VSA5,6.06636706846161
EState_VSA6,17.403152946396347
EState_VSA7,55.4546737473835
EState_VSA8,15.511177443797315
EState_VSA9,9.523678331894054
ETA_beta_ns,21.5
ETA_shape_p,0.08951406649616367
ETA_shape_x,0.0
ETA_shape_y,0.3452685421994885
GhoseFilter,True
LogEE_Dzare,112.7091418971618
SlogP_VSA10,5.131558479839333
SlogP_VSA11,0.0
SpAbs_Dzare,224.02872784378627
SpDiam_Dzpe,176.12265541130228
SpDiam_Dzse,177.34155494679064
SpMAD_Dzare,8.345013100885682
SpMax_Dzare,112.7091418971618
TopoPSA(NO),87.72
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.365462914312884
VSA_EState9,56.92786292752944
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7962962962962963
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.017283950617283956
FilterItLogS,-5.550630119548082
SpDiam_Dzare,174.07265391277357
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6468253968253967
ETA_epsilon_2,0.8395061728395057
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5511494252873564
ETA_epsilon_5,0.8022988505747123
AETA_beta_ns_d,0.018518518518518517
ETA_dEpsilon_A,0.20282539682539658
ETA_dEpsilon_B,0.0956759715380403
ETA_dEpsilon_C,-0.10714942528735627
ETA_dEpsilon_D,0.0372073222647934
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8518518518518519
MDEDescriptor,"0.0,1.83024915512942,2.198744038457615,0.0,9.004489562740169,19.60372306871972,0.0,8.27680925870393,0.0,0.0,0.4999999999999999,0.6666666666666667,0.0,0.0,0.0,0.0,1.6509636244473134,0.0,0.0"
APolDescriptor,53.807894999999974
BCUTDescriptor,"11.850000000000007,31.972072358645477,-0.3262589071193339,0.31449641381305093,3.9862209636508847,10.9194793138486"
BPolDescriptor,23.532104999999998
TPSADescriptor,115.96000000000001
ALOGPDescriptor,"4.3265,18.718602250000004,105.74080000000001"
XLogPDescriptor,4.698999999999999
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,377.0834124599999
ChiPathDescriptor,"18.80275414050485,13.097356788324023,11.960674446268902,10.052208354012146,8.125739570066115,6.36288365221747,4.382811175611522,3.0458239038654185,15.15638493071545,9.014552372595782,6.876262709614559,4.935837676153881,3.430185927323748,2.228453751064976,1.22944335912156,0.7244693827441636"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5068735753865525,0.7743428280763196,0.0,0.0,0.10248601056013436,0.20286584777582656,0.24022289979593914"
AtomCountDescriptor,42
BondCountDescriptor,30
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.773159738960781,0.0,0.45118446353109126,0.0,0.8202217993078966,0.0,0.11331148818951836,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,15,2,1,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"55.59598641678518,2.059110608029081,20.340611757874797,7.92279196534423,9.2753194249028"
FractionalPSADescriptor,0.30751816751499444
WienerNumbersDescriptor,"2116.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.196561570639948,5.807194540362015,7.366498727178876,1.6133017053601009,2.000705637726655,2.060876347723081"
FractionalCSP3Descriptor,0.05
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,2,5,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"20.28,9.212018140589569,4.950743801652893"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1323.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.05
AutocorrelationDescriptorMass,"36.531101048902286,35.69264635163448,53.69057374984574,49.0197674264603,40.9939416037058"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4773392198847563,-0.224852944547579,-0.1376790129992429,0.21204974369471585,-0.07453073320223547"
EccentricConnectivityIndexDescriptor,696
AutocorrelationDescriptorPolarizability,"1914.1668540445273,2247.346687954971,3104.7546253749597,2784.287777458253,2403.4098371149926"
