DLiP-ID,T0071W
DLiP-Mol-ID,24906
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H33N5O3S/c1-34-24-8-7-19(17-29-24)20(15-26(32)33)14-21-18-35-25(30-21)6-2-3-10-27-23-16-22(9-11-28-23)31-12-4-5-13-31/h7-9,11,16-18,20H,2-6,10,12-15H2,1H3,(H,27,28)(H,32,33)"
Standard Inchi Key(RDKit),WNVOEBNTIMVWEQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C(CC(=O)O)Cc2csc(CCCCNc3cc(N4CCCC4)ccn3)n2)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),495.649
MW Monoisotopic(RDKit),495.230410916
MolLogP(RDKit),4.7777
XLogP(SDF),
XLogP(CDK),3.817
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),13
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.326946363411419
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,128625932.19174993
qed,0.32694636341141853
Chi0,24.459608389997218
Chi1,17.101688085973592
TPSA,100.47
Chi0n,20.15068281427386
Chi0v,20.967179395201583
Chi1n,12.203594971309036
