DLiP-ID,C000M3
DLiP-Mol-ID,31030
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3"
Standard Inchi Key(RDKit),QZUDBNBUXVUHMW-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),326.831
MW Monoisotopic(RDKit),326.129824288
MolLogP(RDKit),3.7227
XLogP(SDF),
XLogP(CDK),3.864
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),30.87
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.800122242089172
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,295595.17921822146
qed,0.8001222420891723
Chi0,15.81119030894213
Chi1,11.20350993820667
TPSA,30.869999999999997
Chi0n,13.089484268582675
Chi0v,13.845413214601129
Chi1n,7.887311430224071
Chi1v,8.265275903233299
Chi2n,6.057789066332256
Chi2v,6.494224846804241
Chi3n,4.426249106226114
Chi3v,4.6613462090138515
Chi4n,3.0688181488680373
Chi4v,3.235161703909333
MolMR,96.44370000000004
MolWt,326.83100000000013
fr_SH,0
Kappa1,14.545837274701016
Kappa2,5.870760385193409
Kappa3,2.799077045717136
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,763.3669443617505
MolLogP,3.7227000000000023
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8304332090303408
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,4.992404732635669
SMR_VSA5,0.0
SMR_VSA6,38.54348621033382
SMR_VSA7,53.05065428466959
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,140.93460594163878
NHOHCount,1
PEOE_VSA1,15.116608065707286
PEOE_VSA2,0.0
PEOE_VSA3,4.992404732635669
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,37.37950732498524
PEOE_VSA8,42.45249670377218
PEOE_VSA9,11.374772549367124
RingCount,4
SMR_VSA10,34.49871850004047
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,326.129824288
NumHDonors,1
PEOE_VSA10,5.835619785757269
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.862136853785714
SlogP_VSA3,0.0
