DLiP-ID,T0037J
DLiP-Mol-ID,19854
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H24ClN3O5/c1-25-10-12-26(13-11-25)22(30)31-16-8-6-15(7-9-16)14-19(21(28)29)24-20(27)17-4-2-3-5-18(17)23/h2-9,19H,10-14H2,1H3,(H,24,27)(H,28,29)/t19-/m0/s1"
Standard Inchi Key(RDKit),KKZBAYODMNBMQJ-IBGZPJMESA-N
Canonical SMILES(RDKit),CN1CCN(C(=O)Oc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),445.903
MW Monoisotopic(RDKit),445.140448548
MolLogP(RDKit),2.5119
XLogP(SDF),
XLogP(CDK),2.612
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),99.18
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.708426326407621
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,7699717.565916699
qed,0.7084263264076207
Chi0,22.38010440969447
Chi1,14.8294075958929
TPSA,99.18
Chi0n,17.084284750003924
Chi0v,17.840213696022378
Chi1n,9.856810642213844
Chi1v,10.234775115223073
Chi2n,7.350499888761133
Chi2v,7.757700015501739
Chi3n,5.051718166188689
Chi3v,5.381306387228734
Chi4n,3.165097824000269
Chi4v,3.3866525961971474
MolMR,115.58200000000005
MolWt,445.90300000000013
fr_SH,0
Kappa1,22.582207134148387
Kappa2,10.27835851926111
Kappa3,6.191790571018076
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,942.4174885520373
MolLogP,2.5119000000000007
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.5868644815949846
SMR_VSA1,24.227001900856216
SMR_VSA2,0.0
SMR_VSA3,15.116608065707286
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,33.22669760632749
SMR_VSA7,64.6804728448282
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,184.8972283487285
NHOHCount,2
PEOE_VSA1,24.959998414348043
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.866408164078955
PEOE_VSA7,36.876591748220626
PEOE_VSA8,32.59984724657631
PEOE_VSA9,10.586084805438322
RingCount,3
SMR_VSA10,29.570664978474284
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,445.14044854799994
