DLiP-ID,C000YO
GGI2,2.000000000000001
GGI3,1.1875
GGI4,1.1600000000000001
GGI5,0.4305555555555556
GGI6,0.3111111111111111
GGI7,0.21180555555555552
GGI8,0.16805240614764422
GGI9,0.05500771604938271
JGI1,0.16666666666666666
JGI2,0.058823529411764726
JGI3,0.037109375
JGI4,0.04296296296296297
JGI5,0.019570707070707075
JGI6,0.014814814814814812
JGI7,0.01114766081871345
JGI8,0.010503275384227764
JGI9,0.005000701459034792
MIC0,12.377765763143525
MIC1,30.20012782128152
MIC2,38.22364428048989
MIC3,39.52311486872519
MIC4,40.22964428048989
MIC5,40.99546780990166
MPC2,34
MPC3,46
MPC4,63
MPC5,78
MPC6,82
MPC7,89
MPC8,104
MPC9,109
Mare,0.9876470588235295
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22738998018777415
RPCG,0.1697338277477764
SIC0,0.2847737509737378
SIC1,0.6457022105270607
SIC2,0.7990741936619594
SIC3,0.9262611321655504
SIC4,0.9378235811204225
SIC5,0.9609484790301662
SaaN,12.668524967863895
SaaO,0
SaaS,0
Sare,33.580000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,49.25837979224053
TIC1,111.68952408736725
TIC2,138.21884910034805
TIC3,160.21884910034805
TIC4,162.21884910034805
TIC5,166.21884910034805
Vabc,223.52205919741476
WPol,32
apol,40.88830899999999
bpol,17.601690999999995
nRot,2
ABCGG,13.186201085582244
ATS0Z,834.0
ATS0d,129.0
ATS0i,5488.839487805237
ATS0m,3302.415013
ATS0p,56.452367763037
ATS0s,106.91666666666667
ATS0v,8396.929971699787
ATS1Z,1010.0
ATS1d,161.0
ATS1i,5494.3976871011
ATS1m,3889.440547999999
ATS1p,70.88360402
ATS1s,123.27777777777779
ATS1v,10525.449799247643
ATS2Z,1486.0
ATS2d,251.0
ATS2i,9230.621090776249
ATS2m,5665.94051
ATS2p,104.546213824547
ATS2s,194.55555555555557
ATS2v,15252.654858158437
ATS3Z,1474.0
ATS3d,258.0
ATS3i,11329.082632555397
ATS3m,5444.068348
ATS3p,113.68142667939598
ATS3s,213.61111111111114
ATS3v,16041.71242449668
ATS4Z,1301.0
ATS4d,239.0
ATS4i,11875.545467827638
ATS4m,4729.895471
ATS4p,106.243193383339
ATS4s,200.33333333333337
ATS4v,14423.073391956428
ATS5Z,1098.0
ATS5d,208.0
ATS5i,11131.546917618592
ATS5m,3889.9656099999997
ATS5p,92.579134858792
ATS5s,180.94444444444449
ATS5v,12559.147466938613
ATS6Z,1004.0
ATS6d,190.0
ATS6i,10010.171578662288
ATS6m,3624.7062089999995
ATS6p,84.587363768188
ATS6s,161.8888888888889
ATS6v,11449.499527337495
ATS7Z,908.0
ATS7d,166.0
ATS7i,8444.366958101844
ATS7m,3280.8975469999996
ATS7p,75.891382633943
ATS7s,144.05555555555557
ATS7v,10347.850731030318
ATS8Z,765.0
ATS8d,139.0
ATS8i,7727.222971813292
ATS8m,2762.6200439999993
ATS8p,65.00284381848999
ATS8s,124.66666666666667
ATS8v,8754.915580779589
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0625
GGI10,0.01703703703703703
JGI10,0.004259259259259258
JGT10,0.3708589528481515
Kier1,14.583333333333334
Kier2,6.2456747404844295
Kier3,3.062381852551985
MID_C,33.59007106317615
MID_N,10.45856908989997
MID_O,0.0
MID_X,0.0
MID_h,10.45856908989997
MPC10,109
MWC01,24.0
MWC02,4.762173934797756
MWC03,5.6240175061873385
MWC04,6.511745329644728
MWC05,7.387090235656757
MWC06,8.277666160851503
MWC07,9.15704507491796
MWC08,10.048237036422325
MWC09,10.929367845038138
MWC10,11.820814494730497
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,3
NaasC,3
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.3295200000000014
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.220355825078324
SRW05,2.3978952727983707
SRW06,6.748759547491679
SRW07,4.59511985013459
SRW08,8.37309184744198
SRW09,6.6052979209482015
SRW10,10.046245003891086
SaaCH,18.024604493797316
SaaNH,0
SaaSe,0
SaaaC,3.0150584215167555
SaasC,2.7640465692449827
SaasN,1.69661753590325
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.9446939300411523
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.386454081632653
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.165370985353366
VE1_D,4.527577964130979
VE2_A,0.19835099930254124
VE2_D,0.21559895067290374
VE3_A,2.1687426884951515
VE3_D,2.2521244754848664
VR1_A,142.4360408702542
VR1_D,116.00890961782478
VR2_A,6.782668612869248
VR2_D,5.52423379132499
VR3_A,5.70083040768284
VR3_D,5.495604339936445
WPath,932
Xc-3d,1.2955487099813652
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-0d,14.233840039752504
Xp-1d,10.29282633568371
Xp-2d,9.410890372302028
Xp-3d,8.017974747680652
Xp-4d,7.167261327720692
Xp-5d,5.741615983155856
Xp-6d,4.012214641484701
Xp-7d,2.7926616602308125
ZMIC0,70.25642389939722
ZMIC1,44.00146210784942
ZMIC2,28.02651014929682
ZMIC3,24.567756565766764
ZMIC4,23.47806379826665
ZMIC5,22.20675556951651
nAcid,0
nAtom,34
nBase,0
nRing,4
piPC1,3.56953269648137
piPC2,4.273187854639731
piPC3,4.94787297235994
piPC4,5.616543799108938
piPC5,6.175477381219153
piPC6,6.499199462050313
piPC7,6.893949478473336
piPC8,7.364895769931095
piPC9,7.672354284490123
AATS0Z,24.529411764705884
AATS0d,3.7941176470588234
AATS0i,161.43645552368343
AATS0m,97.1298533235294
AATS0p,1.6603637577363823
AATS0s,3.144607843137255
AATS0v,246.9685285794055
AATS1Z,27.2972972972973
AATS1d,4.351351351351352
AATS1i,148.49723478651623
AATS1m,105.12001481081079
AATS1p,1.9157730816216219
AATS1s,3.331831831831832
AATS1v,284.47161619588223
AATS2Z,24.766666666666666
AATS2d,4.183333333333334
AATS2i,153.8436848462708
AATS2m,94.43234183333334
AATS2p,1.7424368970757833
AATS2s,3.242592592592593
AATS2v,254.21091430264062
AATS3Z,20.47222222222222
AATS3d,3.5833333333333335
AATS3i,157.34836989660275
AATS3m,75.61206038888889
AATS3p,1.5789087038804999
AATS3s,2.9668209876543212
AATS3v,222.80156145134276
AATS4Z,17.346666666666668
AATS4d,3.1866666666666665
AATS4i,158.34060623770185
AATS4m,63.06527294666667
AATS4p,1.4165759117778534
AATS4s,2.6711111111111117
AATS4v,192.3076452260857
AATS5Z,16.147058823529413
AATS5d,3.0588235294117645
AATS5i,163.699219376744
AATS5m,57.205376617647055
AATS5p,1.3614578655704705
AATS5s,2.6609477124183014
AATS5v,184.69334510203842
AATS6Z,16.193548387096776
AATS6d,3.064516129032258
AATS6i,161.45438030100465
AATS6m,58.46300337096773
AATS6p,1.3643123188417419
AATS6s,2.6111111111111116
AATS6v,184.6693472151209
AATS7Z,17.132075471698112
AATS7d,3.1320754716981134
AATS7i,159.32767845475178
AATS7m,61.90372730188678
AATS7p,1.4319128798857168
AATS7s,2.718029350104822
AATS7v,195.24246662321355
AATS8Z,15.9375
AATS8d,2.8958333333333335
AATS8i,160.98381191277693
AATS8m,57.554584249999984
AATS8p,1.354225912885208
AATS8s,2.5972222222222223
AATS8v,182.39407459957476
AMID_C,1.5995271934845785
AMID_N,0.4980270995190462
AMID_O,0.0
AMID_X,0.0
AMID_h,0.4980270995190462
ATS0dv,294.0
ATS0pe,213.168
ATS0se,258.996468
ATS1dv,339.0
ATS1pe,244.0526
ATS1se,288.395808
ATS2dv,482.0
ATS2pe,391.73199999999997
ATS2se,466.93837599999995
ATS3dv,430.0
ATS3pe,459.4027
ATS3se,554.8718080000001
ATS4dv,338.0
ATS4pe,459.9122
ATS4se,564.3488120000001
ATS5dv,271.0
ATS5pe,423.4485
ATS5se,519.760408
ATS6dv,267.0
ATS6pe,377.19199999999995
ATS6se,465.745332
ATS7dv,249.0
ATS7pe,326.43949999999995
ATS7se,400.445292
ATS8dv,200.0
ATS8pe,289.99649999999997
ATS8se,358.838336
ATSC0Z,224.11764705882354
ATSC0c,0.45848402406683336
ATSC0d,19.558823529411768
ATSC0i,60.33657840601694
ATSC0m,1073.0518005
ATSC0p,7.28019679599344
ATSC0s,13.026960784313728
ATSC0v,1627.6937918308645
ATSC1Z,17.6955017301038
ATSC1c,-0.32046148713320244
ATSC1d,7.391868512110726
ATSC1i,-7.472480169186485
ATSC1m,82.64789675000021
ATSC1p,-0.3128129032020371
ATSC1s,-1.3790128796616692
ATSC1v,-0.46248190785058796
ATSC2Z,38.027681660899646
ATSC2c,0.24364457139912205
ATSC2d,-0.8096885813148813
ATSC2i,10.984310594580187
ATSC2m,173.41435750000028
ATSC2p,-0.2976129532606298
ATSC2s,5.179546328335254
ATSC2v,-31.592567253166415
ATSC3Z,-67.89619377162629
ATSC3c,-0.2566055021460314
ATSC3d,-5.418685121107268
ATSC3i,1.9855987313022927
ATSC3m,-324.0400219999998
ATSC3p,-1.1688842599125806
ATSC3s,-3.0048058439061904
ATSC3v,-365.6946402127072
ATSC4Z,3.505190311418689
ATSC4c,0.2072066738090855
ATSC4d,-7.585640138408304
ATSC4i,-21.220299156892775
ATSC4m,8.36873225
ATSC4p,-2.3344938193350018
ATSC4s,3.357194348327566
ATSC4v,-375.3452669859154
ATSC5Z,-100.58823529411765
ATSC5c,-0.16339319718955056
ATSC5d,-3.705882352941176
ATSC5i,8.618399215390948
ATSC5m,-471.3802799999999
ATSC5p,0.075103403055646
ATSC5s,-7.1119281045751634
ATSC5v,-204.48985140070022
ATSC6Z,15.432525951557093
ATSC6c,0.05456901644378641
ATSC6d,0.2456747404844286
ATSC6i,-2.8625981519096224
ATSC6m,77.25623899999988
ATSC6p,0.8156428921803421
ATSC6s,0.4696270665128797
ATSC6v,201.87283481153716
ATSC7Z,-30.242214532871976
ATSC7c,-0.012276149766727433
ATSC7d,1.0994809688581317
ATSC7i,-7.280784303552745
ATSC7m,-142.85096425
ATSC7p,-0.5948351863866583
ATSC7s,-3.442353902345252
ATSC7v,-145.90751410429363
ATSC8Z,25.069204152249135
ATSC8c,0.011096969840311244
ATSC8d,-2.524221453287197
ATSC8i,-5.355657675986252
ATSC8m,121.19934899999991
ATSC8p,0.5188123182116708
ATSC8s,1.3050749711649372
ATSC8v,170.33945835499182
AXp-0d,0.6778019066548812
AXp-1d,0.42886776398682125
AXp-2d,0.27679089330300083
AXp-3d,0.17430379886262287
AXp-4d,0.11376605282096337
AXp-5d,0.07361046132251096
AXp-6d,0.0489294468473744
AXp-7d,0.03137822090146981
GATS1Z,0.6864758459246648
GATS1c,1.7094406633838541
GATS1d,0.6384068278805121
GATS1i,1.204272402182544
GATS1m,0.6888855908826511
GATS1p,0.93038836817676
GATS1s,0.862469807530955
GATS1v,0.828850385078162
GATS2Z,0.7435826771653542
GATS2c,0.7420703553128105
GATS2d,1.1248120300751878
GATS2i,0.9708769369139132
GATS2m,0.747356597091885
GATS2p,0.9229757794964941
GATS2s,0.6614487300094072
GATS2v,0.8704170317475578
GATS3Z,1.0440015310586175
GATS3c,1.4279299284834943
GATS3d,1.101378446115288
GATS3i,1.0209004459608457
GATS3m,1.0424722854902535
GATS3p,0.9952620122153603
GATS3s,1.0222744852095744
GATS3v,1.003972882503039
GATS4Z,0.9619947506561679
GATS4c,0.9176727837510471
GATS4d,1.192300751879699
GATS4i,1.1004465648547528
GATS4m,0.9666613153779429
GATS4p,1.1343163718892277
GATS4s,0.7632461586704294
GATS4v,1.09533850099855
GATS5Z,1.2288385826771653
GATS5c,1.3162192114893079
GATS5d,1.0421052631578946
GATS5i,0.9279312777202532
GATS5m,1.2217452495750445
GATS5p,0.9355033509517483
GATS5s,1.259877704609595
GATS5v,1.011251163979267
GATS6Z,0.9760858521717043
GATS6c,0.8870052468527074
GATS6d,0.9932815910744602
GATS6i,0.9627267327790395
GATS6m,0.9746931466159823
GATS6p,0.934363879027921
GATS6s,0.9822990319546019
GATS6v,0.9408961914109283
GATS7Z,1.0557123755756945
GATS7c,0.8775243318323875
GATS7d,0.9072776280323449
GATS7i,1.0381828648668696
GATS7m,1.0549029179179203
GATS7p,1.0280732433479707
GATS7s,1.1796411011910044
GATS7v,1.0336511515193891
GATS8Z,0.9386811023622047
GATS8c,0.6961541995385947
GATS8d,1.0720864661654133
GATS8i,0.9818518829562147
GATS8m,0.9389016376870616
GATS8p,0.9595396435423303
GATS8s,0.9323612417685792
GATS8v,0.9510163027898493
MATS1Z,0.07255444420798748
MATS1c,-0.6422865527560133
MATS1d,0.3472871367608209
MATS1i,-0.11380498497122515
MATS1m,0.07077637435307825
MATS1p,-0.03948378084950925
MATS1s,-0.09727526209181903
MATS1v,-0.0002610954080641857
MATS2Z,0.09615048118985126
MATS2c,0.3011342814118281
MATS2d,-0.02345864661654142
MATS2i,0.10316200942613254
MATS2m,0.09157818464204408
MATS2p,-0.023165217219654883
MATS2s,0.2253078289955053
MATS2v,-0.010998662565799457
MATS3Z,-0.14305920093321664
MATS3c,-0.26429453175490464
MATS3d,-0.13082706766917296
MATS3i,0.015540222367725265
MATS3m,-0.14260159594017446
MATS3p,-0.07581843433686676
MATS3s,-0.10892303404062575
MATS3v,-0.1060943627866002
MATS4Z,0.007090113735783035
MATS4c,0.204878877334868
MATS4d,-0.17581954887218043
MATS4i,-0.1594367663076732
MATS4m,0.0035355471980932267
MATS4p,-0.14536748036091884
MATS4s,0.11682910003135777
MATS4v,-0.10453841004223485
MATS5Z,-0.22440944881889766
MATS5c,-0.1781885394176054
MATS5d,-0.09473684210526313
MATS5i,0.07141935657501168
MATS5m,-0.21964469924954008
MATS5p,0.005158061324453356
MATS5s,-0.27296958294136087
MATS5v,-0.06281582335295563
MATS6Z,0.03776140885615104
MATS6c,0.06526932876742743
MATS6d,0.006888188212466635
MATS6i,-0.02601758222339541
MATS6m,0.03948208706528625
MATS6p,0.061439003667242
MATS6s,0.01976957080286064
MATS6v,0.06801307368467167
MATS7Z,-0.08656465111672361
MATS7c,-0.017176750932855443
MATS7d,0.036061852745070226
MATS7i,-0.0774106179164393
MATS7m,-0.08540150734035429
MATS7p,-0.05241511931789363
MATS7s,-0.16951785915026296
MATS7v,-0.057505316573458226
MATS8Z,0.07923228346456693
MATS8c,0.017144225805654955
MATS8d,-0.09141604010025059
MATS8i,-0.06287381475786978
MATS8m,0.0800050275625067
MATS8p,0.05047831384661349
MATS8s,0.07096268422703043
MATS8v,0.07412765038506916
MAXaaN,4.3372160774063735
MINaaN,4.132493855184151
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.128461482237633
SpAD_D,182.37114124173877
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,759
TMWC10,119.51815761824702
TSRW10,68.87858556589487
VE1_Dt,4.5462840364494195
VE2_Dt,0.21648971602140094
VE3_Dt,2.256247548729112
VR1_Dt,114.24424054883971
VR2_Dt,5.440201930897129
VR3_Dt,5.480275962281942
Xc-3dv,0.5383705268603666
Xc-4dv,0.0
Xc-5dv,0.05221153450751842
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.35830498571017655
Xch-7d,0.628045472978353
Xp-0dv,11.485006804706467
Xp-1dv,6.727166178336056
Xp-2dv,4.941535523069426
Xp-3dv,3.4017766622173693
Xp-4dv,2.434598152810537
Xp-5dv,1.6203497663086524
Xp-6dv,0.895070735324053
Xp-7dv,0.49972014191619163
Xpc-4d,2.9503599565181475
Xpc-5d,5.101081971160339
Xpc-6d,7.581506323545334
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,2
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,4
piPC10,7.9137953029999
AATS0dv,8.647058823529411
AATS0pe,6.26964705882353
AATS0se,7.617543176470588
AATS1dv,9.162162162162161
AATS1pe,6.596016216216216
AATS1se,7.794481297297297
AATS2dv,8.033333333333333
AATS2pe,6.528866666666667
AATS2se,7.782306266666666
AATS3dv,5.972222222222222
AATS3pe,6.380593055555555
AATS3se,7.70655288888889
AATS4dv,4.506666666666667
AATS4pe,6.132162666666667
AATS4se,7.524650826666668
AATS5dv,3.985294117647059
AATS5pe,6.227183823529412
AATS5se,7.643535411764706
AATS6dv,4.306451612903226
AATS6pe,6.08374193548387
AATS6se,7.512021483870968
AATS7dv,4.69811320754717
AATS7pe,6.159235849056603
AATS7se,7.555571547169811
AATS8dv,4.166666666666667
AATS8pe,6.04159375
AATS8se,7.475798666666667
AATSC0Z,6.591695501730104
AATSC0c,0.013484824237259805
AATSC0d,0.5752595155709344
AATSC0i,1.7746052472357923
AATSC0m,31.56034707352941
AATSC0p,0.21412343517627766
AATSC0s,0.383145905420992
AATSC0v,47.873346818554836
AATSC1Z,0.47825680351631894
AATSC1c,-0.008661121273870337
AATSC1d,0.19978023005704665
AATSC1i,-0.20195892349152664
AATSC1m,2.233726939189195
AATSC1p,-0.008454402789244246
AATSC1s,-0.0372706183692343
AATSC1v,-0.012499511022988864
AATSC2Z,0.6337946943483275
AATSC2c,0.004060742856652034
AATSC2d,-0.013494809688581355
AATSC2i,0.1830718432430031
AATSC2m,2.8902392916666715
AATSC2p,-0.004960215887677163
AATSC2s,0.08632577213892091
AATSC2v,-0.5265427875527736
AATSC3Z,-0.9430026912725873
AATSC3c,-0.0035639653075837693
AATSC3d,-0.07525951557093429
AATSC3i,0.027577760156976286
AATSC3m,-4.500555861111108
AATSC3p,-0.016234503609896953
AATSC3s,-0.04173341449869709
AATSC3v,-5.079092225176489
AATSC4Z,0.04673587081891585
AATSC4c,0.002762755650787807
AATSC4d,-0.10114186851211072
AATSC4i,-0.28293732209190364
AATSC4m,0.11158309666666667
AATSC4p,-0.031126584257800023
AATSC4s,0.04476259131103422
AATSC4v,-5.004603559812205
AATSC5Z,-1.4792387543252596
AATSC5c,-0.0024028411351404494
AATSC5d,-0.05449826989619377
AATSC5i,0.12674116493221982
AATSC5m,-6.932062941176469
AATSC5p,0.0011044618096418529
AATSC5s,-0.10458717800845829
AATSC5v,-3.0072036970691207
AATSC6Z,0.24891170889608213
AATSC6c,0.000880145426512684
AATSC6d,0.003962495814264977
