DLiP-ID,J000DM
AATSC6Z,-0.6790873015873015
AATSC6c,0.000995784168161087
AATSC6d,-0.07984126984126984
AATSC6i,-0.0013601092160398535
AATSC6m,-3.3049405251190485
AATSC6p,-0.0190212482947521
AATSC6s,0.02677882495590828
AATSC6v,-5.462276586766505
AATSC7Z,-0.7103358208955224
AATSC7c,0.0009565201808071871
AATSC7d,0.010895522388059692
AATSC7i,-0.2156399322110401
AATSC7m,-3.523695211828357
AATSC7p,-0.041445730259556605
AATSC7s,-0.03309623756218905
AATSC7v,-9.021964372407025
AATSC8Z,0.8394354838709678
AATSC8c,-0.0004689781776876905
AATSC8d,0.054516129032258054
AATSC8i,-0.04784343592901503
AATSC8m,3.960690471693552
AATSC8p,0.002180694061576526
AATSC8s,-0.0016941084229390336
AATSC8v,3.117731406594483
ATS0are,236.9698
ATS1are,267.375
ATS2are,457.2469000000001
ATS3are,554.313
ATS4are,502.964
ATS5are,413.81100000000004
ATS6are,370.098
ATS7are,383.94999999999993
ATS8are,347.90799999999984
ATSC0dv,135.1
ATSC0pe,2.9866774999999977
ATSC0se,1.6293343999999992
ATSC1dv,41.0175
ATSC1pe,0.29816668750000025
ATSC1se,0.05625531999999854
ATSC2dv,-4.885000000000006
ATSC2pe,-0.1155183749999989
ATSC2se,-0.08258824000000255
ATSC3dv,-47.15749999999999
ATSC3pe,-0.7486626874999991
ATSC3se,-0.4048690800000012
ATSC4dv,-34.9375
ATSC4pe,-1.102017187499999
ATSC4se,-0.5762306000000009
ATSC5dv,4.747500000000004
ATSC5pe,-0.05609006250000061
ATSC5se,-0.17307355999999993
ATSC6dv,-22.5825
ATSC6pe,0.10897793750000064
ATSC6se,0.2785385199999999
ATSC7dv,1.3575000000000061
ATSC7pe,0.41735518750000045
ATSC7se,0.4473242800000009
ATSC8dv,17.945000000000007
ATSC8pe,0.6070573749999988
ATSC8se,0.2028100800000015
AXp-0dv,0.5638456953684651
AXp-1dv,0.30863516208763675
AXp-2dv,0.16582264153265658
AXp-3dv,0.09015501136895814
AXp-4dv,0.04925501383268988
AXp-5dv,0.025914902561688102
AXp-6dv,0.013883577483165446
AXp-7dv,0.007747481956289444
BertzCT,738.3890976069226
ECIndex,536
ETA_eta,14.17909390291937
GATS1dv,0.5807067977208958
GATS1pe,0.7576214473214997
GATS1se,0.8570635161004655
GATS2dv,1.0591253725968752
GATS2pe,1.1299042027334587
GATS2se,1.2543373041893175
GATS3dv,1.1997086984551468
GATS3pe,1.221960933447435
GATS3se,1.2954154182381512
GATS4dv,1.1971524361039756
GATS4pe,1.4020592526409066
GATS4se,1.5262114539098988
GATS5dv,1.030691923562098
GATS5pe,1.0358663068072451
GATS5se,1.103969834657032
GATS6dv,1.0172359099080048
GATS6pe,0.8227050834597177
GATS6se,0.7265603146203224
GATS7dv,0.8337107946573572
GATS7pe,0.7076942447291142
GATS7se,0.5791306148300931
GATS8dv,0.8730092404670377
GATS8pe,0.7143035546485047
GATS8se,0.659301301391894
LogEE_A,4.046747165951942
LogEE_D,116.50989696506832
MATS1dv,0.2824264541338888
MATS1pe,0.09286719455485795
MATS1se,0.032117734844705176
MATS2dv,-0.019545081721247547
MATS2pe,-0.020906965973013263
MATS2se,-0.02739909738104915
MATS3dv,-0.15013172241987216
MATS3pe,-0.10781393605076114
MATS3se,-0.10687630403536438
MATS4dv,-0.12169634693255542
MATS4pe,-0.17363653207599808
MATS4se,-0.16642829193103095
MATS5dv,0.019797541727046234
MATS5pe,-0.010580330555029117
MATS5se,-0.059844210608893736
MATS6dv,-0.10612949843149697
MATS6pe,0.02316699451810305
MATS6se,0.10854116501084982
MATS7dv,0.00599887313985221
MATS7pe,0.08342624073720831
MATS7se,0.1639069743091361
MATS8dv,0.08569518397363964
MATS8pe,0.13113230985094246
MATS8se,0.08030592915930998
MAXaaCH,2.1549265925506003
MAXaasC,1.2077816032261937
MAXaasN,2.259075097631645
MDEC-22,19.077691356095045
MDEC-23,17.97344046594883
MDEC-33,2.6976793022847754
MDEN-23,0.4999999999999999
MINaaCH,2.01440974720695
MINaasC,0.8882901339548167
MINaasN,2.259075097631645
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.5357142857142858
SM1_Dzi,0.6236333567935969
SM1_Dzm,0.5342659360630688
SM1_Dzp,-2.118657900702788
SM1_Dzv,-1.0376437345448832
SddssSe,0
SpAD_Dt,410.08232238528274
SpAbs_A,29.745009022015978
SpAbs_D,233.0197939301368
SpMAD_A,1.3520458646370899
SpMAD_D,10.591808815006216
SpMax_A,2.4365328379443705
SpMax_D,116.50989696506832
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,27.05
TpiPC10,8.469991842536079
VAdjMat,5.643856189774724
VE1_DzZ,4.617592159958551
VE1_Dzi,4.619289866834002
VE1_Dzm,4.617597917489944
VE1_Dzp,4.624437423507625
VE1_Dzv,4.620631851571925
VE2_DzZ,0.2098905527253887
VE2_Dzi,0.20996772121972737
VE2_Dzm,0.20989081443136112
VE2_Dzp,0.2102017010685284
VE2_Dzv,0.2100287205259966
VE3_DzZ,2.3183307520995697
VE3_Dzi,2.3186983451660703
VE3_Dzm,2.3183319989675484
VE3_Dzp,2.319812085769624
VE3_Dzv,2.3189888205160263
VR1_DzZ,123.74690836174321
VR1_Dzi,123.62452243197639
VR1_Dzm,123.74655246688914
VR1_Dzp,123.31618164962737
VR1_Dzv,123.57512372301755
VR2_DzZ,5.624859470988327
VR2_Dzi,5.619296474180745
VR2_Dzm,5.624843293949507
VR2_Dzp,5.605280984073971
VR2_Dzv,5.61705107831898
VR3_DzZ,5.606695778565583
VR3_Dzi,5.605706287262082
VR3_Dzm,5.6066929025715835
VR3_Dzp,5.6032089999578965
VR3_Dzv,5.605306620754587
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.19611026402697512
Xch-7dv,0.18920178842219798
Xpc-4dv,1.0199065578194473
Xpc-5dv,1.3320934874032255
Xpc-6dv,1.397144565535791
Zagreb1,118.0
Zagreb2,138.0
fragCpx,163.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,0
nBondsM,17
nBondsO,25
nBondsS,26
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,3
naHRing,1
AATS0are,5.924245
AATS1are,6.218023255813954
AATS2are,6.179012162162164
AATS3are,5.960354838709677
AATS4are,5.917223529411765
AATS5are,5.828323943661973
AATS6are,5.8745714285714286
AATS7are,5.730597014925372
AATS8are,5.6114193548387075
AATSC0dv,3.3775
AATSC0pe,0.07466693749999995
AATSC0se,0.04073335999999998
AATSC1dv,0.9538953488372093
AATSC1pe,0.006934109011627913
AATSC1se,0.0013082632558139196
AATSC2dv,-0.06601351351351359
AATSC2pe,-0.0015610591216216067
AATSC2se,-0.0011160572972973317
AATSC3dv,-0.5070698924731182
AATSC3pe,-0.008050136424731173
AATSC3se,-0.004353430967741948
AATSC4dv,-0.41102941176470587
AATSC4pe,-0.012964908088235284
AATSC4se,-0.006779183529411776
AATSC5dv,0.06686619718309865
AATSC5pe,-0.0007900008802816988
AATSC5se,-0.0024376557746478866
AATSC6dv,-0.35845238095238097
AATSC6pe,0.0017298085317460417
AATSC6se,0.004421246349206347
AATSC7dv,0.020261194029850837
AATSC7pe,0.006229181902985081
AATSC7se,0.006676481791044789
AATSC8dv,0.28943548387096785
AATSC8pe,0.009791247983870948
AATSC8se,0.0032711303225806693
AETA_eta,0.6445042683145168
ATSC0are,3.004109999999998
ATSC1are,0.24079175000000103
ATSC2are,-0.09386849999999808
ATSC3are,-0.7799107499999985
ATSC4are,-1.1179087499999987
ATSC5are,-0.1793652500000002
ATSC6are,0.2742817500000001
ATSC7are,0.6165407499999992
ATSC8are,0.5315894999999984
BCUTZ-1h,8.01006271610242
BCUTZ-1l,5.691467871832885
BCUTc-1h,0.3767706714338907
BCUTc-1l,-0.5199547731711917
BCUTd-1h,3.1890744525777155
BCUTd-1l,1.734192697766972
BCUTi-1h,14.55773497777682
BCUTi-1l,10.952434901133424
BCUTm-1h,16.004030435552295
BCUTm-1l,11.703158129753996
BCUTp-1h,1.9923054360723067
BCUTp-1l,0.7788071936940903
BCUTs-1h,3.510559693553652
BCUTs-1l,1.3490055620186792
BCUTv-1h,20.898382624515364
BCUTv-1l,14.706816956779367
BalabanJ,1.166015239247473
Diameter,14
ETA_beta,30.75
GATS1are,0.7916886423739012
GATS2are,1.1745483012597067
GATS3are,1.2558407884424145
GATS4are,1.4456841186398166
GATS5are,1.0634719167135391
GATS6are,0.7731217755484509
GATS7are,0.6326213684267479
GATS8are,0.6903187794012525
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,205.04116119264137
MATS1are,0.07456195864379016
MATS2are,-0.016890103801035488
MATS3are,-0.11166218409810802
MATS4are,-0.17511832319134543
MATS5are,-0.033637531605175144
MATS6are,0.057969629227006686
MATS7are,0.12252681488052904
MATS8are,0.11416391801296712
MAXssCH2,1.2171400229863294
MINssCH2,0.5961922608549591
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,0.5810893512851898
SM1_Dzse,0.5290207864431083
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,25.993281616277514
SMR_VSA6,0.0
SMR_VSA7,72.1820031774645
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,173.74105186865287
SpAD_Dzi,174.7727678937186
SpAD_Dzm,173.77930808129253
SpAD_Dzp,243.90835153974834
SpAD_Dzv,211.29156482805348
SpAbs_Dt,410.08232238528274
SpDiam_A,4.725588418234096
SpDiam_D,183.66553178326393
SpMAD_Dt,18.640105562967396
SpMax_Dt,205.04116119264137
SsssssAs,0
VE1_Dzpe,4.617659633858684
VE1_Dzse,4.617585880313075
VE2_Dzpe,0.2098936197208493
VE2_Dzse,0.20989026728695795
VE3_Dzpe,2.3183453643487297
VE3_Dzse,2.3183293921592525
VMcGowan,226.55999999999972
VR1_Dzpe,123.74077183373258
VR1_Dzse,123.74755432977058
VR2_Dzpe,5.624580537896936
VR2_Dzse,5.62488883317139
VR3_Dzpe,5.6066461879919665
VR3_Dzse,5.606700998626026
mZagreb1,4.666666666666667
mZagreb2,4.805555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,35
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.07510274999999995
AATSC1are,0.0055998081395349075
AATSC2are,-0.0012684932432432173
AATSC3are,-0.008386137096774177
AATSC4are,-0.013151867647058809
AATSC5are,-0.002526271126760566
AATSC6are,0.0043536785714285734
AATSC7are,0.009202100746268645
AATSC8are,0.008574024193548361
AETA_beta,1.3977272727272727
BCUTdv-1h,6.007544477906205
BCUTdv-1l,1.8572205910796569
BCUTpe-1h,3.46293537175696
BCUTpe-1l,2.2401969716281593
BCUTse-1h,3.676462664405912
BCUTse-1l,2.436108348677533
ETA_alpha,10.633333333333335
ETA_dBeta,2.25
ETA_eta_B,0.03207082921234594
ETA_eta_F,18.62124211973805
ETA_eta_L,4.864204341327392
ETA_eta_R,32.80033602265742
ETA_psi_1,0.62671905697446
LabuteASA,129.75185395374524
LogEE_DzZ,86.89487658367707
LogEE_Dzi,87.41473091762263
LogEE_Dzm,86.91393885592187
LogEE_Dzp,121.47266261062353
LogEE_Dzv,105.40995429253924
PEOE_VSA1,9.303962601591405
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,36.249741388469445
PEOE_VSA8,24.725873092148657
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.6570497906002791
SpAD_Dzpe,172.9360013173291
SpAD_Dzse,173.86585277009272
SpAbs_DzZ,173.25403888163993
SpAbs_Dzi,174.20582847845176
SpAbs_Dzm,173.29361177578073
SpAbs_Dzp,245.06398312194995
SpAbs_Dzv,211.85755231962344
SpDiam_Dt,290.92469412239257
SpMAD_DzZ,7.897320539484221
SpMAD_Dzi,7.944216722441754
SpMAD_Dzm,7.899059458240569
SpMAD_Dzp,11.086743251806743
SpMAD_Dzv,9.604162037638794
SpMax_DzZ,86.89487658367707
SpMax_Dzi,87.41473091762263
SpMax_Dzm,86.91393885592187
SpMax_Dzp,121.47266261062353
SpMax_Dzv,105.40995429253924
VE1_Dzare,4.617552678846503
VE2_Dzare,0.2098887581293865
VE3_Dzare,2.318322201911622
VR1_Dzare,123.7457737432821
VR2_Dzare,5.624807897421913
VR3_Dzare,5.606686609660454
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4833333333333334
AETA_dBeta,0.10227272727272728
AETA_eta_B,0.0014577649641975428
AETA_eta_F,0.8464200963517295
AETA_eta_L,0.22110019733306327
AETA_eta_R,1.4909243646662462
BCUTare-1h,3.5203400397942937
BCUTare-1l,2.1904708611511636
ETA_beta_s,14.25
ETA_dPsi_A,0.08728094302554001
ETA_dPsi_B,0.0
ETA_eta_BR,0.3760708292123459
ETA_eta_FL,6.017938391833358
ETA_eta_RL,10.88214273316075
LogEE_Dzpe,86.4944138109957
LogEE_Dzse,86.95697278443014
PEOE_VSA10,18.180798295796748
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,9.551078168738563
SlogP_VSA3,19.572459993351504
SlogP_VSA4,0.0
SlogP_VSA5,17.808677612622933
SlogP_VSA6,60.794147187767564
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,171.24735099387038
SpAbs_Dzpe,172.40773827070615
SpAbs_Dzse,173.38492478241713
SpDiam_DzZ,136.9259241037647
SpDiam_Dzi,138.3174616261317
SpDiam_Dzm,136.9577856266838
SpDiam_Dzp,195.95032846564584
SpDiam_Dzv,167.5736102393702
SpMAD_Dzpe,7.860727332605868
SpMAD_Dzse,7.902993307731487
SpMax_Dzpe,86.4944138109957
SpMax_Dzse,86.95697278443014
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6477272727272727
AETA_eta_BR,0.017094128600561177
AETA_eta_FL,0.27354265417424356
AETA_eta_RL,0.4946428515073068
DetourIndex,2188
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,6.606881964512918
EState_VSA4,29.972469348667946
EState_VSA5,17.808677612622933
EState_VSA6,0.0
EState_VSA7,30.33183534230805
EState_VSA8,35.029411493250876
EState_VSA9,9.720841474747257
ETA_beta_ns,16.5
ETA_shape_p,0.0
ETA_shape_x,0.0
ETA_shape_y,0.2727272727272727
GhoseFilter,True
LogEE_Dzare,85.65354139650793
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,170.65003300241563
SpDiam_Dzpe,136.315358797404
SpDiam_Dzse,137.0219559500733
SpMAD_Dzare,7.783970499721381
SpMax_Dzare,85.65354139650793
TopoPSA(NO),27.05
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.259075097631645
VSA_EState9,40.57425823570169
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016666666666666607
FilterItLogS,-4.898720987155857
SpDiam_Dzare,134.95799532560883
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5591666666666668
ETA_epsilon_2,0.771212121212121
ETA_epsilon_3,0.446666666666667
ETA_epsilon_4,0.49197530864197564
ETA_epsilon_5,0.771212121212121
AETA_beta_ns_d,0.022727272727272728
ETA_dEpsilon_A,0.11249999999999982
ETA_dEpsilon_B,0.06719135802469117
ETA_dEpsilon_C,-0.04530864197530865
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,1.0
MDEDescriptor,"0.0,0.0,0.0,0.0,19.077691356095045,17.97344046594883,0.0,2.6976793022847754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,48.44427399999998
BCUTDescriptor,"11.84999999999999,15.99492043140225,-0.34085512116493005,0.09213235806021287,6.471292350436635,9.612619544307675"
BPolDescriptor,24.893725999999994
TPSADescriptor,27.05
ALOGPDescriptor,"3.3893,11.48735449,86.42630000000001"
XLogPDescriptor,4.369
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,290.14191334000003
ChiPathDescriptor,"14.77781011412252,10.88214273316075,9.544738858224516,8.293480625257118,6.888628972939427,5.264724999126219,3.585229762733777,2.6147793561782344,12.404605298106231,7.715879052190919,5.637969812110322,4.056975511603116,2.856790802296013,1.7622133741947914,0.9996175787879116,0.6197985565031554"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5437003916594757,0.6358298887049512,0.0,0.0,0.10792445496369077,0.19611026402697518,0.18920178842219798"
AtomCountDescriptor,40
BondCountDescriptor,25
SmallRingDescriptor,"4,3,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.0749149571305296,0.0,0.16666666666666666,0.0,0.49577333874804114,0.0,0.050384087605078044,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,2,2,2,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"46.05510423061841,2.0934138286644735,9.717227956849445,3.104950394470664,6.612277562378774"
FractionalPSADescriptor,0.09323023925985391
WienerNumbersDescriptor,"1238.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.665139145617284,4.038435326918383,4.67128403248049,1.019906557819447,1.3320934874032249,1.25057582034313"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.5232,7.26643598615917,3.753086419753086"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1387.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"23.49442963809391,26.495093620167363,36.35334783175685,31.15927757443249,23.66100366411948"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.2858655071011369,-0.16499916523336017,0.01740399271036178,0.004758417068994732,3.272377687672378E-4"
EccentricConnectivityIndexDescriptor,536
AutocorrelationDescriptorPolarizability,"1396.9463045443986,1626.1987413316979,2218.378460691195,1877.3008703280898,1455.5127618240465"
