DLiP-ID,I001CN
nH,24
nI,0
nN,4
nO,1
nP,0
nS,0
nX,0
ABC,22.017769472705687
AMW,7.157596372846167
IC0,1.4296507757061108
IC1,3.4890220554547273
IC2,4.647957872887235
IC3,5.363713275750191
IC4,5.53207649694564
IC5,5.53207649694564
MID,57.87154249724158
Mpe,0.9581447963800903
Mse,0.993024819317609
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,115.0879
SdO,0
SdS,0
Spe,49.823529411764696
SsF,0
SsI,0
Sse,51.63729060451567
StN,0
fMF,0.4807692307692308
nBr,0
nCl,0
AMID,2.0668408034729135
BIC0,0.23739014621678936
BIC1,0.5793438999037508
BIC2,0.7717824645037625
BIC3,0.8906319644154967
BIC4,0.9185882810043343
BIC5,0.9185882810043343
CIC0,4.270788942434981
CIC1,2.2114176626863644
CIC2,1.0524818452538565
CIC3,0.33672644239090044
CIC4,0.16836322119545155
CIC5,0.16836322119545155
GGI1,5.0
GGI2,2.666666666666668
GGI3,1.5416666666666667
GGI4,0.9066666666666667
GGI5,0.5105555555555555
GGI6,0.4848979591836734
GGI7,0.3107993197278912
GGI8,0.17739040060468628
GGI9,0.13030864197530864
JGI1,0.16129032258064513
JGI2,0.06349206349206352
JGI3,0.03854166666666667
JGI4,0.027474747474747478
JGI5,0.01760536398467433
JGI6,0.017959183673469388
JGI7,0.011099975704567541
JGI8,0.007095616024187451
JGI9,0.006515432098765433
MIC0,12.512138631372782
MIC1,29.38089935014661
MIC2,37.49521667515996
MIC3,40.49239095175167
MIC4,40.662101078716695
MIC5,40.662101078716695
MPC2,42
MPC3,54
MPC4,68
MPC5,81
MPC6,78
MPC7,87
MPC8,91
MPC9,92
Mare,0.9698461538461539
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17575582272745316
RPCG,0.09580210372609221
SIC0,0.2507965782282351
SIC1,0.6120619159169872
SIC2,0.8153683053774894
SIC3,0.940929742433851
SIC4,0.9704648712169253
SIC5,0.9704648712169253
SaaN,4.166111312333957
SaaO,0
SaaS,0
Sare,50.432
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.659493416430426
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,74.34184033671777
TIC1,181.4291468836458
TIC2,241.69380939013624
TIC3,278.91309033900995
TIC4,287.6679778411733
TIC5,287.6679778411733
Vabc,339.7509631704448
WPol,40
apol,59.615031999999985
bpol,26.92696799999999
nRot,7
ABCGG,15.756579801694485
ATS0Z,1112.0
ATS0d,170.0
ATS0i,8384.705375694477
ATS0m,4383.212516000001
ATS0p,80.29861371637598
ATS0s,165.47222222222223
ATS0v,11676.546076428001
ATS1Z,1325.0
ATS1d,214.0
ATS1i,8092.644394408049
ATS1m,5012.505187000001
ATS1p,102.39721108600003
ATS1s,167.77777777777777
ATS1v,14825.828872355225
ATS2Z,1895.0
ATS2d,332.0
ATS2i,13882.931479208593
ATS2m,7028.521301999999
ATS2p,152.093474110245
ATS2s,263.91666666666663
ATS2v,21388.312013303617
ATS3Z,1963.0
ATS3d,361.0
ATS3i,19185.673919328387
ATS3m,7014.3161
ATS3p,169.305002130433
ATS3s,327.75
ATS3v,22835.904302249877
ATS4Z,1728.0
ATS4d,335.0
ATS4i,19760.66242541833
ATS4m,5986.365365
ATS4p,163.32657165297996
ATS4s,300.8055555555556
ATS4v,21210.970511604042
ATS5Z,1546.0
ATS5d,308.0
ATS5i,19367.77487279823
ATS5m,5330.548064999999
ATS5p,151.413228791772
ATS5s,282.44444444444446
ATS5v,19210.854899939855
ATS6Z,1393.0
ATS6d,282.0
ATS6i,17988.982217166173
ATS6m,4821.261018999999
ATS6p,136.07901914747
ATS6s,252.02777777777783
ATS6v,17409.532975454225
ATS7Z,1359.0
ATS7d,262.0
ATS7i,15436.164233334024
ATS7m,4862.882915999999
ATS7p,122.954313080923
ATS7s,230.47222222222223
ATS7v,16173.68600670303
ATS8Z,1273.0
ATS8d,233.0
ATS8i,13477.825484457291
ATS8m,4465.727008999998
ATS8p,115.31926100018798
ATS8s,227.83333333333337
ATS8v,15296.291194919479
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,15
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.17391304347826086
GGI10,0.10652178349148046
JGI10,0.006265987264204733
JGT10,0.35734035896399174
Kier1,21.240374609781476
Kier2,10.346938775510203
Kier3,5.795610425240055
MID_C,47.96350790782244
MID_N,8.198321031640804
MID_O,1.709713557778333
MID_X,0.0
MID_h,9.908034589419136
MPC10,102
MWC01,31.0
MWC02,4.990432586778736
MWC03,5.82600010738045
MWC04,6.683360945766275
MWC05,7.532088143541722
MWC06,8.391403185357937
MWC07,9.24483841238375
MWC08,10.10475352533102
MWC09,10.960670023107765
MWC10,11.821020272682116
NaaCH,12
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.014400000000004
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.442417710521793
SRW05,2.3978952727983707
SRW06,6.930494765951626
SRW07,4.727387818712341
SRW08,8.50086053679534
SRW09,6.823286122355687
SRW10,10.112653875919479
SaaCH,24.126549372723417
SaaNH,3.3221360199925907
SaaSe,0
SaaaC,2.4727354126956262
SaasC,4.966863891041399
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.7111694489113165
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.819995001569504
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.601569665857795
VE1_D,5.220581261572383
VE2_A,0.12862748806634983
VE2_D,0.18644933077044223
VE3_A,2.3109891859087
VE3_D,2.682228165668088
VR1_A,1009.3786598715044
VR1_D,172.67327224305163
VR2_A,36.04923785255373
VR2_D,6.166902580108987
VR3_A,7.946709649464496
VR3_D,6.1810206262746705
WPath,2555
Xc-3d,1.5817885325170824
Xc-4d,0.0
Xc-5d,0.30274943015462097
Xc-6d,0.0
Xp-0d,19.34672421487486
Xp-1d,13.686673185801062
Xp-2d,12.135906422189935
Xp-3d,10.06807819935626
Xp-4d,8.264128640133823
Xp-5d,6.630629326703521
Xp-6d,4.2017784853329
Xp-7d,3.16978244584195
ZMIC0,93.03803192818619
ZMIC1,55.14214449086304
ZMIC2,30.856117848352255
ZMIC3,23.041664106572643
ZMIC4,22.37359228590109
ZMIC5,22.37359228590109
nAcid,0
nAtom,52
nBase,0
nRing,4
piPC1,3.7612001156935624
piPC2,4.37260741275739
piPC3,4.9672057361689195
piPC4,5.54542155530709
piPC5,6.027826610906144
piPC6,6.152699449470637
piPC7,6.489952657027915
piPC8,6.8074384461560244
piPC9,6.8574688788222025
AATS0Z,21.384615384615383
AATS0d,3.269230769230769
AATS0i,161.2443341479707
AATS0m,84.29254838461542
AATS0p,1.5442041099303074
AATS0s,3.1821581196581197
AATS0v,224.5489630082308
AATS1Z,24.09090909090909
AATS1d,3.890909090909091
AATS1i,147.13898898923725
AATS1m,91.13645794545455
AATS1p,1.8617674742909096
AATS1s,3.0505050505050506
AATS1v,269.5605249519132
AATS2Z,20.597826086956523
AATS2d,3.608695652173913
AATS2i,150.90142912183254
AATS2m,76.39697067391303
AATS2p,1.6531899359809241
AATS2s,2.8686594202898545
AATS2v,232.48165231851758
AATS3Z,16.223140495867767
AATS3d,2.9834710743801653
AATS3i,158.5592885894908
AATS3m,57.96955454545454
AATS3p,1.3992148936399422
AATS3s,2.708677685950413
AATS3v,188.72648183677583
AATS4Z,13.935483870967742
AATS4d,2.7016129032258065
AATS4i,159.36018085014783
AATS4m,48.27714004032258
AATS4p,1.3171497713949998
AATS4s,2.4258512544802873
AATS4v,171.0562138032584
AATS5Z,12.776859504132231
AATS5d,2.5454545454545454
AATS5i,160.0642551470928
AATS5m,44.05411623966941
AATS5p,1.2513489982791075
AATS5s,2.3342516069788797
AATS5v,158.76739586727155
AATS6Z,12.54954954954955
AATS6d,2.5405405405405403
AATS6i,162.0629028573529
AATS6m,43.434783954954945
AATS6p,1.2259371094366667
AATS6s,2.270520520520521
AATS6v,156.84263941850654
AATS7Z,14.15625
AATS7d,2.7291666666666665
AATS7i,160.79337743056274
AATS7m,50.65503037499999
AATS7p,1.280774094592948
AATS7s,2.400752314814815
AATS7v,168.47589590315656
AATS8Z,14.976470588235294
AATS8d,2.7411764705882353
AATS8i,158.56265275832106
AATS8m,52.53796481176469
AATS8p,1.3566971882375056
AATS8s,2.6803921568627453
AATS8v,179.95636699905268
AMID_C,1.7129824252793728
AMID_N,0.2927971797014573
AMID_O,0.061061198492083316
AMID_X,0.0
AMID_h,0.3538583781935406
ATS0dv,336.0
ATS0pe,314.5174999999999
ATS0se,388.8332639999999
ATS1dv,367.0
ATS1pe,353.67499999999995
ATS1se,422.7513799999999
ATS2dv,486.0
ATS2pe,576.8075
ATS2se,698.5652719999999
ATS3dv,439.0
ATS3pe,741.4486
ATS3se,913.7444000000002
ATS4dv,347.0
ATS4pe,741.6891
ATS4se,922.2668359999999
ATS5dv,318.0
ATS5pe,708.2592999999999
ATS5se,888.5080360000001
ATS6dv,310.0
ATS6pe,648.3414999999999
ATS6se,815.76282
ATS7dv,312.0
ATS7pe,563.7630000000001
ATS7se,706.1515839999998
ATS8dv,274.0
ATS8pe,515.5765
ATS8se,638.3068039999999
ATSC0Z,358.0769230769231
ATSC0c,0.8559196302071453
ATSC0d,27.769230769230774
ATSC0i,81.13531492031588
ATSC0m,1715.2242316923075
ATSC0p,11.95338217097169
ATSC0s,34.582799145299134
ATSC0v,2672.995876861908
ATSC1Z,9.149408284023698
ATSC1c,-0.4035858016954089
ATSC1d,8.859467455621306
ATSC1i,-0.626144418604227
ATSC1m,47.817083094674416
ATSC1p,0.865163404696407
ATSC1s,-6.065140121630504
ATSC1v,175.18278186087096
ATSC2Z,-15.289940828402333
ATSC2c,0.0030491987242530234
ATSC2d,-5.130177514792893
ATSC2i,-25.5883246560358
ATSC2m,-75.42281730177523
ATSC2p,-1.9160753119758342
ATSC2s,0.2258382642998047
ATSC2v,-303.88696297154854
ATSC3Z,-78.948224852071
ATSC3c,-0.03276628980352167
ATSC3d,-9.270710059171595
ATSC3i,-5.982281218233896
ATSC3m,-374.1982802840237
ATSC3p,-0.9602529591617441
ATSC3s,-2.560188609467455
ATSC3v,-372.77990773725224
ATSC4Z,-133.3757396449704
ATSC4c,-0.17848719557458606
ATSC4d,-10.526627218934909
ATSC4i,-6.097673936745688
ATSC4m,-639.8294168816567
ATSC4p,-3.4821353592431117
ATSC4s,-7.145627876397106
ATSC4v,-887.5095826258514
ATSC5Z,-23.794378698224882
ATSC5c,0.41558675512197446
ATSC5d,-1.0784023668639062
ATSC5i,-0.6125523145943449
ATSC5m,-123.96275866863904
ATSC5p,-2.0743454321356696
ATSC5s,5.018871219592372
ATSC5v,-464.19104721916534
ATSC6Z,17.105029585798807
ATSC6c,-0.36040945640867017
ATSC6d,5.107988165680473
ATSC6i,5.503449764725848
ATSC6m,87.17385665680482
ATSC6p,1.4920798685664243
ATSC6s,-3.765953731097962
ATSC6v,299.87966386016257
ATSC7Z,104.51183431952663
ATSC7c,0.1968153685054565
ATSC7d,-1.3431952662721887
ATSC7i,0.09868766050947858
ATSC7m,499.90073733727814
ATSC7p,1.9348644754440287
ATSC7s,9.373849441157132
ATSC7v,631.1643094081351
ATSC8Z,-95.27958579881657
ATSC8c,-0.17627561934350014
ATSC8d,-2.5458579881656807
ATSC8i,-5.733627783963252
ATSC8m,-453.0346361124261
ATSC8p,-1.8465723726524963
ATSC8s,-6.145494329388558
ATSC8v,-514.2896267426686
AXp-0d,0.6909544362455308
AXp-1d,0.44150558663874395
AXp-2d,0.28895015290928416
AXp-3d,0.18644589258067146
AXp-4d,0.12153130353137975
AXp-5d,0.08185962131732742
AXp-6d,0.05386895494016539
AXp-7d,0.036434280986689084
GATS1Z,0.8662181427594962
GATS1c,1.5060385306011992
GATS1d,0.7847141777889699
GATS1i,1.1615356809766528
GATS1m,0.8651833298094782
GATS1p,0.9333092016138089
GATS1s,1.0475736839814138
GATS1v,0.8881301113860803
GATS2Z,0.9397118572829589
GATS2c,0.9833770581697229
GATS2d,1.3374984945200528
GATS2i,1.2729680252813749
GATS2m,0.9416002181983957
GATS2p,1.0841847560423161
GATS2s,0.8417757053909447
GATS2v,1.0246882859236903
GATS3Z,1.0717374901243664
GATS3c,1.1636735221707006
GATS3d,1.1990796913990063
GATS3i,1.0737714197620702
GATS3m,1.0691598942947456
GATS3p,0.9937008096929799
GATS3s,1.0635532198647875
GATS3v,1.0107623682935352
GATS4Z,1.123913759052008
GATS4c,1.109931885757698
GATS4d,1.0812036457867928
GATS4i,1.0369982184947824
GATS4m,1.1248280125058256
GATS4p,1.0942612076799156
GATS4s,0.8703301943436401
GATS4v,1.1128037497838696
GATS5Z,0.9999351980896752
GATS5c,0.6456110726354555
GATS5d,0.9031043245346947
GATS5i,0.9510157473584362
GATS5m,1.004452407769792
GATS5p,1.0693288920280049
GATS5s,0.7033365635107738
GATS5v,1.076425671543899
GATS6Z,0.9674804772549134
GATS6c,1.1188545593169623
GATS6d,0.8190087594519726
GATS6i,0.9160851892188908
GATS6m,0.9669964567437999
GATS6p,0.9230704918002258
GATS6s,0.8665280922189436
GATS6v,0.9419263709323467
GATS7Z,0.8211835392051557
GATS7c,0.7691117292864368
GATS7d,1.0713296398891967
GATS7i,0.9607274381499004
GATS7m,0.8230719639628309
GATS7p,0.899023053086662
GATS7s,0.5931316517091709
GATS7v,0.8694817727039135
GATS8Z,1.1402577873254565
GATS8c,1.2303767732342965
GATS8d,0.9614958448753462
GATS8i,1.055940413549232
GATS8m,1.1378187354981923
GATS8p,1.0646239501594648
GATS8s,1.2164043312377397
GATS8v,1.0795255881419372
MATS1Z,0.024157797090127994
MATS1c,-0.4458035745733452
MATS1d,0.30163686728783695
MATS1i,-0.007296342995177411
MATS1m,0.026357415973323077
MATS1p,0.06843022851871684
MATS1s,-0.16581405896965298
MATS1v,0.061963192247860385
MATS2Z,-0.024134871339840228
MATS2c,0.0020135770785789037
MATS2d,-0.10442008912441274
MATS2i,-0.17825734853112432
MATS2m,-0.02485406120812152
MATS2p,-0.09060189608993391
MATS2s,0.0036910752674451652
MATS2v,-0.06425830954285948
MATS3Z,-0.09475104526369048
MATS3c,-0.016451755801653253
MATS3d,-0.14347199011011647
MATS3i,-0.03168654384525521
MATS3m,-0.09375595395497534
MATS3p,-0.034523341368238945
MATS3s,-0.031814843556817275
MATS3v,-0.05993385060682661
MATS4Z,-0.15620040885624195
MATS4c,-0.08744917918731283
MATS4d,-0.1589670270753283
MATS4i,-0.03151635108287364
MATS4m,-0.15643176965462027
MATS4p,-0.1221621036669286
MATS4s,-0.08664867216201634
MATS4v,-0.13923756527162973
MATS5Z,-0.02855722541300125
MATS5c,0.20866359452553426
MATS5d,-0.016689178361301262
MATS5i,-0.003244525803090956
MATS5m,-0.031059059611517007
MATS5p,-0.07457757332170259
MATS5s,0.062368296653096185
MATS5v,-0.07463051602198705
MATS6Z,0.02237833967157274
MATS6c,-0.1972620560466186
MATS6d,0.08617204462079804
MATS6i,0.031776454988883075
MATS6m,0.02380925033819665
MATS6p,0.05847653499755253
MATS6s,-0.05101468418788737
MATS6v,0.05255682138138486
MATS7Z,0.15809613319011814
MATS7c,0.12455412966906888
MATS7d,-0.026200369344413648
MATS7i,0.0006588477059810589
MATS7m,0.15786831893724507
MATS7p,0.08767824669829992
MATS7s,0.1468215964616898
MATS7v,0.12790168161330664
MATS8Z,-0.1627825867188981
MATS8c,-0.12599220606239311
MATS8d,-0.05608603552224213
MATS8i,-0.0432318666457394
MATS8m,-0.16158272241897462
MATS8p,-0.09450612289378532
MATS8s,-0.10871290421357069
MATS8v,-0.11770472411350741
MAXaaN,4.166111312333957
MAXsOH,9.659493416430426
MINaaN,4.166111312333957
MINsOH,9.659493416430426
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.01925546381844
SpAD_D,376.46398891607055
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.8332114334959062
SssNH2,0
SsssAs,0
SsssCH,-0.578265309194135
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,754
TMWC10,134.5545672023298
TSRW10,77.07813082944617
VE1_Dt,5.215324662031537
VE2_Dt,0.18626159507255488
VE3_Dt,2.681220759119219
VR1_Dt,173.71643025386754
VR2_Dt,6.204158223352413
VR3_Dt,6.187043675787164
Xc-3dv,0.7000346840369458
Xc-4dv,0.0
Xc-5dv,0.08362944921610614
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.45412414523193145
Xch-7d,0.6206024398552663
Xp-0dv,15.814194252838151
Xp-1dv,9.488563242758229
Xp-2dv,6.883979993118264
Xp-3dv,4.781079441190294
Xp-4dv,3.2725963173367902
Xp-5dv,2.1753956378841113
Xp-6dv,1.1641901652326878
Xp-7dv,0.7276271857718403
Xpc-4d,3.619074918805883
Xpc-5d,5.248432904807165
Xpc-6d,7.250487709147903
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,55
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,2
nSpiro,0
naRing,4
piPC10,7.191196928221422
AATS0dv,6.461538461538462
AATS0pe,6.04841346153846
AATS0se,7.477562769230767
AATS1dv,6.672727272727273
AATS1pe,6.430454545454545
AATS1se,7.686388727272726
AATS2dv,5.282608695652174
AATS2pe,6.269646739130435
AATS2se,7.593100782608695
AATS3dv,3.628099173553719
AATS3pe,6.127674380165289
AATS3se,7.551606611570249
AATS4dv,2.7983870967741935
AATS4pe,5.98136370967742
AATS4se,7.437635774193548
AATS5dv,2.628099173553719
AATS5pe,5.853382644628098
AATS5se,7.343041619834711
AATS6dv,2.7927927927927927
AATS6pe,5.840914414414414
AATS6se,7.349214594594595
AATS7dv,3.25
AATS7pe,5.8725312500000015
AATS7se,7.355745666666665
AATS8dv,3.223529411764706
AATS8pe,6.0656058823529415
AATS8se,7.509491811764705
AATSC0Z,6.8860946745562135
AATSC0c,0.016459992888598948
AATSC0d,0.5340236686390534
AATSC0i,1.5602945176983822
AATSC0m,32.98508137869822
AATSC0p,0.22987273405714787
AATSC0s,0.665053829717291
AATSC0v,51.403766862729
AATSC1Z,0.16635287789133996
AATSC1c,-0.007337923667189253
AATSC1d,0.16108122646584194
AATSC1i,-0.01138444397462231
AATSC1m,0.8694015108122621
AATSC1p,0.015730243721752853
AATSC1s,-0.11027527493873644
AATSC1v,3.185141488379472
AATSC2Z,-0.16619500900437317
AATSC2c,3.31434643940546e-05
AATSC2d,-0.0557627990738358
AATSC2i,-0.27813396365256304
AATSC2m,-0.819813231541035
AATSC2p,-0.02082690556495472
AATSC2s,0.0024547637423891814
AATSC2v,-3.303119162734223
AATSC3Z,-0.6524646681989338
AATSC3c,-0.00027079578350017907
AATSC3d,-0.07661743850555038
AATSC3i,-0.04944034064656112
AATSC3m,-3.092547770942345
AATSC3p,-0.007935974869105323
AATSC3s,-0.021158583549317808
AATSC3v,-3.080825683778944
AATSC4Z,-1.0756108035884708
AATSC4c,-0.0014394128675369845
AATSC4d,-0.08489215499141055
AATSC4i,-0.049174789812465224
AATSC4m,-5.159914652271425
AATSC4p,-0.02808173676808961
AATSC4s,-0.05762603126126699
AATSC4v,-7.157335343756866
AATSC5Z,-0.19664775783656926
