DLiP-ID,I000DJ
GGI2,3.333333333333335
GGI3,2.4791666666666665
GGI4,1.1105555555555557
GGI5,0.8786111111111111
GGI6,0.684172335600907
GGI7,0.41581632653061223
GGI8,0.28772990677752575
GGI9,0.18876543209876548
JGI1,0.18518518518518515
JGI2,0.08771929824561406
JGI3,0.06356837606837608
JGI4,0.030848765432098767
JGI5,0.02834229390681004
JGI6,0.0207324950182093
JGI7,0.012994260204081632
JGI8,0.011988746115730241
JGI9,0.009438271604938275
MIC0,27.75436564269235
MIC1,46.633631716666635
MIC2,52.89309982603829
MIC3,54.742502993124006
MIC4,54.865398547026075
MIC5,54.865398547026075
MPC2,38
MPC3,50
MPC4,64
MPC5,71
MPC6,72
MPC7,77
MPC8,79
MPC9,72
Mare,1.0182564102564107
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.20707336448074065
RPCG,0.14074753186889746
SIC0,0.34451047193510426
SIC1,0.7360588427130519
SIC2,0.8718949982636253
SIC3,0.9672300732331963
SIC4,0.9902974174606732
SIC5,0.9902974174606732
SaaN,0
SaaO,0
SaaS,0
Sare,39.71200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.114611292245446
SsCl,0
SsLi,0
SsOH,9.448145510519023
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,71.01418009869614
TIC1,151.724314579061
TIC2,179.724314579061
TIC3,199.3757990334642
TIC4,204.13068653562766
TIC5,204.13068653562766
Vabc,300.1020659145006
WPol,39
apol,47.60810199999999
bpol,19.413897999999996
nRot,5
ABCGG,16.541990961709853
ATS0Z,2258.0
ATS0d,144.0
ATS0i,6293.099351266987
ATS0m,10516.863715149768
ATS0p,70.38714166788596
ATS0s,283.88383058984914
ATS0v,10074.729799268925
ATS1Z,1312.0
ATS1d,181.0
ATS1i,5990.989149115649
ATS1m,5211.658289835202
ATS1p,81.84060999600001
ATS1s,153.71913580246914
ATS1v,12153.216929184893
ATS2Z,2043.0
ATS2d,273.0
ATS2i,9961.439446334747
ATS2m,8103.933199670399
ATS2p,123.62121356484896
ATS2s,271.2098765432098
ATS2v,17848.424175903812
ATS3Z,2420.0
ATS3d,296.0
ATS3i,14116.58026256624
ATS3m,9482.7143459312
ATS3p,140.82525956864094
ATS3s,331.8271604938272
ATS3v,19704.930724384325
ATS4Z,2757.0
ATS4d,273.0
ATS4i,14868.098206622293
ATS4m,11076.189199972801
ATS4p,128.717612126641
ATS4s,412.3287037037038
ATS4v,18377.34461421576
ATS5Z,1833.0
ATS5d,250.0
ATS5i,13783.304487215137
ATS5m,6812.708518686401
ATS5p,113.203304589037
ATS5s,383.5216049382716
ATS5v,15954.54357163046
ATS6Z,2010.0
ATS6d,235.0
ATS6i,12676.634059494187
ATS6m,7793.522025096
ATS6p,111.29928179318797
ATS6s,334.0478395061729
ATS6v,16042.399635291184
ATS7Z,2353.0
ATS7d,211.0
ATS7i,12517.490884091441
ATS7m,9321.246509280001
ATS7p,105.75676771049
ATS7s,439.58024691358014
ATS7v,15460.721247783165
ATS8Z,1581.0
ATS8d,178.0
ATS8i,10479.77318504629
ATS8m,6099.633892096
ATS8p,90.20042113949
ATS8s,281.52469135802465
ATS8v,12685.117648439733
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.1111111111111111
GGI10,0.053770023466993166
JGI10,0.004136155651307167
JGT10,0.4549538474323508
Kier1,19.753086419753085
Kier2,8.79224376731302
Kier3,4.6464
MAXdO,12.341019384605694
MAXsF,13.894730578998256
MID_C,37.75253245079787
MID_N,4.078289157907344
MID_O,5.201870638072433
MID_X,3.5365915523883897
MID_h,12.816751348368168
MINdO,11.56807212931469
MINsF,13.894730578998256
MPC10,75
MWC01,27.0
MWC02,4.875197323201151
MWC03,5.726847747587197
MWC04,6.608000625296087
MWC05,7.47477218239787
MWC06,8.359134886757962
MWC07,9.230829038403499
MWC08,10.116136224757685
MWC09,10.989942910933607
MWC10,11.875531783476381
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4952000000000014
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.332718793265369
SRW05,2.3978952727983707
SRW06,6.849066282633458
SRW07,4.727387818712341
SRW08,8.454253391642363
SRW09,6.823286122355687
SRW10,10.104180975012746
SaaCH,13.308923262550609
SaaNH,3.0625470819130634
SaaSe,0
SaaaC,1.7637821951043455
SaasC,0.09066389312714218
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.9691582157554377
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.3950262188208615
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.324294279761497
VE1_D,4.938143703155026
VE2_A,0.17297177119045987
VE2_D,0.19752574812620105
VE3_A,2.3805396866344677
VE3_D,2.5132802238631773
VR1_A,184.1704280128909
VR1_D,144.11172867589394
VR2_A,7.366817120515637
VR2_D,5.764469147035758
VR3_A,6.132152299988802
VR3_D,5.886879624182935
WPath,1521
Xc-3d,1.7876339891189463
Xc-4d,0.0
Xc-5d,0.5384516905501369
Xc-6d,0.0
Xp-0d,17.97432701575866
Xp-1d,11.969234250586762
Xp-2d,10.961427934442227
Xp-3d,8.99458981500134
Xp-4d,7.643558150062054
Xp-5d,5.431603248347914
Xp-6d,3.5782306693928736
Xp-7d,2.4607646764421776
ZMIC0,78.90168205903349
ZMIC1,46.27624118833555
ZMIC2,32.664252921464445
ZMIC3,28.262579689546314
ZMIC4,27.815201463733928
ZMIC5,27.815201463733928
nAcid,1
nAtom,39
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.259152536523347
piPC3,4.8432023497960515
piPC4,5.4158225858392495
piPC5,5.8256313078188295
piPC6,6.004619823266517
piPC7,6.305005662885715
piPC8,6.597129714378225
piPC9,6.421857250358557
AATS0Z,57.8974358974359
AATS0d,3.6923076923076925
AATS0i,161.36152182735864
AATS0m,269.6631721833274
AATS0p,1.804798504304768
AATS0s,7.279072579226901
AATS0v,258.32640510945964
AATS1Z,32.0
AATS1d,4.414634146341464
AATS1i,146.12168656379632
AATS1m,127.11361682524883
AATS1p,1.9961124389268297
AATS1s,3.7492472146943694
AATS1v,296.4199251020706
AATS2Z,30.492537313432837
AATS2d,4.074626865671642
AATS2i,148.67820069156338
AATS2m,120.95422686075221
AATS2p,1.845092739773865
AATS2s,4.047908605122535
AATS2v,266.39439068513155
AATS3Z,26.88888888888889
AATS3d,3.2888888888888888
AATS3i,156.85089180629154
AATS3m,105.36349273256889
AATS3p,1.5647251063182328
AATS3s,3.6869684499314133
AATS3v,218.94367471538138
AATS4Z,29.967391304347824
AATS4d,2.967391304347826
AATS4i,161.6097631154597
AATS4m,120.39336086926959
AATS4p,1.3991044796374021
AATS4s,4.481833735909824
AATS4v,199.75374580669305
AATS5Z,21.564705882352943
AATS5d,2.9411764705882355
AATS5i,162.1565233790016
AATS5m,80.1495119845459
AATS5p,1.3318035834004354
AATS5s,4.512018881626725
AATS5v,187.70051260741718
AATS6Z,25.443037974683545
AATS6d,2.9746835443037973
AATS6i,160.46372227207831
AATS6m,98.65217753286076
AATS6p,1.4088516682682022
AATS6s,4.2284536646351
AATS6v,203.06834981381246
AATS7Z,30.558441558441558
AATS7d,2.74025974025974
AATS7i,162.56481667651224
AATS7m,121.05514947116885
AATS7p,1.3734645157206493
AATS7s,5.7088343755010404
AATS7v,200.7885876335476
AATS8Z,24.323076923076922
AATS8d,2.7384615384615385
AATS8i,161.22727976994292
AATS8m,93.84052141686153
AATS8p,1.3876987867613846
AATS8s,4.331149097815764
AATS8v,195.15565612984204
AMID_C,1.5101012980319148
AMID_N,0.16313156631629375
AMID_O,0.2080748255228973
AMID_X,0.1414636620955356
AMID_h,0.5126700539347268
ATS0dv,391.06721536351165
ATS0pe,263.391
ATS0se,316.6081649999999
ATS1dv,364.03703703703707
ATS1pe,274.71999999999997
ATS1se,325.0600259999999
ATS2dv,514.8148148148148
ATS2pe,444.14670000000007
ATS2se,529.161796
ATS3dv,513.8518518518518
ATS3pe,588.7222000000002
ATS3se,713.1968539999998
ATS4dv,499.18518518518516
ATS4pe,619.0484999999998
ATS4se,749.8903379999998
ATS5dv,484.77777777777777
ATS5pe,557.0727999999999
ATS5se,680.9855699999999
ATS6dv,500.55555555555554
ATS6pe,523.3322000000002
ATS6se,636.363184
ATS7dv,496.8888888888889
ATS7pe,529.5283
ATS7se,640.6635540000001
ATS8dv,330.81481481481484
ATS8pe,428.5760000000001
ATS8se,524.881884
ATSC0Z,1190.9230769230765
ATSC0c,1.075312339342216
ATSC0d,25.435897435897424
ATSC0i,80.71369235948067
ATSC0m,6306.453292047471
ATSC0p,12.270952538593594
ATSC0s,118.83022493053356
ATSC0v,1928.8088362707613
ATSC1Z,-14.20118343195267
ATSC1c,-0.667606762328469
ATSC1d,5.746877054569361
ATSC1i,3.4972500029782485
ATSC1m,-63.1483885704253
ATSC1p,1.0038120148355127
ATSC1s,-8.90849663918673
ATSC1v,154.58114858177922
ATSC2Z,10.644970414201179
ATSC2c,0.146642788222341
ATSC2d,-4.543721236028929
ATSC2i,-14.953588497713561
ATSC2m,52.62441572134081
ATSC2p,-1.003994804278905
ATSC2s,20.306026387321893
ATSC2v,-311.15076660944914
ATSC3Z,-39.66863905325443
ATSC3c,0.11590978041536525
ATSC3d,-11.005917159763312
ATSC3i,-19.741369500125447
ATSC3m,-201.23851072414152
ATSC3p,-0.5253061769190774
ATSC3s,-17.096850539633067
ATSC3v,-220.08221778230688
ATSC4Z,116.66863905325444
ATSC4c,-0.2692951846650761
ATSC4d,-3.5154503616042065
ATSC4i,-11.603580210928353
ATSC4m,612.4543934424748
ATSC4p,-4.260670770812545
ATSC4s,-10.895926563997946
ATSC4v,-563.2193723356114
ATSC5Z,-151.47337278106508
ATSC5c,0.18922929499867158
ATSC5d,1.0243261012491787
ATSC5i,1.1028237860507528
ATSC5m,-791.9320369794071
ATSC5p,-1.0157136706426726
ATSC5s,20.770474558738258
ATSC5v,-117.79057755969473
ATSC6Z,13.053254437869821
ATSC6c,-0.1857769299339326
ATSC6d,-6.062458908612756
ATSC6i,-7.684883805006181
ATSC6m,51.26072297625955
ATSC6p,0.18921128674472715
ATSC6s,-18.43771706849421
ATSC6v,190.3210052332759
ATSC7Z,-12.514792899408317
ATSC7c,0.26426482437656235
ATSC7d,2.2163050624589085
ATSC7i,6.987674134989392
ATSC7m,-140.31009037722032
ATSC7p,-2.354068211130883
ATSC7s,23.1617243141064
ATSC7v,-108.12423569095085
ATSC8Z,-71.92307692307693
ATSC8c,-0.17395488751957883
ATSC8d,4.222222222222223
ATSC8i,-0.8663278804970314
ATSC8m,-335.5409972337565
ATSC8p,2.5617102378700145
ATSC8s,-41.06478696962236
ATSC8v,286.8339018636361
AXp-0d,0.7189730806303465
AXp-1d,0.44330497224395415
AXp-2d,0.2884586298537428
AXp-3d,0.1798917963000268
AXp-4d,0.1194305960947196
AXp-5d,0.07650145420208329
AXp-6d,0.04969764818601213
AXp-7d,0.03195798281093737
GATS1Z,0.49107224440026365
GATS1c,1.5604383631455405
GATS1d,0.838070416994493
GATS1i,0.9170155976878538
GATS1m,0.4861856185439121
GATS1p,0.686092180295652
GATS1s,0.6160651139350614
GATS1v,0.73317242931731
GATS2Z,0.5812498674435601
GATS2c,0.7717338387919229
GATS2d,1.2263781896966786
GATS2i,1.0620363519930258
GATS2m,0.5790763225969533
GATS2p,0.858010315181745
GATS2s,0.49562037300687206
GATS2v,0.9532592657001031
GATS3Z,0.8733934748596941
GATS3c,0.8619117717896086
GATS3d,1.2532594086021511
GATS3i,1.0710039093998693
GATS3m,0.8715478632547673
GATS3p,0.9438789193341037
GATS3s,0.8937525482347486
GATS3v,1.0015088762145965
GATS4Z,0.9797843779311743
GATS4c,1.2024622221033325
GATS4d,1.0473899894810665
GATS4i,1.0608271743686042
GATS4m,0.9804813323375986
GATS4p,1.119471776681866
GATS4s,1.1478440022743757
GATS4v,1.067250290758211
GATS5Z,0.8262300812328552
GATS5c,1.0380290386102533
GATS5d,0.9930384250474388
GATS5i,0.882609698056138
GATS5m,0.8163432519236673
GATS5p,0.9298423482218191
GATS5s,0.9602348494147884
GATS5v,0.9966265572980423
GATS6Z,0.7886128276365043
GATS6c,1.3099737265563927
GATS6d,1.153557574520213
GATS6i,0.949069761269291
GATS6m,0.7827193760410471
GATS6p,0.8945787342408399
GATS6s,1.1332433650365534
GATS6v,0.902039434568164
GATS7Z,1.1853623059539613
GATS7c,1.1638406689901941
GATS7d,0.9118925429409305
GATS7i,0.9648303673313013
GATS7m,1.1944138635952666
GATS7p,1.142752857059494
GATS7s,1.2913245342457311
GATS7v,0.9799072007592388
GATS8Z,0.9626404857253589
GATS8c,1.2214683495621905
GATS8d,0.861895161290323
GATS8i,0.8997687772238465
GATS8m,0.9531371268674637
GATS8p,0.8488539322920907
GATS8s,1.45273999112836
GATS8v,0.8969386985481094
MATS1Z,-0.011342834007076677
MATS1c,-0.5905638348656117
MATS1d,0.21491443745082617
MATS1i,0.04121546598365485
MATS1m,-0.009524843297835022
MATS1p,0.07781348449391658
MATS1s,-0.07131128324020952
MATS1v,0.07623389212215352
MATS2Z,0.005202960780646567
MATS2c,0.07938087550228243
MATS2d,-0.10398110255175742
MATS2i,-0.10784202009035002
MATS2m,0.004857266226436911
MATS2p,-0.04762587779838131
MATS2s,0.09946901821026878
MATS2v,-0.09390127575557759
MATS3Z,-0.014433966326486676
MATS3c,0.04670975090274689
MATS3d,-0.18750000000000006
MATS3i,-0.10598689268177847
MATS3m,-0.013827638231633726
MATS3p,-0.01855053028271456
MATS3s,-0.06234638736207036
MATS3v,-0.04944448576012849
MATS4Z,0.04152859140769366
MATS4c,-0.1061624024469436
MATS4d,-0.0585882713884993
MATS4i,-0.06094268343654805
MATS4m,0.041168529107037964
MATS4p,-0.14718938143012503
MATS4s,-0.03886995412118555
MATS4v,-0.12378418938308351
MATS5Z,-0.05835771332173228
MATS5c,0.08074198521008444
MATS5d,0.018477229601518045
MATS5i,0.006269091241439361
MATS5m,-0.05761670394345713
MATS5p,-0.03797857825383318
MATS5s,0.08019830350543092
MATS5v,-0.028019929974959234
MATS6Z,0.005410938631877936
MATS6c,-0.08528932316451983
MATS6d,-0.11766282155982041
MATS6i,-0.04700321948488449
MATS6m,0.004012703394552207
MATS6p,0.007612131437152942
MATS6s,-0.0765980551475198
MATS6v,0.048711897999199866
MATS7Z,-0.005322477548288183
MATS7c,0.1244739901555047
MATS7d,0.04413227901131128
MATS7i,0.04384896132742761
MATS7m,-0.011268798226285853
MATS7p,-0.09716607239988818
MATS7s,0.09872288781028214
MATS7v,-0.02839276876080859
MATS8Z,-0.036235628471773695
MATS8c,-0.09706289855800755
MATS8d,0.09959677419354847
MATS8i,-0.00644000680805384
MATS8m,-0.031923585098795094
MATS8p,0.12525728038535558
MATS8s,-0.2073451615207911
MATS8v,0.08922623013845558
MAXsBr,3.114611292245446
MAXsOH,9.448145510519023
MINsBr,3.114611292245446
MINsOH,9.448145510519023
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.556511755962585
SpAD_D,250.11579968699476
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.08051421957672011
SssNH2,0
SsssAs,0
SsssCH,-1.1822108843537416
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,650
TMWC10,127.25639272281143
TSRW10,73.6961218416528
VE1_Dt,4.912136123925086
VE2_Dt,0.19648544495700343
VE3_Dt,2.507999634860477
VR1_Dt,144.81074384296886
VR2_Dt,5.792429753718754
VR3_Dt,5.891718406883808
Xc-3dv,0.8527252038227122
Xc-4dv,0.0
Xc-5dv,0.16619473160124643
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.355498860309242
Xch-7d,0.5622508833134849
Xp-0dv,14.508894865454025
Xp-1dv,8.290687255262728
Xp-2dv,6.378902291488052
Xp-3dv,4.553034244870697
Xp-4dv,3.1877036960660448
Xp-5dv,1.8799165244141778
Xp-6dv,1.086588679851824
Xp-7dv,0.594948154313178
Xpc-4d,4.211192225240393
Xpc-5d,6.845245109864556
Xpc-6d,9.610679610544896
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,1
nHBAcc,2
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.6821428622136425
AATS0dv,10.027364496500299
AATS0pe,6.753615384615385
AATS0se,8.118158076923073
AATS1dv,8.878952122854562
AATS1pe,6.700487804878048
AATS1se,7.928293317073168
AATS2dv,7.683803206191265
AATS2pe,6.629055223880598
AATS2se,7.897937253731343
AATS3dv,5.709465020576132
AATS3pe,6.54135777777778
AATS3se,7.9244094888888865
AATS4dv,5.425925925925926
AATS4pe,6.728788043478258
AATS4se,8.150981934782607
AATS5dv,5.703267973856209
AATS5pe,6.553797647058823
AATS5se,8.01159494117647
AATS6dv,6.336146272855133
AATS6pe,6.624458227848104
AATS6se,8.05523017721519
AATS7dv,6.453102453102454
AATS7pe,6.8769909090909085
AATS7se,8.320305896103898
AATS8dv,5.08945868945869
AATS8pe,6.593476923076924
AATS8se,8.075105907692308
AATSC0Z,30.536489151873756
AATSC0c,0.027572111265185023
AATSC0d,0.6522024983563443
AATSC0i,2.0695818553712995
AATSC0m,161.70393056531978
AATSC0p,0.314639808681887
AATSC0s,3.046928844372655
AATSC0v,49.45663682745542
AATSC1Z,-0.3463703276086017
AATSC1c,-0.016283091764109
AATSC1d,0.1401677330382771
AATSC1i,0.08529878056044508
AATSC1m,-1.5402045992786657
AATSC1p,0.024483219874036895
AATSC1s,-0.2172804058338227
AATSC1v,3.7702719166287615
AATSC2Z,0.1588801554358385
AATSC2c,0.0021886983316767314
AATSC2d,-0.06781673486610343
AATSC2i,-0.22318788802557554
AATSC2m,0.785439040617027
AATSC2p,-0.014984997078789628
AATSC2s,0.3030750207062969
AATSC2v,-4.644041292678345
AATSC3Z,-0.44076265614727145
AATSC3c,0.001287886449059614
AATSC3d,-0.12228796844181458
AATSC3i,-0.21934855000139386
AATSC3m,-2.235983452490461
AATSC3p,-0.00583673529910086
AATSC3s,-0.18996500599592298
AATSC3v,-2.4453579753589656
AATSC4Z,1.2681373810136352
AATSC4c,-0.0029271215724464795
AATSC4d,-0.038211416973958766
