DLiP-ID,J1009Q
AATSC5c,-0.0006738257579717943
AATSC5d,-0.023842673163940134
AATSC5i,-0.08907061813637285
AATSC5m,-1.7327305097785417
AATSC5p,-0.013399686377385122
AATSC5s,-0.04375568028000155
AATSC5v,-2.3033863143502513
AATSC6Z,-0.005020620405235883
AATSC6c,0.002261548331835743
AATSC6d,-0.0025551371705217693
AATSC6i,0.04820649481230212
AATSC6m,-0.01649259387887766
AATSC6p,0.0038493953979524174
AATSC6s,0.08039280875819337
AATSC6v,0.4072562488944837
AATSC7Z,-0.6107131734662099
AATSC7c,-0.0023120259558055294
AATSC7d,0.006883888715872536
AATSC7i,-0.09506705838483381
AATSC7m,-2.8596070053007896
AATSC7p,-0.007862805561644098
AATSC7s,-0.11550446526408063
AATSC7v,-2.724069064120431
AATSC8Z,0.4190315179326168
AATSC8c,-0.0016370340947025914
AATSC8d,0.06752656683975367
AATSC8i,-0.05157444171307418
AATSC8m,1.9818631196338001
AATSC8p,3.903732698431291e-05
AATSC8s,0.016409090756618203
AATSC8v,1.588409897396815
ATS0are,317.27469999999994
ATS1are,344.94900000000007
ATS2are,566.794
ATS3are,708.9589000000002
ATS4are,753.28
ATS5are,814.5420000000001
ATS6are,786.7798999999999
ATS7are,669.2109999999999
ATS8are,561.499
ATSC0dv,187.23076923076923
ATSC0pe,5.750405769230766
ATSC0se,3.667490076923075
ATSC1dv,50.41420118343196
ATSC1pe,0.111226701183432
ATSC1se,0.037352535502953865
ATSC2dv,-1.9999999999999938
ATSC2pe,-1.0673812499999997
ATSC2se,-0.8068800961538511
ATSC3dv,-28.053254437869825
ATSC3pe,0.4275332840236696
ATSC3se,0.4878275976331331
ATSC4dv,-62.57396449704142
ATSC4pe,-1.355275406804733
ATSC4se,-0.750842300295858
ATSC5dv,-23.142011834319526
ATSC5pe,-1.295830473372781
ATSC5se,-0.9881599704142016
ATSC6dv,-11.739644970414204
ATSC6pe,0.03782958579881671
ATSC6se,0.08595718934911248
ATSC7dv,-20.31360946745562
ATSC7pe,-1.377203032544378
ATSC7se,-0.8592567840236651
ATSC8dv,38.98816568047337
ATSC8pe,0.34549874260354957
ATSC8se,0.048974470414208826
AXp-0dv,0.571436629670484
AXp-1dv,0.31165450273757667
AXp-2dv,0.16533302449443163
AXp-3dv,0.08841130518797796
AXp-4dv,0.047617237306750014
AXp-5dv,0.026064651382294
AXp-6dv,0.013882094538670583
AXp-7dv,0.007668669450045151
BertzCT,825.6379872599127
ECIndex,671
ETA_eta,21.471199005298303
GATS1dv,0.6456678535561033
GATS1pe,0.8583737253175633
GATS1se,0.9050544824154283
GATS2dv,1.0282016668623077
GATS2pe,1.0249472600524083
GATS2se,1.0425823844787323
GATS3dv,1.1060018983934492
GATS3pe,0.9105877651189624
GATS3se,0.8618365184404673
GATS4dv,1.0917436318816762
GATS4pe,0.9295393428758038
GATS4se,0.8466758810170135
GATS5dv,1.027475349219392
GATS5pe,1.0842473992637978
GATS5se,1.1171177464881614
GATS6dv,1.0204349368790617
GATS6pe,1.0554205797760519
GATS6se,1.0889498137958842
GATS7dv,1.0083250443281582
GATS7pe,1.0467565666770673
GATS7se,1.0392854582611335
GATS8dv,0.7657526034242785
GATS8pe,0.7087504281572814
GATS8se,0.6266162607576563
LogEE_A,4.208486701768918
LogEE_D,162.84740144760838
MATS1dv,0.2592896923217384
MATS1pe,0.018626023628680655
MATS1se,0.009807554351252898
MATS2dv,-0.00610400281723205
MATS2pe,-0.10606767023655334
MATS2se,-0.12571931511432266
MATS3dv,-0.06716629359929732
MATS3pe,0.03332857873863114
MATS3se,0.05962697438393424
MATS4dv,-0.1390304026294166
MATS4pe,-0.0980443105854403
MATS4se,-0.08516734616092826
MATS5dv,-0.04725941321475179
MATS5pe,-0.08616167495714992
MATS5se,-0.10302028447687303
MATS6dv,-0.02470058016483654
MATS6pe,0.002591567395522713
MATS6se,0.009232996508972788
MATS7dv,-0.04948896481137108
MATS7pe,-0.10924409506113185
MATS7se,-0.1068691892104563
MATS8dv,0.11049251253500578
MATS8pe,0.031880509094372164
MATS8se,0.00708562344931386
MAXaaCH,2.0368225623582767
MAXaasC,1.1169524229444867
MAXsCH3,1.8953664851149312
MAXssNH,3.425469891660368
MAXsssN,1.9532347043755773
MDEC-12,2.0333961668903076
MDEC-13,1.9103196584195121
MDEC-22,18.110778854129478
MDEC-23,19.0542858557189
MDEC-33,4.8853369343990485
MDEN-22,0.33333333333333337
MDEN-23,0.2721655269759087
MDEO-11,0.16666666666666669
MDEO-12,0.16666666666666669
MINaaCH,1.9741735691190057
MINaasC,0.7523518017042549
MINsCH3,1.8953664851149312
MINssNH,3.425469891660368
MINsssN,1.9532347043755773
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078474
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,491.21081129286534
SpAbs_A,35.28875544321802
SpAbs_D,325.69480289521675
SpMAD_A,1.3069909423414083
SpMAD_D,12.06277047760062
SpMax_A,2.4109897445085684
SpMax_D,162.84740144760838
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,81.76
TpiPC10,8.344432657031485
VAdjMat,5.857980995127572
VE1_DzZ,5.110871773598026
VE1_Dzi,5.108821932531464
VE1_Dzm,5.110865039526438
VE1_Dzp,5.095788731249237
VE1_Dzv,5.105016199061954
VE2_DzZ,0.18929154717029725
VE2_Dzi,0.18921562713079498
VE2_Dzm,0.18929129776023843
VE2_Dzp,0.18873291597219397
VE2_Dzv,0.18907467403933162
VE3_DzZ,2.6246217641620113
VE3_Dzi,2.6242206090681317
VE3_Dzm,2.6246204465636986
VE3_Dzp,2.62166623265961
VE3_Dzv,2.623475397797579
VR1_DzZ,162.1658492725132
VR1_Dzi,162.39138424787913
VR1_Dzm,162.16660216049286
VR1_Dzp,163.5075481919377
VR1_Dzv,162.71346286360688
VR2_DzZ,6.006142565648638
VR2_Dzi,6.014495712884412
VR2_Dzm,6.006170450388624
VR2_Dzp,6.055835118219915
VR2_Dzv,6.026424550503958
VR3_DzZ,6.081871345498263
VR3_Dzi,6.083261146669676
VR3_Dzm,6.081875988191132
VR3_Dzp,6.090110928593506
VR3_Dzv,6.085242530361489
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10549633919152082
Xch-7dv,0.09787405114414252
Xpc-4dv,1.3312460754220614
Xpc-5dv,1.7269275858823216
Xpc-6dv,1.9844126432143114
Zagreb1,134.0
Zagreb2,155.0
fragCpx,139.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,0
nBondsM,17
nBondsO,29
nBondsS,37
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.101436538461537
AATS1are,6.387944444444446
AATS2are,6.2285054945054945
AATS3are,6.111714655172415
AATS4are,6.02624
AATS5are,5.989279411764707
AATS6are,5.960453787878787
AATS7are,5.87027192982456
AATS8are,5.729581632653061
AATSC0dv,3.600591715976331
AATSC0pe,0.11058472633136088
AATSC0se,0.07052865532544375
AATSC1dv,0.933596318211703
AATSC1pe,0.0020597537256191113
AATSC1se,0.0006917136204250716
AATSC2dv,-0.02197802197802191
AATSC2pe,-0.011729464285714282
AATSC2se,-0.008866814243448914
AATSC3dv,-0.241838400326464
AATSC3pe,0.003685631758824738
AATSC3se,0.0042054103244235615
AATSC4dv,-0.5005917159763313
AATSC4pe,-0.010842203254437865
AATSC4se,-0.006006738402366864
AATSC5dv,-0.17016185172293768
AATSC5pe,-0.009528165245388095
AATSC5se,-0.007265882135398541
AATSC6dv,-0.08893670432131973
AATSC6pe,0.00028658777120315693
AATSC6se,0.0006511908284023673
AATSC7dv,-0.17818955673206685
AATSC7pe,-0.012080728355652439
AATSC7se,-0.007537340210733904
AATSC8dv,0.39783842531095276
AATSC8pe,0.003525497373505608
AATSC8se,0.000499739494022539
AETA_eta,0.795229592788826
ATSC0are,6.075005769230765
ATSC1are,0.11863247041419886
ATSC2are,-1.2536927884615405
ATSC3are,0.6833525147928977
ATSC4are,-1.4587177144970407
ATSC5are,-1.502622781065088
ATSC6are,0.07825843195266306
ATSC7are,-1.4463299556212998
ATSC8are,0.23850643491124493
BCUTZ-1h,8.033416762594362
BCUTZ-1l,5.690692688625496
BCUTc-1h,0.4066180775389422
BCUTc-1l,-0.4621161823752121
BCUTd-1h,3.2444681218476035
BCUTd-1l,0.9871447154965185
BCUTi-1h,14.565103390868437
BCUTi-1l,10.951703592616512
BCUTm-1h,16.01609303675241
BCUTm-1l,11.702207967736832
BCUTp-1h,1.9942294960265903
BCUTp-1l,0.7157203667025615
BCUTs-1h,6.003753215541966
BCUTs-1l,1.3802938944965952
BCUTv-1h,20.9000976724403
BCUTv-1l,14.681732536419405
BalabanJ,1.4288361867386734
Diameter,15
ETA_beta,34.0
GATS1are,0.8745780446130209
GATS2are,1.0470938367037232
GATS3are,0.897771390923459
GATS4are,0.9235465797278446
GATS5are,1.0948940219429992
GATS6are,1.057306141439965
GATS7are,1.0376765107618817
GATS8are,0.6877048142811424
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,245.60540564643267
MATS1are,0.018804702341564724
MATS2are,-0.1179251356022321
MATS3are,0.05042471551505542
MATS4are,-0.09988905233708231
MATS5are,-0.09457311838763129
MATS6are,0.0050747407369101235
MATS7are,-0.10859733776431153
MATS8are,0.020831985953305415
MAXssCH2,0.641038595993953
MINssCH2,0.05390486485308332
NsssssAs,0
RotRatio,0.3103448275862069
SM1_Dzpe,1.2597154222766218
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.73614972665476
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,36.5199750757078
SMR_VSA7,65.92100252672593
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,258.1422224595698
SpAD_Dzi,250.68466310817524
SpAD_Dzm,258.18798219821224
SpAD_Dzp,345.13706615012325
SpAD_Dzv,314.88629643551246
SpAbs_Dt,491.2108112928654
SpDiam_A,4.729128933409488
SpDiam_D,249.34750379517843
SpMAD_Dt,18.192993010846866
SpMax_Dt,245.60540564643267
SsssssAs,0
VE1_Dzpe,5.110805738101661
VE1_Dzse,5.110876821978654
VE2_Dzpe,0.1892891014111726
VE2_Dzse,0.18929173414735756
VE3_Dzpe,2.624608843485089
VE3_Dzse,2.6246227519344223
VMcGowan,287.32000000000045
VR1_Dzpe,162.17319273808295
VR1_Dzse,162.16527300515526
VR2_Dzpe,6.006414545854924
VR2_Dzse,6.0061212224131575
VR3_Dzpe,6.081916628147712
VR3_Dzse,6.08186779192404
mZagreb1,8.027777777777779
mZagreb2,6.277777777777779
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,46
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11682703402366856
AATSC1are,0.002196897600262942
AATSC2are,-0.013776843829247699
AATSC3are,0.005890969955111187
AATSC4are,-0.011669741715976326
AATSC5are,-0.011048696919596236
AATSC6are,0.000592866908732296
AATSC7are,-0.012687104873871051
AATSC8are,0.002433739131747397
AETA_beta,1.2592592592592593
BCUTdv-1h,6.033255975418986
BCUTdv-1l,0.9959510440466819
BCUTpe-1h,3.515200923099195
BCUTpe-1l,2.2398320387117057
BCUTse-1h,3.7233797185885784
BCUTse-1l,2.435704403025306
ETA_alpha,12.700000000000001
ETA_dBeta,0.0
ETA_eta_B,0.19033691191068236
ETA_eta_F,25.098344559034174
ETA_eta_L,6.090265104093547
ETA_eta_R,46.56954356433248
ETA_psi_1,0.566964285714286
LabuteASA,158.59874112700078
LogEE_DzZ,129.1147620234357
LogEE_Dzi,125.3865964175694
LogEE_Dzm,129.13752062772622
LogEE_Dzp,171.67937969588334
LogEE_Dzv,157.04408204758872
PEOE_VSA1,24.952848061511567
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.62123273635672
PEOE_VSA7,24.619922828310838
PEOE_VSA8,30.885106984118284
PEOE_VSA9,13.213763929025836
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,256.15828188939884
SpAD_Dzse,258.42653704551094
SpAbs_DzZ,257.0509526183001
SpAbs_Dzi,249.578041521131
SpAbs_Dzm,257.0997439827099
SpAbs_Dzp,348.16018763932954
SpAbs_Dzv,316.243121414082
SpDiam_Dt,363.89639407713526
SpMAD_DzZ,9.56082305405814
SpMAD_Dzi,9.284617152154638
SpMAD_Dzm,9.562517859193045
SpMAD_Dzp,12.782854301856416
SpMAD_Dzv,11.662455423537498
SpMax_DzZ,129.1147620234357
SpMax_Dzi,125.3865964175694
SpMax_Dzm,129.13752062772622
SpMax_Dzp,171.67937969588334
SpMax_Dzv,157.04408204758872
VE1_Dzare,5.110924541274188
VE2_Dzare,0.18929350152867364
VE3_Dzare,2.6246320887027355
VR1_Dzare,162.15925207144198
VR2_Dzare,6.005898224868222
VR3_Dzare,6.081830662855786
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4703703703703704
AETA_dBeta,0.0
AETA_eta_B,0.007049515255951199
AETA_eta_F,0.9295683170012657
AETA_eta_L,0.22556537422568693
AETA_eta_R,1.7247979097900918
BCUTare-1h,3.569614688617101
BCUTare-1l,2.190041700111492
ETA_beta_s,17.0
ETA_dPsi_A,0.14703571428571394
ETA_dPsi_B,0.0
ETA_eta_BR,0.44833691191068237
ETA_eta_FL,7.133611546368867
ETA_eta_RL,13.223876650462413
LogEE_Dzpe,128.12579707145042
LogEE_Dzse,129.25646383312557
PEOE_VSA10,11.381314269532023
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.216698334856808
SlogP_VSA2,41.67299478765784
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.323698910571437
SlogP_VSA6,59.120398553127835
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,253.31751235276212
SpAbs_Dzpe,254.9918787206242
SpAbs_Dzse,257.3466542862582
SpDiam_DzZ,198.3626313795271
SpDiam_Dzi,192.14413810980756
SpDiam_Dzm,198.3967730654289
SpDiam_Dzp,262.32763953210133
SpDiam_Dzv,240.9091891635059
SpMAD_Dzpe,9.487343773681438
SpMAD_Dzse,9.571353223907813
SpMax_Dzpe,128.12579707145042
SpMax_Dzse,129.25646383312557
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6296296296296297
AETA_eta_BR,0.016605070811506754
AETA_eta_FL,0.2642078350506988
AETA_eta_RL,0.4897732092763857
DetourIndex,3215
EState_VSA1,0.0
EState_VSA2,13.213763929025836
EState_VSA3,19.634269217737724
EState_VSA4,33.95585094648402
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,66.4209505466956
EState_VSA8,10.473451861131776
EState_VSA9,14.73614972665476
ETA_beta_ns,17.0
ETA_shape_p,0.09186351706036744
ETA_shape_x,0.0
ETA_shape_y,0.26771653543307083
GhoseFilter,True
LogEE_Dzare,126.71113195839852
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,252.00811780232533
SpDiam_Dzpe,196.80453321100998
SpDiam_Dzse,198.5850704636793
SpMAD_Dzare,9.382130087139338
SpMax_Dzare,126.71113195839852
TopoPSA(NO),81.76
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.3763453097507234
VSA_EState9,55.123654690249275
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6296296296296297
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02962962962962959
FilterItLogS,-5.508019388072358
SpDiam_Dzare,194.6220971874478
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5750000000000001
ETA_epsilon_2,0.8296296296296292
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5166666666666665
ETA_epsilon_5,0.7766666666666663
AETA_beta_ns_d,0.037037037037037035
ETA_dEpsilon_A,0.13474025974025972
ETA_dEpsilon_B,0.05833333333333357
ETA_dEpsilon_C,-0.07640692640692615
ETA_dEpsilon_D,0.05296296296296288
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7037037037037037
MDEDescriptor,"0.0,2.0333961668903076,1.9103196584195121,0.0,18.110778854129478,19.0542858557189,0.0,4.8853369343990485,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.33333333333333337,0.2721655269759087,0.0"
APolDescriptor,59.335824999999964
BCUTDescriptor,"11.850000000000009,15.996935086504987,-0.39539542477237644,0.11906486901431029,4.26227816772461,10.104005898310492"
BPolDescriptor,31.886174999999994
TPSADescriptor,81.76
ALOGPDescriptor,"3.4091000000000022,11.621962810000015,109.15780000000001"
XLogPDescriptor,3.3100000000000005
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,367.18959185999995
ChiPathDescriptor,"19.062267164498692,13.223876650462412,10.976019262094077,9.276774049041089,7.685468518511589,5.936369161549406,3.857208654741295,2.668283611671668,15.42878900110307,9.037980579389723,6.282654930788403,4.4205652593988995,2.999885950325249,1.902719550907461,1.013392901322952,0.5981562171035215"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.40521738811376945,0.4555242425599862,0.0,0.0,0.02282177322938192,0.10549633919152082,0.09787405114414252"
AtomCountDescriptor,52
BondCountDescriptor,29
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2119919326033561,0.0,0.3031553154978037,0.0,0.6079872337095342,0.0,0.09539264245085988,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,6,0,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"54.91329994994456,2.033825924072021,17.515969483839783,7.918099379581343,9.597870104258423"
FractionalPSADescriptor,0.2226642634009436
WienerNumbersDescriptor,"2122.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.261809193559976,5.246940872528499,6.59296338343379,1.331246075422061,1.72692758588232,1.7534697091508031"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,9,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,11.253462603878116,5.9904"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2214.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"30.403348010452277,31.546829127546985,41.32227921746727,42.8480944682329,40.65409930537152"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.4158714592103696,-0.12779785835902335,-0.23119901021736072,0.25027400616153656,-0.04806074457349302"
EccentricConnectivityIndexDescriptor,671
AutocorrelationDescriptorPolarizability,"1719.1043650410777,1973.1437721828493,2637.7704674907677,2621.3096349107354,2342.0237496747304"
