DLiP-ID,T0077R
DLiP-Mol-ID,25164
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H10BrNO3S/c11-7-4-2-1-3-6(7)9(13)12-8(5-16)10(14)15/h1-4,8,16H,5H2,(H,12,13)(H,14,15)/t8-/m0/s1"
Standard Inchi Key(RDKit),WYPHONGBLYVSCW-QMMMGPOBSA-N
Canonical SMILES(RDKit),O=C(N[C@@H](CS)C(=O)O)c1ccccc1Br
SMILES(SDF),
MW(SDF),
MW(RDKit),304.165
MW Monoisotopic(RDKit),302.95647628
MolLogP(RDKit),1.5619
XLogP(SDF),
XLogP(CDK),2.382
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),66.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.73968442773381
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3336.730874685688
qed,0.7396844277338098
Chi0,12.129392033067417
Chi1,7.557749310264366
TPSA,66.4
Chi0n,8.182746372071547
Chi0v,10.663170102186168
Chi1n,4.450013919578408
Chi1v,5.875467721169437
Chi2n,3.026705702170136
Chi2v,4.246190973014767
Chi3n,1.904477918032448
Chi3v,2.9611274958089364
Chi4n,1.066822062688448
Chi4v,1.7791332100068145
