DLiP-ID,C0009D
DLiP-Mol-ID,30476
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H20N6O/c1-11-7-17(22)15-9-13(3-5-19(15)24-11)26-21(28)27-14-4-6-20-16(10-14)18(23)8-12(2)25-20/h3-10H,1-2H3,(H2,22,24)(H2,23,25)(H2,26,27,28)"
Standard Inchi Key(RDKit),HOUSDILKOJMENG-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),372.432
MW Monoisotopic(RDKit),372.16985926
MolLogP(RDKit),4.20824
XLogP(SDF),
XLogP(CDK),1.684
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),118.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.420175769483635
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2107132.5144183906
qed,0.4201757694836355
Chi0,19.836134335324452
Chi1,13.385050488558727
TPSA,118.94999999999999
Chi0n,15.57617817336004
Chi0v,15.57617817336004
Chi1n,8.806669887225896
Chi1v,8.806669887225896
Chi2n,6.748708929602447
Chi2v,6.748708929602447
Chi3n,4.453241309444913
Chi3v,4.453241309444913
Chi4n,3.2285881978924307
Chi4v,3.2285881978924307
MolMR,114.4262
MolWt,372.43200000000013
fr_SH,0
Kappa1,17.539168480547648
Kappa2,6.696086289881952
Kappa3,3.372130349072744
fr_ArN,2
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,2
fr_N_O,0
fr_azo,0
BertzCT,1139.4522802999504
MolLogP,4.208240000000001
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,1
BalabanJ,1.5580532646361975
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,22.100912162337032
SMR_VSA7,59.9187925373898
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,161.32697655539948
NHOHCount,6
PEOE_VSA1,22.100912162337032
PEOE_VSA2,9.967957041894417
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,62.37841094707412
PEOE_VSA8,44.90984951736076
PEOE_VSA9,11.033401435232523
RingCount,4
SMR_VSA10,50.58650947523443
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,372.16985926000007
NumHDonors,4
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.031114512338072
SlogP_VSA1,22.100912162337032
SlogP_VSA2,15.99907155423249
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.387855989696922
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,21.805849864162113
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,4
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
