DLiP-ID,C001XK
AATSC4m,-4.643494742057148
AATSC4p,-0.040543187123588856
AATSC4s,0.001304292521545654
AATSC4v,-5.287727935135892
AATSC5Z,0.5130926489778163
AATSC5c,-0.0015829128687721843
AATSC5d,0.016006959547629408
AATSC5i,0.5007760002312619
AATSC5m,2.6027664755491506
AATSC5p,0.07157007671534847
AATSC5s,-0.31767415398670373
AATSC5v,11.449016211240249
AATSC6Z,-1.1974655647382921
AATSC6c,-0.00040320742508271555
AATSC6d,-0.13531680440771346
AATSC6i,-0.14524383398129737
AATSC6m,-5.44664862378099
AATSC6p,-0.04483110037705549
AATSC6s,0.14660583044719547
AATSC6v,-5.576814736308353
AATSC7Z,-1.826341667538445
AATSC7c,0.0023250089725888904
AATSC7d,0.0030337901454127016
AATSC7i,-0.024500760666419628
AATSC7m,-8.625808960881104
AATSC7p,-0.029559935454622786
AATSC7s,-0.23318767060226353
AATSC7v,-10.063980503979636
AATSC8Z,1.7317400044672764
AATSC8c,-0.0022250123377153975
AATSC8d,0.011726602635693539
AATSC8i,-0.18684591781529383
AATSC8m,7.9108124552853445
AATSC8p,0.015882270330457828
AATSC8s,-0.0028031731130427236
AATSC8v,4.347838068438385
ATS0are,274.0231999999999
ATS1are,299.82880000000006
ATS2are,507.48889999999994
ATS3are,602.6138
ATS4are,660.2478999999997
ATS5are,592.4797000000001
ATS6are,467.3558000000001
ATS7are,490.1788999999999
ATS8are,434.28179999999986
ATSC0dv,171.61616161616166
ATSC0pe,4.605024999999997
ATSC0se,2.898239159090908
ATSC1dv,23.677685950413224
ATSC1pe,-0.06258125000000081
ATSC1se,0.25173360278925516
ATSC2dv,43.21946740128557
ATSC2pe,2.2362937499999958
ATSC2se,1.5082823961776843
ATSC3dv,-35.950413223140494
ATSC3pe,-0.6506000000000006
ATSC3se,-0.4565588925619844
ATSC4dv,7.136822773186417
ATSC4pe,-0.7093125000000015
ATSC4se,-0.9051751787190092
ATSC5dv,-32.05509641873278
ATSC5pe,-2.1375812500000007
ATSC5se,-1.5085995707644637
ATSC6dv,-23.926538108356283
ATSC6pe,0.3816187499999998
ATSC6se,0.3244715242768589
ATSC7dv,-36.366391184573
ATSC7pe,-0.6887062499999983
ATSC7se,-0.056597103822314254
ATSC8dv,0.7970615243342478
ATSC8pe,0.45736250000000034
ATSC8se,0.10189841425619961
AXp-0dv,0.584968128277519
AXp-1dv,0.3315765733761596
AXp-2dv,0.1842471063668629
AXp-3dv,0.1008952127842911
AXp-4dv,0.05313342518820849
AXp-5dv,0.03034350494316217
AXp-6dv,0.017340542859484484
AXp-7dv,0.008658628102070309
BertzCT,1187.9950758008833
ECIndex,621
ETA_eta,17.469677556599258
GATS1dv,0.661345847995692
GATS1pe,0.6937359246900388
GATS1se,0.5969683845824749
GATS2dv,0.8237440489938235
GATS2pe,0.6392964097626157
GATS2se,0.6375866975577129
GATS3dv,1.027901522954679
GATS3pe,0.9901968501799667
GATS3se,1.0153419006225277
GATS4dv,0.9956705942452272
GATS4pe,1.1923839759540777
GATS4se,1.2962306663448322
GATS5dv,1.232282147393203
GATS5pe,1.5027434275886842
GATS5se,1.6066507889706176
GATS6dv,1.0482652540710218
GATS6pe,0.9127342413993411
GATS6se,0.948977583408279
GATS7dv,1.0713077685310044
GATS7pe,1.1432918044466973
GATS7se,1.1361667092836276
GATS8dv,0.9789112832667861
GATS8pe,0.8078939032082609
GATS8se,0.754250174639685
LogEE_A,4.2111937912416995
LogEE_D,142.2105222204724
MATS1dv,0.1291623357920178
MATS1pe,-0.01272234181739738
MATS1se,0.08131333804677435
MATS2dv,0.14026419114743585
MATS2pe,0.2704720813030396
MATS2se,0.2898504823141582
MATS3dv,-0.09601236021188932
MATS3pe,-0.06475353915921568
MATS3se,-0.07220113579465505
MATS4dv,0.017262096460737186
MATS4pe,-0.06393702613418727
MATS4se,-0.12964185232078293
MATS5dv,-0.08651033115454909
MATS5pe,-0.2149907180914215
MATS5se,-0.24108424558563363
MATS6dv,-0.08179242691779473
MATS6pe,0.04861710848475308
MATS6se,0.06568009647466998
MATS7dv,-0.11802326014558075
MATS7pe,-0.08329666567458387
MATS7se,-0.010876410068867306
MATS8dv,0.0027615608545567207
MATS8pe,0.05905402690979325
MATS8se,0.020905192079973763
MAXaaCH,1.9709574636432847
MAXaaNH,3.257598897264752
MAXaaaC,0.8467443182251986
MAXaasC,1.009349055477233
MAXaasN,1.9709574636432847
MAXsCH3,1.948068589158957
MAXssNH,2.6146877362055934
MDEC-11,0.07142857142857142
MDEC-12,3.3112557835291
MDEC-13,2.426085478255595
MDEC-22,9.05506573693551
MDEC-23,17.355533694425645
MDEC-33,5.337849733997384
MDEN-22,0.8772053214638599
MDEN-23,0.7539474411291538
MDEO-11,0.4999999999999999
MINaaCH,1.5954858486604517
MINaaNH,3.257598897264752
MINaaaC,0.6993575207860924
MINaasC,0.2312260417252303
MINaasN,1.9709574636432847
MINsCH3,1.9163205489472972
MINssNH,2.6146877362055934
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6964285714285716
SM1_Dzi,1.1603662183174015
SM1_Dzm,1.693890574559076
SM1_Dzp,-3.8131778703710935
SM1_Dzv,-1.9177085939182985
SddssSe,0
SpAD_Dt,505.87985183464434
SpAbs_A,33.34402613377022
SpAbs_D,284.4210444409448
SpMAD_A,1.2824625436065469
SpMAD_D,10.939270940036339
SpMax_A,2.4672014139267935
SpMax_D,142.2105222204724
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,88.16
TpiPC10,9.232983248096199
VAdjMat,5.857980995127572
VE1_DzZ,5.007313184145282
VE1_Dzi,5.018229436209954
VE1_Dzm,5.007312276240107
VE1_Dzp,5.018748676548726
VE1_Dzv,5.022444849952291
VE2_DzZ,0.19258896862097238
VE2_Dzi,0.19300882446961362
VE2_Dzm,0.19258893370154256
VE2_Dzp,0.19302879525187408
VE2_Dzv,0.1931709557673958
VE3_DzZ,2.566410925679213
VE3_Dzi,2.568588614566904
VE3_Dzm,2.5664107443633606
VE3_Dzp,2.5686920800389617
VE3_Dzv,2.569428282077246
VR1_DzZ,158.40992058967836
VR1_Dzi,157.9398838583046
VR1_Dzm,158.40998671349678
VR1_Dzp,157.8859224174602
VR1_Dzv,157.64026733957675
VR2_DzZ,6.0926892534491675
VR2_Dzi,6.0746109176270995
VR2_Dzm,6.092691796672953
VR2_Dzp,6.072535477594623
VR2_Dzv,6.063087205368337
VR3_DzZ,6.02069755243193
VR3_Dzi,6.017725923743331
VR3_Dzm,6.020697969854048
VR3_Dzp,6.017384207263568
VR3_Dzv,6.015827093239484
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07098399800994089
Xch-6dv,0.1626340475085713
Xch-7dv,0.1956691436745815
Xpc-4dv,2.2840897998372665
Xpc-5dv,2.761699686301373
Xpc-6dv,3.176551483529933
Zagreb1,144.0
Zagreb2,171.0
fragCpx,191.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,2
nBondsM,23
nBondsO,29
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.2277999999999984
AATS1are,6.379336170212767
AATS2are,6.423910126582277
AATS3are,6.277227083333333
AATS4are,6.228753773584903
AATS5are,6.236628421052632
AATS6are,6.231410666666668
AATS7are,6.204796202531644
AATS8are,5.868672972972971
AATSC0dv,3.9003673094582196
AATSC0pe,0.10465965909090902
AATSC0se,0.06586907179752063
AATSC1dv,0.5037805521364516
AATSC1pe,-0.0013315159574468257
AATSC1se,0.005356034101899046
AATSC2dv,0.5470818658390578
AATSC2pe,0.028307515822784755
AATSC2se,0.01909218223009727
AATSC3dv,-0.3744834710743801
AATSC3pe,-0.00677708333333334
AATSC3se,-0.0047558217975206705
AATSC4dv,0.06732851672817375
AATSC4pe,-0.00669162735849058
AATSC4se,-0.008539388478481218
AATSC5dv,-0.3374220675656082
AATSC5pe,-0.022500855263157902
AATSC5se,-0.015879995481731198
AATSC6dv,-0.3190205081114171
AATSC6pe,0.005088249999999997
AATSC6se,0.004326286990358119
AATSC7dv,-0.4603340656275063
AATSC7pe,-0.00871780063291137
AATSC7se,-0.0007164190357254969
AATSC8dv,0.010771101680192538
AATSC8pe,0.006180574324324329
AATSC8se,0.0013770055980567514
AETA_eta,0.6719106752538176
ATSC0are,4.891554545454543
ATSC1are,-0.39186508264462766
ATSC2are,2.51800888429752
ATSC3are,-0.5570235537190074
ATSC4are,-0.8403450413223135
ATSC5are,-2.5127609504132216
ATSC6are,0.5393592975206613
ATSC7are,-0.3486092975206605
ATSC8are,0.22714917355371791
BCUTZ-1h,16.013122929649
BCUTZ-1l,5.693497012232244
BCUTc-1h,0.4601021996461299
BCUTc-1l,-0.45828972747310964
BCUTd-1h,4.043821739009964
BCUTd-1l,0.9716100070926028
BCUTi-1h,14.557083950581127
BCUTi-1l,10.319767500064058
BCUTm-1h,32.066544057729345
BCUTm-1l,11.704563241446486
BCUTp-1h,2.9545821377004087
BCUTp-1l,0.7610412687138135
BCUTs-1h,7.0142074281641795
BCUTs-1l,0.29893965523602584
BCUTv-1h,24.44183199190804
BCUTv-1l,14.702144312226649
BalabanJ,1.3030980922173185
Diameter,14
ETA_beta,38.5
GATS1are,0.7669103978487061
GATS2are,0.6462026363327091
GATS3are,0.9915545628891602
GATS4are,1.217713938502119
GATS5are,1.5539992521041786
GATS6are,0.9080870492308017
GATS7are,1.1154236645020426
GATS8are,0.807933063390057
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,252.9399259173222
MATS1are,-0.07499710253376744
MATS2are,0.2867054460767248
MATS3are,-0.05219250030819966
MATS4are,-0.07131116841107066
MATS5are,-0.2379213113041528
MATS6are,0.06468784478876088
MATS7are,-0.03969334054992361
MATS8are,0.0276111958901032
MAXddssS,-3.6339571391828316
MINddssS,-3.6339571391828316
NsssssAs,0
RotRatio,0.13793103448275862
SM1_Dzpe,1.1738066095471238
SM1_Dzse,1.129397677045838
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,14.53505668968577
SMR_VSA4,7.04767198267719
SMR_VSA5,11.819220675208399
SMR_VSA6,4.722094864452088
SMR_VSA7,66.35759867946457
SMR_VSA8,0.0
SMR_VSA9,11.518332492848387
SpAD_DzZ,180.37108635401202
SpAD_Dzi,203.75964282129056
SpAD_Dzm,180.3850126565325
SpAD_Dzp,248.58457951545185
SpAD_Dzv,244.98397937874296
SpAbs_Dt,505.8798518346442
SpDiam_A,4.85240567898077
SpDiam_D,218.03559765236048
SpMAD_Dt,19.45691737825555
SpMax_Dt,252.9399259173222
SsssssAs,0
VE1_Dzpe,5.017814980275621
VE1_Dzse,5.017413836848705
VE2_Dzpe,0.19299288385675467
VE2_Dzse,0.19297745526341176
VE3_Dzpe,2.5685060210833823
VE3_Dzse,2.5684260740419265
VMcGowan,264.4400000000001
VR1_Dzpe,157.85069656641215
VR1_Dzse,157.86440607762373
VR2_Dzpe,6.071180637169698
VR2_Dzse,6.071707926062451
VR3_Dzpe,6.017161072859282
VR3_Dzse,6.017247920216949
mZagreb1,8.20138888888889
mZagreb2,5.458333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11117169421487598
AATSC1are,-0.008337554949885695
AATSC2are,0.03187353018098127
AATSC3are,-0.005802328684572994
AATSC4are,-0.00792778340870107
AATSC5are,-0.026450115267507596
AATSC6are,0.007191457300275483
AATSC7are,-0.0044127759179830445
AATSC8are,0.0030695834264015936
AETA_beta,1.4807692307692308
BCUTdv-1h,6.017557155089863
BCUTdv-1l,0.6442322078183145
BCUTpe-1h,3.536807997645775
BCUTpe-1l,2.237178418728387
BCUTse-1h,3.7681527362358134
BCUTse-1l,2.4341306542583214
ETA_alpha,12.600000000000001
ETA_dBeta,4.5
ETA_eta_B,0.4935601418478104
ETA_eta_F,28.481520739789495
ETA_eta_L,4.9149059124927765
ETA_eta_R,45.95119829638875
ETA_psi_1,0.5833333333333337
LabuteASA,151.11571867774697
LogEE_DzZ,89.8552545554681
LogEE_Dzi,101.92445088058057
LogEE_Dzm,89.8618462141803
LogEE_Dzp,123.44355965343819
LogEE_Dzv,122.1231995751564
PEOE_VSA1,9.551078168738563
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.401775505276145
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,49.38830667892189
PEOE_VSA8,13.244515554290267
PEOE_VSA9,27.310199180282325
SM1_Dzare,1.289509417266132
SpAD_Dzpe,205.20055437714012
SpAD_Dzse,204.5107276864581
SpAbs_DzZ,178.9356467935725
SpAbs_Dzi,202.68853554284368
SpAbs_Dzm,178.95172063190563
SpAbs_Dzp,250.70029717724753
SpAbs_Dzv,246.16410774423116
SpDiam_Dt,355.7650287782464
SpMAD_DzZ,6.937349475154308
SpMAD_Dzi,7.836909339280406
SpMAD_Dzm,6.937885102174326
SpMAD_Dzp,9.560945365978917
SpMAD_Dzv,9.422460745336268
SpMax_DzZ,89.8552545554681
SpMax_Dzi,101.92445088058057
SpMax_Dzm,89.8618462141803
SpMax_Dzp,123.44355965343819
SpMax_Dzv,122.1231995751564
VE1_Dzare,5.017696592509665
VE2_Dzare,0.19298833048114097
VE3_Dzare,2.568482427315371
VR1_Dzare,157.85607156519364
VR2_Dzare,6.071387367892063
VR3_Dzare,6.017195123436111
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48461538461538467
AETA_dBeta,0.17307692307692307
AETA_eta_B,0.018983082378761937
AETA_eta_F,1.095443105376519
AETA_eta_L,0.18903484278818372
AETA_eta_R,1.7673537806303368
BCUTare-1h,3.5807763375030794
BCUTare-1l,2.1840018964125405
ETA_beta_s,17.0
ETA_dPsi_A,0.13066666666666626
ETA_dPsi_B,0.0
ETA_eta_BR,0.8375601418478104
ETA_eta_FL,7.505747508032509
ETA_eta_RL,12.420653420525285
LogEE_Dzpe,102.64542359662958
LogEE_Dzse,102.29880221542311
PEOE_VSA10,0.0
PEOE_VSA11,5.824404497999927
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,22.952853674014708
SlogP_VSA3,17.070963136084774
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,65.68963066328534
SlogP_VSA7,0.0
SlogP_VSA8,22.551733928080914
SlogP_VSA9,0.0
SpAD_Dzare,204.39852246509315
SpAbs_Dzpe,204.1170405837121
SpAbs_Dzse,203.4682067538003
SpDiam_DzZ,137.64290923038533
SpDiam_Dzi,157.27956958705502
SpDiam_Dzm,137.65395736081223
SpDiam_Dzp,191.83100526139032
SpDiam_Dzv,189.88013954589053
SpMAD_Dzpe,7.892329014505389
SpMAD_Dzse,7.865797218709927
SpMax_Dzpe,102.64542359662958
SpMax_Dzse,102.29880221542311
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6538461538461539
AETA_eta_BR,0.03221385160953117
AETA_eta_FL,0.2886825964627888
AETA_eta_RL,0.47771743925097254
DetourIndex,3212
EState_VSA1,10.023291153407584
EState_VSA2,4.895483475517775
EState_VSA3,11.204086992299825
EState_VSA4,22.598484702161645
EState_VSA5,0.0
EState_VSA6,36.39820241076966
EState_VSA7,42.93445360715707
EState_VSA8,14.690051906346504
EState_VSA9,0.0
ETA_beta_ns,21.5
ETA_shape_p,0.13227513227513224
ETA_shape_x,0.06613756613756613
ETA_shape_y,0.3095238095238095
GhoseFilter,True
LogEE_Dzare,102.24885774859527
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,203.20820607992445
SpDiam_Dzpe,158.4689570181073
SpDiam_Dzse,157.84918624628415
SpMAD_Dzare,7.861481633272813
SpMax_Dzare,102.24885774859527
TopoPSA(NO),79.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.056793159900156
VSA_EState9,37.160497312616016
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8269230769230769
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01538461538461533
FilterItLogS,-5.516754787435621
SpDiam_Dzare,157.8734152596158
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6136363636363638
ETA_epsilon_2,0.8307692307692304
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.5300000000000002
ETA_epsilon_5,0.7928571428571426
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.169191919191919
ETA_dEpsilon_B,0.08363636363636351
ETA_dEpsilon_C,-0.0855555555555555
ETA_dEpsilon_D,0.03791208791208778
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8461538461538461
MDEDescriptor,"0.07142857142857142,3.3112557835291,2.426085478255595,0.0,9.05506573693551,17.355533694425645,0.0,5.337849733997384,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.8772053214638599,0.7539474411291538,0.0"
APolDescriptor,54.34627399999999
BCUTDescriptor,"11.850000000000009,31.972072301489202,-0.2518541875177748,0.24508170555153247,6.092793479395546,11.594519077053226"
BPolDescriptor,30.773725999999996
TPSADescriptor,88.16000000000001
ALOGPDescriptor,"4.1413,17.15036569,99.23949999999999"
XLogPDescriptor,3.514000000000001
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,366.1150469600001
ChiPathDescriptor,"18.311190308942123,12.420653420525285,12.15226459461517,9.928578574274631,8.25853146873768,6.092176143670976,4.566044142700976,3.141647031660271,14.596416525186008,8.502653610543053,6.660036005234926,4.601578367387321,3.091118258415797,1.9679554391237255,1.1830956841657727,0.6556136085067706"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5289055460625555,0.7190388939899153,0.0,0.0,0.07098399800994089,0.1626340475085713,0.17864817672931801"
AtomCountDescriptor,44
BondCountDescriptor,29
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.5593986866595713,0.20412414523193154,0.596061472471586,0.10206207261596577,0.9651880081200376,0.025499585890087693,0.1289758294826195,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,1,1,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"53.352227679997604,2.0520087569229846,21.123942390822663,4.986728620835015,12.650485149152615"
FractionalPSADescriptor,0.24079862527374335
WienerNumbersDescriptor,"1786.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.0676414684438065,7.705682996958733,9.531758502857496,1.689193382890376,2.0320966104346776,2.0723949295846844"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,24
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,7.787993510005409,4.224489795918367"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1559.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"35.11661231463782,39.22549484432319,52.90909529704004,51.053472615364704,46.18643686334169"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.35834394977286177,-0.21695826273144184,0.028646033368283783,0.0740641539535212,-0.06690873552242162"
EccentricConnectivityIndexDescriptor,621
AutocorrelationDescriptorPolarizability,"2058.4336545194155,2436.2989283748884,3525.8128094139906,3249.0576576546373,2890.3141214885827"
