DLiP-ID,P0001I
DLiP-Mol-ID,22487
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23N3O3/c1-22(2)11-13-8-19(26-5)15(9-18(13)25-4)17-12-23(3)20(24)16-10-21-7-6-14(16)17/h6-10,12H,11H2,1-5H3"
Standard Inchi Key(RDKit),BJFSUDWKXGMUKA-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),353.422
MW Monoisotopic(RDKit),353.173941596
MolLogP(RDKit),2.6793
XLogP(SDF),
XLogP(CDK),3.053
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),56.59
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.705825443501597
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD9/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,706687.7616871998
qed,0.7058254435015967
Chi0,18.844570503761737
Chi1,12.455927458031292
TPSA,56.59000000000001
Chi0n,15.737594054215768
Chi0v,15.737594054215768
Chi1n,8.292553702221994
Chi1v,8.292553702221994
Chi2n,6.482212572221222
Chi2v,6.482212572221222
Chi3n,4.3640215860877625
Chi3v,4.3640215860877625
Chi4n,3.1618684274684976
Chi4v,3.1618684274684976
MolMR,102.91500000000005
MolWt,353.42200000000014
fr_SH,0
Kappa1,17.946842066290348
Kappa2,7.173048770621227
Kappa3,3.1541465050352033
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1009.0894191578618
MolLogP,2.6793000000000005
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.32013994783431
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,14.450987899589041
SMR_VSA4,7.04767198267719
SMR_VSA5,6.544756405912575
SMR_VSA6,28.314939047909448
SMR_VSA7,52.70688749104488
SMR_VSA8,0.0
SMR_VSA9,22.6259266499618
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.15752822142508
NHOHCount,0
PEOE_VSA1,18.94073528624193
PEOE_VSA2,9.77851570501903
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,37.680669385204006
PEOE_VSA8,48.873313578519976
PEOE_VSA9,19.605819297019863
RingCount,3
SMR_VSA10,10.772448428929591
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,353.1739415960001
NumHDonors,0
PEOE_VSA10,11.49902366656781
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
PEOE_VSA14,0.0
SlogP_VSA1,15.032992802652107
SlogP_VSA2,42.765926947498485
SlogP_VSA3,13.592428388589765
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,41.58416910429588
