DLiP-ID,J1008D
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,337.1401968560005
MZ,0.6984126984126985
Mi,1.1538342334615967
Mm,0.6687247198005003
Mp,0.6581875392072998
Mv,0.6382096187956152
SZ,29.333333333333336
Si,48.461037805387065
Sm,28.086438231621013
Sp,27.64387664670659
Sv,26.804803989415838
nB,0
nC,17
nF,3
nH,18
nI,0
nN,3
nO,1
nP,0
nS,0
nX,3
ABC,18.121325411340134
AMW,8.027147544190488
IC0,1.7243342482181812
IC1,3.5081405677843014
IC2,4.159592720140252
IC3,4.528873077386132
IC4,4.624111172624227
IC5,4.624111172624227
MID,47.62506746134518
Mpe,1.0032679738562091
Mse,1.028110151562446
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,87.19520000000003
SdO,12.107750220458554
SdS,0
Spe,42.13725490196079
SsF,37.93963501055222
SsI,0
Sse,43.18062636562273
StN,0
fMF,0.3333333333333333
nBr,0
nCl,0
AMID,1.9843778108893826
BIC0,0.3055241292898727
BIC1,0.6215857473725477
BIC2,0.7370125283625065
BIC3,0.8024430327603551
BIC4,0.8193176822970748
BIC5,0.8193176822970748
CIC0,3.6679831745605798
CIC1,1.8841768549944593
CIC2,1.2327247026385084
CIC3,0.8634443453926286
CIC4,0.7682062501545337
CIC5,0.7682062501545337
GGI1,6.5
GGI2,3.333333333333335
GGI3,1.625
GGI4,1.2622222222222224
GGI5,1.0277777777777777
GGI6,0.32408163265306134
GGI7,0.3611111111111111
GGI8,0.291509196271101
GGI9,0.12437500000000004
JGI1,0.26
JGI2,0.09523809523809527
JGI3,0.045138888888888895
JGI4,0.03944444444444445
JGI5,0.0367063492063492
JGI6,0.014090505767524405
JGI7,0.01900584795321637
JGI8,0.01457545981355505
JGI9,0.006909722222222223
MIC0,17.90167534728198
MIC1,33.74024593137441
MIC2,37.93614909077324
MIC3,39.35628845278185
MIC4,39.45228845278184
MIC5,39.45228845278184
MPC2,35
MPC3,42
MPC4,48
MPC5,57
MPC6,56
MPC7,60
MPC8,57
MPC9,53
Mare,1.0200952380952384
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1861243860720819
RPCG,0.21652028001049728
SIC0,0.319776102373736
SIC1,0.6505812422994364
SIC2,0.7713924077556876
SIC3,0.8398750893734146
SIC4,0.8575369011272591
SIC5,0.8575369011272591
SaaN,3.2393621358260885
SaaO,0
SaaS,0
Sare,42.84400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,72.4220384251636
TIC1,147.34190384694065
TIC2,174.7028942458906
TIC3,190.21266925021754
TIC4,194.21266925021754
TIC5,194.21266925021754
Vabc,297.6032628297134
WPol,36
apol,46.165273999999975
bpol,25.684725999999994
nRot,5
ABCGG,14.856694090877705
ATS0Z,1084.0
ATS0d,138.0
ATS0i,7213.855143718983
ATS0m,4398.153329449311
ATS0p,60.618283287282004
ATS0s,334.20138888888886
ATS0v,9236.760043171202
ATS1Z,1117.0
ATS1d,167.0
ATS1i,6463.354903330598
ATS1m,4294.037236505603
ATS1p,75.69723557000002
ATS1s,151.02777777777777
ATS1v,11338.007915405806
ATS2Z,1734.0
ATS2d,244.0
ATS2i,11938.187049837989
ATS2m,6699.921235954908
ATS2p,106.78702948879196
ATS2s,424.0555555555555
ATS2v,15846.607300052197
ATS3Z,1772.0
ATS3d,277.0
ATS3i,14801.586270085887
ATS3m,6637.923201372801
ATS3p,122.24147121873496
ATS3s,349.4999999999999
ATS3v,17644.747863133867
ATS4Z,1690.0
ATS4d,258.0
ATS4i,15279.79734118424
ATS4m,6135.644174287999
ATS4p,126.00330234864096
ATS4s,357.83333333333326
ATS4v,17780.521172436253
ATS5Z,1553.0
ATS5d,238.0
ATS5i,17517.257130608272
ATS5m,5574.417678288
ATS5p,121.02434543192298
ATS5s,371.0138888888888
ATS5v,16384.229393968235
ATS6Z,1332.0
ATS6d,207.0
ATS6i,15724.84750332137
ATS6m,4842.3360115344
ATS6p,97.95487874046997
ATS6s,431.6111111111111
ATS6v,13043.413761638825
ATS7Z,991.0
ATS7d,172.0
ATS7i,10701.43101887318
ATS7m,3589.0394057823996
ATS7p,76.406651600584
ATS7s,201.00000000000006
ATS7v,10483.119973297262
ATS8Z,1038.0
ATS8d,153.0
ATS8i,9033.05686640929
ATS8m,3897.3586750111986
ATS8p,66.04963640849
ATS8s,218.61111111111114
ATS8v,9762.949383548175
C1SP1,0
C1SP2,2
C1SP3,5
C2SP1,0
C2SP2,9
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.29411764705882354
GGI10,0.12386491174369962
JGI10,0.00952807013413074
JGT10,0.5406373836684266
Kier1,20.3136
Kier2,9.08734693877551
Kier3,5.761904761904762
MAXdO,12.107750220458554
MAXsF,12.646545003517407
MID_C,34.57851732474295
MID_N,6.191215783056386
MID_O,1.7847564204550004
MID_X,5.070577933090845
MID_h,13.04655013660223
MINdO,12.107750220458554
MINsF,12.646545003517407
MPC10,54
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.616771097666572
MWC04,6.484635235635252
MWC05,7.324489979348532
MWC06,8.19063168090354
MWC07,9.037057839832897
MWC08,9.90193635004339
MWC09,10.751392371543819
MWC10,11.615653518738686
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.198900000000003
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,0.0
SRW06,6.7650389767805414
SRW07,0.0
SRW08,8.353968130313271
SRW09,0.0
SRW10,9.979568576941464
SaaCH,10.108226643669916
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.3469634931566754
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6125100256151843
SdssS,0
SsCH3,4.085041808545319
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5864658919123205
SssPH,0
SssSe,0
SsssB,0
SsssN,2.1429310498304006
SsssP,0
VE1_A,4.276444739141684
VE1_D,4.826122290067078
VE2_A,0.17818519746423686
VE2_D,0.2010884287527949
VE3_A,2.328590733326574
VE3_D,2.449512044075534
VR1_A,184.0993629847231
VR1_D,132.17200088176523
VR2_A,7.670806791030128
VR2_D,5.5071667034068845
VR3_A,6.0909443654279185
VR3_D,5.75957284870741
WPath,1513
Xc-3d,2.450189376709292
Xc-4d,0.28867513459481287
Xc-5d,0.6341971654233105
Xc-6d,0.14433756729740643
Xp-0d,17.74227620818978
Xp-1d,11.345885118390559
Xp-2d,10.56000238285871
Xp-3d,8.056202119349184
Xp-4d,6.099898416596974
Xp-5d,4.581881544138376
Xp-6d,2.8909030756635055
Xp-7d,2.0867274134958644
ZMIC0,77.38263421528134
ZMIC1,44.958866832913834
ZMIC2,34.40028179433879
ZMIC3,31.148919386886966
ZMIC4,30.825841537098512
ZMIC5,30.825841537098512
nAcid,0
nAtom,42
nBase,0
nRing,2
piPC1,3.4965075614664802
piPC2,4.04305126783455
piPC3,4.537961436294641
piPC4,5.01396308418893
piPC5,5.519959791735979
piPC6,5.5916863627517435
piPC7,5.858825613266479
piPC8,5.910457833263104
piPC9,6.030985695895189
AATS0Z,25.80952380952381
AATS0d,3.2857142857142856
AATS0i,171.7584558028329
AATS0m,104.71793641545979
AATS0p,1.4432924592210001
AATS0s,7.957175925925926
AATS0v,219.9228581707429
AATS1Z,25.976744186046513
AATS1d,3.883720930232558
AATS1i,150.31057914722322
AATS1m,99.86133108152565
AATS1p,1.7604008272093028
AATS1s,3.5122739018087854
AATS1v,263.67460268385594
AATS2Z,23.753424657534246
AATS2d,3.3424657534246576
AATS2i,163.53680890189025
AATS2m,91.77974295828642
AATS2p,1.4628360203944104
AATS2s,5.808980213089801
AATS2v,217.07681232948215
AATS3Z,19.68888888888889
AATS3d,3.077777777777778
AATS3i,164.46206966762097
AATS3m,73.75470223747556
AATS3p,1.358238569097055
AATS3s,3.883333333333332
AATS3v,196.05275403482074
AATS4Z,17.789473684210527
AATS4d,2.7157894736842105
AATS4i,160.83997201246567
AATS4m,64.58572815039999
AATS4p,1.3263505510383258
AATS4s,3.7666666666666657
AATS4v,187.16338076248687
AATS5Z,14.650943396226415
AATS5d,2.2452830188679247
AATS5i,165.25714274158747
AATS5m,52.58884602158491
AATS5p,1.14173910784833
AATS5s,3.500131027253668
AATS5v,154.568201829889
AATS6Z,14.478260869565217
AATS6d,2.25
AATS6i,170.92225547088447
AATS6m,52.63408708189566
AATS6p,1.0647269428311952
AATS6s,4.691425120772947
AATS6v,141.77623653955246
AATS7Z,15.484375
AATS7d,2.6875
AATS7i,167.20985966989343
AATS7m,56.078740715349994
AATS7p,1.193853931259125
AATS7s,3.140625000000001
AATS7v,163.79874958276972
AATS8Z,19.22222222222222
AATS8d,2.8333333333333335
AATS8i,167.27883085943128
AATS8m,72.17330879650368
AATS8p,1.223141414972037
AATS8s,4.048353909465021
AATS8v,180.79535895459583
AMID_C,1.4407715551976228
AMID_N,0.2579673242940161
AMID_O,0.07436485085229168
AMID_X,0.21127408054545185
AMID_h,0.5436062556917596
ATS0dv,418.0
ATS0pe,284.74209999999994
ATS0se,341.07774799999993
ATS1dv,362.0
ATS1pe,286.5760000000001
ATS1se,339.2267679999998
ATS2dv,596.0
ATS2pe,497.6703
ATS2se,591.6355239999998
ATS3dv,513.0
ATS3pe,583.6586000000001
ATS3se,708.2397760000002
ATS4dv,446.0
ATS4pe,611.6064999999998
ATS4se,744.3257039999999
ATS5dv,425.0
ATS5pe,654.6202999999999
ATS5se,812.3289519999998
ATS6dv,408.0
ATS6pe,574.6812
ATS6se,713.7011480000001
ATS7dv,278.0
ATS7pe,398.56960000000004
ATS7se,492.1843760000001
ATS8dv,286.0
ATS8pe,353.12999999999994
ATS8se,428.6763280000001
ATSC0Z,346.47619047619054
ATSC0c,0.8241524622612214
ATSC0d,27.904761904761905
ATSC0i,124.02136956281583
ATSC0m,1688.5708263186643
ATSC0p,9.874651775494478
ATSC0s,153.64169973544972
ATSC0v,1991.6209413441834
ATSC1Z,7.321995464852585
ATSC1c,-0.4515784006914313
ATSC1d,7.716553287981862
ATSC1i,-17.69950558217694
ATSC1m,33.57992929312956
ATSC1p,-0.7291851706717225
ATSC1s,-13.483532533383723
ATSC1v,-55.258193843202875
ATSC2Z,111.88662131519274
ATSC2c,0.03336788545473708
ATSC2d,-0.16780045351473938
ATSC2i,41.41436421693136
ATSC2m,564.0210824665046
ATSC2p,0.651047475304317
ATSC2s,115.51611315822625
ATSC2v,102.40502445936536
ATSC3Z,71.26530612244892
ATSC3c,0.1264604833370871
ATSC3d,-6.795918367346942
ATSC3i,25.340506110055024
ATSC3m,359.4549490928351
ATSC3p,1.5927815770068858
ATSC3s,32.662792894935755
ATSC3v,435.783745728566
ATSC4Z,-119.88662131519274
ATSC4c,-0.22578141456204964
ATSC4d,-6.213151927437642
ATSC4i,-40.133800300980944
ATSC4m,-575.9360215612292
ATSC4p,-4.966088306656362
ATSC4s,-19.40847426933736
ATSC4v,-956.5031609569392
ATSC5Z,82.94104308390023
ATSC5c,-0.014452568949120694
ATSC5d,4.240362811791384
ATSC5i,-27.385135576740147
ATSC5m,398.61074982986383
ATSC5p,-2.201660173508726
ATSC5s,-2.8257117661879505
ATSC5v,-83.09365533265876
ATSC6Z,194.3854875283448
ATSC6c,0.11671351080966005
ATSC6d,9.399092970521544
ATSC6i,41.151539547734544
ATSC6m,934.286286983801
ATSC6p,2.89445335886367
ATSC6s,102.81064184933236
ATSC6v,600.5903620467874
ATSC7Z,48.94104308390023
ATSC7c,-0.025270155699632545
ATSC7d,-0.23582766439909375
ATSC7i,-10.831473247999847
ATSC7m,231.271521384759
ATSC7p,0.595260028564941
ATSC7s,-3.856465734441918
ATSC7v,251.4396909668944
ATSC8Z,50.24489795918367
ATSC8c,0.10757772687215911
ATSC8d,-4.972789115646257
ATSC8i,-40.538577893653745
ATSC8m,257.412524763748
ATSC8p,-1.6699179230309926
ATSC8s,4.975552721088436
ATSC8v,69.88484551474653
AXp-0d,0.7392615086745741
AXp-1d,0.45383540473562234
AXp-2d,0.3017143537959632
AXp-3d,0.19181433617498056
AXp-4d,0.12708121701243696
AXp-5d,0.08038388673926976
AXp-6d,0.05162326920827688
AXp-7d,0.03477879022493107
GATS1Z,0.6866138435378497
GATS1c,1.7636671253313163
GATS1d,0.990911977141043
GATS1i,1.1083374156349344
GATS1m,0.6825074921428363
GATS1p,1.1606854959599542
GATS1s,0.5821499411550135
GATS1v,1.0279896072266717
GATS2Z,0.6865007493203401
GATS2c,1.0544485426195032
GATS2d,1.1170578334658003
GATS2i,0.8345203027919048
GATS2m,0.6781525785331494
GATS2p,0.9642551433644964
GATS2s,0.366087397179193
GATS2v,0.9267442997156393
GATS3Z,0.7816634597764338
GATS3c,1.0984001617754633
GATS3d,1.16726393629124
GATS3i,0.703987300617664
GATS3m,0.768483188151689
GATS3p,0.8666877087051117
GATS3s,0.5017834934129697
GATS3v,0.8684944999847171
GATS4Z,1.0313764069326696
GATS4c,1.0185481202379565
GATS4d,0.9975660140111371
GATS4i,1.0228939140257989
GATS4m,1.0244727761293617
GATS4p,1.2356877409240095
GATS4s,0.8380854673744818
GATS4v,1.2144519086563572
GATS5Z,0.8612723920462206
GATS5c,0.7107436217581784
GATS5d,0.7485028012106382
GATS5i,0.8442320905597491
GATS5m,0.857807117676603
GATS5p,1.07067795569774
GATS5s,0.7838417894400742
GATS5v,1.0567041635903154
GATS6Z,0.7620982921815617
GATS6c,0.6140755641997574
GATS6d,0.6468040510461494
GATS6i,0.6063098496830429
GATS6m,0.76089654553573
GATS6p,0.8071956019575078
GATS6s,0.5480309561380629
GATS6v,0.8846002451230848
GATS7Z,0.8496029325865859
GATS7c,0.8797981577035765
GATS7d,0.9412595989761092
GATS7i,0.8678152092830049
GATS7m,0.8499584930435133
GATS7p,0.9198655559372558
GATS7s,0.6705243953294413
GATS7v,0.9356304522814182
GATS8Z,0.8261483721214342
GATS8c,1.2871529542001454
GATS8d,1.2380072051573758
GATS8i,1.1519214095998282
GATS8m,0.8160031724072829
GATS8p,1.070427879762852
GATS8s,0.7689229674669155
GATS8v,0.9323559408554509
MATS1Z,0.020641292813582658
MATS1c,-0.5351880842646017
MATS1d,0.27010080165092476
MATS1i,-0.1393944385087033
MATS1m,0.019424119020476003
MATS1p,-0.07212683466696457
MATS1s,-0.0857186690333968
MATS1v,-0.027100096432683646
MATS2Z,0.1857937900547493
MATS2c,0.023294186905457943
MATS2d,-0.0034597222871569524
MATS2i,0.1921236840890656
MATS2m,0.19217747651762065
MATS2p,0.03793300951570725
MATS2s,0.4325734842373063
MATS2v,0.029582918142157192
MATS3Z,0.09598680593732808
MATS3c,0.07160676564874323
MATS3d,-0.11365187713310584
MATS3i,0.09535106376999104
MATS3m,0.09934178673197865
MATS3p,0.07527334494108366
MATS3s,0.09920898239572405
MATS3v,0.1021106696485169
MATS4Z,-0.1529758976881456
MATS4c,-0.12111733723059391
MATS4d,-0.09843721932818393
MATS4i,-0.14306699245572113
MATS4m,-0.1507928139026049
MATS4p,-0.22234037489081102
MATS4s,-0.05584804541418924
MATS4v,-0.21232709141972525
MATS5Z,0.0948504776624104
MATS5c,-0.006948337650902759
MATS5d,0.060209929808744934
MATS5i,-0.08749068111966309
MATS5m,0.0935347845417219
MATS5p,-0.0883429550366763
MATS5s,-0.007287225051105161
MATS5v,-0.01653120856789297
MATS6Z,0.256124961158783
MATS6c,0.06465096857037186
MATS6d,0.15376910520848794
MATS6i,0.15147851106991195
MATS6m,0.2525934914494779
MATS6p,0.13381544091504963
MATS6s,0.3054853799391032
MATS6v,0.137668042595257
MATS7Z,0.09269773914238591
MATS7c,-0.020121931847881296
MATS7d,-0.00554607508532425
MATS7i,-0.05731394794346047
MATS7m,0.08988188919480121
MATS7p,0.03955981462710173
MATS7s,-0.01647212731039304
MATS7v,0.08285075426333781
MATS8Z,0.11279091075682607
MATS8c,0.10152437707392578
MATS8d,-0.13860447478194915
MATS8i,-0.2542304212535539
MATS8m,0.11856757108578155
MATS8p,-0.1315312256853015
MATS8s,0.025187656380316933
MATS8v,0.027291779633587154
MAXaaN,3.2393621358260885
MINaaN,3.2393621358260885
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.76987418156801
SpAD_D,260.92621597558053
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7211117227396087
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-4.581644617742582
SssssN,0
TMPC10,511
TMWC10,122.71835861930941
TSRW10,58.28267474480623
VE1_Dt,4.848215873196245
VE2_Dt,0.2020089947165102
VE3_Dt,2.4540795134291136
VR1_Dt,130.5152995861177
VR2_Dt,5.438137482754904
VR3_Dt,5.746959195452585
Xc-3dv,0.6027267430370814
Xc-4dv,0.013498731178900972
Xc-5dv,0.0819423118196152
Xc-6dv,0.0034853574033876186
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.19681727663048323
Xp-0dv,13.392234347191938
Xp-1dv,7.543878376563353
Xp-2dv,5.10080442406213
Xp-3dv,3.566323822919373
Xp-4dv,2.274402762323248
Xp-5dv,1.2862829116376797
Xp-6dv,0.6433040034013038
Xp-7dv,0.39069109994530676
Xpc-4d,4.258129427293968
Xpc-5d,5.503607745301906
Xpc-6d,7.368126133100181
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.350994785810119
AATS0dv,9.952380952380953
AATS0pe,6.779573809523808
AATS0se,8.12089876190476
AATS1dv,8.418604651162791
AATS1pe,6.664558139534885
AATS1se,7.888994604651159
AATS2dv,8.164383561643836
AATS2pe,6.817401369863013
AATS2se,8.10459621917808
AATS3dv,5.7
AATS3pe,6.4850955555555565
AATS3se,7.869330844444447
AATS4dv,4.6947368421052635
AATS4pe,6.4379631578947345
AATS4se,7.835007410526314
AATS5dv,4.009433962264151
AATS5pe,6.175663207547169
AATS5se,7.663480679245281
AATS6dv,4.434782608695652
AATS6pe,6.246534782608696
AATS6se,7.757621173913044
AATS7dv,4.34375
AATS7pe,6.227650000000001
AATS7se,7.690380875000002
AATS8dv,5.296296296296297
AATS8pe,6.5394444444444435
AATS8se,7.938450518518521
AATSC0Z,8.249433106575966
AATSC0c,0.019622677672886224
AATSC0d,0.6643990929705216
AATSC0i,2.952889751495615
AATSC0m,40.204067293301534
AATSC0p,0.23511075655939231
AATSC0s,3.658135707986898
AATSC0v,47.419546222480555
AATSC1Z,0.17027896429889733
AATSC1c,-0.010501823271893751
AATSC1d,0.17945472762748516
AATSC1i,-0.4116164088878358
AATSC1m,0.7809285882123154
AATSC1p,-0.016957794666784244
AATSC1s,-0.3135705240321796
AATSC1v,-1.2850742754233226
AATSC2Z,1.5326934426738732
AATSC2c,0.00045709432129776824
AATSC2d,-0.0022986363495169776
AATSC2i,0.567320057766183
AATSC2m,7.726316198171296
AATSC2p,0.00891845856581256
AATSC2s,1.582412509016798
AATSC2v,1.4028085542378816
AATSC3Z,0.7918367346938768
AATSC3c,0.00140511648152319
AATSC3d,-0.07551020408163268
AATSC3i,0.2815611790006114
AATSC3m,3.9939438788092785
AATSC3p,0.017697573077854287
AATSC3s,0.3629199210548417
AATSC3v,4.842041619206289
AATSC4Z,-1.2619644348967658
AATSC4c,-0.0023766464690742066
AATSC4d,-0.0654015992361857
AATSC4i,-0.4224610557997994
AATSC4m,-6.0624844374866225
AATSC4p,-0.05227461375427749
AATSC4s,-0.2042997291509196
AATSC4v,-10.068454325862517
AATSC5Z,0.7824626706028324
AATSC5c,-0.00013634499008604429
AATSC5d,0.0400034227527489
