DLiP-ID,T004H9
DLiP-Mol-ID,18634
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24N2O3/c24-20(25)13-16-12-19(16)15-3-1-5-18(11-15)26-10-8-17-7-6-14-4-2-9-22-21(14)23-17/h1,3,5-7,11,16,19H,2,4,8-10,12-13H2,(H,22,23)(H,24,25)"
Standard Inchi Key(RDKit),OCTQRAGMJGKHHA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC1CC1c1cccc(OCCc2ccc3c(n2)NCCC3)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),352.434
MW Monoisotopic(RDKit),352.178692628
MolLogP(RDKit),3.6394
XLogP(SDF),
XLogP(CDK),3.488
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.795949538998112
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1896410.3944002874
qed,0.7959495389981124
Chi0,17.93251065250177
Chi1,12.686673185801062
TPSA,71.45
Chi0n,14.779473393750486
Chi0v,14.779473393750486
Chi1n,9.360761527570322
Chi1v,9.360761527570322
Chi2n,7.211738803271011
Chi2v,7.211738803271011
Chi3n,5.224389038841471
Chi3v,5.224389038841471
