DLiP-ID,C000L3
DLiP-Mol-ID,30976
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H7N5/c10-8-7-9(14-13-8)12-6-4-2-1-3-5(6)11-7/h1-4H,(H3,10,12,13,14)"
Standard Inchi Key(RDKit),DWHVZCLBMTZRQM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1n[nH]c2nc3ccccc3nc12
SMILES(SDF),
MW(SDF),
MW(RDKit),185.19
MW Monoisotopic(RDKit),185.070145224
MolLogP(RDKit),1.0883
XLogP(SDF),
XLogP(CDK),1.413
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),80.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.54893277214396
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3423.136811095879
qed,0.5489327721439603
Chi0,9.543605595440512
Chi1,6.84333659290053
TPSA,80.48
Chi0n,7.228392132448004
Chi0v,7.228392132448004
Chi1n,4.207666190284313
Chi1v,4.207666190284313
Chi2n,3.0183819369309304
Chi2v,3.0183819369309304
Chi3n,2.095419910860355
Chi3v,2.095419910860355
Chi4n,1.422716185619489
Chi4v,1.422716185619489
MolMR,53.60210000000001
MolWt,185.19
fr_SH,0
Kappa1,7.2543298309343545
Kappa2,2.4118869761360564
Kappa3,0.8613277080571332
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,612.7013871517554
MolLogP,1.0882999999999998
NOCount,5
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,2.5446378454548895
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,20.16532065849649
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,24.26546827384644
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
