DLiP-ID,P0003F
DLiP-Mol-ID,22871
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C29H34N4O3/c1-3-23(30-2)27(34)31-24-17-11-10-16-22-18-19-25(33(22)29(24)36)28(35)32-26(20-12-6-4-7-13-20)21-14-8-5-9-15-21/h4-9,11-15,17,22-26H,2-3,10,16,18-19H2,1H3,(H,31,34)(H,32,35)/t22-,23-,24-,25-/m0/s1"
Standard Inchi Key(RDKit),DOJSRSYBMNHTER-QORCZRPOSA-N
Canonical SMILES(RDKit),C=N[C@@H](CC)C(=O)N[C@H]1C=CCC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),486.616
MW Monoisotopic(RDKit),486.263090948
MolLogP(RDKit),3.5658
XLogP(SDF),
XLogP(CDK),3.664
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),90.87
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.44154717068143
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP-BIR3/SMAC
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,167258468.94492948
qed,0.4415471706814302
Chi0,25.49298858481683
Chi1,17.528407103102722
TPSA,90.87
Chi0n,20.676767325734435
Chi0v,20.676767325734435
Chi1n,12.683911716086238
Chi1v,12.683911716086238
Chi2n,9.35382966157159
Chi2v,9.35382966157159
Chi3n,7.080677646028069
Chi3v,7.080677646028069
Chi4n,5.166383161785656
Chi4v,5.166383161785656
MolMR,140.45839999999987
MolWt,486.6160000000001
fr_SH,0
Kappa1,25.355822009678363
Kappa2,11.796088061903255
Kappa3,5.560130685580346
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1062.5170647592358
MolLogP,3.565800000000002
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5647792705599715
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,15.53348693886314
SMR_VSA4,4.992404732635669
SMR_VSA5,69.23704946006048
SMR_VSA6,0.0
SMR_VSA7,83.94261388167787
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,212.23069475447144
NHOHCount,2
PEOE_VSA1,15.53348693886314
PEOE_VSA2,19.376016284851133
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,79.7394480979745
PEOE_VSA7,49.94852725432398
PEOE_VSA8,6.041840829147961
PEOE_VSA9,6.041840829147961
RingCount,4
SMR_VSA10,24.439055344354447
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
