DLiP-ID,C000CZ
AATSC4v,0.23925833971467214
AATSC5Z,2.008102493074792
AATSC5c,0.0047129558701404445
AATSC5d,-0.026281163434903044
AATSC5i,0.047058456083144316
AATSC5m,9.176608049999997
AATSC5p,0.006991055152988991
AATSC5s,0.6999518014089807
AATSC5v,2.849879819425034
AATSC6Z,-0.7250692520775628
AATSC6c,0.009788728585366585
AATSC6d,-0.0006925207756232733
AATSC6i,0.0696379230396447
AATSC6m,-2.9578881315789474
AATSC6p,-0.0036856608940186923
AATSC6s,0.6251662429845459
AATSC6v,-0.8782904712122407
AATSC7Z,-1.447789955437794
AATSC7c,-0.013163513942012813
AATSC7d,-0.032678951383034234
AATSC7i,-0.11305035682893623
AATSC7m,-6.689533844202898
AATSC7p,-0.016659930548264073
AATSC7s,-1.0587316054030638
AATSC7v,-2.078345302781712
AATSC8Z,0.7081024930747922
AATSC8c,0.003168547771392965
AATSC8d,-0.06838642659279778
AATSC8i,-0.14125273726587034
AATSC8m,3.420545632812498
AATSC8p,-0.02456769526300147
AATSC8s,0.2809042145921442
AATSC8v,-0.42624837322432896
ATS0are,269.34319999999997
ATS1are,256.3768
ATS2are,405.982
ATS3are,568.1147000000002
ATS4are,584.3526999999999
ATS5are,539.1237999999998
ATS6are,516.516
ATS7are,468.02699999999993
ATS8are,435.0167
ATSC0dv,196.78362573099417
ATSC0pe,8.285357894736839
ATSC0se,6.083540342105263
ATSC1dv,27.786703601108044
ATSC1pe,-1.2242379501385041
ATSC1se,-0.8793301488919665
ATSC2dv,9.619267466912898
ATSC2pe,2.364867590027701
ATSC2se,1.9202432666204965
ATSC3dv,-98.35518621114188
ATSC3pe,-1.6839110803324087
ATSC3se,-1.1472485020775631
ATSC4dv,-102.84087411511236
ATSC4pe,-6.4353562326869795
ATSC4se,-4.677871546398892
ATSC5dv,91.59002770083102
ATSC5pe,3.569346537396121
ATSC5se,2.385616437673129
ATSC6dv,38.567251461988306
ATSC6pe,2.7614684210526304
ATSC6se,1.9024526315789463
ATSC7dv,-69.09541397353031
ATSC7pe,-4.206123545706371
ATSC7se,-2.951583463296398
ATSC8dv,41.452139119729146
ATSC8pe,1.6242182825484754
ATSC8se,0.735535371191135
AXp-0dv,0.5530956837511749
AXp-1dv,0.3303118006370317
AXp-2dv,0.18561359505557523
AXp-3dv,0.11334135152396037
AXp-4dv,0.06780004217638096
AXp-5dv,0.03725156322443971
AXp-6dv,0.022031829547150595
AXp-7dv,0.01390615153969179
BertzCT,444.9909777977328
ECIndex,387
ETA_eta,19.137311813430568
GATS1dv,0.5248291233283803
GATS1pe,0.8115642179164514
GATS1se,0.8387433489483892
GATS2dv,0.6993525442720384
GATS2pe,0.504592209811006
GATS2se,0.4881139788644196
GATS3dv,1.1255619264050343
GATS3pe,0.9671859521960221
GATS3se,0.9421729687621925
GATS4dv,1.2039044593602155
GATS4pe,1.3009997169475847
GATS4se,1.2894738986877394
GATS5dv,0.7455664933135214
GATS5pe,0.7180469842804491
GATS5se,0.725996796541598
GATS6dv,0.8889895988112926
GATS6pe,0.7819339506980608
GATS6se,0.7820500171617084
GATS7dv,1.180674246829037
GATS7pe,1.2547834194041338
GATS7se,1.2446729483809968
GATS8dv,0.8761385586924219
GATS8pe,0.8624087136041516
GATS8se,0.8973869766614816
LogEE_A,3.93096541249231
LogEE_D,116.91248774837632
MATS1dv,0.14502068190032533
MATS1pe,-0.15175270377917033
MATS1se,-0.14844905726050056
MATS2dv,0.03045136774413563
MATS2pe,0.17780718978472154
MATS2se,0.19663173902733871
MATS3dv,-0.2234462022550476
MATS3pe,-0.09085996236562792
MATS3se,-0.08430741587836434
MATS4dv,-0.22826595617495862
MATS4pe,-0.33925453634830094
MATS4se,-0.3358584223571406
MATS5dv,0.2210817236255572
MATS5pe,0.20463082304992067
MATS5se,0.18626782172411688
MATS6dv,0.09799405646359584
MATS6pe,0.16664750371295461
MATS6se,0.15636064894743393
MATS7dv,-0.19337252621831724
MATS7pe,-0.27957945754193747
MATS7se,-0.26719798702725267
MATS8dv,0.1250724368499257
MATS8pe,0.11639564850611539
MATS8se,0.07178782453731607
MAXdssC,-0.6540055744520024
MAXsNH2,5.232061560990584
MAXssNH,2.2574971655328797
MDEC-22,1.5503438738188353
MDEC-23,7.6307658030917045
MDEC-33,3.903666633445656
MDEN-12,0.4217163326508746
MDEN-22,0.7663094323935531
MDEO-11,2.949728531323026
MINdssC,-1.2712743560718847
MINsNH2,5.232061560990584
MINssNH,2.0505145870076427
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9464285714285716
SM1_Dzi,2.026037147708908
SM1_Dzm,2.9402184700525447
SM1_Dzp,-9.224649192066854
SM1_Dzv,-3.9126809842084267
SddssSe,0
SpAD_Dt,233.82497549675264
SpAbs_A,25.760998772334908
SpAbs_D,233.82497549675273
SpMAD_A,1.1709544896515867
SpMAD_D,10.62840797712512
SpMax_A,2.2353436491903045
SpMax_D,116.91248774837632
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,213.54999999999998
TpiPC10,5.84354441703136
VAdjMat,5.392317422778761
VE1_DzZ,4.613201934586402
VE1_Dzi,4.608962137307266
VE1_Dzm,4.613195361271099
VE1_Dzp,4.6032048488730215
VE1_Dzv,4.609844856468998
VE2_DzZ,0.20969099702665464
VE2_Dzi,0.20949827896851209
VE2_Dzm,0.20969069823959544
VE2_Dzp,0.2092365840396828
VE2_Dzv,0.2095384025667726
VE3_DzZ,2.3173795390927125
VE3_Dzi,2.316460059121462
VE3_Dzm,2.31737811419953
VE3_Dzp,2.315210127548913
VE3_Dzv,2.3166515631121687
VR1_DzZ,106.8824418315064
VR1_Dzi,107.64650929690153
VR1_Dzm,106.88330879944021
VR1_Dzp,108.57577151832886
VR1_Dzv,107.83008708521945
VR2_DzZ,4.858292810523018
VR2_Dzi,4.89302314985916
VR2_Dzm,4.858332218156374
VR2_Dzp,4.935262341742221
VR2_Dzv,4.901367594782702
VR3_DzZ,5.460186916369047
VR3_Dzi,5.46731015723832
VR3_Dzm,5.460195027752009
VR3_Dzp,5.475905644616035
VR3_Dzv,5.469014080873797
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0
Xch-7dv,0.0
Xpc-4dv,0.7583447333912308
Xpc-5dv,0.7728421636028853
Xpc-6dv,0.8367353407794714
Zagreb1,94.0
Zagreb2,99.0
fragCpx,21.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,0
nBondsD,5
nBondsM,5
nBondsO,21
nBondsS,32
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,12
naHRing,0
AATS0are,7.08797894736842
AATS1are,6.929102702702703
AATS2are,6.655442622950821
AATS3are,6.683702352941179
AATS4are,6.716697701149425
AATS5are,6.739047499999998
AATS6are,6.796263157894736
AATS7are,6.782999999999999
AATS8are,6.7971359375
AATSC0dv,5.17851646660511
AATSC0pe,0.21803573407202206
AATSC0se,0.16009316689750694
AATSC1dv,0.7509919892191363
AATSC1pe,-0.03308751216590552
AATSC1se,-0.02376567969978288
AATSC2dv,0.15769290929365407
AATSC2pe,0.038768321147995104
AATSC2se,0.031479397813450764
AATSC3dv,-1.1571198377781398
AATSC3pe,-0.019810718592145983
AATSC3se,-0.013497041200912507
AATSC4dv,-1.1820790128173835
AATSC4pe,-0.07396961186996528
AATSC4se,-0.05376863846435508
AATSC5dv,1.1448753462603878
AATSC5pe,0.04461683171745151
AATSC5se,0.029820205470914112
AATSC6dv,0.5074638350261619
AATSC6pe,0.036335110803324085
AATSC6se,0.02503227146814403
AATSC7dv,-1.0013828112105843
AATSC7pe,-0.060958312256614064
AATSC7se,-0.042776571931831854
AATSC8dv,0.6476896737457679
AATSC8pe,0.02537841066481993
AATSC8se,0.011492740174861484
AETA_eta,0.8698778097013894
ATSC0are,9.229084210526318
ATSC1are,-1.4514819944598343
ATSC2are,2.6906911357340744
ATSC3are,-1.7271409972299137
ATSC4are,-7.380819113573404
ATSC5are,3.891685872576178
ATSC6are,3.4041473684210533
ATSC7are,-4.883095013850413
ATSC8are,1.6873318559556787
BCUTZ-1h,16.002114689810693
BCUTZ-1l,5.819794897721047
BCUTc-1h,0.45772886979416794
BCUTc-1l,-0.3635420553352888
BCUTd-1h,3.1268993916219467
BCUTd-1l,0.9571844691114674
BCUTi-1h,14.582360619228162
BCUTi-1l,10.346556681367176
BCUTm-1h,32.06105407800796
BCUTm-1l,11.834617681553025
BCUTp-1h,2.913727764650252
BCUTp-1l,0.6925636528710688
BCUTs-1h,7.013498543669688
BCUTs-1l,0.6322249378851069
BCUTv-1h,24.432760343352715
BCUTv-1l,14.662962049701981
BalabanJ,4.305448611477485
Diameter,12
ETA_beta,21.0
GATS1are,0.8406847118320453
GATS2are,0.5060294627351578
GATS3are,0.9559097062315646
GATS4are,1.3080634963922468
GATS5are,0.7182540920408361
GATS6are,0.7629884016547226
GATS7are,1.2675792511277517
GATS8are,0.8671075494817294
HybRatio,0.6
Lipinski,True
LogEE_Dt,116.91248774837632
MATS1are,-0.161523202470414
MATS2are,0.18161804684567834
MATS3are,-0.08366308126329111
MATS4are,-0.3493094196637443
MATS5are,0.20029623170685804
MATS6are,0.18442498143740094
MATS7are,-0.29138760367991945
MATS8are,0.10855392221158965
MAXssCH2,-0.1352132411606619
MAXsssCH,-1.1707383786848073
MINssCH2,-0.6445668429727776
MINsssCH,-1.2119872755244334
NsssssAs,0
RotRatio,0.5238095238095238
SM1_Dzpe,2.4674112607099143
SM1_Dzse,2.3718716781405287
SMR_VSA1,29.3912035259687
SMR_VSA2,0.0
SMR_VSA3,10.633577208012662
SMR_VSA4,10.315855665466596
SMR_VSA5,24.925324904147942
SMR_VSA6,12.297610012659364
SMR_VSA7,4.907065243988282
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,196.10102005131887
SpAD_Dzi,202.48510108478553
SpAD_Dzm,196.13924528397268
SpAD_Dzp,281.77789764098384
SpAD_Dzv,255.95449392513575
SpAbs_Dt,233.82497549675273
SpDiam_A,4.470687298380607
SpDiam_D,168.62511492502347
SpMAD_Dt,10.62840797712512
SpMax_Dt,116.91248774837632
SsssssAs,0
VE1_Dzpe,4.611752452380978
VE1_Dzse,4.61239309681635
VE2_Dzpe,0.20962511147186264
VE2_Dzse,0.20965423167347044
VE3_Dzpe,2.3170652866516597
VE3_Dzse,2.317204192620345
VMcGowan,227.61999999999975
VR1_Dzpe,107.3148764168314
VR1_Dzse,107.25394421006459
VR2_Dzpe,4.877948928037791
VR2_Dzse,4.875179282275663
VR3_Dzpe,5.464224643604553
VR3_Dzse,5.4636566933476
mZagreb1,10.666666666666666
mZagreb2,5.2222222222222205
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,32
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.24287063711911364
AATSC1are,-0.03922924309350904
AATSC2are,0.044109690749738924
AATSC3are,-0.02031930584976369
AATSC4are,-0.08483700130544142
AATSC5are,0.04864607340720222
AATSC6are,0.044791412742382276
AATSC7are,-0.07076949295435382
AATSC8are,0.02636456024930748
AETA_beta,0.9545454545454546
BCUTdv-1h,6.0428071419358735
BCUTdv-1l,0.6568964781214273
BCUTpe-1h,3.532359962923184
BCUTpe-1l,2.3609086755738447
BCUTse-1h,3.7380383944941893
BCUTse-1l,2.556804960178998
ETA_alpha,9.766666666666667
ETA_dBeta,-6.0
ETA_eta_B,0.6412501969454603
ETA_eta_F,19.046398084880533
ETA_eta_L,5.77595655168993
ETA_eta_R,38.1837098983111
ETA_psi_1,0.43151693667157603
LabuteASA,128.65112054641915
LogEE_DzZ,98.0996021260452
LogEE_Dzi,101.3346431400159
LogEE_Dzm,98.1177932733612
LogEE_Dzp,140.25804678535738
LogEE_Dzv,127.79939782692202
PEOE_VSA1,26.580299474856254
PEOE_VSA2,19.178148736287287
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,4.907065243988282
PEOE_VSA6,0.0
PEOE_VSA7,6.4208216229260096
PEOE_VSA8,28.703786384358406
PEOE_VSA9,0.0
SM1_Dzare,2.71808084583756
SpAD_Dzpe,204.6769184807523
SpAD_Dzse,205.59641093202882
SpAbs_DzZ,193.6903057656045
SpAbs_Dzi,200.64324913232295
SpAbs_Dzm,193.73361199029335
SpAbs_Dzp,289.74074276278157
SpAbs_Dzv,259.51147663805244
SpDiam_Dt,168.62511492502347
SpMAD_DzZ,8.913682729605403
SpMAD_Dzi,9.203868231126615
SpMAD_Dzm,8.915420240180577
SpMAD_Dzp,12.808086256408357
SpMAD_Dzv,11.634295178415261
SpMax_DzZ,98.0996021260452
SpMax_Dzi,101.3346431400159
SpMax_Dzm,98.1177932733612
SpMax_Dzp,140.25804678535738
SpMax_Dzv,127.79939782692202
VE1_Dzare,4.611403616968887
VE2_Dzare,0.20960925531676758
VE3_Dzare,2.3169896432580894
VR1_Dzare,107.32914827433282
VR2_Dzare,4.87859764883331
VR3_Dzare,5.464357625247467
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,0
nAromBond,0
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.44393939393939397
AETA_dBeta,-0.2727272727272727
AETA_eta_B,0.02914773622479365
AETA_eta_F,0.8657453674945697
AETA_eta_L,0.26254347962226954
AETA_eta_R,1.7356231771959592
BCUTare-1h,3.587414449375794
BCUTare-1l,2.3108418029688855
ETA_beta_s,13.5
ETA_dPsi_A,0.28248306332842393
ETA_dPsi_B,0.0
ETA_eta_BR,0.6412501969454603
ETA_eta_FL,4.4970068137377055
ETA_eta_RL,10.272963365427636
LogEE_Dzpe,102.45061429768114
LogEE_Dzse,102.90601781502082
PEOE_VSA10,18.628438064208495
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
SlogP_VSA1,16.367244685174846
SlogP_VSA2,58.3473164952434
SlogP_VSA3,19.178148736287287
SlogP_VSA4,4.907065243988282
SlogP_VSA5,12.841643245852019
SlogP_VSA6,4.582188188304411
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,202.71382448017343
SpAbs_Dzpe,202.43381733465236
SpAbs_Dzse,203.4401639519011
SpDiam_DzZ,145.94364438367307
SpDiam_Dzi,147.58251295072637
SpDiam_Dzm,145.97048027218904
SpDiam_Dzp,205.0301311536135
SpDiam_Dzv,187.16648024435108
SpMAD_Dzpe,9.30349629457965
SpMAD_Dzse,9.34529140600131
SpMax_Dzpe,102.45061429768114
SpMax_Dzse,102.90601781502082
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6136363636363636
AETA_eta_BR,0.02914773622479365
AETA_eta_FL,0.20440940062444116
AETA_eta_RL,0.4669528802467107
DetourIndex,1236
EState_VSA1,42.38140809881521
EState_VSA2,18.59449685259881
EState_VSA3,11.947922966381196
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,15.215765396317071
EState_VSA9,15.946722266843596
ETA_beta_ns,7.5
ETA_shape_p,0.27986348122866894
ETA_shape_x,0.0
ETA_shape_y,0.3071672354948805
GhoseFilter,False
LogEE_Dzare,101.48046136944296
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,200.2428418930484
SpDiam_Dzpe,150.0116431972658
SpDiam_Dzse,150.93081555739548
SpMAD_Dzare,9.214264749098792
SpMax_Dzare,101.48046136944296
TopoPSA(NO),188.24999999999997
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.47914929048091
VSA_EState9,73.20979400442965
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.3409090909090909
EState_VSA10,24.08521398027557
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.056060606060606026
FilterItLogS,-0.018850922477439136
SpDiam_Dzare,148.47657153230256
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.7219298245614036
ETA_epsilon_2,1.0287878787878784
ETA_epsilon_3,0.4294117647058827
ETA_epsilon_4,0.7219298245614036
ETA_epsilon_5,0.8726190476190475
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.29251805985552093
ETA_dEpsilon_B,0.0
ETA_dEpsilon_C,-0.29251805985552093
ETA_dEpsilon_D,0.15616883116883085
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.0
MDEDescriptor,"0.0,0.0,0.0,0.0,1.5503438738188353,7.6307658030917045,0.0,3.903666633445656,0.0,0.0,2.949728531323026,0.0,0.0,0.0,0.4217163326508746,0.0,0.7663094323935531,0.0,0.0"
APolDescriptor,41.18268799999999
BCUTDescriptor,"11.99624931476545,31.97207216340469,-0.34987753952720807,0.29505472566840935,3.790578905631712,10.510749530546816"
BPolDescriptor,25.221311999999998
TPSADescriptor,213.54999999999995
ALOGPDescriptor,"-2.2686,5.146545960000001,70.8749"
XLogPDescriptor,-4.366
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,336.0739699799999
ChiPathDescriptor,"17.12095586463014,10.272963365427637,8.990314249230307,5.890562231395334,3.448336460547059,2.818356504505462,1.6597515708476973,0.8702505344872243,12.168105042525848,6.936547813377666,4.825953471444956,2.9468751396229695,1.695001054409524,1.043043770284312,0.5507957386787647,0.29202918233352754"
ChiChainDescriptor,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
AtomCountDescriptor,38
BondCountDescriptor,21
SmallRingDescriptor,"0,0,0,0,0,0,0,0,0,0,0"
ChiClusterDescriptor,"1.6683279458497078,0.0,0.3535533905932738,0.0,0.4682619016675692,0.0,0.042349907478930096,0.0"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,4,0,0,2,4,0,0"
ZagrebIndexDescriptor,94.0
LargestChainDescriptor,13
MannholdLogPDescriptor,1.24
WeightedPathDescriptor,"41.814347627247216,1.9006521648748735,31.01528341405182,16.98804490644675,11.144014488390585"
FractionalPSADescriptor,0.6354255880415509
WienerNumbersDescriptor,"1236.0,26.0"
AminoAcidCountDescriptor,"2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.8651666996070784,2.5230989924725287,3.4392071880553874,0.7583447333912307,0.7728421636028853,0.7799698226254802"
FractionalCSP3Descriptor,0.6
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,3
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"22.0,12.42603550295858,11.242603550295858"
AromaticAtomsCountDescriptor,0
AromaticBondsCountDescriptor,0
FragmentComplexityDescriptor,907.12
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.6
AutocorrelationDescriptorMass,"34.98895749234255,28.160163601339356,36.20405324965931,35.89990033483441,35.85144966573173"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,13
AutocorrelationDescriptorCharge,"0.8483708139576779,-0.32482913158780935,-0.09486635158557942,0.24546059387708874,-0.3976004039075381"
EccentricConnectivityIndexDescriptor,387
AutocorrelationDescriptorPolarizability,"1078.7550949947743,1156.132573302048,1376.4119941183953,1394.6239179988538,1330.8397056932993"
