DLiP-ID,J000NB
AATSC4d,-0.04568119911287082
AATSC4i,-0.28314143619759524
AATSC4m,-0.8174316687148077
AATSC4p,-0.007132205571851162
AATSC4s,-0.2558879395746609
AATSC4v,0.34133532827780855
AATSC5Z,0.9979466788344958
AATSC5c,0.0036576559203709137
AATSC5d,-0.04230493448927711
AATSC5i,0.19840703006579086
AATSC5m,4.805541452355796
AATSC5p,-0.01426293734153689
AATSC5s,0.5426629982110394
AATSC5v,-0.000554171123624777
AATSC6Z,-0.9031234283137649
AATSC6c,-0.0020382147753262737
AATSC6d,0.03678396142973586
AATSC6i,-0.1946105738629236
AATSC6m,-4.422188903874705
AATSC6p,-0.023654161297845797
AATSC6s,-0.5509730965855988
AATSC6v,-4.703321200751477
AATSC7Z,1.7972727439572738
AATSC7c,-0.00210184954619231
AATSC7d,-0.015856993411272426
AATSC7i,-0.08177435213702801
AATSC7m,8.839248431559803
AATSC7p,0.015260315868396015
AATSC7s,0.7647349112836297
AATSC7v,6.465479926278077
AATSC8Z,1.566162570888469
AATSC8c,0.0019020078292478104
AATSC8d,-0.05074714195697185
AATSC8i,-0.37302356392523606
AATSC8m,7.67942265429622
AATSC8p,-0.014627713158983716
AATSC8s,1.1144386183374846
AATSC8v,0.34300289735161005
ATS0are,315.3246999999999
ATS1are,315.50399999999996
ATS2are,560.8810000000001
ATS3are,719.1800000000001
ATS4are,823.7159
ATS5are,756.843
ATS6are,697.6479
ATS7are,650.4190000000003
ATS8are,547.1370000000002
ATSC0dv,230.95652173913044
ATSC0pe,10.610773913043477
ATSC0se,7.021073826086955
ATSC1dv,56.04536862003782
ATSC1pe,-0.5583727788279772
ATSC1se,-0.4361326011342153
ATSC2dv,71.05671077504724
ATSC2pe,6.456642722117202
ATSC2se,4.324318270321359
ATSC3dv,-32.916824196597354
ATSC3pe,-0.07108922495273985
ATSC3se,0.14455672400756225
ATSC4dv,5.6200378071833725
ATSC4pe,-2.6882540642722113
ATSC4se,-2.226659650283554
ATSC5dv,72.19659735349717
ATSC5pe,3.6339440453686205
ATSC5se,1.7923966994328926
ATSC6dv,-9.483931947069934
ATSC6pe,-3.291051228733457
ATSC6se,-2.355238848771265
ATSC7dv,134.77126654064276
ATSC7pe,4.631971455576557
ATSC7se,2.7025353024574676
ATSC8dv,25.992438563327028
ATSC8pe,4.950086767485821
ATSC8se,3.190718752362948
AXp-0dv,0.5373769544242302
AXp-1dv,0.28656125673727145
AXp-2dv,0.15329269613211002
AXp-3dv,0.08347425643229092
AXp-4dv,0.04620064844717144
AXp-5dv,0.02571941973300979
AXp-6dv,0.014307023979438291
AXp-7dv,0.007728566139833948
BertzCT,948.4425899213865
ECIndex,647
ETA_eta,24.133612490192654
GATS1dv,0.4180981739457832
GATS1pe,0.5903212787617835
GATS1se,0.6302724461546195
GATS2dv,0.6619928509217593
GATS2pe,0.45057266679842695
GATS2se,0.46124779478098593
GATS3dv,0.8636234125691957
GATS3pe,0.6853908194280859
GATS3se,0.693831958767538
GATS4dv,0.9557990821553933
GATS4pe,0.9832627873668197
GATS4se,0.9975172091883935
GATS5dv,0.8515933345450769
GATS5pe,0.7931477672505705
GATS5se,0.8272252525512163
GATS6dv,0.9599090168011497
GATS6pe,1.0204402279412081
GATS6se,1.0526317370648803
GATS7dv,0.7093757310796585
GATS7pe,0.6246540696384506
GATS7se,0.644891395425031
GATS8dv,0.8999838640275387
GATS8pe,0.6658301526527648
GATS8se,0.6738715843263013
LogEE_A,4.260499782983194
LogEE_D,158.0273420373145
MATS1dv,0.23255522088353417
MATS1pe,-0.05043055772953768
MATS1se,-0.05952941384369846
MATS2dv,0.17051186674408472
MATS2pe,0.3372402741919895
MATS2se,0.3413452393586311
MATS3dv,-0.0590639585368501
MATS3pe,-0.002776460960472408
MATS3se,0.008532368639491658
MATS4dv,0.008813798501090991
MATS4pe,-0.09176506166956978
MATS4se,-0.11486941527206296
MATS5dv,0.1239613626921479
MATS5pe,0.13580977112708648
MATS5se,0.10123494199111525
MATS6dv,-0.017329639659555637
MATS6pe,-0.1308937515933015
MATS6se,-0.14156723518276315
MATS7dv,0.2606079658439584
MATS7pe,0.19495726354482973
MATS7se,0.1719049740275329
MATS8dv,0.06163045037292024
MATS8pe,0.2554725813081348
MATS8se,0.24886483288312788
MAXaaCH,1.971759403822098
MAXaasC,1.1116846706817847
MAXdssC,-0.8243395691609974
MAXsCH3,1.3170477056563366
MAXssNH,2.3189142416225748
MAXsssN,1.8698768195422235
MDEC-12,2.157612414016667
MDEC-13,1.381199369861928
MDEC-14,0.7559289460184545
MDEC-22,11.836122202686296
MDEC-23,16.19024363529536
MDEC-24,4.378491294516942
MDEC-33,3.701293775066611
MDEC-34,3.4709547566167402
MDEC-44,0.16666666666666669
MDEN-12,0.16666666666666669
MDEN-13,0.09999999999999998
MDEN-23,0.25
MDEO-11,0.33333333333333337
MINaaCH,0.6921514917695473
MINaasC,-1.1380433930280611
MINdssC,-0.8243395691609974
MINsCH3,1.3170477056563366
MINssNH,2.3189142416225748
MINsssN,1.8698768195422235
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9285714285714288
SM1_Dzi,2.08312670867917
SM1_Dzm,2.029398612396364
SM1_Dzp,-9.713747986814422
SM1_Dzv,-3.39594183674846
SddssSe,0
SpAD_Dt,523.6359776678344
SpAbs_A,34.57794745568022
SpAbs_D,316.05468407462905
SpMAD_A,1.234926694845722
SpMAD_D,11.287667288379607
SpMax_A,2.4432224758593404
SpMax_D,158.0273420373145
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,76.36
TpiPC10,7.955688119908007
VAdjMat,5.906890595608519
VE1_DzZ,5.229741149659098
VE1_Dzi,5.2286519498395005
VE1_Dzm,5.230149962777066
VE1_Dzp,5.211763227346603
VE1_Dzv,5.229711182498546
VE2_DzZ,0.1867764696306821
VE2_Dzi,0.186737569637125
VE2_Dzm,0.18679107009918092
VE2_Dzp,0.1861344009766644
VE2_Dzv,0.18677539937494808
VE3_DzZ,2.683981200660131
VE3_Dzi,2.6837729086571107
VE3_Dzm,2.6840593684180516
VE3_Dzp,2.6805376470439763
VE3_Dzv,2.6839754705014958
VR1_DzZ,168.4674962241316
VR1_Dzi,168.76997628820754
VR1_Dzm,168.39084574217551
VR1_Dzp,171.51103388166803
VR1_Dzv,169.0828226460353
VR2_DzZ,6.016696293718986
VR2_Dzi,6.027499153150269
VR2_Dzm,6.013958776506269
VR2_Dzp,6.125394067202429
VR2_Dzv,6.038672237358404
VR3_DzZ,6.156362247618839
VR3_Dzi,6.158156117931868
VR3_Dzm,6.155907157310957
VR3_Dzp,6.174267019220022
VR3_Dzv,6.160008086885394
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05590169943749474
Xch-6dv,0.1559122321829072
Xch-7dv,0.189458328004621
Xpc-4dv,1.951257136389531
Xpc-5dv,2.4620720655087927
Xpc-6dv,2.9783389766817474
Zagreb1,150.0
Zagreb2,176.0
fragCpx,144.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,1
nBondsM,14
nBondsO,30
nBondsS,34
nBondsT,1
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.854884782608694
AATS1are,6.5729999999999995
AATS2are,6.757602409638555
AATS3are,6.479099099099099
AATS4are,6.4859519685039375
AATS5are,6.524508620689655
AATS6are,6.400439449541285
AATS7are,6.314747572815537
AATS8are,6.513535714285716
AATSC0dv,5.020793950850662
AATSC0pe,0.2306689981096408
AATSC0se,0.1526320396975425
AATSC1dv,1.1676118462507878
AATSC1pe,-0.011632766225582859
AATSC1se,-0.009086095856962819
AATSC2dv,0.8561049490969547
AATSC2pe,0.07779087617008677
AATSC2se,0.052100220124353724
AATSC3dv,-0.2965479657351113
AATSC3pe,-0.0006404434680427014
AATSC3se,0.0013023128288969573
AATSC4dv,0.044252266198294275
AATSC4pe,-0.021167354836789064
AATSC4se,-0.017532753151839008
AATSC5dv,0.6223844599439411
AATSC5pe,0.03132710383938466
AATSC5se,0.015451695684766316
AATSC6dv,-0.08700854997311866
AATSC6pe,-0.030193130538839055
AATSC6se,-0.021607695860286838
AATSC7dv,1.3084588984528422
AATSC7pe,0.04497059665608308
AATSC7se,0.026238206819975414
AATSC8dv,0.30943379242055985
AATSC8pe,0.058929604374831204
AATSC8se,0.037984747051939854
AETA_eta,0.8619147317925948
ATSC0are,12.064436956521737
ATSC1are,-0.6836146502835543
ATSC2are,7.565233317580335
ATSC3are,0.030202126654066824
ATSC4are,-3.371702032136102
ATSC5are,4.001152457466917
ATSC6are,-3.7217658317580296
ATSC7are,4.905986814744807
ATSC8are,5.420684688090738
BCUTZ-1h,9.01410039603488
BCUTZ-1l,5.686005193256277
BCUTc-1h,0.5065221615956594
BCUTc-1l,-0.4313807965137741
BCUTd-1h,4.024223223892571
BCUTd-1l,0.9113152506871802
BCUTi-1h,17.430701580779
BCUTi-1l,10.948390030205307
BCUTm-1h,19.005608319745413
BCUTm-1l,11.698522957981401
BCUTp-1h,1.9980325918875814
BCUTp-1l,0.5269724181435769
BCUTs-1h,8.007392586544585
BCUTs-1l,1.17940978354722
BCUTv-1h,20.90178210034155
BCUTv-1l,13.302785374182124
BalabanJ,1.560149683701486
Diameter,14
ETA_beta,34.75
GATS1are,0.6028682193136455
GATS2are,0.44965699214022514
GATS3are,0.6743065099263271
GATS4are,0.9830221095652142
GATS5are,0.788880828134835
GATS6are,1.007234183123927
GATS7are,0.6146467117842411
GATS8are,0.6672918122091138
HybRatio,0.3157894736842105
Lipinski,True
LogEE_Dt,261.8179888339172
MATS1are,-0.054302634170390524
MATS2are,0.3475321663214149
MATS3are,0.0010374455663800482
MATS4are,-0.10122697061966573
MATS5are,0.13151578571509834
MATS6are,-0.13018870884265749
MATS7are,0.18161006979017016
MATS8are,0.2460512825449946
MAXssCH2,0.7901159868031539
MAXssssC,-1.829615850970017
MINssCH2,-0.0017323711892156535
MINssssC,-4.728591177208341
NsssssAs,0
RotRatio,0.13333333333333333
SM1_Dzpe,2.078883939280245
SM1_Dzse,1.8582785797741312
SMR_VSA1,23.07230972193699
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,25.121908151043794
SMR_VSA6,23.30621114668196
SMR_VSA7,59.15492395432226
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,256.39820077580555
SpAD_Dzi,247.85671082912853
SpAD_Dzm,255.98900610788684
SpAD_Dzp,368.4516988468572
SpAD_Dzv,321.304770987174
SpAbs_Dt,523.6359776678344
SpDiam_A,4.855104863187517
SpDiam_D,240.25717004906977
SpMAD_Dt,18.70128491670837
SpMax_Dt,261.8179888339172
SsssssAs,0
VE1_Dzpe,5.2296007431076985
VE1_Dzse,5.229571262539867
VE2_Dzpe,0.18677145511098922
VE2_Dzse,0.1867704022335667
VE3_Dzpe,2.6839543525940006
VE3_Dzse,2.683948715327912
VMcGowan,268.3400000000004
VR1_Dzpe,168.47221917357066
VR1_Dzse,168.5025963849172
VR2_Dzpe,6.016864970484667
VR2_Dzse,6.0179498708899
VR3_Dzpe,6.156390282007328
VR3_Dzse,6.156570575667425
mZagreb1,10.902777777777779
mZagreb2,5.958333333333332
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,40
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.2622703686200378
AATSC1are,-0.01424197188090738
AATSC2are,0.09114738936843776
AATSC3are,0.0002720912311177191
AATSC4are,-0.026548834898709465
AATSC5are,0.034492693598852736
AATSC6are,-0.03414464065833055
AATSC7are,0.04763093994897871
AATSC8are,0.06453196057250879
AETA_beta,1.2410714285714286
BCUTdv-1h,7.0140934844490825
BCUTdv-1l,0.995952325136761
BCUTpe-1h,4.007162689223645
BCUTpe-1l,2.233196582230289
BCUTse-1h,4.030606912323705
BCUTse-1l,2.4287072460582206
ETA_alpha,12.723809523809527
ETA_dBeta,-0.75
ETA_eta_B,0.799873366647665
ETA_eta_F,30.292951709093465
ETA_eta_L,6.191598107712819
ETA_eta_R,54.42656419928612
ETA_psi_1,0.49554896142433263
LabuteASA,159.55684068350328
LogEE_DzZ,128.2679779389232
LogEE_Dzi,124.0027527970171
LogEE_Dzm,128.0669815758147
LogEE_Dzp,182.46036681891388
LogEE_Dzv,160.04596730845336
PEOE_VSA1,15.323225729697516
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,18.433136697762947
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,43.173478588160066
PEOE_VSA8,17.9195289552797
PEOE_VSA9,23.74088070209884
SM1_Dzare,2.2991635360746345
SpAD_Dzpe,254.08343824791655
SpAD_Dzse,256.939242102883
SpAbs_DzZ,254.60738444927506
SpAbs_Dzi,245.922378885355
SpAbs_Dzm,254.10456453923308
SpAbs_Dzp,374.6344816246422
SpAbs_Dzv,323.48787645365513
SpDiam_Dt,376.5927482125087
SpMAD_DzZ,9.157078599135913
SpMAD_Dzi,8.85202538675459
SpMAD_Dzm,9.142464503853102
SpMAD_Dzp,13.158989244530614
SpMAD_Dzv,11.47517039239907
SpMax_DzZ,128.2679779389232
SpMax_Dzi,124.0027527970171
SpMax_Dzm,128.0669815758147
SpMax_Dzp,182.46036681891388
SpMax_Dzv,160.04596730845336
VE1_Dzare,5.229252924357851
VE2_Dzare,0.1867590330127804
VE3_Dzare,2.6838878407637305
VR1_Dzare,168.48019389235589
VR2_Dzare,6.017149781869853
VR3_Dzare,6.156437616399233
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4544217687074831
AETA_dBeta,-0.026785714285714284
AETA_eta_B,0.02856690595170232
AETA_eta_F,1.0818911324676237
AETA_eta_L,0.2211285038468864
AETA_eta_R,1.9438058642602185
BCUTare-1h,4.124540404021262
BCUTare-1l,2.183916029592159
ETA_beta_s,17.75
ETA_dPsi_A,0.21845103857566733
ETA_dPsi_B,0.0
ETA_eta_BR,1.057873366647665
ETA_eta_FL,6.922742088012612
ETA_eta_RL,13.11434019572543
LogEE_Dzpe,127.11596497893258
LogEE_Dzse,128.53598814357628
PEOE_VSA10,0.0
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,29.70427074700105
SlogP_VSA3,17.391657324441304
SlogP_VSA4,11.33111286753076
SlogP_VSA5,23.61409167478161
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,250.9623208118524
SpAbs_Dzpe,252.15304601858483
SpAbs_Dzse,255.21369770737846
SpDiam_DzZ,197.85747830842953
SpDiam_Dzi,190.42984411360575
SpDiam_Dzm,197.6583790728452
SpDiam_Dzp,278.64233595479783
SpDiam_Dzv,247.80118284866506
SpMAD_Dzpe,9.074408508854162
SpMAD_Dzse,9.176401503674393
SpMax_Dzpe,127.11596497893258
SpMax_Dzse,128.53598814357628
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6339285714285714
AETA_eta_BR,0.037781191665988034
AETA_eta_FL,0.2472407888575933
AETA_eta_RL,0.4683692927044797
DetourIndex,3518
EState_VSA1,28.811432041172658
EState_VSA2,12.232142680596137
EState_VSA3,12.611123474374185
EState_VSA4,23.738026457768175
EState_VSA5,19.059325580944506
EState_VSA6,0.0
EState_VSA7,29.165378004696915
EState_VSA8,5.316788604006331
EState_VSA9,5.261891554738487
ETA_beta_ns,17.0
ETA_shape_p,0.19049401197604782
ETA_shape_x,0.07859281437125747
ETA_shape_y,0.2672155688622754
GhoseFilter,True
LogEE_Dzare,125.56327338935743
SlogP_VSA10,24.546017692391587
SlogP_VSA11,0.0
SpAbs_Dzare,248.82738324264017
SpDiam_Dzpe,195.99304443895392
SpDiam_Dzse,198.23197449052952
SpMAD_Dzare,8.962940028994728
SpMax_Dzare,125.56327338935743
TopoPSA(NO),76.36
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,39.23458191565506
VSA_EState9,43.765418084344944
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6071428571428571
EState_VSA10,23.07230972193699
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04557823129251691
FilterItLogS,-4.911797227811721
SpDiam_Dzare,193.49026889758233
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6755693581780539
ETA_epsilon_2,0.9170068027210881
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5978653530377664
ETA_epsilon_5,0.8758730158730156
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.23556935817805402
ETA_dEpsilon_B,0.07770400514028741
ETA_dEpsilon_C,-0.1578653530377666
ETA_dEpsilon_D,0.04113378684807256
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6785714285714286
MDEDescriptor,"0.0,2.157612414016667,1.381199369861928,0.7559289460184545,11.836122202686296,16.19024363529536,4.378491294516942,3.701293775066611,3.4709547566167402,0.16666666666666669,0.33333333333333337,0.0,0.0,0.0,0.16666666666666669,0.09999999999999998,0.0,0.25,0.0"
APolDescriptor,53.77727399999999
BCUTDescriptor,"11.85000000000001,19.000415655940163,-0.3791405539754196,0.4180251793738529,3.7753729248046866,10.164806993982943"
BPolDescriptor,27.544725999999994
TPSADescriptor,76.36
ALOGPDescriptor,"3.5975999999999995,12.942725759999997,97.66069999999999"
XLogPDescriptor,3.087
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,389.13511162000003
ChiPathDescriptor,"20.526733258565955,13.11434019572543,13.195200767682397,10.029611981507509,7.890757354620373,6.372716443832925,3.917474802667583,2.890202671355287,15.046554723878444,8.596837702118144,6.898171325944949,4.674558360208293,3.234045391302002,2.1604312575728226,1.173175966313939,0.7187566510045571"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.355498860309242,0.5118671263026068,0.0,0.0,0.05590169943749474,0.1559122321829072,0.18945832800462103"
AtomCountDescriptor,46
BondCountDescriptor,30
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.5786844035859637,0.49279927982674443,1.0413609990068515,0.2621886974951644,1.217008369051382,0.09255567268311046,0.18543358275598315,0.020034178649126003"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,1,9,3,4,1,1,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"56.1226299173917,2.0043796399068463,21.138939291147643,4.993120082771732,8.991599132545218"
FractionalPSADescriptor,0.1962300438069115
WienerNumbersDescriptor,"2148.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.212526359636736,8.667677398755947,12.152990835452348,1.9512571363895308,2.4620720655087887,2.749181902090207"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,7,0,0,1,1,5,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,9.013333333333334,5.389030612244898"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1548.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.3157894736842105
AutocorrelationDescriptorMass,"35.13501139203928,33.40663088792327,54.46277272274384,53.03019816202721,50.80705938681493"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.7026280636768301,-0.3133802374724535,-0.042158043888739255,0.053324250242833174,-0.1380603495994583"
EccentricConnectivityIndexDescriptor,647
AutocorrelationDescriptorPolarizability,"1691.940784539137,2002.0816704817123,2858.3390585393763,2753.807389974702,2420.758730857197"
