DLiP-ID,C001IL
Mse,0.9844865258557906
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,93.03270000000005
SdO,0
SdS,0
Spe,42.466666666666654
SsF,0
SsI,0
Sse,44.301893663510576
StN,0
fMF,0.4666666666666667
nBr,0
nCl,1
AMID,2.0560707036055423
BIC0,0.23425543186636882
BIC1,0.5197504789070796
BIC2,0.6977485817888669
BIC3,0.8317096484113098
BIC4,0.8656753881849201
BIC5,0.8656753881849201
CIC0,4.150056616549765
CIC1,2.5147636969287954
CIC2,1.495204722558761
CIC3,0.7278863889369669
CIC4,0.5333333333333341
CIC5,0.5333333333333341
GGI1,4.0
GGI2,1.5555555555555562
GGI3,0.4375
GGI4,0.8755555555555558
GGI5,0.3055555555555556
GGI6,0.1991836734693878
GGI7,0.2534722222222222
GGI8,0.1186696900982615
GGI9,0.06562500000000002
JGI1,0.16666666666666666
JGI2,0.050179211469534066
JGI3,0.015625
JGI4,0.04169312169312169
JGI5,0.01388888888888889
JGI6,0.00948493683187561
JGI7,0.014910130718954247
JGI8,0.008476406435590106
JGI9,0.0054687500000000005
MIC0,13.930251457904188
MIC1,26.95917825555207
MIC2,33.31098561130647
MIC3,36.714131984626235
MIC4,36.9102414646747
MIC5,36.9102414646747
MPC2,31
MPC3,37
MPC4,44
MPC5,56
MPC6,48
MPC7,50
MPC8,58
MPC9,60
Mare,0.9517333333333335
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2362552850655517
RPCG,0.09364824239094996
SIC0,0.24432490386107772
SIC1,0.5420919582482155
SIC2,0.7277413112965387
SIC3,0.8674606956578228
SIC4,0.9028864530826994
SIC5,0.9028864530826994
SaaN,0
SaaO,0
SaaS,0
Sare,42.82800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.917130247051361
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,60.38084159009594
TIC1,133.96902297303956
TIC2,179.8491768196911
TIC3,214.37850183267184
TIC4,223.13338933483533
TIC5,223.13338933483533
Vabc,299.69663689670034
WPol,28
apol,51.446238999999984
bpol,25.863760999999997
nRot,5
ABCGG,12.307094010647873
ATS0Z,1094.0
ATS0d,133.0
ATS0i,7252.838315704628
ATS0m,4413.482369000001
ATS0p,70.38759681152698
ATS0s,94.67196311537876
ATS0v,9752.34656000512
ATS1Z,1099.0
ATS1d,170.0
ATS1i,6812.946624949095
ATS1m,4144.209505000001
ATS1p,88.25724712000005
ATS1s,115.65946502057614
ATS1v,12301.523780059562
ATS2Z,1581.0
ATS2d,270.0
ATS2i,12897.191854520388
ATS2m,5772.320376999998
ATS2p,134.031511909094
ATS2s,186.7160493827161
ATS2v,17920.132305516447
ATS3Z,1641.0
ATS3d,305.0
ATS3i,18544.92651540601
ATS3m,5678.232834000001
ATS3p,155.82673686182892
ATS3s,227.24074074074076
ATS3v,19471.41962673836
ATS4Z,1320.0
ATS4d,282.0
ATS4i,20710.581099092444
ATS4m,4351.864138
ATS4p,141.45647711396003
ATS4s,219.26748971193416
ATS4v,16814.249995313465
ATS5Z,1211.0
ATS5d,258.0
ATS5i,18142.05080353076
ATS5m,4172.999978999998
ATS5p,127.50986452365795
ATS5s,189.49074074074068
ATS5v,15505.110790290117
ATS6Z,1226.0
ATS6d,239.0
ATS6i,15773.756091182953
ATS6m,4165.259634000002
ATS6p,125.85407126637601
ATS6s,184.52777777777777
ATS6v,15439.28499794655
ATS7Z,1059.0
ATS7d,220.0
ATS7i,15638.59129723886
ATS7m,3523.6636779999994
ATS7p,116.26247419577194
ATS7s,175.47325102880657
ATS7v,13790.050262769242
ATS8Z,931.0
ATS8d,186.0
ATS8i,14115.052756480556
ATS8m,3192.8279919999995
ATS8p,92.07815462486596
ATS8s,145.8271604938272
ATS8v,10797.613402408946
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3684210526315789
GGI10,0.07009488827670646
JGI10,0.0063722625706096785
JGT10,0.33276537527524097
Kier1,16.84375
Kier2,8.74089490114464
Kier3,5.551497443389335
MID_C,39.18687462154614
MID_N,4.286856608894546
MID_O,0.0
MID_X,1.7598242488812461
MID_h,6.046680857775792
MPC10,60
MWC01,24.0
MWC02,4.709530201312334
MWC03,5.5093883366279774
MWC04,6.333279628139691
MWC05,7.1459844677143876
MWC06,7.970740390007095
MWC07,8.788288460263619
MWC08,9.61333576618342
MWC09,10.433144744037243
MWC10,11.258510520767917
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.094200000000003
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.153291594497779
SRW05,0.0
SRW06,6.6052979209482015
SRW07,0.0
SRW08,8.133000218583613
SRW09,0.0
SRW10,9.694555044315882
SaaCH,18.86059098419923
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.5177395816413752
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.6720050705467373
SssPH,0
SssSe,0
SsssB,0
SsssN,2.5513925588600914
SsssP,0
VE1_A,4.3514211023895175
VE1_D,4.618962069608084
VE2_A,0.1977918682904326
VE2_D,0.20995282134582202
VE3_A,2.2589598423177244
VE3_D,2.318627379960031
VR1_A,135.69330956164447
VR1_D,119.05321839351137
VR2_A,6.1678777073474755
VR2_D,5.411509926977789
VR3_A,5.698854622833017
VR3_D,5.5680279668965476
WPath,1303
Xc-3d,1.105171715522539
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,15.200459844932896
Xp-1d,10.79282633568371
Xp-2d,9.32973737797339
Xp-3d,7.476329754755985
Xp-4d,5.739302923232774
Xp-5d,4.923983865206715
Xp-6d,2.8227881227867355
Xp-7d,1.8668457710245965
ZMIC0,76.12671589045206
ZMIC1,50.93647831558132
ZMIC2,32.9914989261971
ZMIC3,24.90803443665189
ZMIC4,24.182392915389528
ZMIC5,24.182392915389528
nAcid,0
nAtom,45
nBase,2
nRing,3
piPC1,3.4339872044851463
piPC2,3.912023005428146
piPC3,4.330733340286331
piPC4,4.7535901911063645
piPC5,5.227089857259669
piPC6,4.925894065641165
piPC7,4.952299717083292
piPC8,5.20709258014796
piPC9,5.3482972988530575
AATS0Z,24.31111111111111
AATS0d,2.9555555555555557
AATS0i,161.17418479343618
AATS0m,98.07738597777781
AATS0p,1.5641688180339328
AATS0s,2.1038214025639723
AATS0v,216.71881244455824
AATS1Z,23.382978723404257
AATS1d,3.617021276595745
AATS1i,144.9563111691297
AATS1m,88.17467031914894
AATS1p,1.8778137685106393
AATS1s,2.4608396812888538
AATS1v,261.7345485119056
AATS2Z,18.821428571428573
AATS2d,3.2142857142857144
AATS2i,153.53799826809987
AATS2m,68.71809972619046
AATS2p,1.5956132370130238
AATS2s,2.222810111699001
AATS2v,213.33490839900531
AATS3Z,14.025641025641026
AATS3d,2.606837606837607
AATS3i,158.5036454308206
AATS3m,48.531904564102575
AATS3p,1.3318524518105035
AATS3s,1.9422285533396646
AATS3v,166.42238997212274
AATS4Z,10.476190476190476
AATS4d,2.238095238095238
AATS4i,164.36969126263844
AATS4m,34.53860426984127
AATS4p,1.122670453285397
AATS4s,1.7402181723169379
AATS4v,133.44642853423386
AATS5Z,10.90990990990991
AATS5d,2.324324324324324
AATS5i,163.44189913090776
AATS5m,37.59459440540539
AATS5p,1.1487375182311528
AATS5s,1.7071237904571233
AATS5v,139.68568279540645
AATS6Z,12.383838383838384
AATS6d,2.414141414141414
AATS6i,159.33086960790862
AATS6m,42.07332963636365
AATS6p,1.2712532451149092
AATS6s,1.8639169472502806
AATS6v,155.95237371663183
AATS7Z,10.806122448979592
AATS7d,2.2448979591836733
AATS7i,159.57746221672306
AATS7m,35.955751816326526
AATS7p,1.186351777507877
AATS7s,1.790543377844965
AATS7v,140.71479859968613
AATS8Z,10.952941176470588
AATS8d,2.1882352941176473
AATS8i,166.0594441938889
AATS8m,37.56268225882352
AATS8p,1.0832724073513642
AATS8s,1.7156136528685553
AATS8v,127.03074591069348
AMID_C,1.7812215737066426
AMID_N,0.1948571185861157
AMID_O,0.0
AMID_X,0.07999201131278391
AMID_h,0.27484912989889965
ATS0dv,203.60493827160494
ATS0pe,263.3363
ATS0se,330.27337299999994
ATS1dv,215.11111111111111
ATS1pe,293.97100000000006
ATS1se,353.9920099999997
ATS2dv,260.6666666666667
ATS2pe,514.5975000000001
ATS2se,630.4313439999995
ATS3dv,229.66666666666666
ATS3pe,688.3555000000003
ATS3se,861.9051559999998
ATS4dv,179.11111111111111
ATS4pe,716.4810999999996
ATS4se,913.549342
ATS5dv,168.55555555555554
ATS5pe,621.9485
ATS5se,795.3242899999998
ATS6dv,157.11111111111111
ATS6pe,569.3294000000002
ATS6se,719.550366
ATS7dv,142.33333333333331
ATS7pe,551.288
ATS7se,702.352494
ATS8dv,122.11111111111111
ATS8pe,476.9280000000001
ATS8se,612.8063160000002
ATSC0Z,466.7999999999999
ATSC0c,0.2999185947821235
ATSC0d,20.977777777777767
ATSC0i,64.57847390847225
ATSC0m,2210.483914577777
ATSC0p,11.57169665052431
ATSC0s,8.755750309065355
ATSC0v,2458.9783431152186
ATSC1Z,14.34222222222219
ATSC1c,-0.06544166383268733
ATSC1d,3.0009876543209892
ATSC1i,-6.596548806139797
ATSC1m,68.35516495209922
ATSC1p,-0.07423092728876701
ATSC1s,0.6469619957812819
ATSC1v,41.56250523978065
ATSC2Z,-48.22666666666669
ATSC2c,-0.0930712832867504
ATSC2d,-10.002962962962961
ATSC2i,-1.2510243459026493
ATSC2m,-229.2453985896291
ATSC2p,-0.6522352559252675
ATSC2s,-1.6041918858349278
ATSC2v,-307.1785281477436
ATSC3Z,-136.81333333333336
ATSC3c,-0.012451115075690142
ATSC3d,-6.4533333333333305
ATSC3i,-25.295876337938786
ATSC3m,-656.0728862799998
ATSC3p,-4.407728959518897
ATSC3s,-1.509789835560297
ATSC3v,-1004.8394434536774
ATSC4Z,-41.173333333333325
ATSC4c,0.03506299178789418
ATSC4d,0.8399999999999987
ATSC4i,3.5945494082581364
ATSC4m,-196.0311242400004
ATSC4p,-0.6557734385972509
ATSC4s,-0.3429819302613085
ATSC4v,-209.84887033422783
ATSC5Z,155.95999999999998
ATSC5c,-0.040677300240034894
ATSC5d,1.032592592592592
ATSC5i,13.612701223906285
ATSC5m,745.9233362637033
ATSC5p,4.268501052130475
ATSC5s,1.3820275251627179
ATSC5v,902.6380296500695
ATSC6Z,-78.42666666666668
ATSC6c,-0.021187867852953776
ATSC6d,-2.0844444444444443
ATSC6i,-0.7450716496891056
ATSC6m,-378.9776895822223
ATSC6p,-2.328417724879284
ATSC6s,-3.957364392284375
ATSC6v,-470.7160552185695
ATSC7Z,-27.89777777777774
ATSC7c,0.05576522152403986
ATSC7d,0.0928395061728387
ATSC7i,-30.78878084343649
ATSC7m,-142.6881143027164
ATSC7p,-3.4037195801875426
ATSC7s,-1.3168159400573158
ATSC7v,-650.762117204425
ATSC8Z,114.64444444444445
ATSC8c,0.015128933537319677
ATSC8d,1.5753086419753082
ATSC8i,0.41522698644385714
ATSC8m,547.2587641308637
ATSC8p,2.4964926258636324
ATSC8s,1.3123698585543833
ATSC8v,527.4785370099338
AXp-0d,0.6909299929514953
AXp-1d,0.44970109732015456
AXp-2d,0.3009592702572061
AXp-3d,0.20206296634475635
AXp-4d,0.13043870280074488
AXp-5d,0.08792828330726277
AXp-6d,0.058808085891390326
AXp-7d,0.03733691542049193
GATS1Z,0.7139601451257088
GATS1c,1.362377669128493
GATS1d,0.9817886765236212
GATS1i,1.2876728399320432
GATS1m,0.7203402579365223
GATS1p,0.9794611004683433
GATS1s,0.9811587968771882
GATS1v,0.986207520851939
GATS2Z,0.8539396907006164
GATS2c,1.6563677957868266
GATS2d,1.5481234866828097
GATS2i,1.1589227776270425
GATS2m,0.8582851393878986
GATS2p,0.9597105093770801
GATS2s,1.148986685494774
GATS2v,1.0240774912477506
GATS3Z,1.0066354667897086
GATS3c,1.2217634984698014
GATS3d,1.1114732724902223
GATS3i,1.1813843961229265
GATS3m,1.0099550768527017
GATS3p,1.0927465584872467
GATS3s,1.0382390273672648
GATS3v,1.1172987197365005
GATS4Z,0.8644128888344829
GATS4c,1.119600829686005
GATS4d,0.8739406779661022
GATS4i,0.9454270547368163
GATS4m,0.8685716891069539
GATS4p,0.9381502638177618
GATS4s,0.9584751918562924
GATS4v,0.9751501124550546
GATS5Z,0.5753182488400997
GATS5c,0.9569274786594488
GATS5d,1.0014887769125063
GATS5i,0.8586550423011379
GATS5m,0.5823568247514446
GATS5p,0.7667768826006042
GATS5s,0.8129324096118692
GATS5v,0.8108881596306752
GATS6Z,0.9373512329810532
GATS6c,0.9349517648483693
GATS6d,0.942796610169492
GATS6i,0.9841854598778433
GATS6m,0.9425030696442934
GATS6p,1.049228137544078
GATS6s,1.1805800684424512
GATS6v,1.0618081718246006
GATS7Z,0.8084133396289108
GATS7c,0.5515921400892175
GATS7d,0.8132998962296787
GATS7i,1.1487677339708338
GATS7m,0.8172286897410581
GATS7p,1.0899555962711562
GATS7s,0.9930228183175625
GATS7v,1.1041174829055063
GATS8Z,0.801754120671405
GATS8c,0.9664641695220831
GATS8d,0.9747008973080763
GATS8i,0.911963549842989
GATS8m,0.8021736809329808
GATS8p,0.8290498195568138
GATS8s,0.885183436048816
GATS8v,0.8417265097229032
MATS1Z,0.029417127021458853
MATS1c,-0.20891306264538145
MATS1d,0.13696808510638311
MATS1i,-0.09780108168202803
MATS1m,0.029607288294204358
MATS1p,-0.006141896609620765
MATS1s,0.07074570153595248
MATS1v,0.016183098198872616
MATS2Z,-0.05534643163177871
MATS2c,-0.1662438305390636
MATS2d,-0.2554479418886199
MATS2i,-0.010377941337329973
MATS2m,-0.055557986262111184
MATS2p,-0.030195377116962994
MATS2s,-0.0981513268347699
MATS2v,-0.06692207202807535
MATS3Z,-0.1127260343198647
MATS3c,-0.015967300784420775
MATS3d,-0.11831812255541072
MATS3i,-0.15065675321917343
MATS3m,-0.11415406546421582
MATS3p,-0.1465023168377748
MATS3s,-0.06632080379121824
MATS3v,-0.15716962701307383
MATS4Z,-0.031501203737707595
MATS4c,0.0417529865935857
MATS4d,0.014300847457627105
MATS4i,0.01987918834418377
MATS4m,-0.031672302765149464
MATS4p,-0.02023945205030988
MATS4s,-0.013990068491911077
MATS4v,-0.03047852183375467
MATS5Z,0.13544778711873828
MATS5c,-0.05498424466341781
MATS5d,0.01995533669262483
MATS5i,0.08545669050900838
MATS5m,0.13680323595437727
MATS5p,0.14954361938220595
MATS5s,0.06399011042376662
MATS5v,0.14881559952294238
MATS6Z,-0.07636779102074735
MATS6c,-0.03211154357090213
MATS6d,-0.045165639445300484
MATS6i,-0.005244300634246409
MATS6m,-0.07792980760352702
MATS6p,-0.09146210146106733
MATS6s,-0.20544235879254
MATS6v,-0.0870124960149527
MATS7Z,-0.027442596575905396
MATS7c,0.08537809831312618
MATS7d,0.0020321687997232624
MATS7i,-0.21892287992699552
MATS7m,-0.029640592294676867
MATS7p,-0.13506510821119583
MATS7s,-0.06905865965735936
MATS7v,-0.12152174514643237
MATS8Z,0.1300216744795605
MATS8c,0.02670536452709405
MATS8d,0.03975573280159522
MATS8i,0.003404014346302294
MATS8m,0.1310686886968915
MATS8p,0.11421597079057577
MATS8s,0.07935174236806793
MATS8v,0.11356478348204035
MAXsCl,5.917130247051361
MINsCl,5.917130247051361
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.186652080192182
SpAD_D,245.53573309979572
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.79808468989235
SssNH2,0
SsssAs,0
SsssCH,0.6275013122532963
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,490
TMWC10,117.76220251505367
TSRW10,55.4779650764561
VE1_Dt,4.623066742930169
VE2_Dt,0.21013939740591675
VE3_Dt,2.3195156424130547
VR1_Dt,119.9437106988778
VR2_Dt,5.451986849948991
VR3_Dt,5.575479915585693
Xc-3dv,0.7271359472059549
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.33227881227867345
Xp-0dv,13.597250393543188
Xp-1dv,8.413512702435591
Xp-2dv,6.479822927360515
Xp-3dv,4.596678424475907
Xp-4dv,3.127254108289571
Xp-5dv,2.4182104079165487
Xp-6dv,1.269365878637032
Xp-7dv,0.7537625269329123
Xpc-4d,2.0873262238334434
Xpc-5d,2.733993887185914
Xpc-6d,3.847554842873381
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,47
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.459585514144159
AATS0dv,4.524554183813443
AATS0pe,5.8519177777777776
AATS0se,7.339408288888888
AATS1dv,4.576832151300237
AATS1pe,6.254702127659575
AATS1se,7.531744893617015
AATS2dv,3.1031746031746033
AATS2pe,6.1261607142857155
AATS2se,7.505135047619042
AATS3dv,1.9629629629629628
AATS3pe,5.883380341880345
AATS3se,7.366710735042734
AATS4dv,1.4215167548500882
AATS4pe,5.6863579365079335
AATS4se,7.250391603174603
AATS5dv,1.5185185185185184
AATS5pe,5.60313963963964
AATS5se,7.165083693693692
AATS6dv,1.5869809203142538
AATS6pe,5.7508020202020225
AATS6se,7.268185515151516
AATS7dv,1.452380952380952
AATS7pe,5.625387755102041
AATS7se,7.166862183673469
AATS8dv,1.4366013071895425
AATS8pe,5.610917647058825
AATS8se,7.209486070588237
AATSC0Z,10.373333333333331
AATSC0c,0.006664857661824967
AATSC0d,0.4661728395061726
AATSC0i,1.43507719796605
AATSC0m,49.12186476839504
AATSC0p,0.2571488144560958
AATSC0s,0.19457222909034122
AATSC0v,54.64396318033819
AATSC1Z,0.30515366430259977
AATSC1c,-0.00139237582622739
AATSC1d,0.06385080115576573
AATSC1i,-0.14035210225829356
AATSC1m,1.4543652117467918
AATSC1p,-0.001579381431675894
AATSC1s,0.013765148846410252
AATSC1v,0.8843086221229925
AATSC2Z,-0.5741269841269844
AATSC2c,-0.0011079914676994096
AATSC2d,-0.11908289241622573
AATSC2i,-0.01489314697503154
AATSC2m,-2.729111887971775
AATSC2p,-0.0077647054276817565
AATSC2s,-0.019097522450415808
AATSC2v,-3.65688723985409
AATSC3Z,-1.1693447293447297
AATSC3c,-0.00010641978697171062
AATSC3d,-0.055156695156695135
AATSC3i,-0.21620407126443406
AATSC3m,-5.607460566495725
AATSC3p,-0.0376728970899051
AATSC3s,-0.012904186628720487
AATSC3v,-8.588371311569892
AATSC4Z,-0.3267724867724867
AATSC4c,0.0002782777126023348
AATSC4d,0.006666666666666657
AATSC4i,0.028528169906810605
AATSC4m,-1.5558025733333365
AATSC4p,-0.005204551099978182
AATSC4s,-0.002722078811597687
AATSC4v,-1.665467224874824
AATSC5Z,1.405045045045045
AATSC5c,-0.0003664621643246387
AATSC5d,0.009302635969302631
AATSC5i,0.12263694796311969
AATSC5m,6.720030056429759
AATSC5p,0.03845496443360788
