DLiP-ID,C000XY
SaaO,0
SaaS,0
Sare,44.308000000000014
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,20.967775022045856
SsSH,0
SssO,10.658555524061477
SssS,0
StCH,0
StsC,0
TIC0,66.18410070105327
TIC1,148.86872682834496
TIC2,200.11383932618153
TIC3,212.86872682834493
TIC4,218.86872682834493
TIC5,220.8687268283449
Vabc,296.2932571272946
WPol,49
apol,50.040652999999985
bpol,26.249346999999997
nRot,2
ABCGG,14.969672768876842
ATS0Z,1010.0
ATS0d,157.0
ATS0i,7245.408664239229
ATS0m,3982.4236960000003
ATS0p,66.10878700182899
ATS0s,179.02777777777777
ATS0v,9808.457047365913
ATS1Z,1192.0
ATS1d,202.0
ATS1i,6973.030318737396
ATS1m,4516.740999000003
ATS1p,85.97411786200004
ATS1s,152.58333333333334
ATS1v,12746.735359629818
ATS2Z,1812.0
ATS2d,348.0
ATS2i,13099.967509873688
ATS2m,6805.760589000001
ATS2p,135.10840277418797
ATS2s,239.1666666666667
ATS2v,19771.99030622071
ATS3Z,2280.0
ATS3d,420.0
ATS3i,16179.030427832542
ATS3m,8463.250001000004
ATS3p,174.89187684709404
ATS3s,335.5277777777778
ATS3v,25001.76218834215
ATS4Z,2306.0
ATS4d,435.0
ATS4i,20775.19250898384
ATS4m,8287.02473
ATS4p,192.259723797584
ATS4s,367.99999999999983
ATS4v,26325.749795832467
ATS5Z,2173.0
ATS5d,415.0
ATS5i,23632.557855490613
ATS5m,7671.000392999999
ATS5p,180.107264892017
ATS5s,400.3333333333335
ATS5v,24360.434711066126
ATS6Z,1866.0
ATS6d,325.0
ATS6i,19757.86867651418
ATS6m,6515.147433000001
ATS6p,149.42598819897995
ATS6s,366.13888888888897
ATS6v,20269.403717346813
ATS7Z,1458.0
ATS7d,246.0
ATS7i,18104.850533110028
ATS7m,4941.037471
ATS7p,121.50085402152702
ATS7s,336.99999999999994
ATS7v,15875.526907623378
ATS8Z,928.0
ATS8d,175.0
ATS8i,16423.955207943014
ATS8m,2909.8816000000006
ATS8p,85.18559957631899
ATS8s,264.2500000000001
ATS8v,10600.34004258499
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,7
C2SP3,3
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.3684210526315789
GGI10,0.0
JGI10,0.0
JGT10,0.4702775382690963
Kier1,17.415637860082306
Kier2,6.622248661511005
Kier3,2.731523783929051
MID_C,40.12176206300152
MID_N,2.163648916441317
MID_O,7.385798889162931
MID_X,0.0
MID_h,9.549447805604249
MPC10,269
MWC01,27.0
MWC02,4.919980925828125
MWC03,5.831882477283517
MWC04,6.767343125265392
MWC05,7.703007682479236
MWC06,8.646641258603124
MWC07,9.590487672100057
MWC08,10.537547990636748
MWC09,11.484639152769713
MWC10,12.433275944904075
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,9
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.8671000000000015
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.389071729816501
SRW05,0.0
SRW06,6.996681488176539
SRW07,0.0
SRW08,8.714567550836485
SRW09,0.0
SRW10,10.493355383642072
SaaCH,5.5131071271101035
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,6.2975752970941485
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.204900216259343
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.3075092120181404
SsssP,0
VE1_A,4.314713386253175
VE1_D,4.823394117998509
VE2_A,0.1797797244272156
VE2_D,0.20097475491660455
VE3_A,2.337499637030411
VE3_D,2.4489465914609387
VR1_A,175.40999557583922
VR1_D,144.494089547512
VR2_A,7.308749815659968
VR2_D,6.020587064479667
VR3_A,6.042594802987761
VR3_D,5.848707341284461
WPath,1136
Xc-3d,1.8249090263857046
Xc-4d,0.0
Xc-5d,0.6258070664994643
Xc-6d,0.0
Xp-0d,17.007707210578268
Xp-1d,11.545243855508332
Xp-2d,10.673068797445827
Xp-3d,9.94079923937085
Xp-4d,8.63884787740814
Xp-5d,7.753126448131212
Xp-6d,6.168373939350645
Xp-7d,4.867738976962835
ZMIC0,81.43640472381618
ZMIC1,43.119872233080855
ZMIC2,29.999287863554667
ZMIC3,26.192361230162394
ZMIC4,24.640426520682535
ZMIC5,23.709265694994624
nAcid,0
nAtom,45
nBase,1
nRing,4
piPC1,3.5263605246161616
piPC2,4.189654742026425
piPC3,4.844187086458591
piPC4,5.4785534168509695
piPC5,6.127960291696519
piPC6,6.530604266751018
piPC7,6.956247779806612
piPC8,7.3744722631220645
piPC9,7.744177246387093
AATS0Z,22.444444444444443
AATS0d,3.488888888888889
AATS0i,161.00908142753843
AATS0m,88.49830435555556
AATS0p,1.4690841555961998
AATS0s,3.9783950617283947
AATS0v,217.96571216368696
AATS1Z,24.833333333333332
AATS1d,4.208333333333333
AATS1i,145.27146497369574
AATS1m,94.09877081250006
AATS1p,1.7911274554583343
AATS1s,3.1788194444444446
AATS1v,265.55698665895454
AATS2Z,21.31764705882353
AATS2d,4.094117647058823
AATS2i,154.11726482204338
AATS2m,80.06777163529414
AATS2p,1.5895106208727996
AATS2s,2.813725490196079
AATS2v,232.6116506614201
AATS3Z,21.11111111111111
AATS3d,3.888888888888889
AATS3i,149.80583729474577
AATS3m,78.36342593518522
AATS3p,1.6193692300656854
AATS3s,3.1067386831275723
AATS3v,231.49779804020508
AATS4Z,16.955882352941178
AATS4d,3.198529411764706
AATS4i,152.7587684484106
AATS4m,60.93400536764705
AATS4p,1.4136744396881176
AATS4s,2.7058823529411753
AATS4v,193.57168967523873
AATS5Z,14.682432432432432
AATS5d,2.804054054054054
AATS5i,159.67944496953118
AATS5m,51.831083736486484
AATS5p,1.2169409790001149
AATS5s,2.704954954954956
AATS5v,164.59753183152787
AATS6Z,15.048387096774194
AATS6d,2.620967741935484
AATS6i,159.33765061704983
AATS6m,52.541511556451624
AATS6p,1.2050482919272576
AATS6s,2.9527329749103948
AATS6v,163.46293320440978
AATS7Z,13.017857142857142
AATS7d,2.1964285714285716
AATS7i,161.65045118848238
AATS7m,44.116405991071424
AATS7p,1.084829053763634
AATS7s,3.0089285714285707
AATS7v,141.74577596092303
AATS8Z,9.56701030927835
AATS8d,1.8041237113402062
AATS8i,169.31912585508263
AATS8m,29.998779381443306
AATS8p,0.8782020574878246
AATS8s,2.7242268041237123
AATS8v,109.28185610912361
AMID_C,1.6717400859583966
AMID_N,0.09015203818505486
AMID_O,0.3077416203817888
AMID_X,0.0
AMID_h,0.3978936585668437
ATS0dv,342.0
ATS0pe,281.76349999999985
ATS0se,347.96604799999994
ATS1dv,352.0
ATS1pe,314.65900000000005
ATS1se,376.42210799999975
ATS2dv,526.0
ATS2pe,544.323
ATS2se,662.2730280000001
ATS3dv,635.0
ATS3pe,690.0146999999997
ATS3se,836.4893719999997
ATS4dv,554.0
ATS4pe,835.9864999999999
ATS4se,1030.1662239999998
ATS5dv,499.0
ATS5pe,904.3215999999999
ATS5se,1128.3748680000003
ATS6dv,414.0
ATS6pe,774.7998
ATS6se,961.8522199999999
ATS7dv,268.0
ATS7pe,688.0878
ATS7se,861.8401080000001
ATS8dv,100.0
ATS8pe,585.7696
ATS8se,746.2525440000001
ATSC0Z,337.19999999999993
ATSC0c,1.4332076767954656
ATSC0d,31.999999999999993
ATSC0i,62.870933492433174
ATSC0m,1600.6978204444447
ATSC0p,10.462854720353244
ATSC0s,54.58271604938273
ATSC0v,2267.5074729913617
ATSC1Z,14.98666666666663
ATSC1c,-0.6209334636406235
ATSC1d,20.33333333333333
ATSC1i,-5.261295235740398
ATSC1m,73.9785707037041
ATSC1p,0.10218169467616721
ATSC1s,-6.248106995884779
ATSC1v,95.69271074974361
ATSC2Z,78.44444444444449
ATSC2c,-0.42694588511393544
ATSC2d,9.111111111111104
ATSC2i,39.3114867655571
ATSC2m,395.5615708271608
ATSC2p,6.206822581410565
ATSC2s,0.00795610425240112
ATSC2v,1248.1988873114565
ATSC3Z,-10.613333333333372
ATSC3c,0.6271611704769693
ATSC3d,-5.000000000000006
ATSC3i,2.7818139660184134
ATSC3m,-57.71661277777727
ATSC3p,-0.2904164885838446
ATSC3s,15.850864197530855
ATSC3v,-151.30230677864793
ATSC4Z,-76.38222222222224
ATSC4c,-0.29400479109442573
ATSC4d,-10.555555555555557
ATSC4i,-45.093443316467265
ATSC4m,-377.82822298765376
ATSC4p,-6.5263081905309095
ATSC4s,-2.846899862825789
ATSC4v,-1131.8062830761694
ATSC5Z,0.9644444444444513
ATSC5c,-0.21900539668240532
ATSC5d,-15.555555555555557
ATSC5i,-11.986889458040501
ATSC5m,4.607939271604884
ATSC5p,-1.4901229025085152
ATSC5s,-18.536241426611795
ATSC5v,-139.2368215086606
ATSC6Z,-115.79555555555558
ATSC6c,0.15310483255369034
ATSC6d,-23.888888888888893
ATSC6i,-20.665189222282095
ATSC6m,-563.0789628024689
ATSC6p,-4.73060811848723
ATSC6s,-8.514348422496578
ATSC6v,-1085.9055424073588
ATSC7Z,-96.1422222222222
ATSC7c,0.37873634461329064
ATSC7d,-17.88888888888889
ATSC7i,-32.24480524125121
ATSC7m,-479.0334751728396
ATSC7p,-5.972917553618855
ATSC7s,12.586721536351163
ATSC7v,-1259.6497187079376
ATSC8Z,-80.9422222222222
ATSC8c,-0.18431719337983204
ATSC8d,-7.222222222222217
ATSC8i,0.9606486376596972
ATSC8m,-376.98611624691404
ATSC8p,-0.028717848059134632
ATSC8s,-13.507928669410155
ATSC8v,-214.9328120824141
AXp-0d,0.7086544671074279
AXp-1d,0.42760162427808635
AXp-2d,0.2603187511572153
AXp-3d,0.16296392195689918
AXp-4d,0.09816872587963794
AXp-5d,0.05963943421639394
AXp-6d,0.03807638234167065
AXp-7d,0.024097717707736808
GATS1Z,0.8155397390272836
GATS1c,1.3130764850223817
GATS1d,0.5585937500000001
GATS1i,1.2347866312452105
GATS1m,0.8180808002816807
GATS1p,1.0799814650034116
GATS1s,0.9567962317922732
GATS1v,0.9551571235438009
GATS2Z,0.802107319796246
GATS2c,1.0835345781978591
GATS2d,1.108088235294118
GATS2i,0.787197438883227
GATS2m,0.7959767943321101
GATS2p,0.7017070505351096
GATS2s,0.6524007323005198
GATS2v,0.6798499032451377
GATS3Z,0.8940731953780592
GATS3c,0.6456932558660822
GATS3d,1.3049768518518523
GATS3i,1.0924250598659182
GATS3m,0.9002593542631226
GATS3p,1.0680146601494596
GATS3s,0.6722816580717149
GATS3v,1.0234592009730503
GATS4Z,0.9719314772172215
GATS4c,0.8067549536703038
GATS4d,1.1626838235294121
GATS4i,1.2668166916295212
GATS4m,0.9802603811767393
GATS4p,1.2465902684983334
GATS4s,0.8124549297236308
GATS4v,1.1769798445534156
GATS5Z,0.976884357667276
GATS5c,0.9844101730374718
GATS5d,1.1938344594594597
GATS5i,1.0285604006845743
GATS5m,0.9770635487663095
GATS5p,1.0206247526901076
GATS5s,1.2362563300657028
GATS5v,0.9986137976454111
GATS6Z,1.1217617571652703
GATS6c,1.1489351546508995
GATS6d,1.2197580645161294
GATS6i,1.0918576651268923
GATS6m,1.121947262754764
GATS6p,1.1319024332609535
GATS6s,1.1798294799543543
GATS6v,1.1298375252845063
GATS7Z,1.1295225385527878
GATS7c,1.0417657994874303
GATS7d,1.0742187500000002
GATS7i,1.1345863127544527
GATS7m,1.132161818580895
GATS7p,1.181222396479489
GATS7s,1.0626256123095212
GATS7v,1.1826895747432529
GATS8Z,1.2053172885252719
GATS8c,1.3543148362398068
GATS8d,0.9143041237113404
GATS8i,0.858740944488259
GATS8m,1.1957741920568223
GATS8p,0.8871516474539878
GATS8s,1.5078893541054765
GATS8v,0.9749809230594404
MATS1Z,0.041666666666666574
MATS1c,-0.4061694139572769
MATS1d,0.595703125
MATS1i,-0.07845381020309282
MATS1m,0.04332792182815974
MATS1p,0.009155755414682137
MATS1s,-0.10731602845381352
MATS1v,0.03956411054713486
MATS2Z,0.12315958411834493
MATS2c,-0.15770929651833038
MATS2d,0.15073529411764697
MATS2i,0.3310267945086316
MATS2m,0.1308272845672349
MATS2p,0.31406007097171545
MATS2s,7.716829607080876e-05
MATS2v,0.2914262393868611
MATS3Z,-0.013114538025570105
MATS3c,0.18233027815598052
MATS3d,-0.06510416666666677
MATS3i,0.018436009903482257
MATS3m,-0.015023815457392165
MATS3p,-0.01156537804236884
MATS3s,0.1210003317349738
MATS3v,-0.0278026108294448
MATS4Z,-0.0749511548391599
MATS4c,-0.06787641360588784
MATS4d,-0.10914522058823535
MATS4i,-0.23732150610692027
MATS4m,-0.0781013691859883
MATS4p,-0.20639111101307855
MATS4s,-0.017258007541205208
MATS4v,-0.1651569974866746
MATS5Z,0.0008696418838767657
MATS5c,-0.04646184903913591
MATS5d,-0.14780405405405408
MATS5i,-0.05797054589071229
MATS5m,0.0008752823915118066
MATS5p,-0.0433034694312578
MATS5s,-0.10325648411462213
MATS5v,-0.018670509604741772
MATS6Z,-0.12462212528221028
MATS6c,0.03876775049413874
MATS6d,-0.27091733870967755
MATS6i,-0.11928348147669043
MATS6m,-0.12765880566266383
MATS6p,-0.16408074011441914
MATS6s,-0.05660921133658068
MATS6v,-0.17379374884302148
MATS7Z,-0.1145568547703779
MATS7c,0.10617501930121735
MATS7d,-0.22460937500000008
MATS7i,-0.20606505083019197
MATS7m,-0.12024056291627051
MATS7p,-0.22936693758942017
MATS7s,0.09265139716431217
MATS7v,-0.22320070297858544
MATS8Z,-0.11135977302466643
MATS8c,-0.059661958064179614
MATS8d,-0.10470360824742263
MATS8i,0.007088517926556883
MATS8m,-0.10925888950829908
MATS8p,-0.0012733344171555615
MATS8s,-0.1148085932727132
MATS8v,-0.043973878620654355
MAXsOH,10.815564058956916
MAXssO,5.3908138070042835
MINsOH,10.15221096308894
MINssO,5.267741717057193
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.553790750271872
SpAD_D,195.9291588268428
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.6886785084404132
SssNH2,0
SsssAs,0
SsssCH,0.1952324263038545
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1529
TMWC10,128.91480622987
TSRW10,59.60100933770407
VE1_Dt,4.893067472830132
VE2_Dt,0.20387781136792216
VE3_Dt,2.4632881392306643
VR1_Dt,134.2132682421952
VR2_Dt,5.592219510091467
VR3_Dt,5.7748988261711265
Xc-3dv,0.9231255433539639
Xc-4dv,0.0
Xc-5dv,0.22474754985239936
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.201832953436414
Xch-7d,0.6370026624870461
Xp-0dv,14.088858787745748
Xp-1dv,8.079679731969607
Xp-2dv,6.506966386737408
Xp-3dv,5.29715508892573
Xp-4dv,4.0473552420901715
Xp-5dv,3.268782505091641
Xp-6dv,2.235684598964475
Xp-7dv,1.5162243782166973
Xpc-4d,5.090058823767057
Xpc-5d,8.644145491936396
Xpc-6d,15.395648408895036
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,48
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,7.966673409106048
AATS0dv,7.6
AATS0pe,6.261411111111108
AATS0se,7.732578844444443
AATS1dv,7.333333333333333
AATS1pe,6.555395833333335
AATS1se,7.8421272499999946
AATS2dv,6.188235294117647
AATS2pe,6.4037999999999995
AATS2se,7.791447388235295
AATS3dv,5.87962962962963
AATS3pe,6.3890249999999975
AATS3se,7.74527196296296
AATS4dv,4.073529411764706
AATS4pe,6.146959558823529
AATS4se,7.5747516470588225
AATS5dv,3.3716216216216215
AATS5pe,6.11028108108108
AATS5se,7.624154513513516
AATS6dv,3.338709677419355
AATS6pe,6.248385483870968
AATS6se,7.756872741935483
AATS7dv,2.392857142857143
AATS7pe,6.143641071428571
AATS7se,7.695000964285716
AATS8dv,1.0309278350515463
AATS8pe,6.038861855670103
AATS8se,7.693325195876289
AATSC0Z,7.493333333333331
AATSC0c,0.03184905948434368
AATSC0d,0.7111111111111109
AATSC0i,1.397131855387404
AATSC0m,35.571062676543214
AATSC0p,0.23250788267451653
AATSC0s,1.2129492455418385
AATSC0v,50.38905495536359
AATSC1Z,0.31222222222222146
AATSC1c,-0.012936113825846323
AATSC1d,0.423611111111111
AATSC1i,-0.1096103174112583
AATSC1m,1.5412202229938352
AATSC1p,0.0021287853057534835
AATSC1s,-0.13016889574759957
AATSC1v,1.9935981406196586
AATSC2Z,0.9228758169934645
AATSC2c,-0.0050228927660462995
AATSC2d,0.10718954248366004
AATSC2i,0.4624880795947894
AATSC2m,4.653665539143068
AATSC2p,0.07302144213424194
AATSC2s,9.36012264988367e-05
AATSC2v,14.684692791899488
AATSC3Z,-0.09827160493827197
AATSC3c,0.005807047874786753
AATSC3d,-0.046296296296296356
AATSC3i,0.025757536722392716
AATSC3m,-0.5344130812757155
AATSC3p,-0.0026890415609615243
AATSC3s,0.14676726108824867
AATSC3v,-1.400947284987481
AATSC4Z,-0.5616339869281047
AATSC4c,-0.0021617999345178362
AATSC4d,-0.07761437908496734
AATSC4i,-0.3315694361504946
AATSC4m,-2.7781486984386308
AATSC4p,-0.04798756022449198
AATSC4s,-0.020933087226660214
AATSC4v,-8.322105022618892
AATSC5Z,0.006516516516516563
AATSC5c,-0.001479766193800036
AATSC5d,-0.10510510510510511
AATSC5i,-0.0809924963381115
