DLiP-ID,C003FM
AATSC7d,0.40467469038897597
AATSC7i,-0.1702911197508645
AATSC7m,-8.524956514215933
AATSC7p,-0.05538693114334706
AATSC7s,-0.19848053181386507
AATSC7v,-13.89708765619501
AATSC8Z,14.151927437641724
AATSC8c,0.0022231143002267124
AATSC8d,0.5804988662131518
AATSC8i,0.3077344599727975
AATSC8m,67.08234014512472
AATSC8p,0.20288152239093846
AATSC8s,1.4938271604938271
AATSC8v,68.19289414749392
ATS0are,149.2545
ATS1are,154.6749
ATS2are,257.48170000000005
ATS3are,274.1856
ATS4are,296.6089
ATS5are,212.76190000000005
ATS6are,136.899
ATS7are,75.482
ATS8are,43.56000000000002
ATSC0dv,111.80952380952381
ATSC0pe,3.491323809523808
ATSC0se,2.396151238095237
ATSC1dv,54.437641723356016
ATSC1pe,-0.04344875283446878
ATSC1se,-0.22390072562358276
ATSC2dv,48.65986394557823
ATSC2pe,0.9034925170067997
ATSC2se,0.47023635374149675
ATSC3dv,-23.70294784580499
ATSC3pe,0.04011405895691231
ATSC3se,-0.16840357369614467
ATSC4dv,-78.24716553287982
ATSC4pe,-1.2792274376417259
ATSC4se,-0.47626003628117786
ATSC5dv,-58.95691609977325
ATSC5pe,0.09149342403628231
ATSC5se,0.22243388662131514
ATSC6dv,-91.34240362811792
ATSC6pe,-3.068775056689341
ATSC6se,-1.8255438458049882
ATSC7dv,24.594104308390023
ATSC7pe,-0.09047188208616341
ATSC7se,0.01583285260770895
ATSC8dv,68.65306122448979
ATSC8pe,1.7011612244898004
ATSC8se,0.7875294693877535
AXp-0dv,0.5449939162583674
AXp-1dv,0.2573809364971984
AXp-2dv,0.12792759496785655
AXp-3dv,0.06418984643214687
AXp-4dv,0.03011323780754312
AXp-5dv,0.015079366399887564
AXp-6dv,0.008139571839243248
AXp-7dv,0.003718302082708901
BertzCT,569.4048513549546
ECIndex,146
ETA_eta,7.163936330976823
GATS1dv,0.28050952454700323
GATS1pe,0.6304849944661836
GATS1se,0.7250225314428116
GATS2dv,0.6484241908006815
GATS2pe,0.7031478031255715
GATS2se,0.6914013589305729
GATS3dv,0.9132072088227384
GATS3pe,0.8020408198425573
GATS3se,0.9060679288338779
GATS4dv,1.3262974197033284
GATS4pe,1.3045649114988815
GATS4se,1.3145813000768944
GATS5dv,1.3559927460570425
GATS5pe,1.0005724966317646
GATS5se,0.9323629264825082
GATS6dv,1.9452725724020443
GATS6pe,2.1630620395047315
GATS6se,2.104465661361387
GATS7dv,0.8049403747870528
GATS7pe,0.9671006536979053
GATS7se,0.7567751415178486
GATS8dv,0.0
GATS8pe,0.0
GATS8se,0.0
LogEE_A,3.577628992466284
LogEE_D,39.14396099297325
MATS1dv,0.4647475607867431
MATS1pe,-0.011879107119963142
MATS1se,-0.08919446173327282
MATS2dv,0.2538685406019307
MATS2pe,0.15095629346943443
MATS2se,0.11447713955676336
MATS3dv,-0.11715457724379091
MATS3pe,0.006349538727652384
MATS3se,-0.03883942355243814
MATS4dv,-0.35844725142311046
MATS4pe,-0.18766923069092706
MATS4se,-0.10180411965875863
MATS5dv,-0.3572017365499808
MATS5pe,0.017752411309879736
MATS5se,0.062884603264466
MATS6dv,-0.857793867120954
MATS6pe,-0.9229203549479116
MATS6se,-0.7999582862803638
MATS7dv,0.3553269558380291
MATS7pe,-0.04186002055959764
MATS7se,0.010673844836470495
MATS8dv,1.432708688245315
MATS8pe,1.1369258215603886
MATS8se,0.7668834640694423
MAXaaCH,1.2459221466364323
MAXaasC,0.19500000000000028
MAXaasN,1.3384259259259257
MAXsCH3,1.5931481481481482
MDEC-11,0.16666666666666669
MDEC-12,0.5163977794943223
MDEC-13,2.787089583654816
MDEC-23,1.2986716619003957
MDEC-33,3.5327755290014426
MDEN-22,1.1447142425533319
MDEN-23,2.525064635825322
MDEN-33,0.25
MDEO-11,0.25
MINaaCH,1.2459221466364323
MINaasC,0.14314814814814847
MINaasN,0.9120370370370368
MINsCH3,1.3603325774754347
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2142857142857144
SM1_Dzi,1.472516299044842
SM1_Dzm,1.2110320506083252
SM1_Dzp,-4.755497619587395
SM1_Dzv,-2.3946120973331952
SddssSe,0
SpAD_Dt,208.22135765516362
SpAbs_A,17.816887094150683
SpAbs_D,78.28792198594651
SpMAD_A,1.2726347924393344
SpMAD_D,5.591994427567608
SpMax_A,2.447547889741369
SpMax_D,39.14396099297325
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.67
TpiPC10,8.226592279962107
VAdjMat,4.906890595608519
VE1_DzZ,3.696996097076658
VE1_Dzi,3.699001255139404
VE1_Dzm,3.696983120262169
VE1_Dzp,3.6780196286072258
VE1_Dzv,3.683637511295971
VE2_DzZ,0.2640711497911899
VE2_Dzi,0.2642143753671003
VE2_Dzm,0.26407022287586923
VE2_Dzp,0.26271568775765897
VE2_Dzv,0.2631169650925694
VE3_DzZ,1.6439928608750312
VE3_Dzi,1.644535088790046
VE3_Dzm,1.6439893507719845
VE3_Dzp,1.6388466995501747
VE3_Dzv,1.6403729547594386
VR1_DzZ,60.637844331305246
VR1_Dzi,60.582495893728435
VR1_Dzm,60.63906886640545
VR1_Dzp,62.24241813861741
VR1_Dzv,61.67497585464715
VR2_DzZ,4.331274595093232
VR2_Dzi,4.327321135266317
VR2_Dzm,4.331362061886104
VR2_Dzp,4.445887009901243
VR2_Dzv,4.405355418189083
VR3_DzZ,4.441391428697229
VR3_Dzi,4.440478241334112
VR3_Dzm,4.441411622731987
VR3_Dzp,4.467508967578175
VR3_Dzv,4.458350507543199
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.025409944487358057
Xch-7dv,0.05902496657202887
Xpc-4dv,0.8178123383552474
Xpc-5dv,0.8969719342478994
Xpc-6dv,1.075494174795804
Zagreb1,74.0
Zagreb2,89.0
fragCpx,43.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,15
nBondsS,10
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,7.107357142857143
AATS1are,7.0306772727272735
AATS2are,7.152269444444446
AATS3are,7.21541052631579
AATS4are,7.234363414634147
AATS5are,6.8632870967741955
AATS6are,6.84495
AATS7are,5.806307692307692
AATS8are,4.840000000000002
AATSC0dv,5.324263038548753
AATSC0pe,0.16625351473922895
AATSC0se,0.114102439909297
AATSC1dv,2.4744382601525463
AATSC1pe,-0.0019749433106576717
AATSC1se,-0.010177305710162853
AATSC2dv,1.351662887377173
AATSC2pe,0.02509701436129999
AATSC2se,0.013062120937263798
AATSC3dv,-0.6237617854159208
AATSC3pe,0.0010556331304450606
AATSC3se,-0.0044316729920038074
AATSC4dv,-1.908467452021459
AATSC4pe,-0.0312006692107738
AATSC4se,-0.011616098445882387
AATSC5dv,-1.901836003218492
AATSC5pe,0.0029514007753639456
AATSC5se,0.007175286665203714
AATSC6dv,-4.567120181405896
AATSC6pe,-0.15343875283446703
AATSC6se,-0.09127719229024941
AATSC7dv,1.8918541775684632
AATSC7pe,-0.006959375545089493
AATSC7se,0.0012179117390545347
AATSC8dv,7.628117913832199
AATSC8pe,0.18901791383220004
AATSC8se,0.08750327437641706
AETA_eta,0.511709737926916
ATSC0are,3.8943809523809505
ATSC1are,-0.18045147392290337
ATSC2are,0.8698802721088407
ATSC3are,-0.022279818594108318
ATSC4are,-1.1911056689342439
ATSC5are,0.20600430839002348
ATSC6are,-3.2543390022675722
ATSC7are,-0.04637868480725151
ATSC8are,1.67147959183674
BCUTZ-1h,8.0238443843295
BCUTZ-1l,5.787995133038078
BCUTc-1h,0.5132502943122412
BCUTc-1l,-0.42486705564493216
BCUTd-1h,3.277744638834326
BCUTd-1l,0.9772142918683989
BCUTi-1h,14.69314386872564
BCUTi-1l,11.066510678818194
BCUTm-1h,16.011257827105165
BCUTm-1l,11.814700163356132
BCUTp-1h,1.9115485857932688
BCUTp-1l,0.743850475643705
BCUTs-1h,7.009371542926017
BCUTs-1l,1.4459444067582172
BCUTv-1h,20.76852942309318
BCUTv-1l,14.701775877586789
BalabanJ,2.129455759458655
Diameter,6
ETA_beta,20.5
GATS1are,0.6861867803762108
GATS2are,0.7281930416636097
GATS3are,0.8370224306210735
GATS4are,1.2895627936495064
GATS5are,0.9740833419452661
GATS6are,2.1128261720182926
GATS7are,0.8889928759949056
GATS8are,0.0
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,104.11067882758181
MATS1are,-0.04423017067547672
MATS2are,0.1302980280909406
MATS3are,-0.003161614510464204
MATS4are,-0.1566560952347442
MATS5are,0.035834015056550976
MATS6are,-0.8774323812085789
MATS7are,-0.019237823632431744
MATS8are,1.0014734293609877
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,1.3233629130966955
SM1_Dzse,1.1983045659983018
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,24.315541433131994
SMR_VSA4,14.09534396535438
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,27.165404736163666
SMR_VSA8,0.0
SMR_VSA9,11.518332492848387
SpAD_DzZ,47.23189902666844
SpAD_Dzi,43.789903492129234
SpAD_Dzm,47.25107847099524
SpAD_Dzp,82.19548932844324
SpAD_Dzv,70.85640434549035
SpAbs_Dt,208.2213576551637
SpDiam_A,4.895095779482737
SpDiam_D,54.76552673905637
SpMAD_Dt,14.872954118225973
SpMax_Dt,104.11067882758181
SsssssAs,0
VE1_Dzpe,3.6975866097822307
VE1_Dzse,3.696911340356069
VE2_Dzpe,0.26411332927015935
VE2_Dzse,0.2640650957397192
VE3_Dzpe,1.644152575825891
VE3_Dzse,1.6439699347777517
VMcGowan,127.90999999999997
VR1_Dzpe,60.600155466422315
VR1_Dzse,60.64341132557351
VR2_Dzpe,4.328582533315879
VR2_Dzse,4.331672237540965
VR3_Dzpe,4.440769695145704
VR3_Dzse,4.441483231742011
mZagreb1,5.666666666666666
mZagreb2,3.055555555555556
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,17
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1854467120181405
AATSC1are,-0.008202339723768335
AATSC2are,0.02416334089191224
AATSC3are,-0.0005863110156344295
AATSC4are,-0.029051357778883995
AATSC5are,0.006645300270645919
AATSC6are,-0.1627169501133786
AATSC7are,-0.003567591139019347
AATSC8are,0.18571995464852667
AETA_beta,1.4642857142857142
BCUTdv-1h,6.023837282184353
BCUTdv-1l,0.9960216229039436
BCUTpe-1h,3.497380196241838
BCUTpe-1l,2.308555905416661
BCUTse-1h,3.7091348815374645
BCUTse-1l,2.5013212065823063
ETA_alpha,6.166666666666667
ETA_dBeta,-0.5
ETA_eta_B,0.3051526570924734
ETA_eta_F,13.161066848222493
ETA_eta_L,2.490357719146329
ETA_eta_R,20.325003179199317
ETA_psi_1,0.4625000000000001
LabuteASA,78.00708708090522
LogEE_DzZ,23.702684207611053
LogEE_Dzi,22.000131483999915
LogEE_Dzm,23.712041525222194
LogEE_Dzp,40.55860409775479
LogEE_Dzv,35.18407672843959
PEOE_VSA1,0.0
PEOE_VSA2,9.361636831863176
PEOE_VSA3,14.460318640164214
PEOE_VSA4,10.082660329248245
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,14.09534396535438
PEOE_VSA9,0.0
SM1_Dzare,1.4997673336435549
SpAD_Dzpe,46.36018127706872
SpAD_Dzse,47.35656752410336
SpAbs_DzZ,46.23322877081034
SpAbs_Dzi,42.68048248313419
SpAbs_Dzm,46.2548350862212
SpAbs_Dzp,85.87270581509702
SpAbs_Dzv,72.76276555421238
SpDiam_Dt,124.95208638087806
SpMAD_DzZ,3.3737070733334598
SpMAD_Dzi,3.1278502494378024
SpMAD_Dzm,3.375077033642517
SpMAD_Dzp,5.871106380603089
SpMAD_Dzv,5.061171738963596
SpMax_DzZ,23.70268420721177
SpMax_Dzi,22.00013148171068
SpMax_Dzm,23.712041524826788
SpMax_Dzp,40.55860409775479
SpMax_Dzv,35.18407672843959
VE1_Dzare,3.6984134536987643
VE2_Dzare,0.26417238954991173
VE3_Dzare,1.6443761680143392
VR1_Dzare,60.53565260844182
VR2_Dzare,4.323975186317273
VR3_Dzare,4.439704727402442
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4404761904761905
AETA_dBeta,-0.03571428571428571
AETA_eta_B,0.0217966183637481
AETA_eta_F,0.9400762034444637
AETA_eta_L,0.1778826942247378
AETA_eta_R,1.4517859413713798
BCUTare-1h,3.5504243861353015
BCUTare-1l,2.265389378993598
ETA_beta_s,10.5
ETA_dPsi_A,0.2514999999999999
ETA_dPsi_B,0.0
ETA_eta_BR,0.4771526570924734
ETA_eta_FL,4.118703186134292
ETA_eta_RL,6.6090609052806215
LogEE_Dzpe,23.274616561519757
LogEE_Dzse,23.7638769457121
PEOE_VSA10,6.3273200747645415
PEOE_VSA11,11.518332492848387
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,11.24901029325548
SlogP_VSA2,24.315541433131994
SlogP_VSA3,14.09534396535438
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,15.916394442908185
SlogP_VSA7,0.0
SlogP_VSA8,11.518332492848387
SlogP_VSA9,0.0
SpAD_Dzare,45.141026237644965
SpAbs_Dzpe,45.288103973436094
SpAbs_Dzse,46.36899478703002
SpDiam_DzZ,33.122596849727934
SpDiam_Dzi,30.740669009120925
SpDiam_Dzm,33.13518379182816
SpDiam_Dzp,55.39097886895043
SpDiam_Dzv,48.45210908982697
SpMAD_Dzpe,3.311441519790623
SpMAD_Dzse,3.382611966007383
SpMax_Dzpe,23.27461656089841
SpMax_Dzse,23.763876945337273
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,14
AETA_beta_s,0.75
AETA_eta_BR,0.03408233264946239
AETA_eta_FL,0.294193084723878
AETA_eta_RL,0.4720757789486158
DetourIndex,727
EState_VSA1,11.24901029325548
EState_VSA2,11.518332492848387
EState_VSA3,0.0
EState_VSA4,4.567099647791355
EState_VSA5,18.056794992586916
EState_VSA6,7.04767198267719
EState_VSA7,0.0
EState_VSA8,15.066638850195453
EState_VSA9,0.0
ETA_beta_ns,10.0
ETA_shape_p,0.27027027027027023
ETA_shape_x,0.0
ETA_shape_y,0.454054054054054
GhoseFilter,False
LogEE_Dzare,22.677639358095323
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,43.94896196793899
SpDiam_Dzpe,32.53538728466265
SpDiam_Dzse,33.20646027240136
SpMAD_Dzare,3.2243590169746406
SpMax_Dzare,22.677639356939878
TopoPSA(NO),82.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2504629629629624
VSA_EState9,37.41620370370371
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7142857142857143
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0595238095238095
FilterItLogS,-1.001366876986409
SpDiam_Dzare,31.724191672304396
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7349206349206351
ETA_epsilon_2,0.9523809523809523
ETA_epsilon_3,0.4400000000000004
ETA_epsilon_4,0.7349206349206351
ETA_epsilon_5,0.9523809523809523
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.2949206349206347
ETA_dEpsilon_B,0.0
ETA_dEpsilon_C,-0.2949206349206347
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.3333333333333333
TopoShapeIndex,0.5
CDK Descriptors
FMFDescriptor,0.7142857142857143
MDEDescriptor,"0.16666666666666669,0.5163977794943223,2.787089583654816,0.0,0.0,1.2986716619003957,0.0,3.5327755290014426,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.1447142425533319,2.525064635825322,0.25"
APolDescriptor,24.091551000000003
BCUTDescriptor,"11.900000000000002,15.995923200188987,-0.2724079779383033,0.33042211525752785,4.688508972035406,9.461174618039912"
BPolDescriptor,16.168449
TPSADescriptor,82.67
ALOGPDescriptor,"0.3020999999999996,0.09126440999999975,40.9489"
XLogPDescriptor,1.131
VAdjMaDescriptor,4.906890595608519
WeightDescriptor,193.05997452
ChiPathDescriptor,"10.292528739883947,6.609060905280622,6.167116422398736,5.523978356527084,4.137643925227351,3.2921358535932206,2.076422669284701,1.2121006892532813,7.629914827617142,3.8607140474579755,2.8144070892928434,1.9256953929644056,1.114189798879095,0.6936508543948282,0.3500015890874596,0.13757717706022932"
ChiChainDescriptor,"0.0,0.0,0.0,0.11340230290662862,0.34978453272924503,0.0,0.0,0.0,0.025409944487358057,0.05902496657202887"
AtomCountDescriptor,21
BondCountDescriptor,15
SmallRingDescriptor,"2,2,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.128470227226691,0.0,0.4775418951513972,0.0,0.40417347381763435,0.0,0.0869814146766685,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,1,0,0,0,0,0"
ZagrebIndexDescriptor,74.0
LargestChainDescriptor,7
MannholdLogPDescriptor,1.46
WeightedPathDescriptor,"28.039753330076493,2.0028395235768923,20.643629640585168,5.066123107900241,15.577506532684922"
FractionalPSADescriptor,0.42820890350545354
WienerNumbersDescriptor,"267.0,24.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.131468400654593,4.597511662545663,6.918599712479393,0.8178123383552475,0.8969719342478996,1.0165286074574231"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.3333333333333333
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"10.515555555555556,3.8677685950413223,1.76"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,302.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"17.348839577464297,17.685983587346065,26.401873137605417,29.14920819723104,21.62229161454552"
PetitjeanShapeIndexDescriptor,"0.5,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.5906760816912042,-0.41095997786624877,0.22414650692407798,-0.12210516946492202,-0.09112514347610881"
EccentricConnectivityIndexDescriptor,146
AutocorrelationDescriptorPolarizability,"766.5608256679689,903.9026490151367,1288.464890010987,1274.9693726784674,809.0711573632815"
