DLiP-ID,T000NJ
JGI6,0.013413729128014844
JGI7,0.013507791327913278
JGI8,0.010868010868010865
JGI9,0.009322916666666669
MIC0,14.746857566054622
MIC1,33.436856013878
MIC2,39.18275430914101
MIC3,41.59338441216205
MIC4,42.091065118255706
MIC5,42.4550348152254
MPC2,47
MPC3,54
MPC4,62
MPC5,72
MPC6,62
MPC7,66
MPC8,74
MPC9,80
Mare,0.9851515151515151
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,1
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,2
RNCG,0.12570895943494945
RPCG,0.08825793350123073
SIC0,0.2595163312538876
SIC1,0.6156636302924421
SIC2,0.7955809976847678
SIC3,0.8771224311303836
SIC4,0.9040817653041727
SIC5,0.9090951760289926
SaaN,0
SaaO,0
SaaS,0
Sare,65.02
SdNH,0
SdSe,0
SddC,0
SdsN,3.8947407380549133
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.82688412671173
SssS,0
StCH,0
StsC,6.1724666433789315
TIC0,103.52885310955959
TIC1,245.60669934520593
TIC2,317.3811368560233
TIC3,349.9104618690041
TIC4,360.66534937116757
TIC5,362.66534937116757
Vabc,470.2463602942081
WPol,48
apol,72.798583
bpol,36.57941700000001
nRot,9
ABCGG,20.455665579334042
ATS0Z,1468.0
ATS0d,197.0
ATS0i,10827.10592835172
ATS0m,5787.217379000001
ATS0p,94.917216050319
ATS0s,333.52777777777777
ATS0v,14057.169496807255
ATS1Z,1596.0
ATS1d,236.0
ATS1i,10006.163917245303
ATS1m,6012.19088
ATS1p,117.77684155
ATS1s,229.72222222222223
ATS1v,17212.831758336833
ATS2Z,2224.0
ATS2d,361.0
ATS2i,17418.39743032189
ATS2m,8229.883251
ATS2p,168.34861887103702
ATS2s,376.05555555555554
ATS2v,23729.888896974706
ATS3Z,2462.0
ATS3d,403.0
ATS3i,23192.916404555934
ATS3m,8810.176080000001
ATS3p,195.27443036928204
ATS3s,484.97222222222223
ATS3v,26858.259442171166
ATS4Z,2444.0
ATS4d,405.0
ATS4i,25944.451132141963
ATS4m,8678.294975
ATS4p,192.068002288866
ATS4s,514.75
ATS4v,26458.984507267953
ATS5Z,2649.0
ATS5d,393.0
ATS5i,24644.462593446828
ATS5m,9546.694722
ATS5p,189.38572223952698
ATS5s,648.7500000000001
ATS5v,26578.791195405705
ATS6Z,2428.0
ATS6d,389.0
ATS6i,27407.648767577975
ATS6m,8436.911396
ATS6p,196.54699889947
ATS6s,561.7222222222222
ATS6v,26664.183926649355
ATS7Z,2211.0
ATS7d,377.0
ATS7i,27394.562092689153
ATS7m,7727.830540999999
ATS7p,186.60515993560102
ATS7s,501.4722222222222
ATS7v,24776.26784328165
ATS8Z,2042.0
ATS8d,337.0
ATS8i,23324.092412555765
ATS8m,7178.365817000002
ATS8p,161.186161104866
ATS8s,523.8888888888889
ATS8v,21698.028020855967
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,2
C2SP2,9
C2SP3,3
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.3076923076923077
GGI10,0.28088970513212935
JGI10,0.0073918343455823534
JGT10,0.4531305382463536
Kier1,31.219135802469136
Kier2,16.761430511543686
Kier3,11.939643347050755
MAXdO,12.420099292606647
MID_C,52.84011992567475
MID_N,9.349385293861076
MID_O,7.130604846215837
MID_X,0.0
MID_h,16.479990140076914
MINdO,12.24293198894403
MPC10,79
MWC01,36.0
MWC02,5.117993812416755
MWC03,5.910796644040527
MWC04,6.744059186311348
MWC05,7.556427969440253
MWC06,8.388677769180811
MWC07,9.208638925336425
MWC08,10.039896052315676
MWC09,10.863661189560236
MWC10,11.69450507992673
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,3
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.7009000000000026
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.564520407322694
SRW05,0.0
SRW06,7.007600613951853
SRW07,0.0
SRW08,8.52456594574565
SRW09,0.0
SRW10,10.080503392206552
SaaCH,16.990472606777324
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5390985803471793
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.8602037277258707
SdssS,0
SsCH3,4.804701526187485
SsNH2,10.750236491802406
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.0942623369828715
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,5.001064077580325
VE1_D,5.819802613615957
VE2_A,0.14288754507372356
VE2_D,0.16628007467474162
VE3_A,2.8624136738035237
VE3_D,3.01402931447732
VR1_A,331.3314989354622
VR1_D,228.52976478230352
VR2_A,9.46661425529892
VR2_D,6.529421850922958
VR3_A,7.055882350056421
VR3_D,6.684429431975655
WPath,4638
Xc-3d,2.416783145033457
Xc-4d,0.0
Xc-5d,0.3501589385506499
Xc-6d,0.0
Xp-0d,25.794317972067567
Xp-1d,16.688779603399603
Xp-2d,14.782380336520047
Xp-3d,10.9097084159159
Xp-4d,8.127439752551059
Xp-5d,6.571928020867566
Xp-6d,3.5304512630139198
Xp-7d,2.4422875586286974
ZMIC0,116.1798961715095
ZMIC1,57.31240302432216
ZMIC2,36.133154722835705
ZMIC3,29.434246555246244
ZMIC4,28.120428250406917
ZMIC5,27.385083865069017
nAcid,0
nAtom,66
nBase,3
nRing,2
piPC1,3.8918202981106265
piPC2,4.3694478524670215
piPC3,4.787491742782046
piPC4,5.22305488204749
piPC5,5.715381610499553
piPC6,5.815435649937047
piPC7,6.217728225758435
piPC8,6.61136876590021
piPC9,7.02936431947205
AATS0Z,22.242424242424242
AATS0d,2.984848484848485
AATS0i,164.04705952048062
AATS0m,87.68511180303031
AATS0p,1.4381396371260455
AATS0s,5.053451178451178
AATS0v,212.98741661829175
AATS1Z,23.82089552238806
AATS1d,3.5223880597014925
AATS1i,149.34573010813887
AATS1m,89.73419223880597
AATS1p,1.757863306716418
AATS1s,3.4286898839137647
AATS1v,256.90793669159456
AATS2Z,19.857142857142858
AATS2d,3.2232142857142856
AATS2i,155.521405627874
AATS2m,73.48110045535714
AATS2p,1.503112668491402
AATS2s,3.357638888888889
AATS2v,211.87400800870273
AATS3Z,16.979310344827585
AATS3d,2.779310344827586
AATS3i,159.95114761762713
AATS3m,60.75983503448277
AATS3p,1.3467202094433244
AATS3s,3.3446360153256705
AATS3v,185.22937546324943
AATS4Z,15.371069182389936
AATS4d,2.547169811320755
AATS4i,163.17264862982367
AATS4m,54.58047154088051
AATS4p,1.2079748571626794
AATS4s,3.2374213836477987
AATS4v,166.4087075928802
AATS5Z,17.543046357615893
AATS5d,2.6026490066225167
AATS5i,163.20836154600548
AATS5m,63.22314385430464
AATS5p,1.25421008105647
AATS5s,4.29635761589404
AATS5v,176.01848473778614
AATS6Z,14.626506024096386
AATS6d,2.3433734939759034
AATS6i,165.10631787697577
AATS6m,50.82476744578313
AATS6p,1.1840180656594579
AATS6s,3.3838688085676036
AATS6v,160.62761401595998
AATS7Z,13.239520958083832
AATS7d,2.2574850299401197
AATS7i,164.03929396819854
AATS7m,46.274434377245505
AATS7p,1.117396167279048
AATS7s,3.002827677977378
AATS7v,148.36088528911168
AATS8Z,14.4822695035461
AATS8d,2.3900709219858154
AATS8i,165.41909512450897
AATS8m,50.91039586524824
AATS8p,1.143164263155078
AATS8s,3.715524034672971
AATS8v,153.88672355216997
AMID_C,1.5097177121621357
AMID_N,0.26712529411031644
AMID_O,0.2037315670347382
AMID_X,0.0
AMID_h,0.4708568611450547
ATS0dv,482.0
ATS0pe,412.6474
ATS0se,508.74084399999987
ATS1dv,448.0
ATS1pe,435.8115
ATS1se,521.3809679999999
ATS2dv,577.0
ATS2pe,709.7266
ATS2se,864.206828
ATS3dv,585.0
ATS3pe,913.6406
ATS3se,1122.0869599999999
ATS4dv,578.0
ATS4pe,989.3134999999999
ATS4se,1228.3111720000002
ATS5dv,654.0
ATS5pe,970.9248
ATS5se,1191.5294559999998
ATS6dv,541.0
ATS6pe,1040.9134
ATS6se,1291.4597919999997
ATS7dv,502.0
ATS7pe,1005.114
ATS7se,1263.715948
ATS8dv,520.0
ATS8pe,874.2836000000001
ATS8se,1089.4476679999998
ATSC0Z,490.4848484848485
ATSC0c,1.5792302937535128
ATSC0d,36.257575757575765
ATSC0i,98.94396524041152
ATSC0m,2331.6366331666663
ATSC0p,14.619735947169165
ATSC0s,118.36574074074076
ATSC0v,3245.3954999890557
ATSC1Z,-1.7043158861340943
ATSC1c,-1.087541154581431
ATSC1d,10.587006427915522
ATSC1i,0.7582273165690595
ATSC1m,-4.145252638888557
ATSC1p,0.35163390541136375
ATSC1s,-12.27237654320988
ATSC1v,114.49444281821826
ATSC2Z,53.57116620752982
ATSC2c,0.4027655112109134
ATSC2d,-7.634067952249767
ATSC2i,16.908812564373342
ATSC2m,244.35487377777804
ATSC2p,0.7851812290657798
ATSC2s,23.771604938271604
ATSC2v,92.77368014417911
ATSC3Z,-112.51974288337922
ATSC3c,0.2832874656700365
ATSC3d,-2.308310376492193
ATSC3i,21.41066020620382
ATSC3m,-540.9313251388886
ATSC3p,-1.3687867536264717
ATSC3s,-22.138117283950628
ATSC3v,-627.2556195163857
ATSC4Z,-23.22865013774105
ATSC4c,-0.9379780564296464
ATSC4d,-8.347796143250687
ATSC4i,-10.502597185816523
ATSC4m,-92.71084791666672
ATSC4p,0.9569708252334168
ATSC4s,-46.025462962962976
ATSC4v,254.6828693874561
ATSC5Z,-21.38200183654729
ATSC5c,0.9058948099822288
ATSC5d,-7.058999081726354
ATSC5i,8.03076412991962
ATSC5m,-119.70688480555519
ATSC5p,-1.300236827290139
ATSC5s,63.699845679012334
ATSC5v,-436.52191936212887
ATSC6Z,-181.8558310376492
ATSC6c,-0.21363209596346525
ATSC6d,6.746097337006427
ATSC6i,37.824568009909996
ATSC6m,-851.0308020555555
ATSC6p,0.7904293606879428
ATSC6s,-47.55246913580248
ATSC6v,-343.6082016110638
ATSC7Z,93.16712580348945
ATSC7c,-0.5431257878454868
ATSC7d,8.105831037649219
ATSC7i,-15.784393781659425
ATSC7m,452.8308478055553
ATSC7p,1.228752651452471
ATSC7s,-25.097993827160494
ATSC7v,588.3815328920546
ATSC8Z,16.29752066115701
ATSC8c,0.5874238910909059
ATSC8d,4.661845730027548
ATSC8i,23.659991109460265
ATSC8m,72.20223491666661
ATSC8p,1.5066734125342487
ATSC8s,32.627314814814824
ATSC8v,138.19204635317038
AXp-0d,0.7369805134876448
AXp-1d,0.4635772112055445
AXp-2d,0.31451873056425633
AXp-3d,0.2020316373317759
AXp-4d,0.13108773794437192
AXp-5d,0.09127677806760509
AXp-6d,0.05694276230667612
AXp-7d,0.03700435694891966
GATS1Z,0.8594146221813211
GATS1c,1.7851582401940478
GATS1d,0.9766358346171357
GATS1i,1.2524101311900058
GATS1m,0.8637602647798032
GATS1p,1.0834061069557985
GATS1s,0.709881966550865
GATS1v,0.9867270118690586
GATS2Z,0.8525183249192424
GATS2c,0.8909543905463567
GATS2d,1.4325823831413047
GATS2i,1.0219267976847886
GATS2m,0.8584124701189493
GATS2p,1.023388449518718
GATS2s,0.5430165280020561
GATS2v,0.9921183449267599
GATS3Z,1.065202154266991
GATS3c,0.9788614870704212
GATS3d,1.1250918627606379
GATS3i,0.9748886239587818
GATS3m,1.0666260394032412
GATS3p,1.041801668011864
GATS3s,1.073358302661162
GATS3v,1.0640419164185113
GATS4Z,1.0314207013281917
GATS4c,1.3012150139118401
GATS4d,1.178239992430753
GATS4i,1.023149335286009
GATS4m,1.0253347458513045
GATS4p,0.9416859694451156
GATS4s,1.3834165651329726
GATS4v,0.9310009909476645
GATS5Z,1.0369182999288895
GATS5c,1.022256675728383
GATS5d,1.1753652346939056
GATS5i,1.0080088250916246
GATS5m,1.0355228542953265
GATS5p,0.9869432521680885
GATS5s,1.0983917855617378
GATS5v,0.9919992929505898
GATS6Z,1.170743458202016
GATS6c,1.3113082716491695
GATS6d,0.8639656830414008
GATS6i,0.8448338047829062
GATS6m,1.1643199516990865
GATS6p,0.9186354382609704
GATS6s,1.3593094166473063
GATS6v,0.9831660718076696
GATS7Z,0.935192200548859
GATS7c,1.0785650239429312
GATS7d,0.7997502696237277
GATS7i,0.9650788512612689
GATS7m,0.9324702331136595
GATS7p,0.9487504638038526
GATS7s,1.2091337331594876
GATS7v,0.9217871762213465
GATS8Z,1.0117720593841275
GATS8c,0.8398980121372684
GATS8d,0.8836500075575036
GATS8i,0.8422361168947321
GATS8m,1.0092650359781778
GATS8p,0.8997067622406113
GATS8s,1.141240079257753
GATS8v,0.9359712354102709
MATS1Z,-0.0034228954080457014
MATS1c,-0.6783742695969177
MATS1d,0.28763620260585915
MATS1i,0.0075488231054193335
MATS1m,-0.0017512948366106772
MATS1p,0.0236930160310788
MATS1s,-0.10213433944993226
MATS1v,0.03475248872987273
MATS2Z,0.0643622795714109
MATS2c,0.1502909125428788
MATS2d,-0.12407468210853075
MATS2i,0.10070469346472459
MATS2m,0.061756979747641785
MATS2p,0.03164873039333897
MATS2s,0.1183473115455749
MATS2v,0.016845467484890925
MATS3Z,-0.10441888903565019
MATS3c,0.08165030778372795
MATS3d,-0.02897819790480854
MATS3i,0.09849556628625372
MATS3m,-0.1055983653101964
MATS3p,-0.042615952358347885
MATS3s,-0.08513156102357164
MATS3v,-0.08797370132593225
MATS4Z,-0.01965826512080088
MATS4c,-0.2465437646771502
MATS4d,-0.09556962524343797
MATS4i,-0.044060985756699304
MATS4m,-0.016505036695858556
MATS4p,0.027171022388767296
MATS4s,-0.16140573306834946
MATS4v,0.03257458682060232
MATS5Z,-0.019054157668756337
MATS5c,0.2507259545819861
MATS5d,-0.08509643192202421
MATS5i,0.03547599195701696
MATS5m,-0.02244012373390792
MATS5p,-0.03887316682725313
MATS5s,0.23522276361524588
MATS5v,-0.058790264582295075
MATS6Z,-0.14741357621267223
MATS6c,-0.05378446866584207
MATS6d,0.07397580291915674
MATS6i,0.15199192421741045
MATS6m,-0.14511765657551184
MATS6p,0.02149608558929755
MATS6s,-0.1597286788645567
MATS6v,-0.0420951187843636
MATS7Z,0.07506968023670935
MATS7c,-0.13591970455855595
MATS7d,0.08835400657106178
MATS7i,-0.06304723724260876
MATS7m,0.07675427937879023
MATS7p,0.03321638790805518
MATS7s,-0.08379931184683474
MATS7v,0.07165044105966846
MATS8Z,0.015553236182569107
MATS8c,0.17411290528099926
MATS8d,0.060184403090574455
MATS8i,0.11193092401929271
MATS8m,0.014494878975269946
MATS8p,0.04823968005571659
MATS8s,0.1290268622534534
MATS8v,0.01993151180456232
MAXdsN,3.8947407380549133
MAXssO,4.82688412671173
MAXtsC,3.0871481553073052
MINdsN,3.8947407380549133
MINssO,4.82688412671173
MINtsC,3.0853184880716262
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.5688644335786
SpAD_D,550.49485860987
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.1339978617793509
SssNH2,0
SsssAs,0
SsssCH,-1.9302780747020118
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,667
TMWC10,146.5246566285288
TSRW10,70.46764980037514
VE1_Dt,5.808476710726633
VE2_Dt,0.16595647744933237
VE3_Dt,3.0120813209427775
VR1_Dt,229.67607250116538
VR2_Dt,6.562173500033296
VR3_Dt,6.689432904288955
Xc-3dv,1.0481912724937605
Xc-4dv,0.0
Xc-5dv,0.1067604601722419
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.19001991384646114
Xp-0dv,20.07732408838327
Xp-1dv,11.088919373387942
Xp-2dv,8.12095588119285
Xp-3dv,4.951084787048187
Xp-4dv,3.149609718304084
Xp-5dv,1.9982672442204588
Xp-6dv,0.9381665732510337
Xp-7dv,0.5468894079794631
Xpc-4d,4.40565742360159
Xpc-5d,5.9109732129917845
Xpc-6d,8.489756867416085
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,67
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,7.2877743657588265
AATS0dv,7.303030303030303
AATS0pe,6.252233333333334
AATS0se,7.708194606060604
AATS1dv,6.686567164179104
AATS1pe,6.504649253731344
AATS1se,7.781805492537313
AATS2dv,5.151785714285714
AATS2pe,6.336844642857143
AATS2se,7.716132392857142
AATS3dv,4.0344827586206895
AATS3pe,6.3009696551724135
AATS3se,7.738530758620689
AATS4dv,3.6352201257861636
AATS4pe,6.222097484276729
AATS4se,7.725227496855347
AATS5dv,4.33112582781457
AATS5pe,6.429965562913908
AATS5se,7.890923549668872
AATS6dv,3.2590361445783134
AATS6pe,6.270562650602409
AATS6se,7.779878265060239
AATS7dv,3.0059880239520957
AATS7pe,6.018646706586827
AATS7se,7.567161365269461
AATS8dv,3.6879432624113475
AATS8pe,6.200592907801419
AATS8se,7.726579205673757
AATSC0Z,7.431588613406795
AATSC0c,0.02392773172353807
AATSC0d,0.5493572084481176
AATSC0i,1.4991509884910836
AATSC0m,35.32782777525252
AATSC0p,0.2215111507146843
AATSC0s,1.793420314253648
AATSC0v,49.17265909074327
AATSC1Z,-0.025437550539314843
AATSC1c,-0.016231957531066137
AATSC1d,0.15801502131217196
AATSC1i,0.011316825620433724
AATSC1m,-0.061869442371471
AATSC1p,0.005248267244945728
AATSC1s,-0.18316979915238626
AATSC1v,1.7088722808689292
AATSC2Z,0.478313983995802
AATSC2c,0.003596120635811727
AATSC2d,-0.06816132100223006
AATSC2i,0.1509715407533334
AATSC2m,2.181739944444447
AATSC2p,0.00701054668808732
AATSC2s,0.2122464726631393
AATSC2v,0.828336429858742
AATSC3Z,-0.7759982267819256
AATSC3c,0.001953706659793355
AATSC3d,-0.015919381906842712
AATSC3i,0.14765972556002632
AATSC3m,-3.730560863026818
AATSC3p,-0.009439908645699805
AATSC3s,-0.15267667092379744
AATSC3v,-4.325900824250936
AATSC4Z,-0.14609213923107578
AATSC4c,-0.005899233059305952
AATSC4d,-0.05250186253616784
AATSC4i,-0.06605407035104731
