DLiP-ID,T004SE
AATSC5i,-0.28909458977104757
AATSC5m,0.03195448205507059
AATSC5p,-0.03262962865329171
AATSC5s,-0.0568315688875123
AATSC5v,-3.649083626685549
AATSC6Z,0.9077346494830079
AATSC6c,0.0034920541533220574
AATSC6d,-0.010968804208046724
AATSC6i,0.10177133363591997
AATSC6m,4.331932485559877
AATSC6p,0.0125139819027858
AATSC6s,-0.13249765307117178
AATSC6v,4.917633059600092
AATSC7Z,-0.5302704150922477
AATSC7c,-0.0005210962842619232
AATSC7d,-0.04778688297410409
AATSC7i,-0.1543226715613563
AATSC7m,-2.41672322315019
AATSC7p,-0.011049694084225839
AATSC7s,-0.28429358766292107
AATSC7v,-1.4817700530990354
AATSC8Z,-2.486604849415822
AATSC8c,-0.0011342938991438106
AATSC8d,-0.017360033773988932
AATSC8i,0.376288189060368
AATSC8m,-11.492755242460614
AATSC8p,0.031239601050727137
AATSC8s,-0.7171253226359762
AATSC8v,-1.6920086709600295
ATS0are,297.30469999999985
ATS1are,326.15400000000005
ATS2are,538.6659
ATS3are,684.307
ATS4are,746.3929999999998
ATS5are,711.5399999999997
ATS6are,724.4447999999999
ATS7are,636.5489999999999
ATS8are,584.7789999999999
ATSC0dv,185.1063829787233
ATSC0pe,5.1093957446808504
ATSC0se,3.433941957446807
ATSC1dv,52.33137166138526
ATSC1pe,-0.052346446355818754
ATSC1se,-0.14811250701674977
ATSC2dv,34.95880488909009
ATSC2pe,1.8183054775916705
ATSC2se,1.4757212675418725
ATSC3dv,6.157537347215943
ATSC3pe,-0.15604970574920968
ATSC3se,-0.42825219918515167
ATSC4dv,21.16070620190132
ATSC4pe,2.7349446355817086
ATSC4se,2.504200999547306
ATSC5dv,31.039837030330474
ATSC5pe,-0.298079040289725
ATSC5se,-0.599820747849706
ATSC6dv,41.68039837030331
ATSC6pe,0.770976188320504
ATSC6se,-0.016626408329562373
ATSC7dv,-94.49841557265731
ATSC7pe,-2.3146634676324154
ATSC7se,-1.8520345495699426
ATSC8dv,-156.2227252150294
ATSC8pe,-5.001351516523315
ATSC8se,-2.7934709406971496
AXp-0dv,0.5374908520618881
AXp-1dv,0.2787339702930239
AXp-2dv,0.14337243784528603
AXp-3dv,0.07412249081090123
AXp-4dv,0.03884246328697462
AXp-5dv,0.02085167423204529
AXp-6dv,0.01051789734488405
AXp-7dv,0.005584755566195389
BertzCT,1392.1230510565022
ECIndex,679
ETA_eta,21.47230165286468
GATS1dv,0.4409758846067165
GATS1pe,0.614562138730306
GATS1se,0.6331278116532993
GATS2dv,0.7144540229885061
GATS2pe,0.5377590515246795
GATS2se,0.4776361758838235
GATS3dv,0.89256880733945
GATS3pe,0.8580375116907321
GATS3se,0.9074432711881528
GATS4dv,0.9462334217506636
GATS4pe,0.8339337269643387
GATS4se,0.7948240710874055
GATS5dv,0.9013783020770322
GATS5pe,1.009266356679968
GATS5se,1.0671530341392303
GATS6dv,1.0160146475434855
GATS6pe,1.2251359529735861
GATS6se,1.3668002447700967
GATS7dv,1.3528348580811644
GATS7pe,1.5768011371590078
GATS7se,1.7485866968334762
GATS8dv,1.6097029575100101
GATS8pe,2.044935187677472
GATS8se,2.126674045878417
LogEE_A,4.3599558235670255
LogEE_D,159.64747449936021
MATS1dv,0.2605363984674332
MATS1pe,-0.009441594491929798
MATS1se,-0.03974902356859774
MATS2dv,0.10567049808429126
MATS2pe,0.19912045543922738
MATS2se,0.24045286601881177
MATS3dv,0.014343562163872219
MATS3pe,-0.013169363103292156
MATS3se,-0.05377470191445162
MATS4dv,0.045921996266823896
MATS4pe,0.21502600858655768
MATS4se,0.2929464439859615
MATS5dv,0.0691338979632991
MATS5pe,-0.024052205397645892
MATS5se,-0.07201476376560102
MATS6dv,0.09365476553758526
MATS6pe,0.06276114201765477
MATS6se,-0.0020138397386845986
MATS7dv,-0.24483579638752065
MATS7pe,-0.2172651638934392
MATS7se,-0.258659191777594
MATS8dv,-0.4456877179387837
MATS8pe,-0.5169228011278592
MATS8se,-0.4295948427434856
MAXaaCH,1.9643245120847033
MAXaaaC,0.9814837945177053
MAXaasC,0.7350173217435124
MAXaasN,1.931110376249265
MAXdsCH,1.5462008692365834
MAXdssC,-0.08436366213151936
MAXsCH3,1.9018245120847033
MAXssNH,2.3003111615016376
MAXsssN,1.0284693877551019
MDEC-12,2.04548813478684
MDEC-13,1.8745768552368245
MDEC-22,15.5048735710893
MDEC-23,29.467552103171354
MDEC-33,13.58300572007988
MDEN-23,0.5773502691896258
MDEN-33,0.16666666666666669
MDEO-11,0.75
MINaaCH,1.6995484273956496
MINaaaC,0.7521850778623869
MINaasC,0.43696271101033024
MINaasN,1.931110376249265
MINdsCH,1.5462008692365834
MINdssC,-0.7533122323003265
MINsCH3,1.9018245120847033
MINssNH,2.3003111615016376
MINsssN,1.0284693877551019
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,737.3423618507661
SpAbs_A,39.73637493751781
SpAbs_D,319.29494899872043
SpMAD_A,1.3245458312505936
SpMAD_D,10.643164966624015
SpMax_A,2.5104891589207696
SpMax_D,159.64747449936021
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.41
TpiPC10,9.422079925437634
VAdjMat,6.087462841250339
VE1_DzZ,5.415111376656904
VE1_Dzi,5.413584659013751
VE1_Dzm,5.415121991101928
VE1_Dzp,5.421187862843811
VE1_Dzv,5.421103468833381
VE2_DzZ,0.18050371255523015
VE2_Dzi,0.18045282196712503
VE2_Dzm,0.18050406637006425
VE2_Dzp,0.1807062620947937
VE2_Dzv,0.18070344896111268
VE3_DzZ,2.7878057370825617
VE3_Dzi,2.7875237608135377
VE3_Dzm,2.787807697233311
VE3_Dzp,2.7889272429932994
VE3_Dzv,2.788911675433298
VR1_DzZ,196.4602841588671
VR1_Dzi,196.7058592673013
VR1_Dzm,196.46021276815068
VR1_Dzp,196.9550975972185
VR1_Dzv,196.47320464120008
VR2_DzZ,6.548676138628903
VR2_Dzi,6.55686197557671
VR2_Dzm,6.548673758938356
VR2_Dzp,6.565169919907283
VR2_Dzv,6.5491068213733366
VR3_DzZ,6.379072583309323
VR3_Dzi,6.380321801455271
VR3_Dzm,6.379072219924278
VR3_Dzp,6.3815880604472985
VR3_Dzv,6.379138347530017
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.18176380228705352
Xch-7dv,0.24595679234490028
Xpc-4dv,1.905141093551752
Xpc-5dv,2.754037260574068
Xpc-6dv,3.619224359227086
Zagreb1,168.0
Zagreb2,206.0
fragCpx,286.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,21
nBondsD,4
nBondsM,25
nBondsO,34
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,2
nHetero,6
naHRing,1
AATS0are,6.325631914893614
AATS1are,6.395176470588236
AATS2are,6.412689285714285
AATS3are,6.278045871559633
AATS4are,6.379427350427349
AATS5are,6.241578947368419
AATS6are,6.411015929203539
AATS7are,6.495397959183672
AATS8are,6.570550561797751
AATSC0dv,3.938433680398368
AATSC0pe,0.10871054775916703
AATSC0se,0.07306259483929377
AATSC1dv,1.0261053266938287
AATSC1pe,-0.0010264009089376227
AATSC1se,-0.0029041668042499957
AATSC2dv,0.4161762486796439
AATSC2pe,0.02164649378085322
AATSC2se,0.017568110327879433
AATSC3dv,0.05649116832308204
AATSC3pe,-0.001431648676598254
AATSC3se,-0.0039289192585793735
AATSC4dv,0.18086073676838735
AATSC4pe,0.02337559517591204
AATSC4se,0.02140342734655817
AATSC5dv,0.27227927219588133
AATSC5pe,-0.002614728423594079
AATSC5se,-0.005261585507453561
AATSC6dv,0.36885308292303814
AATSC6pe,0.0068227981267301235
AATSC6se,-0.00014713635689878206
AATSC7dv,-0.9642695466597685
AATSC7pe,-0.023619014975840975
AATSC7se,-0.018898311730305536
AATSC8dv,-1.7553115192699935
AATSC8pe,-0.05619496085981253
AATSC8se,-0.03138731394041741
AETA_eta,0.7157433884288227
ATSC0are,5.501463829787234
ATSC1are,-0.14234585785423273
ATSC2are,2.2347710276143022
ATSC3are,-0.37404377546401146
ATSC4are,3.2905538705296506
ATSC5are,-0.5783952467179722
ATSC6are,0.6111635581711169
ATSC7are,-2.7300501131733816
ATSC8are,-5.152684698958802
BCUTZ-1h,8.0247592897107
BCUTZ-1l,5.655173881823009
BCUTc-1h,0.46204797030542233
BCUTc-1l,-0.46551259374913173
BCUTd-1h,3.2739340244306647
BCUTd-1l,0.9773067764544131
BCUTi-1h,14.552066172135923
BCUTi-1l,10.915934688042675
BCUTm-1h,16.0123369874308
BCUTm-1l,11.66649126998171
BCUTp-1h,2.0302592525240195
BCUTp-1l,0.750031783782615
BCUTs-1h,7.010452785768091
BCUTs-1l,1.398022214824008
BCUTv-1h,20.935945812147345
BCUTv-1l,14.701780219009816
BalabanJ,1.3196374569778988
Diameter,13
ETA_beta,43.25
GATS1are,0.6390823141029522
GATS2are,0.5211697317806986
GATS3are,0.8788916868831018
GATS4are,0.8258572758442809
GATS5are,1.0324692265554403
GATS6are,1.2696987540099216
GATS7are,1.640948232370349
GATS8are,2.0819161719903354
HybRatio,0.041666666666666664
Lipinski,True
LogEE_Dt,368.6711809253831
MATS1are,-0.023844831285772715
MATS2are,0.2272863436843775
MATS3are,-0.02931673018213829
MATS4are,0.24027176539196546
MATS5are,-0.04334504517091574
MATS6are,0.04620602440505512
MATS7are,-0.23799297580862544
MATS8are,-0.49461030153224744
NsssssAs,0
RotRatio,0.058823529411764705
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,4.899909730850478
SMR_VSA7,84.06343734645706
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,237.35399069244275
SpAD_Dzi,230.99163601093915
SpAD_Dzm,237.3873905804349
SpAD_Dzp,298.8903088151253
SpAD_Dzv,278.3453987862764
SpAbs_Dt,737.3423618507659
SpDiam_A,5.004634003790145
SpDiam_D,234.91621117846387
SpMAD_Dt,24.57807872835887
SpMax_Dt,368.6711809253831
SsssssAs,0
VE1_Dzpe,5.414684551246004
VE1_Dzse,5.415171527731094
VE2_Dzpe,0.18048948504153345
VE2_Dzse,0.18050571759103648
VE3_Dzpe,2.7877269128066544
VE3_Dzse,2.787816845024011
VMcGowan,286.37000000000063
VR1_Dzpe,196.48959413299772
VR1_Dzse,196.456482349274
VR2_Dzpe,6.549653137766591
VR2_Dzse,6.548549411642467
VR3_Dzpe,6.379221762509034
VR3_Dzse,6.379053231579302
mZagreb1,8.833333333333332
mZagreb2,6.444444444444442
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,13
nBondsKS,38
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11705242191036667
AATSC1are,-0.002791095252043779
AATSC2are,0.02660441699540836
AATSC3are,-0.003431594270312032
AATSC4are,0.02812439205580898
AATSC5are,-0.005073642515069931
AATSC6are,0.005408527063461212
AATSC7are,-0.027857654216054916
AATSC8are,-0.05789533369616631
AETA_beta,1.4416666666666667
BCUTdv-1h,6.024650241388684
BCUTdv-1l,0.9969602035998786
BCUTpe-1h,3.4947257089232
BCUTpe-1l,2.204670596308048
BCUTse-1h,3.7072291362363297
BCUTse-1l,2.400596450495831
ETA_alpha,14.200000000000001
ETA_dBeta,3.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,36.36753384750127
ETA_eta_L,5.655463785161938
ETA_eta_R,57.83983550036595
ETA_psi_1,0.5795918367346943
LabuteASA,171.5594389512499
LogEE_DzZ,118.7162810605071
LogEE_Dzi,115.53565638260318
LogEE_Dzm,118.73287186597553
LogEE_Dzp,148.324821149798
LogEE_Dzv,138.6698760187272
PEOE_VSA1,4.567099647791355
PEOE_VSA2,14.905862972149976
PEOE_VSA3,9.694446914922299
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,54.59730361615449
PEOE_VSA7,23.594978458221895
PEOE_VSA8,35.097116192533115
PEOE_VSA9,5.687386274683562
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,235.79684095155045
SpAD_Dzse,237.57598133648295
SpAbs_DzZ,236.2539906924427
SpAbs_Dzi,229.8761614511985
SpAbs_Dzm,236.29044645920843
SpAbs_Dzp,301.4510705471589
SpAbs_Dzv,279.4947093563587
SpDiam_Dt,516.2139074841905
SpMAD_DzZ,7.911799689748092
SpMAD_Dzi,7.699721200364638
SpMAD_Dzm,7.91291301934783
SpMAD_Dzp,9.96301029383751
SpMAD_Dzv,9.278179959542546
SpMax_DzZ,118.7162810605071
SpMax_Dzi,115.53565638260318
SpMax_Dzm,118.73287186597553
SpMax_Dzp,148.324821149798
SpMax_Dzv,138.6698760187272
VE1_Dzare,5.414012882445405
VE2_Dzare,0.1804670960815135
VE3_Dzare,2.7876028593264324
VR1_Dzare,196.51782593407583
VR2_Dzare,6.5505941978025275
VR3_Dzare,6.379365433084627
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,19
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4733333333333334
AETA_dBeta,0.125
AETA_eta_B,0.01241665555716338
AETA_eta_F,1.2122511282500423
AETA_eta_L,0.18851545950539794
AETA_eta_R,1.927994516678865
BCUTare-1h,3.5487746651025653
BCUTare-1l,2.154792024688086
ETA_beta_s,19.75
ETA_dPsi_A,0.1344081632653057
ETA_dPsi_B,0.0
ETA_eta_BR,0.8024996667149014
ETA_eta_FL,8.886250110496256
ETA_eta_RL,14.541713895658194
LogEE_Dzpe,117.94041098985112
LogEE_Dzse,118.82686644757459
PEOE_VSA10,5.573104530069267
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,10.216698334856808
SlogP_VSA2,22.412573618832436
SlogP_VSA3,16.636746350820832
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,78.49998585476007
SlogP_VSA7,0.0
SlogP_VSA8,27.75139346784453
SlogP_VSA9,0.0
SpAD_Dzare,233.63618754423086
SpAbs_Dzpe,234.62110655742555
SpAbs_Dzse,236.48745951515616
SpDiam_DzZ,178.18285384238214
SpDiam_Dzi,173.33941697451064
SpDiam_Dzm,178.20680989227532
SpDiam_Dzp,222.14689749126626
SpDiam_Dzv,208.0354146999128
SpMAD_Dzpe,7.859894698385015
SpMAD_Dzse,7.919199377882765
SpMax_Dzpe,117.94041098985112
SpMax_Dzse,118.82686644757459
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6583333333333333
AETA_eta_BR,0.026749988890496713
AETA_eta_FL,0.29620833701654187
AETA_eta_RL,0.4847237965219398
DetourIndex,5367
EState_VSA1,17.845473971041084
EState_VSA2,5.573104530069267
EState_VSA3,5.687386274683562
EState_VSA4,32.138734583558126
EState_VSA5,0.0
EState_VSA6,18.208754243757102
EState_VSA7,72.40891881823612
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,23.5
ETA_shape_p,0.10563380281690138
ETA_shape_x,0.0
ETA_shape_y,0.40845070422535207
GhoseFilter,True
LogEE_Dzare,116.86523197593117
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,232.31631783739056
SpDiam_Dzpe,177.03102710097002
SpDiam_Dzse,178.3469165075847
SpMAD_Dzare,7.787872918141029
SpMax_Dzare,116.86523197593117
TopoPSA(NO),71.41
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.931110376249265
VSA_EState9,70.23555629041739
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7833333333333333
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02666666666666663
FilterItLogS,-5.341108099541243
SpDiam_Dzare,175.45834860176222
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6297872340425531
ETA_epsilon_2,0.8166666666666662
ETA_epsilon_3,0.4463414634146338
ETA_epsilon_4,0.531343283582089
ETA_epsilon_5,0.7999999999999996
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.18344577062791928
ETA_dEpsilon_B,0.09844395046046406
ETA_dEpsilon_C,-0.08500182016745522
ETA_dEpsilon_D,0.016666666666666607
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8666666666666667
MDEDescriptor,"0.0,2.04548813478684,1.8745768552368245,0.0,15.5048735710893,29.467552103171354,0.0,13.58300572007988,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.16666666666666669"
APolDescriptor,59.281480999999964
BCUTDescriptor,"11.988248664491858,15.99693743172376,-0.31797336659603564,0.29318215135560277,5.284131018295939,11.191863467512617"
BPolDescriptor,26.078518999999996
TPSADescriptor,71.41
ALOGPDescriptor,"4.158399999999999,17.292290559999994,112.42890000000001"
XLogPDescriptor,4.041
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,395.12699154
ChiPathDescriptor,"20.827698166887174,14.541713895658198,13.41467558326233,11.999289260183774,10.892951063663697,8.758554963121572,6.120980828326786,4.473937915134407,16.124725561856643,9.476954989962813,7.1686218922643015,5.336819338384891,3.9230887919844366,2.689865975933842,1.4830235256286517,0.9158999128560432"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.5253030563718005,0.9282790377652649,0.0,0.0,0.03227486121839514,0.18176380228705355,0.24595679234490023"
AtomCountDescriptor,47
BondCountDescriptor,34
SmallRingDescriptor,"5,4,3,2,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.0244151328006392,0.0,0.7062897556652279,0.0,0.8395917360229428,0.0,0.18951487371312928,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,5,0,0,0,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.4399999999999995
WeightedPathDescriptor,"62.40434209062189,2.080144736354063,17.554596063478364,7.730550481616156,9.824045581862205"
FractionalPSADescriptor,0.18072670692953896
WienerNumbersDescriptor,"2325.0,55.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.503228876754601,10.016168966843153,14.646204265039325,1.9051410935517517,2.7540372605740693,3.289434542710351"
FractionalCSP3Descriptor,0.041666666666666664
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,29
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.825259515570934,9.0944,4.083333333333333"
AromaticAtomsCountDescriptor,19
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1731.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.041666666666666664
AutocorrelationDescriptorMass,"33.40334801045228,36.325731396841256,54.40128417607118,60.148921036310526,59.25061153930801"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5485474995140506,-0.3323613557337231,0.30606800965584646,-0.46990261372428,0.2570595685690889"
EccentricConnectivityIndexDescriptor,679
AutocorrelationDescriptorPolarizability,"2307.383870436092,2811.7176489561175,4145.525544701162,4353.4051804294495,3890.4871285071536"
