DLiP-ID,T0087G
DLiP-Mol-ID,21987
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H23NO4/c1-14-20(15(2)26-22-14)17-11-18(13-19(12-17)25-10-9-24-3)21(23)16-7-5-4-6-8-16/h4-8,11-13,21,23H,9-10H2,1-3H3"
Standard Inchi Key(RDKit),ZYSXDENDCMWKPK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COCCOc1cc(-c2c(C)noc2C)cc(C(O)c2ccccc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),353.418
MW Monoisotopic(RDKit),353.162708216
MolLogP(RDKit),4.06534
XLogP(SDF),
XLogP(CDK),3.508
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),64.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.648893048976578
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4/NUT
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1008853.7219563539
qed,0.6488930489765776
Chi0,18.518297090128673
Chi1,12.596555450524587
TPSA,64.72
Chi0n,15.229538047471236
Chi0v,15.229538047471236
Chi1n,8.528311402731012
Chi1v,8.528311402731012
Chi2n,6.144375082447414
Chi2v,6.144375082447414
Chi3n,4.238135235051999
Chi3v,4.238135235051999
Chi4n,2.9733814441147848
Chi4v,2.9733814441147848
MolMR,99.28780000000003
MolWt,353.418
fr_SH,0
Kappa1,18.16978323181906
Kappa2,8.165916011749932
Kappa3,3.9516621818749162
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,838.202566862912
MolLogP,4.0653400000000035
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.0277454782851794
SMR_VSA1,19.103348239414153
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,19.95144078712955
SMR_VSA6,20.32356147030337
SMR_VSA7,71.11201494480979
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.7219019800071
NHOHCount,1
PEOE_VSA1,19.103348239414153
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.4884985994335
PEOE_VSA7,48.73693007985707
PEOE_VSA8,12.673249032974528
PEOE_VSA9,12.300809959361379
RingCount,3
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,353.162708216
NumHDonors,1
PEOE_VSA10,24.22060760441957
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,30.586752122269523
SlogP_VSA3,4.736862953800049
SlogP_VSA4,13.847474399381248
SlogP_VSA5,28.685044784865198
SlogP_VSA6,53.054031484666226
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
