DLiP-ID,I000WJ
ATS8d,232.0
ATS8i,14205.106179729388
ATS8m,5108.0954699999975
ATS8p,110.77403274298
ATS8s,263.30864197530866
ATS8v,14405.526506136981
C1SP1,0
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.19047619047619047
GGI10,0.16049586776859504
JGI10,0.008024793388429752
JGT10,0.4120078765101272
Kier1,21.240374609781476
Kier2,9.427685950413224
Kier3,4.541789841440473
MAXdO,12.757724203139066
MID_C,43.82785794949769
MID_N,6.486785644272862
MID_O,5.350928454058008
MID_X,1.7812493787917574
MID_h,13.618963477122628
MINdO,12.517549409013222
MPC10,122
MWC01,31.0
MWC02,5.017279836814924
MWC03,5.8888779583328805
MWC04,6.774223886357614
MWC05,7.6586995582682995
MWC06,8.54927308487965
MWC07,9.438352054687252
MWC08,10.331659563179363
MWC09,11.223441770571819
MWC10,12.118579334247048
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.988600000000001
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.476463551931511
SRW05,2.3978952727983707
SRW06,7.014814351275545
SRW07,4.727387818712341
SRW08,8.638879709672837
SRW09,6.86171134048073
SRW10,10.306048447496902
SaaCH,15.81529723397453
SaaNH,2.978950612201528
SaaSe,0
SaaaC,1.2660510310432618
SaasC,1.3132925900227355
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.2386558674076695
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.1933883954816493
SsssP,0
VE1_A,4.157656817506222
VE1_D,5.216497180864929
VE2_A,0.14848774348236507
VE2_D,0.18630347074517603
VE3_A,2.454571067738451
VE3_D,2.6814455556803543
VR1_A,508.3462917357358
VR1_D,174.42823156259612
VR2_A,18.155224704847708
VR2_D,6.229579698664147
VR3_A,7.260782309168799
VR3_D,6.191132793781066
WPath,2210
Xc-3d,1.7269130708508738
Xc-4d,0.0
Xc-5d,0.6578375626878082
Xc-6d,0.0
Xp-0d,19.672997628507925
Xp-1d,13.558550648063802
Xp-2d,12.13712256295748
Xp-3d,11.002683712226402
Xp-4d,8.93288894155562
Xp-5d,6.841180319195827
Xp-6d,4.44612039220303
Xp-7d,3.181953962704184
ZMIC0,88.2057149581028
ZMIC1,57.860991007671345
ZMIC2,41.07809744304457
ZMIC3,32.50331384338536
ZMIC4,29.124754770267508
ZMIC5,28.06488558344524
nAcid,0
nAtom,46
nBase,0
nRing,4
piPC1,3.7612001156935624
piPC2,4.353498551059343
piPC3,4.981034824319965
piPC4,5.5232093883963636
piPC5,5.973491495117732
piPC6,6.196348654805348
piPC7,6.508501310498345
piPC8,6.78577742219684
piPC9,6.739068470104456
AATS0Z,30.47826086956522
AATS0d,3.652173913043478
AATS0i,159.77027582567138
AATS0m,123.06587702173918
AATS0p,1.6713466149409126
AATS0s,5.397458135358476
AATS0v,246.4445249013888
AATS1Z,28.06122448979592
AATS1d,4.408163265306122
AATS1i,145.41088176346113
AATS1m,108.34988538775518
AATS1p,1.9389274606122462
AATS1s,3.2532543881750233
AATS1v,286.1750459097944
AATS2Z,24.845238095238095
AATS2d,3.9761904761904763
AATS2i,152.98079099226177
AATS2m,94.47301116666662
AATS2p,1.7224006986832863
AATS2s,3.1804330785812263
AATS2v,249.08088882332214
AATS3Z,21.696428571428573
AATS3d,3.357142857142857
AATS3i,156.65308279264306
AATS3m,81.30118737500003
AATS3p,1.504557941185133
AATS3s,3.4659758965314507
AATS3v,211.6142443491967
AATS4Z,21.208695652173912
AATS4d,2.982608695652174
AATS4i,158.56998953622457
AATS4m,78.582261
AATS4p,1.3809890389903134
AATS4s,3.696153157988908
AATS4v,195.1897350382536
AATS5Z,19.733333333333334
AATS5d,2.8
AATS5i,161.99366732670435
AATS5m,71.3340920952381
AATS5p,1.305266710420838
AATS5s,3.956927297668038
AATS5v,184.58092204110605
AATS6Z,19.06382978723404
AATS6d,2.872340425531915
AATS6i,157.65634944150995
AATS6m,69.61285738297873
AATS6p,1.3647522037376487
AATS6s,3.303191489361701
AATS6v,188.79297470982536
AATS7Z,16.244897959183675
AATS7d,2.7448979591836733
AATS7i,161.4123158279329
AATS7m,58.442849244897964
AATS7p,1.2752850259691833
AATS7s,3.028155706727135
AATS7v,169.0386031790969
AATS8Z,16.49425287356322
AATS8d,2.6666666666666665
AATS8i,163.27708252562516
AATS8m,58.71374103448273
AATS8p,1.2732647441721838
AATS8s,3.0265361146587204
AATS8v,165.5807644383561
AMID_C,1.565280641053489
AMID_N,0.23167091586688793
AMID_O,0.19110458764492885
AMID_X,0.06361604924256277
AMID_h,0.48639155275437956
ATS0dv,399.60493827160496
ATS0pe,296.88369999999986
ATS0se,362.0188689999999
ATS1dv,401.1111111111111
ATS1pe,321.9955000000001
ATS1se,382.3581899999997
ATS2dv,582.4444444444445
ATS2pe,548.4767000000002
ATS2se,658.6519879999995
ATS3dv,610.5555555555555
ATS3pe,714.3758000000003
ATS3se,871.8330659999997
ATS4dv,535.8888888888889
ATS4pe,747.817
ATS4se,915.8420279999998
ATS5dv,476.77777777777777
ATS5pe,694.2677999999997
ATS5se,851.571096
ATS6dv,376.55555555555554
ATS6pe,596.7709000000002
ATS6se,733.273992
ATS7dv,349.1111111111111
ATS7pe,600.1346000000001
ATS7se,746.1354600000002
ATS8dv,326.1111111111111
ATS8pe,534.0477000000001
ATS8se,666.7414599999998
ATSC0Z,479.4782608695652
ATSC0c,0.923494387546323
ATSC0d,28.8695652173913
ATSC0i,70.08225457172288
ATSC0m,2254.6894593260868
ATSC0p,11.220816438171655
ATSC0s,94.23728902009898
ATSC0v,2267.151153607581
ATSC1Z,11.077504725897882
ATSC1c,-0.4309244521305782
ATSC1d,9.42155009451795
ATSC1i,-13.038668236620115
ATSC1m,53.62161632655995
ATSC1p,-0.3759421154927981
ATSC1s,-1.9520596336143368
ATSC1v,7.579872817681302
ATSC2Z,0.9092627599243688
ATSC2c,-0.26137560706674684
ATSC2d,-3.2400756143667273
ATSC2i,7.125506604642718
ATSC2m,5.119451534972114
ATSC2p,0.747964539936466
ATSC2s,0.638619928321361
ATSC2v,48.87704732568579
ATSC3Z,63.531190926276025
ATSC3c,0.30008992277889324
ATSC3d,-12.20415879017013
ATSC3i,2.966774049772217
ATSC3m,294.16154946691904
ATSC3p,-0.3977803650519774
ATSC3s,34.83547522177362
ATSC3v,51.900216329543696
ATSC4Z,-28.521739130434803
ATSC4c,-0.09068674665006861
ATSC4d,-10.043478260869568
ATSC4i,-29.745537460693576
ATSC4m,-132.13640757608673
ATSC4p,-2.1620474565175214
ATSC4s,-39.96591229133946
ATSC4v,-467.3057379766271
ATSC5Z,-201.98298676748587
ATSC5c,0.10479882033813671
ATSC5d,1.1455576559546312
ATSC5i,11.481128932217116
ATSC5m,-945.9140200051984
ATSC5p,-0.49321693618712203
ATSC5s,-58.63465965683683
ATSC5v,-461.66020854600833
ATSC6Z,-21.89035916824199
ATSC6c,-0.025970039885528658
ATSC6d,-2.211720226843101
ATSC6i,-23.364992614873934
ATSC6m,-122.09868781852542
ATSC6p,-3.3142859521221593
ATSC6s,-26.83832066467115
ATSC6v,-713.1059667086272
ATSC7Z,59.85066162570893
ATSC7c,-0.15904946582666263
ATSC7d,-3.2873345935727816
ATSC7i,-11.66499380197721
ATSC7m,277.8604471313795
ATSC7p,0.002397542054651758
ATSC7s,25.275608769987286
ATSC7v,-50.104786619184225
ATSC8Z,-53.53497164461243
ATSC8c,0.06714131328599271
ATSC8d,2.964083175803402
ATSC8i,12.291444255507226
ATSC8m,-248.72232411673002
ATSC8p,-0.27154510466795373
ATSC8s,36.94162397800027
ATSC8v,93.6178352759957
AXp-0d,0.7026070581609973
AXp-1d,0.4373726015504452
AXp-2d,0.27584369461267
AXp-3d,0.18037186413485903
AXp-4d,0.11452421719943102
AXp-5d,0.07356107870103039
AXp-6d,0.046313754085448224
AXp-7d,0.029737887501908263
GATS1Z,0.5765195087828385
GATS1c,1.4938975925822453
GATS1d,0.6998401770346694
GATS1i,1.304824828301458
GATS1m,0.5816586098165285
GATS1p,0.917336929896393
GATS1s,0.49412678073154104
GATS1v,0.8573333802174198
GATS2Z,0.7083592414114721
GATS2c,1.3098365250244934
GATS2d,1.187607573149742
GATS2i,1.0766295850338963
GATS2m,0.7122928816997495
GATS2p,0.8473904592740866
GATS2s,0.5582982708949621
GATS2v,0.8686508906537839
GATS3Z,0.8320986514845329
GATS3c,1.0135556895796198
GATS3d,1.2943066910499144
GATS3i,1.005793738877676
GATS3m,0.8347626264168486
GATS3p,0.9638413948797032
GATS3s,0.6700371396997462
GATS3v,0.9449572243996973
GATS4Z,1.0193144722524483
GATS4c,1.2681369772937443
GATS4d,1.2131024096385543
GATS4i,1.1239409578560136
GATS4m,1.01576944884356
GATS4p,1.0462955258569624
GATS4s,1.6382560719167656
GATS4v,1.0230368466600583
GATS5Z,1.2442095445359864
GATS5c,1.1729204568676788
GATS5d,0.9871987951807231
GATS5i,0.8834536167045421
GATS5m,1.2371792848541077
GATS5p,0.9826413330193053
GATS5s,2.04995329999687
GATS5v,1.0091169792871595
GATS6Z,0.8476633945315213
GATS6c,0.9414817716811501
GATS6d,0.9286080492181493
GATS6i,1.135403837582833
GATS6m,0.8544973047713109
GATS6p,1.087512338401427
GATS6s,1.2981025288985322
GATS6v,1.1140888752687998
GATS7Z,0.8020516422020386
GATS7c,0.9416743484307574
GATS7d,0.9781857019916402
GATS7i,1.0591569280044586
GATS7m,0.8082984768825102
GATS7p,0.9537993955838049
GATS7s,0.6324754542346637
GATS7v,1.0281316437200647
GATS8Z,1.2794079021425087
GATS8c,0.8702600710091868
GATS8d,0.8868664312422104
GATS8i,0.8591712862937788
GATS8m,1.2764029204552334
GATS8p,1.045934715821556
GATS8s,0.4868123388723589
GATS8v,1.026558931792549
MATS1Z,0.021688762556164934
MATS1c,-0.4380549875166468
MATS1d,0.30636833046471573
MATS1i,-0.1746573722694362
MATS1m,0.022326205507688743
MATS1p,-0.031452724783764464
MATS1s,-0.019446079121654754
MATS1v,0.003138652206924039
MATS2Z,0.0010384821320620912
MATS2c,-0.1549920204637547
MATS2d,-0.061460126219162324
MATS2i,0.055678333473765
MATS2m,0.001243412551700691
MATS2p,0.03650354956520149
MATS2s,0.003711062155696135
MATS2v,0.011806006875338702
MATS3Z,0.054419918130473116
MATS3c,0.13346179462082106
MATS3d,-0.17362306368330463
MATS3i,0.01738666217538497
MATS3m,0.053584474870443786
MATS3p,-0.014559910092434528
MATS3s,0.15182341801213056
MATS3v,0.009402178696504785
MATS4Z,-0.023793978962640572
MATS4c,-0.039279825789095967
MATS4d,-0.13915662650602414
MATS4i,-0.16977500305873688
MATS4m,-0.023442058866160936
MATS4p,-0.07707273239628222
MATS4s,-0.16963948223432235
MATS4v,-0.08244809566102934
MATS5Z,-0.18455014940325065
MATS5c,0.049715368893709845
MATS5d,0.01738382099827883
MATS5i,0.07177034962558472
MATS5m,-0.183794901820166
MATS5p,-0.019256708483033434
MATS5s,-0.2725838725848377
MATS5v,-0.08920937567847241
MATS6Z,-0.02234158312689559
MATS6c,-0.013761581114176545
MATS6d,-0.03749038708023585
MATS6i,-0.16315018154150995
MATS6m,-0.026500510503245256
MATS6p,-0.14454247815255805
MATS6s,-0.13936782795088962
MATS6v,-0.15392301881179568
MATS7Z,0.058591118710814086
MATS7c,-0.0808406339240596
MATS7d,-0.053448487828866534
MATS7i,-0.07812826923805254
MATS7m,0.057845789348583095
MATS7p,0.00010029367194416867
MATS7s,0.1258956129017189
MATS7v,-0.01037362386430299
MATS8Z,-0.059034682876189716
MATS8c,0.038440953409851104
MATS8d,0.05428610995706965
MATS8i,0.09273281215914385
MATS8m,-0.058326593374600326
MATS8p,-0.01279546576438341
MATS8s,0.20726777171765115
MATS8v,0.021833165044852717
MAXsCl,6.208991520630969
MINsCl,6.208991520630969
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.204910116959454
SpAD_D,326.2331510567526
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4179024593376464
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,887
TMWC10,136.00038704733885
TSRW10,77.56633521875976
VE1_Dt,5.208749258656892
VE2_Dt,0.18602675923774617
VE3_Dt,2.679959178609184
VR1_Dt,175.22688008193626
VR2_Dt,6.258102860069152
VR3_Dt,6.195701009040225
Xc-3dv,0.8197592452832234
Xc-4dv,0.0
Xc-5dv,0.16190664936958749
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.43258928054836454
Xch-7d,0.6518130178574781
Xp-0dv,15.777645028872014
Xp-1dv,9.373494612345823
Xp-2dv,7.05149758062285
Xp-3dv,5.283630611455857
Xp-4dv,3.7304066951916717
Xp-5dv,2.438944342360733
Xp-6dv,1.2903934318548347
Xp-7dv,0.777438617359641
Xpc-4d,4.991120207054923
Xpc-5d,7.978842140668384
Xpc-6d,12.0128655534841
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.882874074390662
AATS0dv,8.687063875469674
AATS0pe,6.453993478260867
AATS0se,7.869975413043476
AATS1dv,8.1859410430839
AATS1pe,6.57133673469388
AATS1se,7.803228367346932
AATS2dv,6.933862433862434
AATS2pe,6.529484523809526
AATS2se,7.84109509523809
AATS3dv,5.451388888888888
AATS3pe,6.378355357142859
AATS3se,7.784223803571426
AATS4dv,4.659903381642512
AATS4pe,6.502756521739131
AATS4se,7.963843721739129
AATS5dv,4.54074074074074
AATS5pe,6.612074285714283
AATS5se,8.110200914285715
AATS6dv,4.005910165484633
AATS6pe,6.348626595744683
AATS6se,7.800787148936171
AATS7dv,3.5623582766439905
AATS7pe,6.123822448979593
AATS7se,7.613627142857145
AATS8dv,3.7484035759897827
AATS8pe,6.138479310344828
AATS8se,7.663694942528734
AATSC0Z,10.423440453686199
AATSC0c,0.020075964946659194
AATSC0d,0.6275992438563326
AATSC0i,1.5235272732983236
AATSC0m,49.014988246219275
AATSC0p,0.2439307921341664
AATSC0s,2.0486367178282388
AATSC0v,49.28589464364306
AATSC1Z,0.22607152501832412
AATSC1c,-0.008794376574093432
AATSC1d,0.19227653254118265
AATSC1i,-0.26609527013510437
AATSC1m,1.0943187005420398
AATSC1p,-0.007672288071281594
AATSC1s,-0.039837951706415034
AATSC1v,0.15469128199349597
AATSC2Z,0.010824556665766295
AATSC2c,-0.003111614369842224
AATSC2d,-0.03857232874246104
AATSC2i,0.08482745957907997
AATSC2m,0.06094585160681089
AATSC2p,0.008904339761148405
AATSC2s,0.007602618194301918
AATSC2v,0.5818696110200688
AATSC3Z,0.5672427761274645
AATSC3c,0.0026793743105258325
AATSC3d,-0.10896570348366187
AATSC3i,0.026489054015823365
AATSC3m,2.6264424059546343
AATSC3p,-0.0035516104022497983
AATSC3s,0.3110310287658359
AATSC3v,0.46339478865664013
AATSC4Z,-0.24801512287334612
AATSC4c,-0.0007885804056527705
AATSC4d,-0.08733459357277885
AATSC4i,-0.25865684748429196
AATSC4m,-1.1490122397920586
AATSC4p,-0.01880041266536975
AATSC4s,-0.34752967209860397
AATSC4v,-4.063528156318497
AATSC5Z,-1.9236474930236749
