DLiP-ID,T001PU
ATS0dv,444.0
ATS0pe,367.1303
ATS0se,452.1938839999999
ATS1dv,424.0
ATS1pe,400.05250000000007
ATS1se,478.0643999999998
ATS2dv,584.0
ATS2pe,699.9199
ATS2se,850.2889519999999
ATS3dv,494.0
ATS3pe,899.8004999999999
ATS3se,1115.6303839999998
ATS4dv,466.0
ATS4pe,905.1487000000001
ATS4se,1124.3341599999997
ATS5dv,452.0
ATS5pe,875.2140999999998
ATS5se,1091.6908640000001
ATS6dv,501.0
ATS6pe,836.7158
ATS6se,1038.1163
ATS7dv,470.0
ATS7pe,816.7945
ATS7se,1020.368788
ATS8dv,390.0
ATS8pe,755.3177999999999
ATS8se,948.7715680000002
ATSC0Z,441.37931034482773
ATSC0c,1.6010743512940127
ATSC0d,31.39655172413793
ATSC0i,83.74677300889672
ATSC0m,2092.6007108448275
ATSC0p,12.9836630951485
ATSC0s,98.2610153256705
ATSC0v,2842.9751771923534
ATSC1Z,16.411414982164082
ATSC1c,-0.9922149846915275
ATSC1d,6.910523186682523
ATSC1i,-7.024091342356312
ATSC1m,80.3537209045777
ATSC1p,-0.12232100983925198
ATSC1s,-4.122696195005941
ATSC1v,88.24271907200725
ATSC2Z,2.787158145065405
ATSC2c,0.3479925124218078
ATSC2d,-2.486623067776459
ATSC2i,-11.594292528522653
ATSC2m,-0.4489779497623516
ATSC2p,-1.5993122495837513
ATSC2s,29.826521006738016
ATSC2v,-368.96902456410743
ATSC3Z,-65.8513674197384
ATSC3c,-0.21464754777871953
ATSC3d,-3.9982164090368615
ATSC3i,-12.19416092943195
ATSC3m,-302.7996785231867
ATSC3p,-0.4467084277320005
ATSC3s,-27.77198110714758
ATSC3v,-154.5428902134953
ATSC4Z,-105.80618311533888
ATSC4c,0.20380714892784188
ATSC4d,-7.298156956004757
ATSC4i,-1.6758083997412538
ATSC4m,-503.6466620205113
ATSC4p,-2.10210570022925
ATSC4s,-15.378971792839211
ATSC4v,-571.7001315861407
ATSC5Z,-19.159334126040413
ATSC5c,-0.19140634932653602
ATSC5d,-8.270808561236622
ATSC5i,-0.6630141226751243
ATSC5m,-91.52142173810935
ATSC5p,-1.5134646623957493
ATSC5s,-8.871507134363856
ATSC5v,-154.69887363591917
ATSC6Z,-53.99048751486325
ATSC6c,-0.18853152468947196
ATSC6d,-6.857609988109393
ATSC6i,-14.366323656112831
ATSC6m,-265.9168590407253
ATSC6p,-2.8602055690452506
ATSC6s,29.11554531642226
ATSC6v,-594.2017708668138
ATSC7Z,23.791914387633774
ATSC7c,0.2195139513691617
ATSC7d,-1.0576694411414975
ATSC7i,-0.48308771526737804
ATSC7m,97.03423509453046
ATSC7p,-1.1661678352574993
ATSC7s,18.183742898665617
ATSC7v,-251.06176389039234
ATSC8Z,121.46492271105824
ATSC8c,0.1336368712216825
ATSC8d,0.25564803804994174
ATSC8i,-6.6381878436518775
ATSC8m,563.3034107627824
ATSC8p,0.13196311222550117
ATSC8s,18.83708217730215
ATSC8v,296.54567790006735
AXp-0d,0.6977800408145495
AXp-1d,0.44354470693877684
AXp-2d,0.2939749835268688
AXp-3d,0.1842028220815385
AXp-4d,0.1206250676953189
AXp-5d,0.07907496798747629
AXp-6d,0.05295771394857365
AXp-7d,0.03481467026545171
GATS1Z,0.7991899334016391
GATS1c,1.5915428435851484
GATS1d,0.8779809328327978
GATS1i,1.317601186366395
GATS1m,0.8045492398585679
GATS1p,1.143275701850284
GATS1s,0.6548439195548429
GATS1v,0.9987632634696051
GATS2Z,0.8980604931192657
GATS2c,0.8528075323428731
GATS2d,1.1908921904992216
GATS2i,1.2022271986144075
GATS2m,0.9050181962840752
GATS2p,1.1257274568248803
GATS2s,0.4658884255678055
GATS2v,1.0720540565632037
GATS3Z,1.0030511558219175
GATS3c,0.8573139185999225
GATS3d,1.119135203448354
GATS3i,1.0997330690109064
GATS3m,1.0043599889815935
GATS3p,1.0075371901841166
GATS3s,0.9415387394968813
GATS3v,1.0141187503954052
GATS4Z,1.048498883928571
GATS4c,0.8128496963129171
GATS4d,1.0559459368590929
GATS4i,1.042962301934508
GATS4m,1.0514154625505532
GATS4p,1.039677609086119
GATS4s,0.896274857929466
GATS4v,1.0626414126577588
GATS5Z,0.9893255572552444
GATS5c,0.9197001913087127
GATS5d,1.1362657112245251
GATS5i,0.9882468320788796
GATS5m,0.9909671035125805
GATS5p,1.0282580720307575
GATS5s,1.079213155574594
GATS5v,1.0124952352214847
GATS6Z,1.0593415178571426
GATS6c,1.0711780688343047
GATS6d,1.0578959755236528
GATS6i,1.0373663947467031
GATS6m,1.058613392698831
GATS6p,1.0746806469092158
GATS6s,1.2471641845085202
GATS6v,1.0589505959187813
GATS7Z,0.9890997869318179
GATS7c,0.9481807893212861
GATS7d,0.9146198392491639
GATS7i,0.9283573397509989
GATS7m,0.9903412913624708
GATS7p,1.0111480368360237
GATS7s,1.1339297226809473
GATS7v,1.0166616316087613
GATS8Z,0.885758883568548
GATS8c,0.9164429593503571
GATS8d,0.9077429983525537
GATS8i,0.9397482920088848
GATS8m,0.887544448687498
GATS8p,0.9606322995111817
GATS8s,1.0209360450134028
GATS8v,0.9385596410269609
MATS1Z,0.035353483606557344
MATS1c,-0.5892402970952132
MATS1d,0.2092797148027116
MATS1i,-0.07974807848953133
MATS1m,0.036510500148957334
MATS1p,-0.008957812723403711
MATS1s,-0.039893142071042706
MATS1v,0.029512362221490507
MATS2Z,0.0033600917431192727
MATS2c,0.11565379681526299
MATS2d,-0.0421433933366585
MATS2i,-0.07366779446407265
MATS2m,-0.00011416688181388946
MATS2p,-0.06554469117193085
MATS2s,0.1615187139749326
MATS2v,-0.06905869002523927
MATS3Z,-0.05926904965753422
MATS3c,-0.053258578259781746
MATS3d,-0.05058939465745903
MATS3i,-0.057844088048354066
MATS3m,-0.05748362916324034
MATS3p,-0.013667907976832436
MATS3s,-0.11227957279722026
MATS3v,-0.02159489516449519
MATS4Z,-0.09458227040816322
MATS4c,0.050224841185018625
MATS4d,-0.09171532424062433
MATS4i,-0.007895269159963716
MATS4m,-0.0949620869204906
MATS4p,-0.06388045060873154
MATS4s,-0.061752808195984304
MATS4v,-0.07934250049418305
MATS5Z,-0.01760598776223774
MATS5c,-0.048488281896057535
MATS5d,-0.10684592727426336
MATS5i,-0.003211046937397164
MATS5m,-0.017738967810078304
MATS5p,-0.047278860798684395
MATS5s,-0.03661913782351082
MATS5v,-0.022070188372326906
MATS6Z,-0.05334351503759396
MATS6c,-0.05135099132734893
MATS6d,-0.09525048205356883
MATS6i,-0.07480901172219284
MATS6m,-0.05541608699611846
MATS6p,-0.0960674720703563
MATS6s,0.12921711303687042
MATS6v,-0.09114591867231461
MATS7Z,0.023684895833333334
MATS7c,0.060242736238995225
MATS7d,-0.014802056811941484
MATS7i,-0.0025346148473279224
MATS7m,0.020374768389068463
MATS7p,-0.03946552489641865
MATS7s,0.0813122722036837
MATS7v,-0.038802666429164794
MATS8Z,0.12871975806451605
MATS8c,0.03904101564472569
MATS8d,0.003808612779224478
MATS8i,-0.037075563852058895
MATS8m,0.12591060790975125
MATS8p,0.004754026739025241
MATS8s,0.08966824988809383
MATS8v,0.04878932832517282
MAXaaN,4.680171473433871
MAXsOH,9.256647614805836
MAXssO,5.362610364201055
MINaaN,4.680171473433871
MINsOH,9.256647614805836
MINssO,5.293012001570481
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.407128018256685
SpAD_D,430.48894855735335
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.804910936786763
SssNH2,0
SsssAs,0
SsssCH,-0.6176973138966009
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,824
TMWC10,141.40670466852842
TSRW10,80.15011386891736
VE1_Dt,5.458065410990557
VE2_Dt,0.1760666261609857
VE3_Dt,2.8284965181302346
VR1_Dt,202.13429710330135
VR2_Dt,6.520461196880689
VR3_Dt,6.440334425131052
Xc-3dv,0.7021076187351428
Xc-4dv,0.0
Xc-5dv,0.0707313529902594
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.3860827634879543
Xch-7d,0.563661105056248
Xp-0dv,17.355482998672052
Xp-1dv,10.716750230222692
Xp-2dv,7.878417432344208
Xp-3dv,5.5515287012298735
Xp-4dv,3.9229426255459363
Xp-5dv,2.704991558256294
Xp-6dv,1.5636766336925785
Xp-7dv,0.9985445262829865
Xpc-4d,3.733316035168772
Xpc-5d,5.858930889626604
Xpc-6d,8.358047264903202
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,61
nFRing,2
nHBAcc,6
nHBDon,3
nHRing,3
nSpiro,0
naRing,2
piPC10,5.8883584328211525
AATS0dv,7.655172413793103
AATS0pe,6.3298327586206895
AATS0se,7.796446275862068
AATS1dv,6.950819672131147
AATS1pe,6.558237704918034
AATS1se,7.837121311475407
AATS2dv,5.3577981651376145
AATS2pe,6.421283486238532
AATS2se,7.800816073394494
AATS3dv,3.3835616438356166
AATS3pe,6.163017123287671
AATS3se,7.641303999999999
AATS4dv,3.1700680272108843
AATS4pe,6.157474149659865
AATS4se,7.6485317006802696
AATS5dv,3.160839160839161
AATS5pe,6.12037832167832
AATS5se,7.6342018461538474
AATS6dv,3.7669172932330826
AATS6pe,6.291096240601504
AATS6se,7.8053857142857135
AATS7dv,3.5606060606060606
AATS7pe,6.187837121212121
AATS7se,7.730066575757576
AATS8dv,3.1451612903225805
AATS8pe,6.09127258064516
AATS8se,7.651383612903228
AATSC0Z,7.609988109393582
AATSC0c,0.027604730194724356
AATSC0d,0.5413198573127229
AATSC0i,1.4439098794637366
AATSC0m,36.07932260077289
AATSC0p,0.22385626026118105
AATSC0s,1.6941554366494913
AATSC0v,49.01681339986816
AATSC1Z,0.2690395898715423
AATSC1c,-0.01626581942117258
AATSC1d,0.1132872653554512
AATSC1i,-0.1151490383992838
AATSC1m,1.3172741131897983
AATSC1p,-0.00200526245638118
AATSC1s,-0.06758518352468755
AATSC1v,1.4466019520001188
AATSC2Z,0.025570258211609218
AATSC2c,0.0031925918570808055
AATSC2d,-0.022813055667673936
AATSC2i,-0.10636965622497846
AATSC2m,-0.004119063759287629
AATSC2p,-0.014672589445722488
AATSC2s,0.2736378074012662
AATSC2v,-3.3850369226064903
AATSC3Z,-0.4510367631488931
AATSC3c,-0.0014701886834158871
AATSC3d,-0.02738504389751275
AATSC3i,-0.08352165020158869
AATSC3m,-2.0739704008437445
AATSC3p,-0.0030596467652876744
AATSC3s,-0.19021904867909303
AATSC3v,-1.058512946667776
AATSC4Z,-0.7197699531655706
AATSC4c,0.001386443189985319
