DLiP-ID,C100PT
ATS3p,109.86480161849
ATS3s,229.3888888888889
ATS3v,15582.326518023761
ATS4Z,1379.0
ATS4d,223.0
ATS4i,11066.435545104045
ATS4m,5071.002820999999
ATS4p,103.549587885094
ATS4s,230.44444444444449
ATS4v,14609.726977744278
ATS5Z,1266.0
ATS5d,211.0
ATS5i,11369.292315158342
ATS5m,4612.229574
ATS5p,95.65947916448998
ATS5s,221.2777777777778
ATS5v,13367.969830057078
ATS6Z,1079.0
ATS6d,180.0
ATS6i,9944.454813007042
ATS6m,3926.649818
ATS6p,81.92500163449
ATS6s,196.72222222222223
ATS6v,11385.58337808841
ATS7Z,876.0
ATS7d,149.0
ATS7i,8380.866332323641
ATS7m,3148.57735
ATS7p,73.44637861394298
ATS7s,160.50000000000003
ATS7v,10002.639213316048
ATS8Z,776.0
ATS8d,137.0
ATS8i,7870.451056877741
ATS8m,2773.8552
ATS8p,69.759243843641
ATS8s,136.61111111111114
ATS8v,9338.999489199572
C1SP1,1
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.11764705882352941
GGI10,0.05774920926436078
JGI10,0.005774920926436078
JGT10,0.3634640336915965
Kier1,16.84375
Kier2,8.203125
Kier3,4.308390022675737
MAXtN,8.968071176045354
MID_C,34.99751854318455
MID_N,8.101418404753709
MID_O,1.9675726950652286
MID_X,0.0
MID_h,10.068991099818938
MINtN,8.968071176045354
MPC10,88
MWC01,24.0
MWC02,4.727387818712341
MWC03,5.564520407322694
MWC04,6.424869023905388
MWC05,7.2813856635702825
MWC06,8.149312843635345
MWC07,9.01322999770879
MWC08,9.884559542650608
MWC09,10.752462577125415
MWC10,11.625780823990302
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.2046800000000006
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.176149732573829
SRW05,2.3978952727983707
SRW06,6.660575149839686
SRW07,4.59511985013459
SRW08,8.232440158470336
SRW09,6.6052979209482015
SRW10,9.848978567035735
SaaCH,16.805537937958576
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.861328285995044
SaasN,1.691369992441421
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.946851878252214
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.124246699804534
VE1_D,4.613730161287276
VE2_A,0.18746575908202426
VE2_D,0.20971500733123982
VE3_A,2.2053407452449716
VE3_D,2.317494035806455
VR1_A,172.0846231478191
VR1_D,121.50167875948789
VR2_A,7.8220283249008675
VR2_D,5.522803579976722
VR3_A,5.936443711233303
VR3_D,5.5883854399999375
WPath,1145
Xc-3d,1.0749149571305296
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,15.363596551749426
Xp-1d,10.796356295533846
Xp-2d,9.115557224112905
Xp-3d,7.7680944909833
Xp-4d,6.471699596556857
Xp-5d,5.001420138602125
Xp-6d,3.434673312439378
Xp-7d,2.467667517565159
ZMIC0,70.56789226403781
ZMIC1,42.54845481520916
ZMIC2,26.235506606176575
ZMIC3,22.64619965908789
ZMIC4,22.470092714563314
ZMIC5,22.470092714563314
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.56953269648137
piPC2,4.131158535344817
piPC3,4.756817735597231
piPC4,5.343828350554423
piPC5,5.844268792289402
piPC6,6.157773161669653
piPC7,6.588410526021515
piPC8,6.945833512831329
piPC9,7.324634168029971
AATS0Z,24.61111111111111
AATS0d,3.5
AATS0i,160.41007552533296
AATS0m,97.42964305555556
AATS0p,1.642196796330167
AATS0s,4.073302469135803
AATS0v,245.12797837840895
AATS1Z,26.894736842105264
AATS1d,4.078947368421052
AATS1i,146.21645928396313
AATS1m,103.35256715789471
AATS1p,1.9120710615789476
AATS1s,3.588450292397661
AATS1v,283.12399821841495
AATS2Z,23.18032786885246
AATS2d,3.80327868852459
AATS2i,151.30596871171136
AATS2m,87.61708590163933
AATS2p,1.6857304051048523
AATS2s,3.2222222222222223
AATS2v,245.68772486723927
AATS3Z,19.2972972972973
AATS3d,3.3378378378378377
AATS3i,157.1598679113249
AATS3m,71.21003971621622
AATS3p,1.484659481330946
AATS3s,3.0998498498498503
AATS3v,210.57197997329408
AATS4Z,19.7
AATS4d,3.1857142857142855
AATS4i,158.0919363586292
AATS4m,72.44289744285713
AATS4p,1.4792798269299143
AATS4s,3.292063492063493
AATS4v,208.71038539634682
AATS5Z,18.085714285714285
AATS5d,3.0142857142857142
AATS5i,162.41846164511918
AATS5m,65.88899391428572
AATS5p,1.3665639880641425
AATS5s,3.1611111111111114
AATS5v,190.97099757224396
AATS6Z,17.688524590163933
AATS6d,2.9508196721311477
AATS6i,163.02384939355807
AATS6m,64.37130849180328
AATS6p,1.343032813680164
AATS6s,3.224954462659381
AATS6v,186.6489078375149
AATS7Z,16.846153846153847
AATS7d,2.8653846153846154
AATS7i,161.17050639083925
AATS7m,60.54956442307692
AATS7p,1.412430357960442
AATS7s,3.086538461538462
AATS7v,192.358446409924
AATS8Z,15.52
AATS8d,2.74
AATS8i,157.40902113755482
AATS8m,55.477104
AATS8p,1.3951848768728201
AATS8s,2.732222222222223
AATS8v,186.77998978399145
AMID_C,1.5907962974174794
AMID_N,0.36824629112516855
AMID_O,0.08943512250296494
AMID_X,0.0
AMID_h,0.4576814136281335
ATS0dv,318.0
ATS0pe,227.10250000000002
ATS0se,276.40552799999995
ATS1dv,339.0
ATS1pe,249.61520000000002
ATS1se,295.84903999999995
ATS2dv,441.0
ATS2pe,393.47710000000006
ATS2se,473.19255200000003
ATS3dv,417.0
ATS3pe,467.493
ATS3se,570.7540600000001
ATS4dv,400.0
ATS4pe,445.93459999999993
ATS4se,541.201348
ATS5dv,367.0
ATS5pe,442.1616
ATS5se,540.589464
ATS6dv,307.0
ATS6pe,383.68670000000003
ATS6se,470.25709599999993
ATS7dv,224.0
ATS7pe,322.3437
ATS7se,395.66156800000005
ATS8dv,182.0
ATS8pe,300.278
ATS8se,372.308464
ATSC0Z,244.22222222222217
ATSC0c,0.47377185594107857
ATSC0d,19.222222222222218
ATSC0i,60.46731893161085
ATSC0m,1166.1008645555553
ATSC0p,7.931971164596998
ATSC0s,33.45293209876543
ATSC0v,1740.2928585851985
ATSC1Z,18.98765432098765
ATSC1c,-0.13620284405144703
ATSC1d,7.6543209876543195
ATSC1i,4.334656745276327
ATSC1m,86.36217030246945
ATSC1p,-0.39745714603949645
ATSC1s,2.2749914266117983
ATSC1v,-33.51975811625654
ATSC2Z,14.567901234567884
ATSC2c,-0.06417420902935163
ATSC2d,1.3179012345678982
ATSC2i,-11.086975253970898
ATSC2m,68.82427894753118
ATSC2p,-0.5729856577042466
ATSC2s,0.9100008573388205
ATSC2v,-33.341461693035015
ATSC3Z,-5.6790123456790145
ATSC3c,-0.10198213713388668
ATSC3d,-0.2345679012345696
ATSC3i,-8.261018174222514
ATSC3m,-17.16269508641973
ATSC3p,1.2055913748630007
ATSC3s,-2.2203789437585737
ATSC3v,198.1968593225236
ATSC4Z,-41.54320987654321
ATSC4c,0.14535765681347357
ATSC4d,-3.3765432098765444
ATSC4i,-23.55443504774861
ATSC4m,-201.28687269135784
ATSC4p,-2.105822244472998
ATSC4s,-7.535022290809329
ATSC4v,-425.0021242252277
ATSC5Z,-15.209876543209878
ATSC5c,-0.07264425942138497
ATSC5d,-1.598765432098766
ATSC5i,-9.394746036145687
ATSC5m,-71.10963485802466
ATSC5p,-0.2628676097215007
ATSC5s,-2.2209790809327843
ATSC5v,-53.64840667669266
ATSC6Z,4.679012345679009
ATSC6c,-0.04965510136030737
ATSC6d,-2.4598765432098766
ATSC6i,3.065520592012751
ATSC6m,22.235105614197515
ATSC6p,0.3500722477737489
ATSC6s,5.214013203017831
ATSC6v,57.42475163127439
ATSC7Z,-37.87654320987654
ATSC7c,0.012186550788058482
ATSC7d,-3.3209876543209873
ATSC7i,24.55814836472995
ATSC7m,-178.79427585802472
ATSC7p,0.5600955947124995
ATSC7s,0.39128943758573376
ATSC7v,-28.171066487139953
ATSC8Z,-4.641975308641972
ATSC8c,0.06388418342436039
ATSC8d,-4.030864197530864
ATSC8i,5.495984356477307
ATSC8m,-22.05228116049392
ATSC8p,-0.015331058877000484
ATSC8s,0.3578103566529488
ATSC8v,13.685858950709697
AXp-0d,0.6983452978067921
AXp-1d,0.4498481789805769
AXp-2d,0.2848611632535283
AXp-3d,0.1849546307376976
AXp-4d,0.11984628882512699
AXp-5d,0.07694492520926347
AXp-6d,0.04977787409332432
AXp-7d,0.032469309441646825
GATS1Z,0.6826181696278916
GATS1c,1.2132790197823675
GATS1d,0.6468664435655614
GATS1i,0.9941001698006221
GATS1m,0.6882292245977105
GATS1p,0.980995914980233
GATS1s,0.5085918579171953
GATS1v,0.8785369764385617
GATS2Z,0.8281559987469982
GATS2c,1.2776494523055286
GATS2d,1.089500615938596
GATS2i,1.1115583681172063
GATS2m,0.8279724306182717
GATS2p,0.9964320501623245
GATS2s,0.54575360491255
GATS2v,0.9143838372698797
GATS3Z,0.9760716130142884
GATS3c,1.4147398183391662
GATS3d,1.0457350413997817
GATS3i,1.0314155997506194
GATS3m,0.9695438019187135
GATS3p,0.8967261691478449
GATS3s,0.7754553076891908
GATS3v,0.8919703098508069
GATS4Z,1.0175159235668791
GATS4c,0.777296467458572
GATS4d,1.040462427745665
GATS4i,1.238124605366628
GATS4m,1.017921110282694
GATS4p,1.0581021432464028
GATS4s,1.0923307576980739
GATS4v,1.0376009684785674
GATS5Z,1.0246815286624207
GATS5c,1.0217737130059312
GATS5d,1.040462427745665
GATS5i,1.1142599473241033
GATS5m,1.021924612802846
GATS5p,0.9387247480739936
GATS5s,0.9302041287048785
GATS5v,0.9479719069341608
GATS6Z,0.9984859559360972
GATS6c,1.0410917943800275
GATS6d,1.089500615938596
GATS6i,0.9891386661537611
GATS6m,0.9962831555040503
GATS6p,0.9074439391757818
GATS6s,0.8597227237579192
GATS6v,0.9270175732635297
GATS7Z,1.0748407643312106
GATS7c,0.670392310251462
GATS7d,1.0854824366385063
GATS7i,0.7417756371016617
GATS7m,1.0747018786693163
GATS7p,0.8998098669287978
GATS7s,0.9414538292983685
GATS7v,0.9747439311321323
GATS8Z,0.9888535031847137
GATS8c,0.6115499058547781
GATS8d,1.0924855491329484
GATS8i,0.8466417944986089
GATS8m,0.9922711764655193
GATS8p,1.0247410333143492
GATS8s,0.6350132625994696
GATS8v,1.0303943500408983
MATS1Z,0.07365547627029356
MATS1c,-0.27235529441821626
MATS1d,0.3772436872528141
MATS1i,0.06791299811427202
MATS1m,0.07016270667916227
MATS1p,-0.04747096794301745
MATS1s,0.06442649120783742
MATS1v,-0.018247250837126534
MATS2Z,0.035203389072032666
MATS2c,-0.07993996100554272
MATS2d,0.04046242774566466
MATS2i,-0.10820941051099123
MATS2m,0.03483198450693561
MATS2p,-0.042631959080970734
MATS2s,0.01605388982683942
MATS2v,-0.011306676410934458
MATS3Z,-0.011312495388928517
MATS3c,-0.10471903503026524
MATS3d,-0.0059365724105608945
MATS3i,-0.06646356705386437
MATS3m,-0.007160117520720213
MATS3p,0.07394176049369344
MATS3s,-0.032289676367637396
MATS3v,0.05540452185895732
MATS4Z,-0.08748212660860524
MATS4c,0.15778768920902733
MATS4d,-0.09033856317093315
MATS4i,-0.20033481998480177
MATS4m,-0.0887735926153074
MATS4p,-0.1365353295775081
MATS4s,-0.11583900357513553
MATS4v,-0.12559525251848097
MATS5Z,-0.03202911737943586
MATS5c,-0.07885631950651377
MATS5d,-0.04277456647398847
MATS5i,-0.07990405000751957
MATS5m,-0.03136149750604464
MATS5p,-0.017043563777890885
MATS5s,-0.03414402688765507
MATS5v,-0.015854003544233143
MATS6Z,0.011306851235847784
MATS6c,-0.06185392740335496
MATS6d,-0.07552354780631103
MATS6i,0.02991962808361071
MATS6m,0.01125319242144544
MATS6p,0.026046490940576473
MATS6s,0.09198364247888664
MATS6v,0.019473743852349894
MATS7Z,-0.10737033666969974
MATS7c,0.01780781772381287
MATS7d,-0.11960871498443755
MATS7i,0.2811732903349877
MATS7m,-0.1061491816698648
MATS7p,0.04888551415539796
MATS7s,0.008097726284786598
MATS7v,-0.011206760938738649
MATS8Z,-0.013685168334849855
MATS8c,0.09708599506016231
MATS8d,-0.1509826589595376
MATS8i,0.06544210668806387
MATS8m,-0.013616011202947855
MATS8p,-0.0013916291628376309
MATS8s,0.00770107254065274
MATS8v,0.005662161052894177
MAXaaN,4.1766146227009315
MAXssO,5.492157519458656
MAXtsC,2.125581749711266
MINaaN,4.147752267573696
MINssO,5.492157519458656
MINtsC,2.125581749711266
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.077736047830303
SpAD_D,216.2230360909527
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6180679031961778
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,638
TMWC10,119.42350869862116
TSRW10,69.40827694991137
VE1_Dt,4.642821412037465
VE2_Dt,0.21103733691079388
VE3_Dt,2.3237796047461816
VR1_Dt,119.69544182676414
VR2_Dt,5.440701901216552
VR3_Dt,5.573407892226229
Xc-3dv,0.4315283970163896
Xc-4dv,0.0
Xc-5dv,0.040761583118584285
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.44580997485849017
Xp-0dv,12.100361876356878
Xp-1dv,6.96033488869704
Xp-2dv,4.671328241218463
Xp-3dv,3.1739882601422513
Xp-4dv,2.1528116915834707
Xp-5dv,1.3615192213172167
Xp-6dv,0.7148158318409338
Xp-7dv,0.4108994788625369
Xpc-4d,2.6719528493525115
Xpc-5d,4.176232852428322
Xpc-6d,5.90218118167215
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.659009208292522
AATS0dv,8.833333333333334
AATS0pe,6.308402777777778
AATS0se,7.677931333333332
AATS1dv,8.921052631578947
AATS1pe,6.56882105263158
AATS1se,7.785501052631577
AATS2dv,7.229508196721311
AATS2pe,6.450444262295083
AATS2se,7.757254950819672
AATS3dv,5.635135135135135
AATS3pe,6.317472972972973
AATS3se,7.712892702702704
AATS4dv,5.714285714285714
AATS4pe,6.370494285714285
AATS4se,7.731447828571429
AATS5dv,5.242857142857143
AATS5pe,6.316594285714286
AATS5se,7.722706628571429
AATS6dv,5.032786885245901
AATS6pe,6.289945901639345
AATS6se,7.709132721311474
AATS7dv,4.3076923076923075
AATS7pe,6.198917307692308
AATS7se,7.6088763076923085
AATS8dv,3.64
AATS8pe,6.00556
AATS8se,7.44616928
AATSC0Z,6.783950617283949
AATSC0c,0.013160329331696627
AATSC0d,0.5339506172839505
AATSC0i,1.6796477481003014
AATSC0m,32.391690682098755
AATSC0p,0.22033253234991662
AATSC0s,0.9292481138545953
AATSC0v,48.34146829403329
AATSC1Z,0.49967511371020135
AATSC1c,-0.003584285369774922
AATSC1d,0.20142949967511367
AATSC1i,0.11406991434937702
AATSC1m,2.2726886921702487
AATSC1p,-0.010459398579986748
AATSC1s,0.059868195437152584
AATSC1v,-0.8820988977962247
AATSC2Z,0.23881805302570303
AATSC2c,-0.0010520362135959284
AATSC2d,0.02160493827160489
AATSC2i,-0.1817536926880475
AATSC2m,1.1282668679923145
AATSC2p,-0.009393207503348305
AATSC2s,0.014918046841620009
AATSC2v,-0.5465813392300822
AATSC3Z,-0.07674341007674344
AATSC3c,-0.001378136988295766
AATSC3d,-0.0031698365031698596
AATSC3i,-0.11163538073273667
AATSC3m,-0.23192831197864502
AATSC3p,0.016291775335986497
AATSC3s,-0.030005120861602348
AATSC3v,2.6783359367908597
AATSC4Z,-0.5934744268077601
AATSC4c,0.002076537954478194
AATSC4d,-0.04823633156966492
AATSC4i,-0.33649192925355154
AATSC4m,-2.8755267527336836
AATSC4p,-0.03008317492104283
AATSC4s,-0.10764317558299041
AATSC4v,-6.071458917503253
AATSC5Z,-0.21728395061728398
AATSC5c,-0.001037775134591214
AATSC5d,-0.022839506172839516
AATSC5i,-0.1342106576592241
