DLiP-ID,T002CG
AATSC4s,-0.10296096369522487
AATSC4v,-4.217423067405424
AATSC5Z,-1.0225398737913116
AATSC5c,0.0030122363086959587
AATSC5d,-0.07275559693545344
AATSC5i,0.0017037945121189232
AATSC5m,-4.846324138123661
AATSC5p,-0.011775761326199355
AATSC5s,0.044563808884372315
AATSC5v,-4.50585695891083
AATSC6Z,-1.2709282715562098
AATSC6c,-0.002601290277961328
AATSC6d,-0.046299950961043945
AATSC6i,-0.08645561973840139
AATSC6m,-5.975187773888548
AATSC6p,-0.019719973876661558
AATSC6s,-0.24847102116648928
AATSC6v,-5.678444308134695
AATSC7Z,0.08216293432014242
AATSC7c,0.0013408713263072184
AATSC7d,0.039517514423461735
AATSC7i,-0.20318098007814936
AATSC7m,0.3259952325979447
AATSC7p,-0.027160098011237754
AATSC7s,-0.03423648012117562
AATSC7v,-3.062638597307615
AATSC8Z,0.5292663891779399
AATSC8c,-0.0014812843613487322
AATSC8d,0.05837532175913248
AATSC8i,0.2033856897659411
AATSC8m,2.7552213319527303
AATSC8p,0.051272615971007976
AATSC8s,-0.3231157693922632
AATSC8v,9.999159643221587
ATS0are,390.71959999999996
ATS1are,412.0289
ATS2are,687.8789000000002
ATS3are,882.2150000000001
ATS4are,1005.22
ATS5are,1090.542
ATS6are,1067.2830000000001
ATS7are,998.565
ATS8are,913.7010000000002
ATSC0dv,263.9354838709677
ATSC0pe,8.165543548387092
ATSC0se,5.523371096774192
ATSC1dv,94.3246618106139
ATSC1pe,0.0479485952133286
ATSC1se,-0.16733635796045937
ATSC2dv,55.273673257023916
ATSC2pe,2.1556854318418406
ATSC2se,1.485561831425595
ATSC3dv,-23.468262226847045
ATSC3pe,-0.3332089229968653
ATSC3se,-0.08268152341311424
ATSC4dv,-72.28511966701355
ATSC4pe,-0.35432689906346576
ATSC4se,-0.46833483038501794
ATSC5dv,-134.4672216441207
ATSC5pe,-2.2794975286160057
ATSC5se,-0.9248814443288299
ATSC6dv,-98.65764828303851
ATSC6pe,-4.316396409989593
ATSC6se,-2.7096716586888654
ATSC7dv,27.143600416233088
ATSC7pe,0.18819419875128168
ATSC7se,-0.3626286992715858
ATSC8dv,-16.32570239334026
ATSC8pe,-2.4900212799167645
ATSC8se,-2.2494112049947956
AXp-0dv,0.5752105163328631
AXp-1dv,0.2999267185604303
AXp-2dv,0.16114729000405095
AXp-3dv,0.08261675204444871
AXp-4dv,0.04444015842138467
AXp-5dv,0.024083222367161223
AXp-6dv,0.013442481848070105
AXp-7dv,0.007178581122551503
BertzCT,1206.2256992777027
ECIndex,904
ETA_eta,30.602638491631573
GATS1dv,0.46945658152041075
GATS1pe,0.7062810596532993
GATS1se,0.7471321504017906
GATS2dv,0.8324495052373323
GATS2pe,0.7033949201074753
GATS2se,0.6839391614484408
GATS3dv,1.030050611185459
GATS3pe,0.9371313306092143
GATS3se,0.9181211767908737
GATS4dv,1.1014173643363483
GATS4pe,1.0170713392546218
GATS4se,1.0680755935347899
GATS5dv,1.219784622070127
GATS5pe,1.2288090202192863
GATS5se,1.2282675395217857
GATS6dv,1.0851876982554924
GATS6pe,1.184090850168655
GATS6se,1.1839043751225766
GATS7dv,0.8595094007772872
GATS7pe,0.8531037254314503
GATS7se,0.8573755359663588
GATS8dv,1.0544717061843072
GATS8pe,1.2287235582334288
GATS8se,1.2954238345434113
LogEE_A,4.433446566128703
LogEE_D,229.30114797939788
MATS1dv,0.34620966756294297
MATS1pe,0.005688562107061105
MATS1se,-0.02934930388234646
MATS2dv,0.12022325429805261
MATS2pe,0.15155428551036487
MATS2se,0.15440254111361573
MATS3dv,-0.03966066941118338
MATS3pe,-0.018201551665833395
MATS3se,-0.00667699630944765
MATS4dv,-0.10612625274993895
MATS4pe,-0.016814762247421195
MATS4se,-0.03285669993822864
MATS5dv,-0.18472013162540513
MATS5pe,-0.10121610143428317
MATS5se,-0.06071240298479338
MATS6dv,-0.13319116535596787
MATS6pe,-0.1883556554311178
MATS6se,-0.1748054171649095
MATS7dv,0.03772894461648387
MATS7pe,0.008455243463507765
MATS7se,-0.02408590305937553
MATS8dv,-0.025230287280165693
MATS8pe,-0.12438444160934167
MATS8se,-0.16611648492111908
MAXaaCH,1.848189476205935
MAXaasC,0.6917638783908628
MAXaasN,1.2172300817666217
MAXdssC,-0.4905196601138153
MAXsCH3,1.8598486870827031
MAXssNH,2.6318382289274247
MAXsssN,1.518383634373339
MDEC-11,0.6826566925317459
MDEC-12,5.916839728530633
MDEC-13,6.69429094580344
MDEC-22,11.256372166963684
MDEC-23,23.05824241943847
MDEC-33,10.241867298910664
MDEN-22,0.09999999999999998
MDEN-23,1.0433897200488584
MDEN-33,0.09090909090909091
MDEO-11,0.9729506266807925
MDEO-12,0.4911304059638447
MINaaCH,1.4661189706555104
MINaasC,0.34834691336391055
MINaasN,1.2172300817666217
MINdssC,-1.1399383696443575
MINsCH3,1.4626496340005746
MINssNH,2.6318382289274247
MINsssN,1.518383634373339
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8214285714285716
SM1_Dzi,1.7666692712220975
SM1_Dzm,1.8163286094222189
SM1_Dzp,-7.484198594423033
SM1_Dzv,-3.2722709032638435
SddssSe,0
SpAD_Dt,639.7083261569908
SpAbs_A,42.62632499142119
SpAbs_D,458.6022959587958
SpMAD_A,1.2537154409241527
SpMAD_D,13.488302822317523
SpMax_A,2.4262755429107865
SpMax_D,229.30114797939788
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,113.76
TpiPC10,8.623134163576587
VAdjMat,6.169925001442312
VE1_DzZ,5.761598285385767
VE1_Dzi,5.7613971789797604
VE1_Dzm,5.761586758913931
VE1_Dzp,5.740781066225594
VE1_Dzv,5.750780644545175
VE2_DzZ,0.16945877309958138
VE2_Dzi,0.16945285820528708
VE2_Dzm,0.16945843408570385
VE2_Dzp,0.1688465019478116
VE2_Dzv,0.16914060719250515
VE3_DzZ,2.974990347941128
VE3_Dzi,2.974955442710687
VE3_Dzm,2.974988347370662
VE3_Dzp,2.9713707069516593
VE3_Dzv,2.973111041484967
VR1_DzZ,222.72024904797337
VR1_Dzi,222.94282703318112
VR1_Dzm,222.72275846447795
VR1_Dzp,226.4968973351493
VR1_Dzv,224.6961278049536
VR2_DzZ,6.550595560234511
VR2_Dzi,6.557141971564151
VR2_Dzm,6.550669366602293
VR2_Dzp,6.661673451033803
VR2_Dzv,6.608709641322164
VR3_DzZ,6.629691926978633
VR3_Dzi,6.630690789193878
VR3_Dzm,6.629703194038447
VR3_Dzp,6.6465066781518205
VR3_Dzv,6.638524377932176
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07428654946249763
Xch-7dv,0.08131087479996647
Xpc-4dv,1.9907275458909797
Xpc-5dv,2.5883890209082407
Xpc-6dv,3.1551582836072836
Zagreb1,172.0
Zagreb2,201.0
fragCpx,174.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,36
nBondsS,43
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.301929032258064
AATS1are,6.4379515625
AATS2are,6.369249074074076
AATS3are,6.346870503597123
AATS4are,6.282625
AATS5are,6.377438596491228
AATS6are,6.133810344827587
AATS7are,5.908668639053254
AATS8are,6.011190789473686
AATSC0dv,4.257023933402705
AATSC0pe,0.131702315296566
AATSC0se,0.08908663059313213
AATSC1dv,1.4738228407908422
AATSC1pe,0.0007491968002082594
AATSC1se,-0.0026146305931321777
AATSC2dv,0.5117932708983696
AATSC2pe,0.019960050294831857
AATSC2se,0.013755202142829583
AATSC3dv,-0.16883641889818018
AATSC3pe,-0.0023971864963803257
AATSC3se,-0.0005948311036914693
AATSC4dv,-0.45178199791883467
AATSC4pe,-0.002214543119146661
AATSC4se,-0.002927092689906362
AATSC5dv,-0.7863580213106475
AATSC5pe,-0.013330394904187168
AATSC5se,-0.00540866341712766
AATSC6dv,-0.5669979786381524
AATSC6pe,-0.024806875919480418
AATSC6se,-0.015572825624648652
AATSC7dv,0.16061302021439697
AATSC7pe,0.0011135751405401283
AATSC7se,-0.002145731948352579
AATSC8dv,-0.10740593679829119
AATSC8pe,-0.01638171894682082
AATSC8se,-0.01479875792759734
AETA_eta,0.9000776026950463
ATSC0are,8.799367741935482
ATSC1are,-0.03724089490113493
ATSC2are,2.390736836628523
ATSC3are,-0.28920187304889233
ATSC4are,-0.5106973985431728
ATSC5are,-2.2269723204994554
ATSC6are,-4.598483662851194
ATSC7are,-0.04894755463061764
ATSC8are,-3.0659209157128102
BCUTZ-1h,8.029858385796725
BCUTZ-1l,5.681905770792106
BCUTc-1h,0.4767336089746192
BCUTc-1l,-0.5258019252570119
BCUTd-1h,3.276038040937948
BCUTd-1l,0.9724840882181195
BCUTi-1h,14.69269890046483
BCUTi-1l,10.942699390422137
BCUTm-1h,16.01550832006815
BCUTm-1l,11.693465527647053
BCUTp-1h,2.0022617085025773
BCUTp-1l,0.7413392373492806
BCUTs-1h,7.01046853611839
BCUTs-1l,1.2546293658516101
BCUTv-1h,20.907822262373116
BCUTv-1l,14.700425865390953
BalabanJ,1.54695844935257
Diameter,16
ETA_beta,43.5
GATS1are,0.7249740513568786
GATS2are,0.705427366699584
GATS3are,0.9422763332992897
GATS4are,1.0318991038670666
GATS5are,1.2381481683859208
GATS6are,1.1830176967158976
GATS7are,0.8447786215426691
GATS8are,1.243304078597945
HybRatio,0.28
Lipinski,True
LogEE_Dt,319.8541630784954
MATS1are,-0.004099966951436791
MATS2are,0.1559725739500027
MATS3are,-0.014659748597519208
MATS4are,-0.022489711504198484
MATS5are,-0.09176116741971237
MATS6are,-0.18621112377423812
MATS7are,-0.0020407251491877196
MATS8are,-0.14212077978437926
MAXssCH2,0.07695271164021156
MAXsssCH,-0.17214399917349765
MINssCH2,0.07695271164021156
MINsssCH,-1.132737885277569
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,1.938341493268054
SM1_Dzse,1.803525973543031
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,7.04767198267719
SMR_VSA5,32.351977680603184
SMR_VSA6,12.009707272128011
SMR_VSA7,76.7114027585884
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,364.54916366565715
SpAD_Dzi,354.48592004386353
SpAD_Dzm,364.61762984846814
SpAD_Dzp,491.28363479428447
SpAD_Dzv,445.9069288505707
SpAbs_Dt,639.7083261569908
SpDiam_A,4.852551085821574
SpDiam_D,348.8277875027596
SpMAD_Dt,18.814950769323257
SpMax_Dt,319.8541630784954
SsssssAs,0
VE1_Dzpe,5.7618840435250585
VE1_Dzse,5.761554749177264
VE2_Dzpe,0.16946717775073702
VE2_Dzse,0.1694574926228607
VE3_Dzpe,2.9750399437371198
VE3_Dzse,2.974982791639763
VMcGowan,352.5000000000013
VR1_Dzpe,222.6830425476156
VR1_Dzse,222.72638714470042
VR2_Dzpe,6.549501251400459
VR2_Dzse,6.550776092491189
VR3_Dzpe,6.629524858161916
VR3_Dzse,6.629719486269595
mZagreb1,12.833333333333334
mZagreb2,7.638888888888887
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,53
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14192528616024971
AATSC1are,-0.0005818889828302332
AATSC2are,0.02213645219100484
AATSC3are,-0.0020805890147402328
AATSC4are,-0.0031918587408948295
AATSC5are,-0.01302322994444126
AATSC6are,-0.026428067027880427
AATSC7are,-0.00028963050077288543
AATSC8are,-0.020170532340215857
AETA_beta,1.2794117647058822
BCUTdv-1h,6.024905874941721
BCUTdv-1l,0.9885922491023879
BCUTpe-1h,3.502293087976572
BCUTpe-1l,2.2305647035224196
BCUTse-1h,3.7150872487706437
BCUTse-1l,2.426469163765311
ETA_alpha,15.76666666666667
ETA_dBeta,0.5
ETA_eta_B,0.6917604541622815
ETA_eta_F,39.41253662348226
ETA_eta_L,7.326250286276095
ETA_eta_R,70.01517511511383
ETA_psi_1,0.5393386545039913
LabuteASA,197.14983271373313
LogEE_DzZ,182.3281532614
LogEE_Dzi,177.2894593761707
LogEE_Dzm,182.36223635392292
LogEE_Dzp,244.54119995678593
LogEE_Dzv,222.47224811598184
PEOE_VSA1,15.160178952647085
PEOE_VSA2,9.694446914922299
PEOE_VSA3,14.270877303288827
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,37.107111519698464
PEOE_VSA8,25.197720709434723
PEOE_VSA9,18.870092604587605
SM1_Dzare,2.1712424383434152
SpAD_Dzpe,361.7019258824671
SpAD_Dzse,364.9586935896582
SpAbs_DzZ,362.85871725391814
SpAbs_Dzi,352.9270942163147
SpAbs_Dzm,362.93172189873115
SpAbs_Dzp,496.56659850799485
SpAbs_Dzv,448.2167671352274
SpDiam_Dt,461.5799644356807
SpMAD_DzZ,10.722034225460504
SpMAD_Dzi,10.42605647187834
SpMAD_Dzm,10.724047936719652
SpMAD_Dzp,14.449518670420131
SpMAD_Dzv,13.114909672075608
SpMax_DzZ,182.3281532614
SpMax_Dzi,177.2894593761707
SpMax_Dzm,182.36223635392292
SpMax_Dzp,244.54119995678593
SpMax_Dzv,222.47224811598184
VE1_Dzare,5.762426468521089
VE2_Dzare,0.16948313142709084
VE3_Dzare,2.975134079520057
VR1_Dzare,222.58428220439615
VR2_Dzare,6.546596535423416
VR3_Dzare,6.62908125792741
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4637254901960785
AETA_dBeta,0.014705882352941176
AETA_eta_B,0.02034589571065534
AETA_eta_F,1.159192253631831
AETA_eta_L,0.21547794959635574
AETA_eta_R,2.0592698563268774
BCUTare-1h,3.5561216521103667
BCUTare-1l,2.180887211047769
ETA_beta_s,21.5
ETA_dPsi_A,0.17466134549600865
ETA_dPsi_B,0.0
ETA_eta_BR,0.9497604541622815
ETA_eta_FL,8.896202821934718
ETA_eta_RL,16.222453108210814
LogEE_Dzpe,180.9079729851532
LogEE_Dzse,182.5323916764039
PEOE_VSA10,6.041840829147961
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,20.512828183708866
SlogP_VSA2,46.0809111381503
SlogP_VSA3,18.26303078967502
SlogP_VSA4,0.0
SlogP_VSA5,19.410925891078243
SlogP_VSA6,65.58868437183939
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,357.550963088283
SpAbs_Dzpe,359.9163923065599
SpAbs_Dzse,363.2832222332228
SpDiam_DzZ,281.3618067777879
SpDiam_Dzi,273.4949414540409
SpDiam_Dzm,281.40900097321276
SpDiam_Dzp,369.94966554051086
SpDiam_Dzv,339.4656937612234
SpMAD_Dzpe,10.63829193771962
SpMAD_Dzse,10.73407922322524
SpMax_Dzpe,180.9079729851532
SpMax_Dzse,182.5323916764039
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6323529411764706
AETA_eta_BR,0.027934131004772985
AETA_eta_FL,0.26165302417455055
AETA_eta_RL,0.4771309737709063
DetourIndex,5244
EState_VSA1,18.042260629437884
EState_VSA2,18.02192934712598
EState_VSA3,28.127252583058453
EState_VSA4,0.0
EState_VSA5,22.888353778886273
EState_VSA6,43.44587439344685
EState_VSA7,32.046575604766076
EState_VSA8,10.415470412307368
EState_VSA9,4.736862953800049
ETA_beta_ns,22.0
ETA_shape_p,0.2114164904862579
ETA_shape_x,0.0
ETA_shape_y,0.36786469344608874
GhoseFilter,True
LogEE_Dzare,178.8393416158575
SlogP_VSA10,10.481923458755384
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,355.57094903179654
SpDiam_Dzpe,279.2877737177394
SpDiam_Dzse,281.659115104642
SpMAD_Dzare,10.516204796714206
SpMax_Dzare,178.8393416158575
TopoPSA(NO),113.76
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.2172300817666217
VSA_EState9,84.28276991823337
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6470588235294118
EState_VSA10,19.490138947056174
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.036274509803921495
FilterItLogS,-4.617206974663405
SpDiam_Dzare,276.343256554357
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6069892473118269
ETA_epsilon_2,0.859803921568627
ETA_epsilon_3,0.4387755102040806
ETA_epsilon_4,0.5504385964912267
ETA_epsilon_5,0.8287037037037033
AETA_beta_ns_d,0.04411764705882353
ETA_dEpsilon_A,0.1682137371077463
ETA_dEpsilon_B,0.05655065082060018
ETA_dEpsilon_C,-0.11166308628714611
ETA_dEpsilon_D,0.031100217864923674
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6764705882352942
MDEDescriptor,"0.6826566925317459,5.916839728530633,6.69429094580344,0.0,11.256372166963684,23.05824241943847,0.0,10.241867298910664,0.0,0.0,0.9729506266807925,0.4911304059638447,0.0,0.0,0.0,0.0,0.09999999999999998,1.0433897200488584,0.09090909090909091"
APolDescriptor,71.080204
BCUTDescriptor,"11.849999999999998,15.998956327712753,-0.3464071877094424,0.2805668508301505,4.527271069002006,10.859895200145635"
BPolDescriptor,40.01979599999999
TPSADescriptor,113.76
ALOGPDescriptor,"2.9858000000000007,8.915001640000003,123.16839999999999"
XLogPDescriptor,1.6490000000000005
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,464.20597022
ChiPathDescriptor,"24.827698166887174,16.222453108210818,14.612477019994847,11.876394462083761,9.728756314944363,7.5733764199695965,4.664526892808234,3.269139633513932,19.557157555317346,10.797361868175491,8.057364500202548,5.370088882889168,3.6440929905535424,2.336072569614637,1.2635932937185888,0.7322152745002526"
ChiChainDescriptor,"0.0,0.0,0.0,0.24095096150485465,0.34843348876223634,0.0,0.0,0.0,0.07428654946249763,0.08131087479996646"
AtomCountDescriptor,62
BondCountDescriptor,36
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.4235343113083943,0.0,0.7232446579741958,0.0,1.0659480332668811,0.0,0.1852643790581907,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,2,3,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"68.132665785705,2.0039019348736766,25.401508447196885,12.760433993591638,12.641074453605256"
FractionalPSADescriptor,0.24506362972041487
WienerNumbersDescriptor,"3784.0,56.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.677908446682968,8.942240545646106,12.426410067995878,1.9907275458909797,2.5883890209082376,2.8335110015243656"
FractionalCSP3Descriptor,0.28
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,1,0,0,10,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"28.569444444444443,13.5168,7.5133727810650885"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,2974.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.28
AutocorrelationDescriptorMass,"39.31226638281065,39.68198762951543,56.28329527866497,63.03040355821608,65.46967542094178"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.8259093514499201,-0.452567231977237,0.03810580015456406,0.06570087459592773,-0.1759717458755138"
EccentricConnectivityIndexDescriptor,904
AutocorrelationDescriptorPolarizability,"2289.8012297157825,2659.7638355321064,3652.7879032187766,3936.0838353390754,3705.1765158320977"
