DLiP-ID,C002IM
AATSC5m,-10.752003706391339
AATSC5p,0.007424039374606172
AATSC5s,-0.19865391933028922
AATSC5v,-5.836707784542943
AATSC6Z,-1.393860946745562
AATSC6c,0.0023752404410964066
AATSC6d,-0.09652366863905325
AATSC6i,-0.27355661583999785
AATSC6m,-6.790034279688525
AATSC6p,-0.05265642210937152
AATSC6s,-0.04489776234567902
AATSC6v,-12.861199858883046
AATSC7Z,0.6906903353057198
AATSC7c,0.0017151548206233607
AATSC7d,-0.0445364891518738
AATSC7i,0.0010158946097813064
AATSC7m,3.2828239410059155
AATSC7p,0.0037736935835099798
AATSC7s,-0.10016203703703708
AATSC7v,3.21921842909248
AATSC8Z,-1.6577992143603006
AATSC8c,-0.00478198118488075
AATSC8d,-0.15554920192929242
AATSC8i,0.03188393833139644
AATSC8m,-7.642512609504748
AATSC8p,0.0029562116356911584
AATSC8s,-0.22106967787114848
AATSC8v,-3.1108301412639023
ATS0are,347.97999999999996
ATS1are,363.20000000000005
ATS2are,601.7200000000003
ATS3are,648.74
ATS4are,816.79
ATS5are,1007.0299999999999
ATS6are,934.2299999999999
ATS7are,944.2099999999999
ATS8are,783.9200000000002
ATSC0dv,279.2307692307692
ATSC0pe,9.82205192307692
ATSC0se,7.5017999999999985
ATSC1dv,115.6449704142012
ATSC1pe,-0.35387507396449447
ATSC1se,-0.791192000000003
ATSC2dv,73.73964497041419
ATSC2pe,-3.4731773298816524
ATSC2se,-3.646912000000011
ATSC3dv,130.07692307692312
ATSC3pe,4.9072783653846255
ATSC3se,3.4809959999999798
ATSC4dv,-37.00000000000001
ATSC4pe,2.865035096153857
ATSC4se,1.807771999999979
ATSC5dv,-244.22485207100593
ATSC5pe,-6.071828476331343
ATSC5se,-3.200764000000027
ATSC6dv,-55.715976331360935
ATSC6pe,0.12348505917160027
ATSC6se,0.950240000000002
ATSC7dv,-31.781065088757412
ATSC7pe,0.6770675295857913
ATSC7se,-0.09788399999998937
ATSC8dv,-208.20118343195264
ATSC8pe,-5.285139977810645
ATSC8se,-3.6060560000000077
AXp-0dv,0.5815083575593248
AXp-1dv,0.2733827412291602
AXp-2dv,0.1307781956629464
AXp-3dv,0.06671735325424472
AXp-4dv,0.03404733100967989
AXp-5dv,0.017492952244070957
AXp-6dv,0.008538156609175548
AXp-7dv,0.00432869171633107
BertzCT,1147.8929216064291
ECIndex,612
ETA_eta,25.572479904838985
GATS1dv,0.44139118457300275
GATS1pe,0.8069226443906105
GATS1se,0.9327175107603803
GATS2dv,0.9132231404958677
GATS2pe,1.294491005010437
GATS2se,1.4114819814031148
GATS3dv,0.7195395513577332
GATS3pe,0.7053529945190333
GATS3se,0.8173883015329069
GATS4dv,1.0318640955004592
GATS4pe,0.877342134564942
GATS4se,0.9715304224422037
GATS5dv,1.3792171402694442
GATS5pe,1.3957360672344215
GATS5se,1.3814228694702313
GATS6dv,0.9956668962350781
GATS6pe,0.8927877148627033
GATS6se,0.8604386113999306
GATS7dv,1.013677685950413
GATS7pe,0.9369525911768006
GATS7se,0.9367265136367271
GATS8dv,1.375206611570248
GATS8pe,1.3508742619943925
GATS8se,1.3368251048319832
LogEE_A,4.319996535146662
LogEE_D,154.86444321812164
MATS1dv,0.39881644730129584
MATS1pe,-0.03469423623621365
MATS1se,-0.1015607710939502
MATS2dv,0.15429473488717613
MATS2pe,-0.20660368767021528
MATS2se,-0.2840358373915363
MATS3dv,0.26619441164895724
MATS3pe,0.2854962575941691
MATS3se,0.26515510563178973
MATS4dv,-0.05889194980104072
MATS4pe,0.1296418448605634
MATS4se,0.10710152526356516
MATS5dv,-0.3115136420242273
MATS5pe,-0.22017487418119122
MATS5se,-0.15196328041087623
MATS6dv,-0.07205387205387204
MATS6pe,0.004539970595992202
MATS6se,0.045741318379885224
MATS7dv,-0.039456382001836564
MATS7pe,0.0238969153724665
MATS7se,-0.00452333040070334
MATS8dv,-0.32581892261036643
MATS8pe,-0.23513141139624533
MATS8se,-0.21005032965757733
MAXaaCH,1.6816158824640968
MAXaaaC,-0.024782507138657817
MAXaasC,0.5046143975139288
MAXsCH3,1.5154393632582457
MDEC-11,1.7901829994872396
MDEC-12,3.0421408711302864
MDEC-13,13.756789263639828
MDEC-22,1.6509636244473134
MDEC-23,10.100094282373064
MDEC-33,22.098498566744762
MDEO-11,0.25
MDEO-12,2.6866291925302543
MDEO-22,3.778277193197956
MINaaCH,1.6374492157974299
MINaaaC,-0.16150308117073964
MINaasC,-0.4480912301916986
MINsCH3,1.3307315287226
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.25
SM1_Dzi,1.558207672904711
SM1_Dzm,2.2433902118882436
SM1_Dzp,-9.740648379052368
SM1_Dzv,-3.590950302522231
SddssSe,0
SpAD_Dt,597.0454786942098
SpAbs_A,38.47124737618192
SpAbs_D,309.7288864362432
SpMAD_A,1.2823749125393973
SpMAD_D,10.324296214541441
SpMax_A,2.561711654285414
SpMax_D,154.86444321812164
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.82000000000002
TpiPC10,9.742415874896333
VAdjMat,6.0
VE1_DzZ,5.376410235467487
VE1_Dzi,5.371248285143584
VE1_Dzm,5.3763605011854105
VE1_Dzp,5.296501512508415
VE1_Dzv,5.3338673517445505
VE2_DzZ,0.1792136745155829
VE2_Dzi,0.17904160950478612
VE2_Dzm,0.17921201670618034
VE2_Dzp,0.17655005041694719
VE2_Dzv,0.17779557839148502
VE3_DzZ,2.780633197658307
VE3_Dzi,2.779672625509329
VE3_Dzm,2.7806239471528706
VE3_Dzp,2.7656587992900112
VE3_Dzv,2.7726888456793657
VR1_DzZ,194.31241941706375
VR1_Dzi,195.1273977696209
VR1_Dzm,194.3203830777253
VR1_Dzp,206.17669333453355
VR1_Dzv,200.76083041851481
VR2_DzZ,6.477080647235458
VR2_Dzi,6.504246592320697
VR2_Dzm,6.477346102590843
VR2_Dzp,6.872556444484451
VR2_Dzv,6.69202768061716
VR3_DzZ,6.368079561779058
VR3_Dzi,6.372264955805505
VR3_Dzm,6.36812054473578
VR3_Dzp,6.42734582444721
VR3_Dzv,6.400726589820639
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.052439020293230124
Xch-7dv,0.1015390215069154
Xpc-4dv,1.6703298883571567
Xpc-5dv,2.408694443964514
Xpc-6dv,3.213236825266092
Zagreb1,156.0
Zagreb2,193.0
fragCpx,154.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,32
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,6.691923076923076
AATS1are,6.725925925925927
AATS2are,6.7608988764044975
AATS3are,7.129010989010989
AATS4are,6.981111111111111
AATS5are,6.897465753424656
AATS6are,6.487708333333333
AATS7are,6.294733333333332
AATS8are,6.587563025210086
AATSC0dv,5.3698224852071
AATSC0pe,0.18888561390532538
AATSC0se,0.14426538461538457
AATSC1dv,2.141573526188911
AATSC1pe,-0.006553242110453601
AATSC1se,-0.014651703703703759
AATSC2dv,0.8285353367462268
AATSC2pe,-0.03902446438069272
AATSC2se,-0.04097653932584282
AATSC3dv,1.4294167371090454
AATSC3pe,0.053926135883347534
AATSC3se,0.03825270329670308
AATSC4dv,-0.3162393162393163
AATSC4pe,0.02448747945430647
AATSC4se,0.015451042735042556
AATSC5dv,-1.6727729593904515
AATSC5pe,-0.04158786627624208
AATSC5se,-0.021923041095890595
AATSC6dv,-0.3869165023011176
AATSC6pe,0.000857535133136113
AATSC6se,0.006598888888888902
AATSC7dv,-0.21187376725838275
AATSC7pe,0.004513783530571942
AATSC7se,-0.0006525599999999291
AATSC8dv,-1.7495897767390978
AATSC8pe,-0.04441294099000542
AATSC8se,-0.03030299159663872
AETA_eta,0.8524159968279662
ATSC0are,10.869230769230768
ATSC1are,-0.6649704142011802
ATSC2are,-4.499644970414192
ATSC3are,5.326923076923089
ATSC4are,3.0392307692307825
ATSC5are,-5.986686390532525
ATSC6are,0.6728994082840245
ATSC7are,0.4095266272189262
ATSC8are,-5.661893491124252
BCUTZ-1h,8.027071956134172
BCUTZ-1l,5.670715427120701
BCUTc-1h,0.5388674673735031
BCUTc-1l,-0.5283691154981981
BCUTd-1h,3.3393434773113424
BCUTd-1l,0.9776867700088318
BCUTi-1h,13.641752085994222
BCUTi-1l,10.931939044590145
BCUTm-1h,16.015537615794965
BCUTm-1l,11.684879513036687
BCUTp-1h,2.0188091986740253
BCUTp-1l,0.7483307060778953
BCUTs-1h,7.00828156392973
BCUTs-1l,1.3397412207037682
BCUTv-1h,20.916024838117202
BCUTv-1l,14.701722821526044
BalabanJ,1.8792330986171215
Diameter,13
ETA_beta,39.5
GATS1are,0.8506683966344265
GATS2are,1.345696462224767
GATS3are,0.7450712769184106
GATS4are,0.9097546591177165
GATS5are,1.3941453625338103
GATS6are,0.8773332448690726
GATS7are,0.9368648266100496
GATS8are,1.3490900818926295
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,298.5227393471049
MATS1are,-0.05891326570732063
MATS2are,-0.24187599895035614
MATS3are,0.2800525730462043
MATS4are,0.12427459306440253
MATS5are,-0.19617252712096034
MATS6are,0.022355901549107524
MATS7are,0.013061571125265115
MATS8are,-0.22762463796558935
NsssssAs,0
RotRatio,0.21875
SM1_Dzpe,2.328488372093023
SM1_Dzse,2.236453201970443
SMR_VSA1,37.94485605469435
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,42.65878524766519
SMR_VSA7,28.42242878135719
SMR_VSA8,0.0
SMR_VSA9,51.570281743558766
SpAD_DzZ,213.45016817788144
SpAD_Dzi,222.36405246891007
SpAD_Dzm,213.53517875222016
SpAD_Dzp,356.0602958565687
SpAD_Dzv,284.34460890017334
SpAbs_Dt,597.0454786942098
SpDiam_A,5.123423308570828
SpDiam_D,221.4136142118534
SpMAD_Dt,19.90151595647366
SpMax_Dt,298.5227393471049
SsssssAs,0
VE1_Dzpe,5.377001313341191
VE1_Dzse,5.376308312073152
VE2_Dzpe,0.17923337711137305
VE2_Dzse,0.17921027706910506
VE3_Dzpe,2.780743130747284
VE3_Dzse,2.780614239960514
VMcGowan,292.60000000000065
VR1_Dzpe,194.21759129693567
VR1_Dzse,194.32873728606816
VR2_Dzpe,6.473919709897856
VR2_Dzse,6.477624576202272
VR3_Dzpe,6.367591423826282
VR3_Dzse,6.3681635357418385
mZagreb1,11.833333333333332
mZagreb2,7.138888888888887
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,46
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.20902366863905322
AATSC1are,-0.012314266929651485
AATSC2are,-0.05055780865633923
AATSC3are,0.05853761622992405
AATSC4are,0.025976331360946858
AATSC5are,-0.041004701305017294
AATSC6are,0.004672912557527948
AATSC7are,0.002730177514792841
AATSC8are,-0.0475789369002038
AETA_beta,1.3166666666666667
BCUTdv-1h,6.025790042434968
BCUTdv-1l,0.9966232615109224
BCUTpe-1h,3.49805785729832
BCUTpe-1l,2.2142378970794367
BCUTse-1h,3.710870219416141
BCUTse-1l,2.410439222521679
ETA_alpha,13.5
ETA_dBeta,-0.5
ETA_eta_B,0.4512261846415342
ETA_eta_F,36.66091307797845
ETA_eta_L,5.842739871382002
ETA_eta_R,62.233392982817435
ETA_psi_1,0.4838709677419358
LabuteASA,171.801658596966
LogEE_DzZ,106.80008408894071
LogEE_Dzi,111.23396649021853
LogEE_Dzm,106.8423690498397
LogEE_Dzp,176.31375596764246
LogEE_Dzv,141.5738127329996
PEOE_VSA1,37.94485605469435
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,5.563451491696996
PEOE_VSA9,42.65878524766519
SM1_Dzare,2.571428571428571
SpAD_Dzpe,212.44094868188404
SpAD_Dzse,213.62440124642603
SpAbs_DzZ,211.47969382689297
SpAbs_Dzi,220.9818168446005
SpAbs_Dzm,211.5702357251853
SpAbs_Dzp,362.3681603143375
SpAbs_Dzv,286.73857576852157
SpDiam_Dt,396.1862689188312
SpMAD_DzZ,7.115005605929381
SpMAD_Dzi,7.412135082297002
SpMAD_Dzm,7.117839291740672
SpMAD_Dzp,11.86867652855229
SpMAD_Dzv,9.478153630005778
SpMax_DzZ,106.80008408894071
SpMax_Dzi,111.23396649021853
SpMax_Dzm,106.8423690498397
SpMax_Dzp,176.31375596764246
SpMax_Dzv,141.5738127329996
VE1_Dzare,5.378836136934303
VE2_Dzare,0.17929453789781008
VE3_Dzare,2.781084308013934
VR1_Dzare,193.92099103556203
VR2_Dzare,6.464033034518734
VR3_Dzare,6.366063102074171
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45
AETA_dBeta,-0.016666666666666666
AETA_eta_B,0.015040872821384473
AETA_eta_F,1.222030435932615
AETA_eta_L,0.1947579957127334
AETA_eta_R,2.074446432760581
BCUTare-1h,3.5515349200612776
BCUTare-1l,2.165380461633756
ETA_beta_s,20.0
ETA_dPsi_A,0.2301290322580642
ETA_dPsi_B,0.0
ETA_eta_BR,0.7092261846415342
ETA_eta_FL,8.62024750634956
ETA_eta_RL,14.462987377731562
LogEE_Dzpe,106.29809062001178
LogEE_Dzse,106.8867490632787
PEOE_VSA10,5.386224214464796
PEOE_VSA11,28.5918030603684
PEOE_VSA12,28.42683772503616
PEOE_VSA13,0.0
SlogP_VSA1,33.849968114700836
SlogP_VSA2,47.765312642505904
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,27.41078932651
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,209.32009028874677
SpAbs_Dzpe,210.40493159225014
SpAbs_Dzse,211.6652653223574
SpDiam_DzZ,151.53962514045577
SpDiam_Dzi,157.26880926005802
SpDiam_Dzm,151.5942268340947
SpDiam_Dzp,236.6157114610365
SpDiam_Dzv,194.74593129163696
SpMAD_Dzpe,7.081364956062801
SpMAD_Dzse,7.120813374880868
SpMax_Dzpe,106.29809062001178
SpMax_Dzse,106.8867490632787
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.023640872821384475
AETA_eta_FL,0.28734158354498535
AETA_eta_RL,0.48209957925771874
DetourIndex,4432
EState_VSA1,11.178302225184446
EState_VSA2,39.7275391081171
EState_VSA3,17.062475158264807
EState_VSA4,0.0
EState_VSA5,42.65878524766519
EState_VSA6,18.19910120538483
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,32.838328659853644
ETA_beta_ns,19.5
ETA_shape_p,0.271604938271605
ETA_shape_x,0.0
ETA_shape_y,0.4444444444444444
GhoseFilter,True
LogEE_Dzare,104.74575943008767
SlogP_VSA10,0.0
SlogP_VSA11,40.246582832987336
SpAbs_Dzare,207.08286999243276
SpDiam_Dzpe,150.89146581783078
SpDiam_Dzse,151.65153459021727
SpMAD_Dzare,6.977336342958226
SpMax_Dzare,104.74575943008767
TopoPSA(NO),105.82000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.026652730536659
VSA_EState9,69.47334726946333
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.65
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.05
FilterItLogS,-5.771766075218862
SpDiam_Dzare,148.88778176850133
ETA_beta_ns_d,4.0
ETA_epsilon_1,0.6634615384615379
ETA_epsilon_2,0.9299999999999995
ETA_epsilon_3,0.4395348837209298
ETA_epsilon_4,0.5863636363636353
ETA_epsilon_5,0.9096774193548383
AETA_beta_ns_d,0.13333333333333333
ETA_dEpsilon_A,0.22392665474060808
ETA_dEpsilon_B,0.07709790209790257
ETA_dEpsilon_C,-0.1468287526427055
ETA_dEpsilon_D,0.020322580645161237
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.5333333333333333
MDEDescriptor,"1.7901829994872396,3.0421408711302864,13.756789263639828,0.0,1.6509636244473134,10.100094282373064,0.0,22.098498566744762,0.0,0.0,0.25,2.6866291925302543,3.778277193197956,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,58.84744599999999
BCUTDescriptor,"11.996146213789137,16.00349351144763,-0.37505973451172814,0.22377386869290575,4.916379401423189,10.719529581722002"
BPolDescriptor,38.420553999999996
TPSADescriptor,105.82000000000002
ALOGPDescriptor,"4.191299999999999,17.56699568999999,101.45349999999999"
XLogPDescriptor,3.702000000000001
VAdjMaDescriptor,6.0
WeightDescriptor,418.12638245999995
ChiPathDescriptor,"21.999271042140986,14.462987377731565,12.057194944029527,11.523714825871348,10.242233859088854,7.981060322943282,5.849602875586233,4.300470329701494,17.445250726779744,8.748247719333127,6.015797000495535,4.603497374542885,3.234496445919589,2.1691260782647985,1.2636471781579814,0.7575210503579376"
ChiChainDescriptor,"0.0,0.0,0.0,0.15043933994366565,0.4546890516964674,0.0,0.0,0.0,0.05243902029323013,0.1015390215069154"
AtomCountDescriptor,52
BondCountDescriptor,32
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.8125078714985878,0.0,0.7043927585457782,0.0,0.6768034171244662,0.0,0.1338843972862726,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"60.35699051100565,2.011899683700188,25.247937384915474,25.247937384915474,0.0"
FractionalPSADescriptor,0.2530813754860907
WienerNumbersDescriptor,"2238.0,60.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.757729216461804,10.684246838280371,15.826674636585562,1.6703298883571573,2.4086944439645137,2.859857875491627"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,24
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.638671875,10.744801512287335,4.446124763705104"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2046.09
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"36.970221319868514,37.31347163412102,52.64183954265127,73.0593987228356,77.94166550435514"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"1.2683280817770501,-0.5797216104344608,-0.32701795889583074,0.47068281447399424,-0.4397833654768625"
EccentricConnectivityIndexDescriptor,612
AutocorrelationDescriptorPolarizability,"1946.8752925945425,2355.065795652027,3503.2905628597578,4180.709190457776,3972.163158833192"
