DLiP-ID,C004QV
DLiP-Mol-ID,35653
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3"
Standard Inchi Key(RDKit),HYIMSNHJOBLJNT-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
SMILES(SDF),
MW(SDF),
MW(RDKit),346.339
MW Monoisotopic(RDKit),346.116486296
MolLogP(RDKit),2.1756
XLogP(SDF),
XLogP(CDK),3.305
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),107.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.505505297121405
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Perilipin-1/ABHD5
Common Target Pref Name,Perilipin-1/ABHD5
RDKit Descriptors
Ipc,291739.89613473933
qed,0.5055052971214055
Chi0,18.723250160202095
Chi1,11.82780492029403
TPSA,107.77000000000001
Chi0n,14.283454684231268
Chi0v,14.283454684231268
Chi1n,7.415124004249607
Chi1v,7.415124004249607
Chi2n,5.434451728861826
Chi2v,5.434451728861826
Chi3n,4.01543539399127
Chi3v,4.01543539399127
Chi4n,2.9639806125237675
Chi4v,2.9639806125237675
MolMR,88.40510000000003
MolWt,346.33900000000006
fr_SH,0
Kappa1,18.18259494971491
Kappa2,7.163418786222467
Kappa3,3.232043293699175
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,771.1110283918142
MolLogP,2.1756
NOCount,8
fr_Ar_N,0
fr_COO2,0
