DLiP-ID,T003LB
AATSC4p,-0.030446167321925566
AATSC4s,-0.4165732416995403
AATSC4v,-5.119781926966225
AATSC5Z,0.20740740740740735
AATSC5c,0.005349984480322916
AATSC5d,-0.007407407407407408
AATSC5i,0.1851880970795161
AATSC5m,1.086248282510288
AATSC5p,0.02245211892478628
AATSC5s,0.4139512958635107
AATSC5v,3.1737093710858613
AATSC6Z,-1.7460028334345272
AATSC6c,0.00013818962455815415
AATSC6d,-0.039162112932604735
AATSC6i,-0.08209356743414871
AATSC6m,-7.933998716296746
AATSC6p,-0.023925133195843554
AATSC6s,-0.3158178293221391
AATSC6v,-6.173640882317773
AATSC7Z,-0.11231556760012033
AATSC7c,-0.002381912605050524
AATSC7d,-0.021680216802168015
AATSC7i,-0.12258800481582381
AATSC7m,-0.544898925532805
AATSC7p,-0.010498602767694104
AATSC7s,-0.2849529592081006
AATSC7v,-1.3686777768400313
AATSC8Z,-0.546296296296296
AATSC8c,0.0010923370596561998
AATSC8d,0.015432098765432115
AATSC8i,-0.06982681250462332
AATSC8m,-2.241459008230452
AATSC8p,-0.011886030841331281
AATSC8s,0.2731144837808901
AATSC8v,-0.12349310931278129
ATS0are,354.8831999999999
ATS1are,367.02869999999996
ATS2are,618.005
ATS3are,788.8488
ATS4are,861.1346000000001
ATS5are,887.5567999999998
ATS6are,770.2028999999999
ATS7are,764.8530000000001
ATS8are,683.542
ATSC0dv,245.67078189300406
ATSC0pe,8.40636481481481
ATSC0se,6.01016987037037
ATSC1dv,41.6335924401768
ATSC1pe,-0.3126320301783225
ATSC1se,0.026305541838132822
ATSC2dv,58.96814509983234
ATSC2pe,3.8209705075445837
ATSC2se,2.611050596021946
ATSC3dv,-96.87334247828073
ATSC3pe,-2.5554662551440255
ATSC3se,-1.9567855637860179
ATSC4dv,-111.46273433927753
ATSC4pe,-4.954376954732504
ATSC4se,-3.401611109053508
ATSC5dv,45.87242798353909
ATSC5pe,3.0175101851851904
ATSC5se,2.4915473055555424
ATSC6dv,-57.95168419448253
ATSC6pe,-1.8512982853223605
ATSC6se,-1.3417315775034238
ATSC7dv,-31.459990855052588
ATSC7pe,-2.032973559670787
ATSC7se,-1.6992239084362042
ATSC8dv,43.769547325102884
ATSC8pe,0.672364814814812
ATSC8se,0.18564881481481704
AXp-0dv,0.5693122842278284
AXp-1dv,0.32552693183360837
AXp-2dv,0.17736154064770718
AXp-3dv,0.09952518590321519
AXp-4dv,0.05261401399368146
AXp-5dv,0.029865154303530945
AXp-6dv,0.01747961772131529
AXp-7dv,0.0096125987773556
BertzCT,1308.8148677630766
ECIndex,917
ETA_eta,25.61054457943733
GATS1dv,0.5665206838707207
GATS1pe,0.6652126881121415
GATS1se,0.6360535161272992
GATS2dv,0.7383725924030387
GATS2pe,0.5131158264967897
GATS2se,0.5131724851431818
GATS3dv,1.1434001139066636
GATS3pe,1.0741554404213565
GATS3se,1.0812221310143346
GATS4dv,1.185820904613829
GATS4pe,1.2321576442188762
GATS4se,1.224354749570778
GATS5dv,1.0080990987972798
GATS5pe,0.9750710936179974
GATS5se,0.9792233425287452
GATS6dv,1.0386955188108014
GATS6pe,0.9970181577041601
GATS6se,1.0017302002916224
GATS7dv,1.0199220221456127
GATS7pe,1.0231219766014072
GATS7se,1.0211370930628458
GATS8dv,0.9178762270092803
GATS8pe,0.9807237659648104
GATS8se,1.0116344234221788
LogEE_A,4.381652018843169
LogEE_D,216.06402840723624
MATS1dv,0.1634165777269399
MATS1pe,-0.03586170802364089
MATS1se,0.004220522672097701
MATS2dv,0.13788907714931112
MATS2pe,0.26111472188891166
MATS2se,0.24957118823002145
MATS3dv,-0.177444805521123
MATS3pe,-0.13679632518305654
MATS3se,-0.14651058500771544
MATS4dv,-0.18560771032378123
MATS4pe,-0.24110190516817578
MATS4se,-0.2315355823529629
MATS5dv,0.07468926932225536
MATS5pe,0.14358216668719084
MATS5se,0.16582208884568542
MATS6dv,-0.1044110547680154
MATS6pe,-0.09747698653913753
MATS6se,-0.09881271292684805
MATS7dv,-0.05622037425774776
MATS7pe,-0.10617252487585566
MATS7se,-0.12412307079152388
MATS8dv,0.08908171128010992
MATS8pe,0.03999141303205648
MATS8se,0.01544455637851852
MAXaaCH,1.8117054225022162
MAXaasC,0.5940189070680633
MAXaasN,1.5607885666871124
MAXdssC,-0.49768022017803415
MAXsCH3,1.6561156677629267
MAXssNH,2.4986702188101138
MDEC-11,0.33333333333333337
MDEC-12,3.2621799198184847
MDEC-13,3.4067267922360314
MDEC-22,10.24368954312495
MDEC-23,17.383083565881027
MDEC-33,5.776677127474889
MDEN-22,0.16666666666666669
MDEN-23,0.7698003589195012
MDEN-33,1.0
MDEO-11,2.1340370758549767
MINaaCH,1.280894746787604
MINaasC,-0.10189896174519153
MINaasN,1.364029307427853
MINdssC,-1.087779097616618
MINsCH3,1.633381159279705
MINssNH,2.3605668205451757
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.6964285714285716
SM1_Dzi,1.8529029618306063
SM1_Dzm,2.690952890953851
SM1_Dzp,-8.142354927727702
SM1_Dzv,-3.5136865061504015
SddssSe,0
SpAD_Dt,584.9937813102574
SpAbs_A,39.84359205493416
SpAbs_D,432.1280568144723
SpMAD_A,1.2451122517166926
SpMAD_D,13.504001775452265
SpMax_A,2.5114696272968784
SpMax_D,216.06402840723624
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,147.88000000000002
TpiPC10,8.760043777222487
VAdjMat,6.087462841250339
VE1_DzZ,5.519674126253785
VE1_Dzi,5.545397866716675
VE1_Dzm,5.5196613236136605
VE1_Dzp,5.532416076897924
VE1_Dzv,5.545192717095977
VE2_DzZ,0.1724898164454308
VE2_Dzi,0.1732936833348961
VE2_Dzm,0.1724894163629269
VE2_Dzp,0.17288800240306013
VE2_Dzv,0.1732872724092493
VE3_DzZ,2.871469633253093
VE3_Dzi,2.87611918037238
VE3_Dzm,2.8714673137946103
VE3_Dzp,2.8737754335235155
VE3_Dzv,2.876082185116055
VR1_DzZ,211.0417640866405
VR1_Dzi,208.42331930641427
VR1_Dzm,211.04386742582957
VR1_Dzp,210.67233419954593
VR1_Dzv,208.92621707957252
VR2_DzZ,6.595055127707516
VR2_Dzi,6.513228728325446
VR2_Dzm,6.595120857057174
VR2_Dzp,6.58351044373581
VR2_Dzv,6.528944283736641
VR3_DzZ,6.5152068577552935
VR3_Dzi,6.502722010288698
VR3_Dzm,6.515216824165103
VR3_Dzp,6.513454817768499
VR3_Dzv,6.505131971113918
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025
Xch-6dv,0.14505899999435357
Xch-7dv,0.20386565193153391
Xpc-4dv,2.5254021618990534
Xpc-5dv,3.229397913323106
Xpc-6dv,4.198625492990945
Zagreb1,166.0
Zagreb2,194.0
fragCpx,164.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,5
nBondsM,22
nBondsO,34
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,1
AATS0are,6.571911111111109
AATS1are,6.554083928571428
AATS2are,6.574521276595744
AATS3are,6.57374
AATS4are,6.523746969696971
AATS5are,6.5744948148148135
AATS6are,6.313138524590163
AATS7are,6.2183170731707325
AATS8are,6.329092592592593
AATSC0dv,4.54945892394452
AATSC0pe,0.15567342249657054
AATSC0se,0.11129944204389573
AATSC1dv,0.7434570078603
AATSC1pe,-0.005582714824612901
AATSC1se,0.0004697418185380861
AATSC2dv,0.6273206925514079
AATSC2pe,0.04064862242068706
AATSC2se,0.027777134000233468
AATSC3dv,-0.8072778539856728
AATSC3pe,-0.021295552126200212
AATSC3se,-0.016306546364883483
AATSC4dv,-0.8444146540854358
AATSC4pe,-0.037533158747973513
AATSC4se,-0.02576978112919324
AATSC5dv,0.3397957628410303
AATSC5pe,0.02235192729766808
AATSC5se,0.018455905967078093
AATSC6dv,-0.47501380487280764
AATSC6pe,-0.015174576109199676
AATSC6se,-0.010997799815601833
AATSC7dv,-0.25577228337441127
AATSC7pe,-0.016528240322526724
AATSC7se,-0.01381482852387158
AATSC8dv,0.4052735863435452
AATSC8pe,0.006225600137174186
AATSC8se,0.0017189705075446023
AETA_eta,0.8003295181074166
ATSC0are,9.234599999999993
ATSC1are,-0.630899999999996
ATSC2are,4.277600000000004
ATSC3are,-2.712299999999989
ATSC4are,-5.7698999999999865
ATSC5are,3.6760000000000073
ATSC6are,-1.700100000000003
ATSC7are,-2.4960000000000084
ATSC8are,0.7708999999999961
BCUTZ-1h,16.0131237582613
BCUTZ-1l,5.699514067390459
BCUTc-1h,0.48848182736338147
BCUTc-1l,-0.466498279282412
BCUTd-1h,4.043832341651225
BCUTd-1l,0.9705861042389937
BCUTi-1h,14.694207522687806
BCUTi-1l,10.319765998505503
BCUTm-1h,32.06654443776297
BCUTm-1l,11.711186314862163
BCUTp-1h,2.954589504638113
BCUTp-1l,0.7413570022586758
BCUTs-1h,7.01558077559721
BCUTs-1l,0.2989378382366172
BCUTv-1h,24.441833129461088
BCUTv-1l,14.699961150403634
BalabanJ,1.5107608320641928
Diameter,18
ETA_beta,43.25
GATS1are,0.7089964063723082
GATS2are,0.5166027995544971
GATS3are,1.0810445227730494
GATS4are,1.2560794498818348
GATS5are,0.9691080084480994
GATS6are,0.9786891991735999
GATS7are,1.0253512373665747
GATS8are,0.9751868676659685
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,292.4968906551287
MATS1are,-0.06587917799827321
MATS2are,0.2661019081336569
MATS3are,-0.132169774543564
MATS4are,-0.25560540103129886
MATS5are,0.15922725402291424
MATS6are,-0.08148737126551518
MATS7are,-0.11866294999770267
MATS8are,0.041739761332380214
MAXddssS,-4.077722090736609
MAXssCH2,-0.19651375936161442
MINddssS,-4.077722090736609
MINssCH2,-0.30639592700339846
NsssssAs,0
RotRatio,0.23529411764705882
SM1_Dzpe,2.2086903304773564
SM1_Dzse,2.12337687792159
SMR_VSA1,23.113398747313283
SMR_VSA2,0.0
SMR_VSA3,9.36360587029037
SMR_VSA4,7.04767198267719
SMR_VSA5,24.660863921060418
SMR_VSA6,10.038883468458419
SMR_VSA7,70.64503569012679
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,298.3687935638452
SpAD_Dzi,327.53716877514194
SpAD_Dzm,298.4074637488842
SpAD_Dzp,426.8815858883812
SpAD_Dzv,406.74714827307093
SpAbs_Dt,584.9937813102572
SpDiam_A,4.897803837186231
SpDiam_D,329.1152463664756
SpMAD_Dt,18.281055665945544
SpMax_Dt,292.4968906551287
SsssssAs,0
VE1_Dzpe,5.544225336170295
VE1_Dzse,5.54260142409112
VE2_Dzpe,0.17325704175532172
VE2_Dzse,0.1732062945028475
VE3_Dzpe,2.875907715919657
VE3_Dzse,2.87561477148643
VMcGowan,322.66000000000093
VR1_Dzpe,208.41942389132382
VR1_Dzse,208.60362979501383
VR2_Dzpe,6.513106996603869
VR2_Dzse,6.518863431094182
VR3_Dzpe,6.502703320194392
VR3_Dzse,6.503586752964077
mZagreb1,12.42361111111111
mZagreb2,6.958333333333331
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,44
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17101111111111097
AATSC1are,-0.011266071428571358
AATSC2are,0.04550638297872345
AATSC3are,-0.022602499999999907
AATSC4are,-0.043711363636363534
AATSC5are,0.027229629629629683
AATSC6are,-0.01393524590163937
AATSC7are,-0.02029268292682934
AATSC8are,0.007137962962962928
AETA_beta,1.3515625
BCUTdv-1h,6.025619662657449
BCUTdv-1l,0.6442308650123081
BCUTpe-1h,3.5373843638968703
BCUTpe-1l,2.241647710476013
BCUTse-1h,3.768537551446271
BCUTse-1l,2.440679972626797
ETA_alpha,14.933333333333335
ETA_dBeta,2.75
ETA_eta_B,0.8171522269447618
ETA_eta_F,38.72895630972077
ETA_eta_L,6.450978667221417
ETA_eta_R,64.3395008891581
ETA_psi_1,0.5173210161662821
LabuteASA,183.69174947351934
LogEE_DzZ,148.89167394749046
LogEE_Dzi,163.82648760512816
LogEE_Dzm,148.9104911251559
LogEE_Dzp,211.94281130575595
LogEE_Dzv,202.82456061994947
PEOE_VSA1,10.423315998847038
PEOE_VSA2,23.787509351812737
PEOE_VSA3,13.099599919474123
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,43.321939610460284
PEOE_VSA8,19.15587988028676
PEOE_VSA9,22.697619367975808
SM1_Dzare,2.432366560123275
SpAD_Dzpe,330.6923828901429
SpAD_Dzse,330.5974523099772
SpAbs_DzZ,296.0094185638453
SpAbs_Dzi,325.8000722484257
SpAbs_Dzm,296.05287996929957
SpAbs_Dzp,432.0279775392395
SpAbs_Dzv,409.16280774604945
SpDiam_Dt,419.10411901397185
SpMAD_DzZ,9.324024798870163
SpMAD_Dzi,10.235536524223185
SpMAD_Dzm,9.325233242152631
SpMAD_Dzp,13.340049559011913
SpMAD_Dzv,12.710848383533467
SpMax_DzZ,148.89167394749046
SpMax_Dzi,163.82648760512816
SpMax_Dzm,148.9104911251559
SpMax_Dzp,211.94281130575595
SpMax_Dzv,202.82456061994947
VE1_Dzare,5.544959459185266
VE2_Dzare,0.17327998309953957
VE3_Dzare,2.87604011934328
VR1_Dzare,208.307421012803
VR2_Dzare,6.5096069066500934
VR3_Dzare,6.5021657839997005
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46666666666666673
AETA_dBeta,0.0859375
AETA_eta_B,0.025536007092023805
AETA_eta_F,1.2102798846787741
AETA_eta_L,0.20159308335066928
AETA_eta_R,2.0106094027861907
BCUTare-1h,3.581466397042473
BCUTare-1l,2.1879358483987628
ETA_beta_s,20.25
ETA_dPsi_A,0.19667898383371785
ETA_dPsi_B,0.0
ETA_eta_BR,1.0751522269447618
ETA_eta_FL,8.646082668206917
ETA_eta_RL,15.097061335428334
LogEE_Dzpe,165.41521301789882
LogEE_Dzse,165.36508168242366
PEOE_VSA10,5.687386274683562
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,15.58255804845959
SlogP_VSA1,15.598150363510426
SlogP_VSA2,34.764415266763365
SlogP_VSA3,26.660037504228416
SlogP_VSA4,6.923737199690624
SlogP_VSA5,18.53557124070048
SlogP_VSA6,64.28732427574408
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,328.5356031782033
SpAbs_Dzpe,328.6217357053206
SpAbs_Dzse,328.60678648692567
SpDiam_DzZ,225.8362712280559
SpDiam_Dzi,252.84964459124734
SpDiam_Dzm,225.86086411206787
SpDiam_Dzp,318.9525267124408
SpDiam_Dzv,308.967833300125
SpMAD_Dzpe,10.334136965316965
SpMAD_Dzse,10.331170384686788
SpMax_Dzpe,165.41521301789882
SpMax_Dzse,165.36508168242366
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.6328125
AETA_eta_BR,0.033598507092023805
AETA_eta_FL,0.27019008338146616
AETA_eta_RL,0.47178316673213544
DetourIndex,4525
EState_VSA1,27.45904306576294
EState_VSA2,23.424512996053355
EState_VSA3,17.068700544215584
EState_VSA4,0.0
EState_VSA5,28.947271208991626
EState_VSA6,42.91868039135943
EState_VSA7,6.06636706846161
EState_VSA8,10.038883468458419
EState_VSA9,5.106527394840706
ETA_beta_ns,23.0
ETA_shape_p,0.20089285714285712
ETA_shape_x,0.055803571428571425
ETA_shape_y,0.32142857142857145
GhoseFilter,True
LogEE_Dzare,164.3438130441055
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,326.25525952808766
SpDiam_Dzpe,254.89695052572472
SpDiam_Dzse,254.38156231366077
SpMAD_Dzare,10.266737599318853
SpMax_Dzare,164.3438130441055
TopoPSA(NO),139.50000000000003
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,28.63066740737792
VSA_EState9,64.69705468335869
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.71875
EState_VSA10,22.8014085365444
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03333333333333327
FilterItLogS,-3.9657941679281317
SpDiam_Dzare,253.57819675130725
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6567901234567893
ETA_epsilon_2,0.9020833333333329
ETA_epsilon_3,0.4391304347826079
ETA_epsilon_4,0.5833333333333321
ETA_epsilon_5,0.8504761904761902
AETA_beta_ns_d,0.046875
ETA_dEpsilon_A,0.21765968867418145
ETA_dEpsilon_B,0.07345679012345718
ETA_dEpsilon_C,-0.14420289855072427
ETA_dEpsilon_D,0.05160714285714274
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.59375
MDEDescriptor,"0.33333333333333337,3.2621799198184847,3.4067267922360314,0.0,10.24368954312495,17.383083565881027,0.0,5.776677127474889,0.0,0.0,2.1340370758549767,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.7698003589195012,1.0"
APolDescriptor,63.741445999999975
BCUTDescriptor,"11.993284140349111,31.972072652859772,-0.3316481726850988,0.26550095657929523,3.7618740430124618,11.885825722049045"
BPolDescriptor,37.36055399999999
TPSADescriptor,147.88000000000002
ALOGPDescriptor,"3.0077000000000003,9.046259290000002,109.76299999999999"
XLogPDescriptor,1.392
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,458.1260056
ChiPathDescriptor,"23.465890847321372,15.097061335428341,14.439071048542896,11.274688056907893,8.991482982827403,7.21817604287054,4.28181949058345,3.117355826650983,17.605238285261024,9.954848664977106,7.428125923197481,5.145706352217872,3.318996890011341,2.1688630027573472,1.1466277078819465,0.6837964452721369"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.46024345387886284,0.7004096419065295,0.0,0.0,0.025,0.14505899999435357,0.17918524986090187"
AtomCountDescriptor,54
BondCountDescriptor,34
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.0870727636953212,0.20412414523193154,0.8005632792795987,0.10206207261596577,0.9934530192892517,0.025499585890087693,0.19987498357708564,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,0,1,2,0,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"63.98036703258741,1.9993864697683565,31.133032480340447,14.850772775345149,12.795006249757535"
FractionalPSADescriptor,0.32279328872920904
WienerNumbersDescriptor,"3312.0,51.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.065384345748946,9.304946031857048,13.494737625972233,1.9432714701611127,2.4488138972483275,2.8566745728136302"
FractionalCSP3Descriptor,0.19047619047619047
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,9,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.602076124567475,11.620158267388588,6.789802289281998"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2144.11
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"44.214488456801604,45.74766112094946,62.257420933509316,65.31912960547375,66.26408141268008"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.7612677532874748,-0.34482611537942376,0.0072188246709228325,0.158469794137449,-0.5139380954275062"
EccentricConnectivityIndexDescriptor,917
AutocorrelationDescriptorPolarizability,"2394.670468745951,2818.0897656519405,4058.4236047711106,4123.194980334245,3778.6322997544976"
