DLiP-ID,T007HK
AATSC4d,-0.013943808532778353
AATSC4i,-0.2229255942766782
AATSC4m,-6.131172036004161
AATSC4p,-0.03273827596531674
AATSC4s,-0.18388528943377924
AATSC4v,-8.484591115036462
AATSC5Z,1.1066130366338478
AATSC5c,0.0019607916948374666
AATSC5d,0.08724218895915047
AATSC5i,0.07927222241408513
AATSC5m,5.2132055371207855
AATSC5p,0.03296016126109984
AATSC5s,-0.04785915849297901
AATSC5v,5.763603242120926
AATSC6Z,0.4751316987513009
AATSC6c,-0.0017739516244984692
AATSC6d,0.004186719562955252
AATSC6i,0.1758989526836644
AATSC6m,2.4911195090888385
AATSC6p,0.033061711862632216
AATSC6s,0.02685980898750793
AATSC6v,7.843479232233244
AATSC7Z,-0.04549502676453776
AATSC7c,1.628989801920678e-05
AATSC7d,-0.05688518903919528
AATSC7i,-0.10705134080064789
AATSC7m,-0.16265075289441103
AATSC7p,-0.025307535591603498
AATSC7s,0.26560811792066663
AATSC7v,-3.5112959219868762
AATSC8Z,0.19937565036420418
AATSC8c,0.0014155297411189037
AATSC8d,-0.0010689622552265668
AATSC8i,-0.31236200882267073
AATSC8m,0.6017702694352495
AATSC8p,-0.04864221803847551
AATSC8s,-0.16201731785667853
AATSC8v,-6.867211771214641
ATS0are,377.0071999999999
ATS1are,408.59999999999997
ATS2are,708.4140000000003
ATS3are,874.6841
ATS4are,922.9320000000004
ATS5are,915.1978
ATS6are,753.3329999999997
ATS7are,667.7710999999998
ATS8are,647.9799000000003
ATSC0dv,231.30784547988844
ATSC0pe,6.493141935483868
ATSC0se,4.307700838709676
ATSC1dv,63.94149612671986
ATSC1pe,0.33220280957337134
ATSC1se,-0.042358588969826395
ATSC2dv,-40.141121003070374
ATSC2pe,-0.716445785639942
ATSC2se,-0.46118543184183924
ATSC3dv,-107.17219717115663
ATSC3pe,-2.3437047866805276
ATSC3se,-1.093491031217487
ATSC4dv,-57.92114695340501
ATSC4pe,-2.004216129032256
ATSC4se,-1.1814418064516106
ATSC5dv,58.34569185904602
ATSC5pe,0.8446364203954113
ATSC5se,0.2598712445369451
ATSC6dv,42.63963720918281
ATSC6pe,-0.06043173777315943
ATSC6se,-0.5779241186264282
ATSC7dv,-21.83887668452358
ATSC7pe,1.5627136316337178
ATSC7se,1.40144046618106
ATSC8dv,-57.40280828869104
ATSC8pe,-0.10395827263267549
ATSC8se,0.41894418938605893
AXp-0dv,0.6159166860978318
AXp-1dv,0.3355616546860955
AXp-2dv,0.19022971420848148
AXp-3dv,0.11224032279629943
AXp-4dv,0.06273929241896754
AXp-5dv,0.036036946518666464
AXp-6dv,0.020942595123295552
AXp-7dv,0.01226206698744112
BertzCT,1215.2212628331354
ECIndex,1204
ETA_eta,31.169373693428497
GATS1dv,0.6037209581989841
GATS1pe,0.660016137660342
GATS1se,0.6959130914463086
GATS2dv,1.1701199576755126
GATS2pe,1.0583267696105656
GATS2se,1.0386553828229665
GATS3dv,1.2095206038421942
GATS3pe,1.110180212281238
GATS3se,1.0572139598493124
GATS4dv,1.0258318497832355
GATS4pe,1.0339041092487655
GATS4se,1.0346936618221145
GATS5dv,0.8749479289587657
GATS5pe,0.9446739319767885
GATS5se,0.9688440611976484
GATS6dv,0.885545504348208
GATS6pe,0.9236251658232212
GATS6se,0.9775808727176826
GATS7dv,1.0123995286267546
GATS7pe,0.7661152481297706
GATS7se,0.7505134366129207
GATS8dv,1.0032228280247442
GATS8pe,0.811789655442462
GATS8se,0.7390270336602243
LogEE_A,4.449544747957507
LogEE_D,268.29125252484397
MATS1dv,0.26367609808091624
MATS1pe,0.04880077709017974
MATS1se,-0.00937938326824977
MATS2dv,-0.09521653635265812
MATS2pe,-0.060539897599504615
MATS2se,-0.05874126452515894
MATS3dv,-0.2008849600780926
MATS3pe,-0.15649615175367823
MATS3se,-0.11005894427057271
MATS4dv,-0.10016287486183184
MATS4pe,-0.12346664520481651
MATS4se,-0.10970509333749355
MATS5dv,0.1002502632688889
MATS5pe,0.05169898287798305
MATS5se,0.023976168531067578
MATS6dv,0.08929041827504157
MATS6pe,-0.004508083032023353
MATS6se,-0.06498408442020007
MATS7dv,-0.05273617700315405
MATS7pe,0.13442907643140775
MATS7se,0.1817179502488855
MATS8dv,-0.1398755414423081
MATS8pe,-0.009024084694096933
MATS8se,0.0548162902470435
MAXaaCH,2.164649133632598
MAXaaaC,1.1808855858022493
MAXaasC,1.1130227919116464
MAXaasN,2.1864114445292966
MAXdsCH,1.7865089599102115
MAXdssC,0.051522483831953014
MAXsCH3,1.7101562594758737
MAXsssN,1.7643547936855049
MDEC-11,0.045454545454545456
MDEC-12,3.4677183318681366
MDEC-13,1.7204736812965578
MDEC-22,20.758028865586823
MDEC-23,26.099227646298388
MDEC-33,5.588528606148697
MDEN-33,0.3510694655824727
MDEO-11,0.14285714285714285
MDEO-12,0.10910894511799617
MINaaCH,1.8761010486226937
MINaaaC,1.1800255831750484
MINaasC,0.6457714188368953
MINaasN,2.1864114445292966
MINdsCH,1.5734839349578778
MINdssC,-0.05230116133220619
MINsCH3,1.5578828959133189
MINsssN,1.7622742319090412
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.45063025210084
SM1_Dzi,1.2399117313334944
SM1_Dzm,2.4618407424534383
SM1_Dzp,-4.143345362399987
SM1_Dzv,-1.914089813995286
SddssSe,0
SpAD_Dt,787.9810214433733
SpAbs_A,44.18992923264954
SpAbs_D,536.582505049688
SpMAD_A,1.2997038009602806
SpMAD_D,15.781838383814355
SpMax_A,2.4324238404141867
SpMax_D,268.29125252484397
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,80.08
TpiPC10,9.000755365664398
VAdjMat,6.20945336562895
VE1_DzZ,5.7068575738015745
VE1_Dzi,5.7289938054928315
VE1_Dzm,5.706743775937573
VE1_Dzp,5.660859165640512
VE1_Dzv,5.689718554017443
VE2_DzZ,0.16784875217063455
VE2_Dzi,0.1684998178086127
VE2_Dzm,0.1678454051746345
VE2_Dzp,0.16649585781295625
VE2_Dzv,0.1673446633534542
VE3_DzZ,2.9654439664611307
VE3_Dzi,2.969315345793448
VE3_Dzm,2.9654240257149076
VE3_Dzp,2.9573511083669133
VE3_Dzv,2.9624362152711803
VR1_DzZ,233.29564942192695
VR1_Dzi,230.88083592532982
VR1_Dzm,233.29775305956053
VR1_Dzp,238.9439028034757
VR1_Dzv,235.6282801770215
VR2_DzZ,6.861636747703734
VR2_Dzi,6.79061282133323
VR2_Dzm,6.861698619398839
VR2_Dzp,7.027761847161051
VR2_Dzv,6.930243534618279
VR3_DzZ,6.676081962477025
VR3_Dzi,6.665677147246328
VR3_Dzm,6.676090979482505
VR3_Dzp,6.700004239699995
VR3_Dzv,6.68603091090318
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.16749798455839887
Xch-7dv,0.2594052838367577
Xpc-4dv,2.754334927505038
Xpc-5dv,3.4054865212183505
Xpc-6dv,4.227619542290192
Zagreb1,176.0
Zagreb2,205.0
fragCpx,247.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,37
nBondsS,46
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.080761290322579
AATS1are,6.286153846153845
AATS2are,6.269150442477879
AATS3are,6.116672027972028
AATS4are,5.954400000000002
AATS5are,5.866652564102564
AATS6are,5.885414062499998
AATS7are,6.015955855855855
AATS8are,5.890726363636366
AATSC0dv,3.730771701288523
AATSC0pe,0.10472809573361078
AATSC0se,0.06947904578563993
AATSC1dv,0.9837153250264594
AATSC1pe,0.005110812454974943
AATSC1se,-0.0006516705995357907
AATSC2dv,-0.35523115931920685
AATSC2pe,-0.0063402281915039115
AATSC2se,-0.004081287007449905
AATSC3dv,-0.7494559242738226
AATSC3pe,-0.016389543962800894
AATSC3se,-0.007646790428094315
AATSC4dv,-0.37368481905422585
AATSC4pe,-0.01293042663891778
AATSC4se,-0.007622205202913616
AATSC5dv,0.374010845250295
AATSC5pe,0.005414336028175713
AATSC5se,0.0016658413111342635
AATSC6dv,0.3331221656967407
AATSC6pe,-0.00047212295135280806
AATSC6se,-0.0045150321767689705
AATSC7dv,-0.19674663679750973
AATSC7pe,0.01407850118588935
AATSC7se,0.012625589785414955
AATSC8dv,-0.5218437117153731
AATSC8pe,-0.0009450752057515953
AATSC8se,0.0038085835398732628
AETA_eta,0.9167462851008381
ATSC0are,6.418548387096771
ATSC1are,0.2496315296566186
ATSC2are,-0.7438027055150689
ATSC3are,-2.201468054110287
ATSC4are,-1.8771387096774188
ATSC5are,0.7910556711758472
ATSC6are,-0.16786763787721845
ATSC7are,1.3987633714880352
ATSC8are,-0.4102535900104113
BCUTZ-1h,17.001104993610614
BCUTZ-1l,5.67942707137405
BCUTc-1h,0.39399948960822906
BCUTc-1l,-0.4599381204596512
BCUTd-1h,3.2414120687564667
BCUTd-1l,0.9726853707864304
BCUTi-1h,14.551376183424516
BCUTi-1l,10.337227484648515
BCUTm-1h,35.45051808217577
BCUTm-1l,11.691065933850082
BCUTp-1h,2.9166944246796858
BCUTp-1l,0.751109279473391
BCUTs-1h,7.009361316180192
BCUTs-1l,0.6282737694627516
BCUTv-1h,24.434247626809015
BCUTv-1l,14.701777838325627
BalabanJ,1.1340903518514334
Diameter,22
ETA_beta,41.0
GATS1are,0.6989025757004648
GATS2are,1.122232145497889
GATS3are,1.1223013398211286
GATS4are,1.029539590400804
GATS5are,0.937342651924446
GATS6are,0.8850623665033295
GATS7are,0.7455101222594624
GATS8are,0.779174336657186
HybRatio,0.3076923076923077
Lipinski,True
LogEE_Dt,393.99051072168663
MATS1are,0.03709718460958731
MATS2are,-0.06358199933953383
MATS3are,-0.1487069342267222
MATS4are,-0.11698213343384849
MATS5are,0.0489820909082116
MATS6are,-0.012668111571806053
MATS7are,0.12172397953928318
MATS8are,-0.036025878079704435
MAXssCH2,0.823828846097752
MINssCH2,0.5547575994178643
NsssssAs,0
RotRatio,0.1891891891891892
SM1_Dzpe,1.4643813039369107
SM1_Dzse,1.4474136568145615
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,23.25946055663875
SMR_VSA6,39.89570512944075
SMR_VSA7,65.32351796311654
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,384.2519479611019
SpAD_Dzi,422.86599004349364
SpAD_Dzm,384.2402731933886
SpAD_Dzp,504.1798510685992
SpAD_Dzv,482.97070434689334
SpAbs_Dt,787.9810214433734
SpDiam_A,4.790858127454866
SpDiam_D,418.0463421955371
SpMAD_Dt,23.175912395393333
SpMax_Dt,393.99051072168663
SsssssAs,0
VE1_Dzpe,5.725490474370195
VE1_Dzse,5.722922439865819
VE2_Dzpe,0.16839677865794692
VE2_Dzse,0.16832124823134761
VE3_Dzpe,2.968703649771824
VE3_Dzse,2.968255022601108
VMcGowan,366.9000000000012
VR1_Dzpe,231.24763398206701
VR1_Dzse,231.55821956997812
VR2_Dzpe,6.801400999472559
VR2_Dzse,6.810535869705239
VR3_Dzpe,6.66726457653341
VR3_Dzse,6.668606761953724
mZagreb1,10.722222222222221
mZagreb2,7.5555555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,55
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10352497398543178
AATSC1are,0.0038404850716402864
AATSC2are,-0.006582324827566982
AATSC3are,-0.015394881497274734
AATSC4are,-0.012110572320499476
AATSC5are,0.0050708696870246615
AATSC6are,-0.0013114659209157691
AATSC7are,0.012601471815207524
AATSC8are,-0.003729578091003739
AETA_beta,1.2058823529411764
BCUTdv-1h,6.023396481866773
BCUTdv-1l,0.6606360475022607
BCUTpe-1h,3.491085212287681
BCUTpe-1l,2.2234431006781534
BCUTse-1h,3.7039628131370783
BCUTse-1l,2.4215436946945754
ETA_alpha,16.747619047619047
ETA_dBeta,-3.0
ETA_eta_B,0.47432151894798125
ETA_eta_F,32.78230273721189
ETA_eta_L,8.138545341017446
ETA_eta_R,63.95167643064039
ETA_psi_1,0.5927861115793025
LabuteASA,208.65579797419971
LogEE_DzZ,192.05248929478267
LogEE_Dzi,211.3535498399409
LogEE_Dzm,192.04722161336255
LogEE_Dzp,251.34734836677632
LogEE_Dzv,241.14757161803578
PEOE_VSA1,19.10378206329236
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.429191908085244
PEOE_VSA7,48.03767400930054
PEOE_VSA8,79.7240723320946
PEOE_VSA9,11.629515278254244
SM1_Dzare,1.5061637243890114
SpAD_Dzpe,422.06663483417174
SpAD_Dzse,420.8236397010654
SpAbs_DzZ,382.2337818711367
SpAbs_Dzi,421.77195028055223
SpAbs_Dzm,382.2128749348975
SpAbs_Dzp,506.83804209595263
SpAbs_Dzv,484.20923305006676
SpDiam_Dt,570.6460573530662
SpMAD_DzZ,11.30152788120888
SpMAD_Dzi,12.437235001279225
SpMAD_Dzm,11.3011845056879
SpMAD_Dzp,14.828819149076446
SpMAD_Dzv,14.205020716085098
SpMax_DzZ,192.05248929478267
SpMax_Dzi,211.3535498399409
SpMax_Dzm,192.04722161336255
SpMax_Dzp,251.34734836677632
SpMax_Dzv,241.14757161803578
VE1_Dzare,5.728156730210531
VE2_Dzare,0.16847519794736857
VE3_Dzare,2.9691692230238846
VR1_Dzare,230.96587050472013
VR2_Dzare,6.793113838374121
VR3_Dzare,6.666045384495472
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4925770308123249
AETA_dBeta,-0.08823529411764706
AETA_eta_B,0.013950632910234743
AETA_eta_F,0.9641853746238792
AETA_eta_L,0.23936898061816017
AETA_eta_R,1.8809316597247174
BCUTare-1h,3.545727112349976
BCUTare-1l,2.1706425926163306
ETA_beta_s,22.0
ETA_dPsi_A,0.12121388842069747
ETA_dPsi_B,0.0
ETA_eta_BR,0.8183215189479812
ETA_eta_FL,8.301346702407669
ETA_eta_RL,16.439892043425115
LogEE_Dzpe,211.01092283558032
LogEE_Dzse,210.40264988927387
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,66.07698369763607
SlogP_VSA3,20.870693727856267
SlogP_VSA4,0.0
SlogP_VSA5,12.487188691387619
SlogP_VSA6,64.52840010871378
SlogP_VSA7,5.022633313741326
SlogP_VSA8,16.978945038914937
SlogP_VSA9,0.0
SpAD_Dzare,421.2957418132184
SpAbs_Dzpe,420.77453368363916
SpAbs_Dzse,419.5465100038762
SpDiam_DzZ,297.09174050713284
SpDiam_Dzi,330.696942278989
SpDiam_Dzm,297.08839126299034
SpDiam_Dzp,377.61377259398773
SpDiam_Dzv,367.4419560970792
SpMAD_Dzpe,12.413724553946228
SpMAD_Dzse,12.377165873560747
SpMax_Dzpe,211.01092283558032
SpMax_Dzse,210.40264988927387
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6470588235294118
AETA_eta_BR,0.024068279969058273
AETA_eta_FL,0.24415725595316673
AETA_eta_RL,0.4835262365713269
DetourIndex,6517
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,37.80854090190454
EState_VSA4,21.89917484864512
EState_VSA5,10.902924932081056
EState_VSA6,47.74727936572799
EState_VSA7,18.19910120538483
EState_VSA8,35.02941149325087
EState_VSA9,16.337802844032566
ETA_beta_ns,19.0
ETA_shape_p,0.1421666192777936
ETA_shape_x,0.0
ETA_shape_y,0.31049189650270115
GhoseFilter,False
LogEE_Dzare,210.61122945149293
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,419.96677382111045
SpDiam_Dzpe,329.25504637063125
SpDiam_Dzse,327.68987993314147
SpMAD_Dzare,12.39105122980054
SpMax_Dzare,210.61122945149293
TopoPSA(NO),54.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.1864114445292966
VSA_EState9,65.41120908614879
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5588235294117647
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.007422969187675096
FilterItLogS,-5.408318593995554
SpDiam_Dzare,329.18780442045914
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.591167434715821
ETA_epsilon_2,0.8309523809523806
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.5314407814407802
ETA_epsilon_5,0.8309523809523806
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.1495007680491553
ETA_dEpsilon_B,0.059726653275040786
ETA_dEpsilon_C,-0.08977411477411451
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7352941176470589
MDEDescriptor,"0.045454545454545456,3.4677183318681366,1.7204736812965578,0.0,20.758028865586823,26.099227646298388,0.0,5.588528606148697,0.0,0.0,0.14285714285714285,0.10910894511799617,0.0,0.0,0.0,0.0,0.0,0.0,0.3510694655824727"
APolDescriptor,75.21620399999999
BCUTDescriptor,"11.988233729848927,34.96885445043682,-0.3830423519712351,0.2264045558581601,4.468516395643923,12.327730546425977"
BPolDescriptor,43.08179599999999
TPSADescriptor,80.08000000000001
ALOGPDescriptor,"4.100700000000001,16.815740490000007,139.4373"
XLogPDescriptor,4.356999999999999
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,497.15399066000003
ChiPathDescriptor,"24.07877502244374,16.439892043425118,14.708325320773122,12.277990391642382,9.744070775342966,7.739832545373409,5.548856786714301,4.180369006383669,20.94116732732628,12.415781223385533,9.701715424632557,7.407861304555765,5.144621978355337,3.6397315983853153,2.3036854635625117,1.5204963064426995"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.42354024205321916,0.6758465486329728,0.0,0.0,0.037267799624996496,0.16749798455839884,0.25940528383675765"
AtomCountDescriptor,62
BondCountDescriptor,37
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.182402241409516,0.0,0.5384516905501369,0.0,1.2475579700951311,0.0,0.23559226074540252,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,2,7,0,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,23
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"69.43157968534031,2.0421052848629504,23.678971537343724,7.708566966438897,10.240790595152689"
FractionalPSADescriptor,0.16107685245307854
WienerNumbersDescriptor,"4379.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.174292342922015,7.226607918845847,9.05531608505061,2.7543349275050386,3.4054865212183523,3.840900725721095"
FractionalCSP3Descriptor,0.3076923076923077
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,6,0,2,8,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.04601899196494,12.9919261822376,7.287419651056014"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,3103.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.3076923076923077
AutocorrelationDescriptorMass,"51.24405095675107,45.11534635569832,65.34770055442345,72.53572326104107,59.02022103780339"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.684038117514365,-0.4109782742625773,0.013751775181584052,0.2024588003180286,-0.24127735236577497"
EccentricConnectivityIndexDescriptor,1204
AutocorrelationDescriptorPolarizability,"2638.8066475799947,3075.456329716512,4222.558762958396,4180.0470207600065,3565.867132792668"
