DLiP-ID,C0007V
DLiP-Mol-ID,30413
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H12N2O3/c19-9-12(18(23)11-5-6-16(21)17(22)8-11)7-13-10-20-15-4-2-1-3-14(13)15/h1-8,10,20-22H/b12-7+"
Standard Inchi Key(RDKit),TTZDOBVWBQXGDC-KPKJPENVSA-N
Canonical SMILES(RDKit),N#C/C(=C\c1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),304.305
MW Monoisotopic(RDKit),304.084792244
MolLogP(RDKit),3.36898
XLogP(SDF),
XLogP(CDK),2.909
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),97.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.298941134174004
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,241139.14394447848
qed,0.29894113417400414
Chi0,16.396976746569035
Chi1,11.096555450524587
TPSA,97.11
Chi0n,11.946041499670372
Chi0v,11.946041499670372
Chi1n,6.845029217763332
Chi1v,6.845029217763332
Chi2n,4.992034487822316
Chi2v,4.992034487822316
Chi3n,3.523761920475743
Chi3v,3.523761920475743
Chi4n,2.337656393957498
Chi4v,2.337656393957498
MolMR,85.99080000000001
MolWt,304.305
fr_SH,0
Kappa1,14.418641116070036
Kappa2,5.697907257224692
Kappa3,2.6548336322296873
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
