DLiP-ID,C000W4
DLiP-Mol-ID,31457
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H34O4/c1-2-3-4-8-17(22)10-11-18-19-13-15(7-5-6-9-21(24)25)12-16(19)14-20(18)23/h7,10-11,16-20,22-23H,2-6,8-9,12-14H2,1H3,(H,24,25)/b11-10+,15-7+/t16-,17-,18+,19-,20+/m0/s1"
Standard Inchi Key(RDKit),XZFRIPGNUQRGPI-WBQKLGIQSA-N
Canonical SMILES(RDKit),CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
SMILES(SDF),
MW(SDF),
MW(RDKit),350.499
MW Monoisotopic(RDKit),350.245709568
MolLogP(RDKit),4.0721
XLogP(SDF),
XLogP(CDK),4.0
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),77.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.409825642460271
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,411006.02178200334
qed,0.40982564246027087
Chi0,18.233840039752504
Chi1,12.007239053047547
TPSA,77.76
Chi0n,15.439759042346225
Chi0v,15.439759042346225
Chi1n,9.950060552820595
Chi1v,9.950060552820595
Chi2n,7.808951974765217
Chi2v,7.808951974765217
Chi3n,5.797399586191458
Chi3v,5.797399586191458
Chi4n,4.455409068187669
Chi4v,4.455409068187669
MolMR,99.18640000000005
MolWt,350.499
fr_SH,0
