DLiP-ID,T004XQ
SRW05,2.3978952727983707
SRW06,6.424869023905388
SRW07,4.59511985013459
SRW08,7.9603236291488395
SRW09,6.580639137284949
SRW10,9.544023006988647
SaaCH,8.822802519717202
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8676073084830307
SaasN,1.4292592592592592
SdCH2,0
SddsN,0
SdsCH,2.7677919501133785
SdssC,-0.41780092592592566
SdssS,0
SsCH3,1.747510479372853
SsNH2,5.8421822160656935
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.648812516714033
VE1_D,4.288167295124951
VE2_A,0.19204276403758067
VE2_D,0.22569301553289214
VE3_A,1.9362556629463772
VE3_D,2.097713323901145
VR1_A,223.74365451290993
VR1_D,94.27183729610904
VR2_A,11.775981816468944
VR2_D,4.961675647163633
VR3_A,6.052354883206377
VR3_D,5.188036381112703
WPath,805
Xc-3d,1.0312509703768813
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,13.664925939000156
Xp-1d,9.202708600407234
Xp-2d,7.835950253152196
Xp-3d,6.214301249543845
Xp-4d,4.967311807366284
Xp-5d,3.4237811750787897
Xp-6d,2.2109121744802525
Xp-7d,1.544347501640537
ZMIC0,62.897642384636
ZMIC1,32.312373042684676
ZMIC2,24.048160253549405
ZMIC3,21.827444459350325
ZMIC4,21.64293572484375
ZMIC5,21.64293572484375
nAcid,0
nAtom,33
nBase,0
nRing,2
piPC1,3.349904087274605
piPC2,3.886705197443856
piPC3,4.438229731232439
piPC4,4.965899400254864
piPC5,5.36451466739952
piPC6,5.635235932121091
piPC7,5.987001477412552
piPC8,6.293419278846481
piPC9,6.508466371321625
AATS0Z,24.424242424242426
AATS0d,3.212121212121212
AATS0i,165.24353273801472
AATS0m,96.5569293030303
AATS0p,1.4729299596329093
AATS0s,4.806397306397306
AATS0v,222.6342542905987
AATS1Z,26.205882352941178
AATS1d,3.735294117647059
AATS1i,151.5857764618353
AATS1m,99.94943694117646
AATS1p,1.7343675388235296
AATS1s,3.675653594771242
AATS1v,260.69134499947774
AATS2Z,22.666666666666668
AATS2d,3.425925925925926
AATS2i,158.2008582065212
AATS2m,85.17676277777777
AATS2p,1.4959414625230554
AATS2s,3.776748971193416
AATS2v,220.5017981937106
AATS3Z,18.677419354838708
AATS3d,3.032258064516129
AATS3i,161.3420317188474
AATS3m,68.50094387096773
AATS3p,1.343955162395
AATS3s,3.330645161290323
AATS3v,192.31028587503792
AATS4Z,19.23728813559322
AATS4d,2.9152542372881354
AATS4i,164.04785828580418
AATS4m,69.8587507457627
AATS4p,1.3157438150550003
AATS4s,3.8361581920903958
AATS4v,187.37251208131192
AATS5Z,17.68421052631579
AATS5d,2.6842105263157894
AATS5i,168.52377089558146
AATS5m,63.539787912280694
AATS5p,1.211938446610386
AATS5s,3.750487329434698
AATS5v,172.04394134360408
AATS6Z,16.645833333333332
AATS6d,2.6666666666666665
AATS6i,167.01933888778316
AATS6m,59.42246564583332
AATS6p,1.2110560468915
AATS6s,3.3842592592592595
AATS6v,169.0570859749965
AATS7Z,15.0
AATS7d,2.5853658536585367
AATS7i,163.21382744313883
AATS7m,53.057370536585374
AATS7p,1.2681173092388294
AATS7s,2.7750677506775068
AATS7v,170.65498216419962
AATS8Z,14.9
AATS8d,2.4
AATS8i,163.41719902238228
AATS8m,52.522547075
AATS8p,1.1909190422198
AATS8s,3.0916666666666672
AATS8v,161.5509882430752
AMID_C,1.3852653676255091
AMID_N,0.4260813134185403
AMID_O,0.19291100606936512
AMID_X,0.0
AMID_h,0.6189923194879053
ATS0dv,288.0
ATS0pe,212.9261
ATS0se,259.59518
ATS1dv,288.0
ATS1pe,227.79059999999998
ATS1se,270.302072
ATS2dv,389.0
ATS2pe,357.0588
ATS2se,429.9972
ATS3dv,318.0
ATS3pe,396.195
ATS3se,484.875656
ATS4dv,313.0
ATS4pe,387.97839999999997
ATS4se,470.777536
ATS5dv,280.0
ATS5pe,372.23429999999996
ATS5se,454.900492
ATS6dv,217.0
ATS6pe,307.5727
ATS6se,378.122556
ATS7dv,138.0
ATS7pe,250.3935
ATS7se,310.510048
ATS8dv,146.0
ATS8pe,246.1025
ATS8se,305.564844
ATSC0Z,245.51515151515156
ATSC0c,0.838008101771004
ATSC0d,17.636363636363637
ATSC0i,53.10863472726161
ATSC0m,1164.891546969697
ATSC0p,7.011659607085878
ATSC0s,47.082491582491585
ATSC0v,1549.3302667712148
ATSC1Z,9.560146923783295
ATSC1c,-0.46836408952500075
ATSC1d,6.950413223140494
ATSC1i,-5.324343749868931
ATSC1m,44.366645425160605
ATSC1p,-0.5787289364606032
ATSC1s,-6.462937455361698
ATSC1v,-33.96735929739782
ATSC2Z,31.09641873278238
ATSC2c,0.08105610475097544
ATSC2d,2.322314049586775
ATSC2i,-3.6736246891283844
ATSC2m,143.78027898898065
ATSC2p,-0.0562213895438326
ATSC2s,11.109121518212428
ATSC2v,32.29431725589255
ATSC3Z,6.1836547291092705
ATSC3c,-0.19545205704030802
ATSC3d,-2.710743801652894
ATSC3i,-17.70268024602415
ATSC3m,37.79210963269043
ATSC3p,0.4422695400984702
ATSC3s,-6.483267013570044
ATSC3v,150.462436670979
ATSC4Z,-59.5270890725436
ATSC4c,0.31510730009454946
ATSC4d,-3.8347107438016534
ATSC4i,-10.39293514707846
ATSC4m,-286.55546485491277
ATSC4p,-1.6786499146642382
ATSC4s,-9.963983267013571
ATSC4v,-483.1307029151878
ATSC5Z,-43.283746556473815
ATSC5c,-0.041919175724540216
ATSC5d,-0.37190082644628086
ATSC5i,4.0191132635884275
ATSC5m,-204.09588967493113
ATSC5p,-0.10317672009130592
ATSC5s,-8.44383226201408
ATSC5v,-130.35577031109042
ATSC6Z,-25.99173553719008
ATSC6c,-0.15230473739764117
ATSC6d,-3.652892561983471
ATSC6i,7.983413109187239
ATSC6m,-122.80214353168044
ATSC6p,0.26570736803684275
ATSC6s,0.8059381695745333
ATSC6v,-27.678159663416626
ATSC7Z,-11.549127640036739
ATSC7c,-0.04859002567157138
ATSC7d,-1.8512396694214874
ATSC7i,3.630950322292511
ATSC7m,-53.944879689623455
ATSC7p,-0.04954579154063765
ATSC7s,-0.7405366799306183
ATSC7v,6.684890327128356
ATSC8Z,-6.321395775941233
ATSC8c,-0.10411990017794548
ATSC8d,-3.074380165289256
ATSC8i,-3.5634873905567077
ATSC8m,-32.821020266299314
ATSC8p,-1.2471017690800348
ATSC8s,-2.504030200999897
ATSC8v,-134.71899178162533
AXp-0d,0.7192066283684293
AXp-1d,0.4601354300203617
AXp-2d,0.3013827020443152
AXp-3d,0.19419691404824516
AXp-4d,0.12736696941964828
AXp-5d,0.08151859940663785
AXp-6d,0.05264076605905363
AXp-7d,0.03509880685546675
GATS1Z,0.7475278435244745
GATS1c,1.6034111933670758
GATS1d,0.7204366282595512
GATS1i,1.314397221902703
GATS1m,0.7523473975277325
GATS1p,1.11827850862768
GATS1s,0.7585074005287744
GATS1v,0.9581879844729513
GATS2Z,0.8158205107106612
GATS2c,0.9583916106525762
GATS2d,1.041618938526155
GATS2i,1.1350635016013602
GATS2m,0.8177915682495879
GATS2p,0.9962105334843622
GATS2s,0.5672558531284887
GATS2v,0.922245694398106
GATS3Z,0.9323384906952483
GATS3c,1.1877196893610906
GATS3d,1.1998669770535417
GATS3i,1.1756667423140708
GATS3m,0.9285288455981696
GATS3p,0.949508261177061
GATS3s,0.940772361896567
GATS3v,0.911574547183849
GATS4Z,1.0791560150454582
GATS4c,0.9049572339207633
GATS4d,1.1686178577669053
GATS4i,1.170474643565888
GATS4m,1.079239293861041
GATS4p,1.0518305697240145
GATS4s,1.3209175705265224
GATS4v,1.076236302850472
GATS5Z,1.09758474190908
GATS5c,1.0126932766041166
GATS5d,0.9072164948453608
GATS5i,0.9773935449319446
GATS5m,1.0934153469745092
GATS5p,0.8879741199976159
GATS5s,1.3248697242803078
GATS5v,0.9424150093371306
GATS6Z,1.0671439150826953
GATS6c,1.073717923482359
GATS6d,1.1151202749140894
GATS6i,0.8792290526228203
GATS6m,1.0647145040180555
GATS6p,0.8937290955684934
GATS6s,0.9402331319054599
GATS6v,0.9450503188088646
GATS7Z,0.9743574305651719
GATS7c,0.7768255772167925
GATS7d,0.9957254211717376
GATS7i,0.9253833062451545
GATS7m,0.9787164542944896
GATS7p,0.9954243951174305
GATS7s,0.6041405942718203
GATS7v,1.0071060738656394
GATS8Z,0.9921994569242161
GATS8c,1.038346329650864
GATS8d,1.0432989690721648
GATS8i,0.9861137516263154
GATS8m,0.9962880257986717
GATS8p,1.1344458354328917
GATS8s,0.919190474487789
GATS8v,1.075850648949819
MATS1Z,0.037793863534058426
MATS1c,-0.5424633415434789
MATS1d,0.38250454821103685
MATS1i,-0.0973051826849515
MATS1m,0.03696631175764439
MATS1p,-0.08011049147127523
MATS1s,-0.1332310769625546
MATS1v,-0.0212790778216501
MATS2Z,0.0774020132203297
MATS2c,0.059109555303849634
MATS2d,0.08046964490263453
MATS2i,-0.04227171112772105
MATS2m,0.07542824589756185
MATS2p,-0.004900054731353609
MATS2s,0.14419176569210537
MATS2v,0.012738030440695896
MATS3Z,0.01340569035124739
MATS3c,-0.12414072532964379
MATS3d,-0.08180911207183245
MATS3i,-0.17741737050642054
MATS3m,0.01726783508679751
MATS3p,0.033572868992293496
MATS3s,-0.07329202504795398
MATS3v,0.05168997665796057
MATS4Z,-0.13561204808187133
MATS4c,0.2103159332381353
MATS4d,-0.12161453782980955
MATS4i,-0.10945484956428732
MATS4m,-0.13758944842913645
MATS4p,-0.13390636983067086
MATS4s,-0.11836831907823565
MATS4v,-0.1744144894015319
MATS5Z,-0.10206706596162086
MATS5c,-0.028960336327075308
MATS5d,-0.012208355941399887
MATS5i,0.04381312114857007
MATS5m,-0.10143500357628456
MATS5p,-0.008519222826905478
MATS5s,-0.10382913697158117
MATS5v,-0.04871080866275318
MATS6Z,-0.07278295482596887
MATS6c,-0.12495047093171356
MATS6d,-0.14239690721649484
MATS6i,0.10334659402850047
MATS6m,-0.07247582309070232
MATS6p,0.026052864195050478
MATS6s,0.011768334108055924
MATS6v,-0.012281909917279664
MATS7Z,-0.0378617745693626
MATS7c,-0.046669053640504304
MATS7d,-0.08448579331154137
MATS7i,0.05502819316734426
MATS7m,-0.03727304024072533
MATS7p,-0.005687429546667211
MATS7s,-0.012659519451060334
MATS7v,0.0034728047326046036
MATS8Z,-0.021241668723771916
MATS8c,-0.1025036839921602
MATS8d,-0.1438144329896907
MATS8i,-0.05535591551744772
MATS8m,-0.023244517303035516
MATS8p,-0.14673544027312438
MATS8s,-0.04387671183895304
MATS8v,-0.0717362660522097
MAXaaN,4.204385393046107
MAXssO,4.766897171875076
MINaaN,4.139687185059209
MINssO,4.766897171875076
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.07444909236119
SpAD_D,176.1135466500668
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3396124775029896
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,385
TMWC10,109.91292319080685
TSRW10,65.19317572938566
VE1_Dt,4.30701120179627
VE2_Dt,0.2266848000945405
VE3_Dt,2.1020980930759685
VR1_Dt,92.95657706517825
VR2_Dt,4.892451424483066
VR3_Dt,5.173986357010051
Xc-3dv,0.320281306081172
Xc-4dv,0.0
Xc-5dv,0.03849001794597505
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2347080484106438
Xch-7d,0.325880175795538
Xp-0dv,10.484046302131157
Xp-1dv,5.8138743426992505
Xp-2dv,3.7032242120744185
Xp-3dv,2.3601587494139222
Xp-4dv,1.4983282096282016
Xp-5dv,0.8472876045882478
Xp-6dv,0.4150761452625179
Xp-7dv,0.2275057527482332
Xpc-4d,2.2333259451508165
Xpc-5d,3.378610172338978
Xpc-6d,4.373663298680117
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.687809733591493
AATS0dv,8.727272727272727
AATS0pe,6.452306060606061
AATS0se,7.8665206060606065
AATS1dv,8.470588235294118
AATS1pe,6.699723529411764
AATS1se,7.950060941176471
AATS2dv,7.203703703703703
AATS2pe,6.6122000000000005
AATS2se,7.9629111111111115
AATS3dv,5.129032258064516
AATS3pe,6.39024193548387
AATS3se,7.820575096774194
AATS4dv,5.305084745762712
AATS4pe,6.575905084745762
AATS4se,7.979280271186441
AATS5dv,4.912280701754386
AATS5pe,6.530426315789473
AATS5se,7.980710385964912
AATS6dv,4.520833333333333
AATS6pe,6.407764583333333
AATS6se,7.877553249999999
AATS7dv,3.3658536585365852
AATS7pe,6.107158536585366
AATS7se,7.573415804878048
AATS8dv,3.65
AATS8pe,6.1525625
AATS8se,7.6391211
AATSC0Z,7.439853076216714
AATSC0c,0.02539418490215164
AATSC0d,0.5344352617079889
AATSC0i,1.609352567492776
AATSC0m,35.299743847566575
AATSC0p,0.21247453354805693
AATSC0s,1.4267421691664117
AATSC0v,46.94940202337015
AATSC1Z,0.2811807918759793
AATSC1c,-0.01377541439779414
AATSC1d,0.20442391832766157
AATSC1i,-0.15659834558438032
AATSC1m,1.3049013360341355
AATSC1p,-0.0170214393076648
AATSC1s,-0.19008639574593228
AATSC1v,-0.99903997933523
AATSC2Z,0.5758596061626367
AATSC2c,0.0015010389768699156
AATSC2d,0.043005815733088426
AATSC2i,-0.06803008683571082
AATSC2m,2.6625977590551972
AATSC2p,-0.0010411368434043073
AATSC2s,0.2057244725594894
AATSC2v,0.5980429121461583
AATSC3Z,0.09973636659853662
AATSC3c,-0.0031524525329081937
AATSC3d,-0.04372167422020797
AATSC3i,-0.285527100742325
AATSC3m,0.6095501553659747
AATSC3p,0.007133379679007584
AATSC3s,-0.10456882279951685
AATSC3v,2.4268134946932096
AATSC4Z,-1.0089337130939593
AATSC4c,0.005340801696517787
AATSC4d,-0.06499509735257039
AATSC4i,-0.17615144317082135
AATSC4m,-4.856872285676488
AATSC4p,-0.028451693468885392
AATSC4s,-0.1688810723222639
AATSC4v,-8.188655981613353
AATSC5Z,-0.7593639746749792
AATSC5c,-0.0007354241355182494
AATSC5d,-0.006524575902566331
AATSC5i,0.07051075901032329
AATSC5m,-3.5806296434198446
