DLiP-ID,C001V3
DLiP-Mol-ID,32973
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H10Cl2N2O3/c15-10-6-5-8(7-11(10)16)17-14(21)18-12-4-2-1-3-9(12)13(19)20/h1-7H,(H,19,20)(H2,17,18,21)"
Standard Inchi Key(RDKit),MROIECGIYKVCQE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),325.151
MW Monoisotopic(RDKit),324.00684754
MolLogP(RDKit),4.3356
XLogP(SDF),
XLogP(CDK),3.77
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),78.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.785494533550906
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,46579.33102471979
qed,0.7854945335509058
Chi0,15.405412915006313
Chi1,9.969234250586762
TPSA,78.43
Chi0n,10.561091006773522
Chi0v,12.072948898810429
Chi1n,5.825203702125281
Chi1v,6.581132648143734
Chi2n,4.058748454850764
Chi2v,4.873148708331975
Chi3n,2.5831429427034447
Chi3v,3.3221722214414617
Chi4n,1.6371554560339474
Chi4v,1.9352466376565567
MolMR,82.50470000000004
MolWt,325.15100000000007
fr_SH,0
Kappa1,15.1546139094232
Kappa2,6.4736924980690835
Kappa3,3.870352417960065
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,704.3685173746051
MolLogP,4.335600000000002
NOCount,5
fr_Ar_N,0
fr_COO2,1
fr_urea,1
BalabanJ,2.1162373767124882
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.633577208012662
SMR_VSA7,58.073287598410914
SMR_VSA8,0.0
