DLiP-ID,C004QL
ABCGG,12.746742531336801
ATS0Z,1314.0
ATS0d,102.0
ATS0i,4945.462452304789
ATS0m,5424.903345000003
ATS0p,53.668670858188015
ATS0s,206.81614845297975
ATS0v,7752.229680596058
ATS1Z,950.0
ATS1d,121.0
ATS1i,4449.82002487105
ATS1m,3692.874256999999
ATS1p,60.22845539599998
ATS1s,114.45781893004117
ATS1v,8863.958557790867
ATS2Z,1430.0
ATS2d,174.0
ATS2i,7547.888415267693
ATS2m,5556.037194000001
ATS2p,85.17950636109398
ATS2s,198.58230452674908
ATS2v,12299.033137187796
ATS3Z,2024.0
ATS3d,185.0
ATS3i,9455.791440230143
ATS3m,7971.343501999999
ATS3p,100.54904813994297
ATS3s,258.24295076969986
ATS3v,14212.243655575185
ATS4Z,1724.0
ATS4d,167.0
ATS4i,9498.925437247623
ATS4m,6592.133611999998
ATS4p,95.90526132109396
ATS4s,224.37448559670787
ATS4v,13289.416947965852
ATS5Z,1528.0
ATS5d,150.0
ATS5i,9235.704520106352
ATS5m,5761.559171999998
ATS5p,90.77124065279196
ATS5s,201.7510288065844
ATS5v,12178.597708384039
ATS6Z,1456.0
ATS6d,123.0
ATS6i,8556.807327838633
ATS6m,5438.969475999999
ATS6p,79.08926466109398
ATS6s,194.50205761316883
ATS6v,10405.293823969227
ATS7Z,972.0
ATS7d,92.0
ATS7i,7203.571386357509
ATS7m,3461.588974
ATS7p,55.159193780791995
ATS7s,135.14506172839512
ATS7v,7041.698020560641
ATS8Z,456.0
ATS8d,62.0
ATS8i,4468.626246081657
ATS8m,1517.8514550000004
ATS8p,31.20682035539599
ATS8s,97.24382716049384
ATS8v,4286.9496294778555
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,6
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.23076923076923078
GGI10,0.03305785123966942
JGI10,0.006611570247933884
JGT10,0.570871807600981
Kier1,17.05263157894737
Kier2,7.695266272189349
Kier3,4.5
MAXdO,11.948595495296882
MID_C,26.075713238427774
MID_N,0.0
MID_O,7.150818410241069
MID_X,3.5427362164851126
MID_h,10.693554626726181
MINdO,10.405400991638366
MPC10,13
MWC01,19.0
MWC02,4.51085950651685
MWC03,5.332718793265369
MWC04,6.18826412308259
MWC05,7.037905963447182
MWC06,7.902117546276448
MWC07,8.762958920766726
MWC08,9.63187566026184
MWC09,10.498663515870101
MWC10,11.370220696727491
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,1
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6057000000000023
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.962844630259907
SRW05,0.0
SRW06,6.459904454377535
SRW07,0.0
SRW08,8.050384453067021
SRW09,0.0
SRW10,9.69393867348769
SaaCH,2.8491043083900225
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.38494834971025593
SaasN,0
SdCH2,3.641988691673486
SddsN,0
SdsCH,0
SdssC,-1.0110570538668475
SdssS,0
SsCH3,1.8056403084649837
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6721022947839
VE1_D,4.277377393098426
VE2_A,0.19326854183073158
VE2_D,0.22512512595254874
VE3_A,1.942618216599228
VE3_D,2.095193949330946
VR1_A,135.65423119455318
VR1_D,92.04049606771068
VR2_A,7.139696378660694
VR2_D,4.844236635142667
VR3_A,5.5519631167890555
VR3_D,5.164082541022022
WPath,744
Xc-3d,1.5240502502036257
Xc-4d,0.0
Xc-5d,0.5005537597276803
Xc-6d,0.0
Xp-0d,14.576985790260121
Xp-1d,8.879116515310283
Xp-2d,7.935364098249554
Xp-3d,6.450724678579594
Xp-4d,4.241645583834239
Xp-5d,3.0210066296603038
Xp-6d,2.059693241447206
Xp-7d,1.236190602024608
ZMIC0,68.24197838596501
ZMIC1,35.14294712803387
ZMIC2,29.431980155239742
ZMIC3,26.001300568984018
ZMIC4,26.001300568984018
ZMIC5,26.001300568984018
nAcid,1
nAtom,31
nBase,0
nRing,1
piPC1,3.258096538021482
piPC2,3.7954891891721947
piPC3,4.273187854639731
piPC4,4.652769164787371
piPC5,5.110857631897958
piPC6,5.295187473539109
piPC7,5.431672962471224
piPC8,5.395330640718035
piPC9,5.298942171316879
AATS0Z,42.38709677419355
AATS0d,3.2903225806451615
AATS0i,159.53104684854156
AATS0m,174.9968820967743
AATS0p,1.731247447038323
AATS0s,6.67148865977354
AATS0v,250.07192518051798
AATS1Z,30.64516129032258
AATS1d,3.903225806451613
AATS1i,143.54258144745322
AATS1m,119.12497603225803
AATS1p,1.9428533998709672
AATS1s,3.692187707420683
AATS1v,285.93414702551183
AATS2Z,28.6
AATS2d,3.48
AATS2i,150.95776830535385
AATS2m,111.12074388000002
AATS2p,1.7035901272218796
AATS2s,3.9716460905349815
AATS2v,245.98066274375594
AATS3Z,33.18032786885246
AATS3d,3.0327868852459017
AATS3i,155.01297443000234
AATS3m,130.67776232786883
AATS3p,1.6483450514744749
AATS3s,4.233490996224588
AATS3v,232.9876009110686
AATS4Z,28.262295081967213
AATS4d,2.737704918032787
AATS4i,155.72008913520693
AATS4m,108.0677641311475
AATS4p,1.5722173987064583
AATS4s,3.6782702556837354
AATS4v,217.8592942289484
AATS5Z,25.89830508474576
AATS5d,2.542372881355932
AATS5i,156.53736474756528
AATS5m,97.65354528813556
AATS5p,1.5384956042846094
AATS5s,3.4195089628234645
AATS5v,206.41691031159388
AATS6Z,26.962962962962962
AATS6d,2.2777777777777777
AATS6i,158.45939495997467
AATS6m,100.72165696296295
AATS6p,1.4646160122424812
AATS6s,3.6018899557994226
AATS6v,192.6906263698005
AATS7Z,22.09090909090909
AATS7d,2.090909090909091
AATS7i,163.7175315081252
AATS7m,78.67247668181818
AATS7p,1.2536180404725454
AATS7s,3.0714786756453436
AATS7v,160.0385913763782
AATS8Z,16.88888888888889
AATS8d,2.2962962962962963
AATS8i,165.5046757808021
AATS8m,56.216720555555575
AATS8p,1.1558081613109625
AATS8s,3.601623228166438
AATS8v,158.77591220288355
AMID_C,1.3724059599172513
AMID_N,0.0
AMID_O,0.37635886369689836
AMID_X,0.1864598008676375
AMID_h,0.5628186645645359
ATS0dv,277.2098765432099
ATS0pe,209.9181
ATS0se,256.20639000000006
ATS1dv,249.22222222222217
ATS1pe,207.28400000000005
ATS1se,247.50543200000007
ATS2dv,334.44444444444434
ATS2pe,330.44059999999996
ATS2se,400.46076000000005
ATS3dv,341.27160493827165
ATS3pe,414.3581999999999
ATS3se,504.0502490000002
ATS4dv,255.77777777777774
ATS4pe,406.42279999999994
ATS4se,497.890178
ATS5dv,227.55555555555557
ATS5pe,383.4274000000001
ATS5se,473.14932
ATS6dv,199.55555555555557
ATS6pe,357.98940000000016
ATS6se,442.213156
ATS7dv,117.33333333333331
ATS7pe,286.7883
ATS7se,359.24074599999994
ATS8dv,98.0
ATS8pe,180.83149999999998
ATS8se,225.19253999999995
ATSC0Z,528.9677419354838
ATSC0c,0.976708468913493
ATSC0d,21.354838709677406
ATSC0i,39.698322414433896
ATSC0m,2460.6830796774193
ATSC0p,8.837628497082967
ATSC0s,83.38339946211971
ATSC0v,1558.7193004468347
ATSC1Z,-6.129032258064509
ATSC1c,-0.5103927322276203
ATSC1d,8.096774193548388
ATSC1i,-0.7091746168469886
ATSC1m,-26.073929935483545
ATSC1p,0.05931657200000463
ATSC1s,-8.925660427452538
ATSC1v,12.41156416186177
ATSC2Z,99.53590010405826
ATSC2c,-0.1539892342369873
ATSC2d,-0.7658688865764787
ATSC2i,0.6506933298984492
ATSC2m,474.0612480686786
ATSC2p,1.8807868261782485
ATSC2s,19.436725599714897
ATSC2v,369.24261239353194
ATSC3Z,252.48283038501557
ATSC3c,0.3676982304756496
ATSC3d,-1.4724245577523392
ATSC3i,4.376192824346322
ATSC3m,1174.8460900541113
ATSC3p,3.643399491816388
ATSC3s,1.0769207284047342
ATSC3v,381.4363309319085
ATSC4Z,-7.259105098855338
ATSC4c,-0.17337755278567002
ATSC4d,-3.343392299687823
ATSC4i,-2.887601867175359
ATSC4m,-32.789389945889404
ATSC4p,-0.08208341453467588
ATSC4s,-27.162488832490283
ATSC4v,-97.49801817327665
ATSC5Z,-72.74505723204997
ATSC5c,-0.16090088335331634
ATSC5d,-6.19146722164412
ATSC5i,-7.079691744918043
ATSC5m,-335.23515641831415
ATSC5p,-1.2446439644745493
ATSC5s,-13.209600220201956
ATSC5v,-166.38378391075014
ATSC6Z,-155.62122788761712
ATSC6c,0.19694669991044644
ATSC6d,-5.876170655567119
ATSC6i,-15.425782848504575
ATSC6m,-742.6023434380851
ATSC6p,-4.920478509364844
ATSC6s,2.152614279725958
ATSC6v,-718.8804614502221
ATSC7Z,-238.66389177939647
ATSC7c,0.10454224662528835
ATSC7d,-1.6004162330905323
ATSC7i,-7.917038602974634
ATSC7m,-1127.5803078002077
ATSC7p,-5.827270268210793
ATSC7s,-2.8794454539413263
ATSC7v,-614.2351820106145
ATSC8Z,-208.90738813735692
ATSC8c,-0.34699280413107336
ATSC8d,-3.2445369406867854
ATSC8i,3.755726361075689
ATSC8m,-967.2413890738815
ATSC8p,-1.254950905980652
ATSC8s,-12.184425881755477
ATSC8v,-212.7126712497056
AXp-0d,0.7672097784347433
AXp-1d,0.46732192185843596
AXp-2d,0.3052063114711367
AXp-3d,0.20158514620561233
AXp-4d,0.12118987382383539
AXp-5d,0.0755251657415076
AXp-6d,0.05149233103618015
AXp-7d,0.033410556811475894
GATS1Z,0.5360409806073912
GATS1c,1.4736886251508423
GATS1d,0.8157099697885203
GATS1i,1.1428284266124826
GATS1m,0.5377638044674983
GATS1p,0.8418694802459243
GATS1s,0.7226978048145835
GATS1v,0.8502899501621239
GATS2Z,0.5728137577753385
GATS2c,1.0230432368045852
GATS2d,1.222205438066466
GATS2i,1.0431990208255535
GATS2m,0.5724498498135165
GATS2p,0.7622084962281439
GATS2s,0.5172729020480817
GATS2v,0.7744931432886295
GATS3Z,0.68754386280614
GATS3c,0.7674096890377758
GATS3d,1.1284730820662678
GATS3i,0.9429238696827722
GATS3m,0.6864681743635529
GATS3p,0.7499139695711058
GATS3s,0.9214982486370301
GATS3v,0.7986016958930006
GATS4Z,1.009234432827674
GATS4c,0.8966403070300223
GATS4d,1.1054430191669562
GATS4i,1.0182033405496234
GATS4m,1.008020853344533
GATS4p,0.9866885365353989
GATS4s,1.1358547240443677
GATS4v,0.9820846500884818
GATS5Z,1.1799444330747242
GATS5c,0.7139093034960465
GATS5d,1.1191049208868868
GATS5i,1.0550988449054355
GATS5m,1.1785702025708042
GATS5p,1.0956753904344707
GATS5s,0.971436083357948
GATS5v,1.057657752409391
GATS6Z,1.496625604748547
GATS6c,0.6549055261123404
GATS6d,1.0536253776435052
GATS6i,1.140275715909505
GATS6m,1.4973451725602023
GATS6p,1.3993810888723444
GATS6s,0.8080460050364503
GATS6v,1.2713618372648932
GATS7Z,1.8200113095832091
GATS7c,0.7590876505731358
GATS7d,0.9418772315298001
GATS7i,1.0025370934286122
GATS7m,1.8205936152810858
GATS7p,1.5922210642788692
GATS7s,0.8476331280838332
GATS7v,1.337897173583549
GATS8Z,1.558591156103048
GATS8c,1.809871489037944
GATS8d,1.09264853977845
GATS8i,0.7925247173483325
GATS8m,1.5540848593468997
GATS8p,1.1517109929830938
GATS8s,1.2013536295045297
GATS8v,1.1149369149742492
MATS1Z,-0.011586778875472607
MATS1c,-0.522564049020062
MATS1d,0.3791540785498492
MATS1i,-0.017864095350012574
MATS1m,-0.010596216209566361
MATS1p,0.0067118200340264625
MATS1s,-0.10704361401704882
MATS1v,0.007962667914809148
MATS2Z,0.1166654470057324
MATS2c,-0.09775007411693508
MATS2d,-0.022235649546827687
MATS2i,0.010162390751059939
MATS2m,0.11944568409886884
MATS2p,0.13194578529923545
MATS2s,0.1445224103305813
MATS2v,0.14687084430042202
MATS3Z,0.24256856593866905
MATS3c,0.19131915111540493
MATS3d,-0.035040364518845
MATS3i,0.056021683282792716
MATS3m,0.24263706933335594
MATS3p,0.20950910946077098
MATS3s,0.006563507686398411
MATS3v,0.12436151442604566
MATS4Z,-0.006974061210983327
MATS4c,-0.0902110575253839
MATS4d,-0.07956515279084742
MATS4i,-0.03696553688167577
MATS4m,-0.006771884035748695
MATS4p,-0.004720103606339832
MATS4s,-0.16554719352264
MATS4v,-0.03178774597570067
MATS5Z,-0.07225767507819271
MATS5c,-0.0865571916202795
MATS5d,-0.1523375492856778
MATS5i,-0.09370265062165242
MATS5m,-0.07158195517717722
MATS5p,-0.07399784603701808
MATS5s,-0.08323764020904414
MATS5v,-0.05608578025012892
MATS6Z,-0.16889141855601186
MATS6c,0.115758179632461
MATS6d,-0.15796687926597305
MATS6i,-0.22307093768786598
MATS6m,-0.17324813432306885
MATS6p,-0.3196241101554967
MATS6s,0.0148202167031305
MATS6v,-0.26476263889121937
MATS7Z,-0.31788244686159073
MATS7c,0.07541120714326517
MATS7d,-0.052801428179071776
MATS7i,-0.1405075384031493
MATS7m,-0.3228500195968943
MATS7p,-0.46455638876774596
MATS7s,-0.02432978529626336
MATS7v,-0.277636008858953
MATS8Z,-0.4534428317816537
MATS8c,-0.407899755314921
MATS8d,-0.17444332550072747
MATS8i,0.10862248085456604
MATS8m,-0.45131224693226407
MATS8p,-0.1630380321139448
MATS8s,-0.16777351490378162
MATS8v,-0.1566835411051776
MAXsCl,5.98828687956664
MAXsOH,8.515718563876932
MAXssO,4.950928524187453
MINsCl,5.942015148652052
MINsOH,8.515718563876932
MINssO,4.950928524187453
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.01141467651588
SpAD_D,163.6413732107152
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.03268131870134028
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,319
TMWC10,109.2355847262146
TSRW10,51.8306338573218
VE1_Dt,4.3161928316185385
VE2_Dt,0.22716804376939675
VE3_Dt,2.104227610887785
VR1_Dt,88.96345237704392
VR2_Dt,4.682286967212838
VR3_Dt,5.130079524116836
Xc-3dv,0.6551484622492758
Xc-4dv,0.0
Xc-5dv,0.19492756194415564
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.05555555555555555
Xch-7d,0.18246983613200962
Xp-0dv,11.715766186885807
Xp-1dv,6.186998342557597
Xp-2dv,4.463797261303604
Xp-3dv,3.2550988011848645
Xp-4dv,1.770375922647777
Xp-5dv,1.0760696972827242
Xp-6dv,0.5969504241139209
Xp-7dv,0.290031784340344
Xpc-4d,3.6224903339792833
Xpc-5d,4.824528021736482
Xpc-6d,6.929772631929043
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,4.593856426087818
AATS0dv,8.942254082039028
AATS0pe,6.7715516129032265
AATS0se,8.264722258064518
AATS1dv,8.03942652329749
AATS1pe,6.686580645161292
AATS1se,7.984046193548389
AATS2dv,6.688888888888886
AATS2pe,6.6088119999999995
AATS2se,8.009215200000002
AATS3dv,5.594616474397896
AATS3pe,6.7927573770491785
AATS3se,8.263118836065576
AATS4dv,4.193078324225865
AATS4pe,6.662668852459015
AATS4se,8.16213406557377
AATS5dv,3.856873822975518
AATS5pe,6.498769491525425
AATS5se,8.01948
AATS6dv,3.695473251028807
AATS6pe,6.629433333333337
AATS6se,8.18913251851852
AATS7dv,2.666666666666666
AATS7pe,6.517915909090909
AATS7se,8.164562409090907
AATS8dv,3.6296296296296298
AATS8pe,6.6974629629629625
AATS8se,8.340464444444443
AATSC0Z,17.063475546305927
AATSC0c,0.03150672480366107
AATSC0d,0.6888657648283034
AATSC0i,1.2805910456268998
AATSC0m,79.37687353798127
AATSC0p,0.2850847902284828
AATSC0s,2.6897870794232164
AATSC0v,50.28126775634951
AATSC1Z,-0.19771071800208093
AATSC1c,-0.016464281684761946
AATSC1d,0.2611862643080125
AATSC1i,-0.022876600543451243
AATSC1m,-0.8410945140478563
AATSC1p,0.0019134378064517624
AATSC1s,-0.2879245299178238
AATSC1v,0.40037303747941194
AATSC2Z,1.9907180020811652
AATSC2c,-0.0030797846847397457
AATSC2d,-0.015317377731529573
AATSC2i,0.013013866597968984
AATSC2m,9.481224961373572
AATSC2p,0.03761573652356497
AATSC2s,0.3887345119942979
AATSC2v,7.384852247870639
AATSC3Z,4.139062793196977
AATSC3c,0.006027839843863108
AATSC3d,-0.024138107504136707
AATSC3i,0.07174086597289053
AATSC3m,19.259771968100186
AATSC3p,0.059727860521580134
AATSC3s,0.017654438170569414
AATSC3v,6.253054605441124
AATSC4Z,-0.11900172293205472
AATSC4c,-0.0028422549636995084
AATSC4d,-0.05480970983094792
AATSC4i,-0.047337735527464904
AATSC4m,-0.5375309827194984
AATSC4p,-0.0013456297464700963
