DLiP-ID,C1021A
DLiP-Mol-ID,40724
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H23ClO6/c1-8(2)17(22)25-12-5-9(3)11-6-13(21)19(24,7-20)15(11)16-14(12)10(4)18(23)26-16/h11-16,21,24H,1,3-7H2,2H3/t11-,12-,13-,14+,15-,16-,19+/m0/s1"
Standard Inchi Key(RDKit),ONMAQPPVCANFPB-URUZQALBSA-N
Canonical SMILES(RDKit),C=C(C)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)[C@](O)(CCl)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12
SMILES(SDF),
MW(SDF),
MW(RDKit),382.84
MW Monoisotopic(RDKit),382.118316136
MolLogP(RDKit),1.4989
XLogP(SDF),
XLogP(CDK),1.331
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),93.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.332375314028599
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2
Common Target Pref Name,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2
RDKit Descriptors
Ipc,536827.9236819571
qed,0.3323753140285995
Chi0,19.386386867018626
Chi1,12.112115315674403
TPSA,93.06
Chi0n,14.612127128121639
Chi0v,15.368056074140094
Chi1n,8.517513727198867
Chi1v,9.052036211023717
Chi2n,7.516043759792584
Chi2v,7.783305001705009
Chi3n,5.889744547656249
Chi3v,6.317874108513871
Chi4n,4.503306307705343
Chi4v,4.859595970032523
MolMR,94.23460000000004
MolWt,382.84000000000015
fr_SH,0
Kappa1,19.140474256478754
Kappa2,6.514389962015176
Kappa3,2.712456498618039
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,700.1429147366104
MolLogP,1.4988999999999997
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0430590759481766
SMR_VSA1,29.27585506542515
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,17.75371813848418
SMR_VSA5,43.678330419771235
SMR_VSA6,5.880003444970339
SMR_VSA7,36.456120641003295
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,2
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,2
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,156.66377492020302
NHOHCount,2
PEOE_VSA1,19.68678069728151
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,11.600939890232516
PEOE_VSA6,25.30991158086476
PEOE_VSA7,19.262464868778025
PEOE_VSA8,23.484936729225936
PEOE_VSA9,17.901875878880034
RingCount,3
SMR_VSA10,23.539550466136212
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,382.118316136
NumHDonors,2
PEOE_VSA10,17.808983586480295
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,11.938610575903699
SlogP_VSA1,0.0
SlogP_VSA2,51.94461878478404
SlogP_VSA3,19.06280027574374
SlogP_VSA4,17.75371813848418
SlogP_VSA5,19.765380445542643
SlogP_VSA6,36.456120641003295
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
