DLiP-ID,T004KH
AATSC4i,-0.030148170822834112
AATSC4m,-4.297047358016218
AATSC4p,-0.01424294038153202
AATSC4s,-0.15358793542437077
AATSC4v,-3.8216721751811384
AATSC5Z,-0.7734869195340519
AATSC5c,-0.004052766101219059
AATSC5d,-0.04679313124947873
AATSC5i,-0.011090242515084689
AATSC5m,-3.603634055639472
AATSC5p,-0.007614120373828384
AATSC5s,-0.12245765722352482
AATSC5v,-2.0630220853007137
AATSC6Z,0.0587004145187427
AATSC6c,0.005839411559050249
AATSC6d,-0.026927430716734667
AATSC6i,0.0688969840097688
AATSC6m,0.09748884842377172
AATSC6p,-0.009873162835572359
AATSC6s,0.29615355381278524
AATSC6v,-3.8247190044614094
AATSC7Z,1.1068639142703571
AATSC7c,-0.0028255196940264377
AATSC7d,-0.0004472084117172763
AATSC7i,-0.11713020289480516
AATSC7m,5.131915463845406
AATSC7p,-0.013209095631777861
AATSC7s,0.23142778692257163
AATSC7v,1.2287860089113896
AATSC8Z,1.2029522934348205
AATSC8c,0.002034758831349925
AATSC8d,0.040829728394205546
AATSC8i,-0.12189297865705566
AATSC8m,5.668633199220207
AATSC8p,-0.005226376247494394
AATSC8s,0.10301914253982292
AATSC8v,3.2824708336090858
ATS0are,377.0544999999999
ATS1are,414.27400000000006
ATS2are,708.4267999999997
ATS3are,930.4170000000001
ATS4are,952.0239999999999
ATS5are,896.761
ATS6are,834.2387
ATS7are,782.0019000000001
ATS8are,744.5358
ATSC0dv,233.93442622950815
ATSC0pe,6.576940983606552
ATSC0se,4.106594229508194
ATSC1dv,79.56167696855687
ATSC1pe,0.30829731255039733
ATSC1se,0.13914647675355846
ATSC2dv,37.74549852190271
ATSC2pe,2.147077506046769
ATSC2se,1.5753761612469748
ATSC3dv,-90.57215802203712
ATSC3pe,-2.0099739586132754
ATSC3se,-1.2654090384305279
ATSC4dv,-141.56893308250466
ATSC4pe,-2.7055267938726124
ATSC4se,-1.5624736070948668
ATSC5dv,-85.6310131685031
ATSC5pe,-3.004808895458202
ATSC5se,-1.9741919226014557
ATSC6dv,83.55173340499861
ATSC6pe,3.655030986294015
ATSC6se,3.101213667293732
ATSC7dv,159.51464660037618
ATSC7pe,2.826525477022305
ATSC7se,1.3812877807041102
ATSC8dv,89.52674012362267
ATSC8pe,1.675151115291583
ATSC8se,0.35189035313087974
AXp-0dv,0.5560462126654864
AXp-1dv,0.30907421802303
AXp-2dv,0.1684386388888966
AXp-3dv,0.09284089802047657
AXp-4dv,0.05057997353257196
AXp-5dv,0.02827196761924809
AXp-6dv,0.01580111058169694
AXp-7dv,0.008998270275973524
BertzCT,1302.5956189061474
ECIndex,1119
ETA_eta,30.223358257672317
GATS1dv,0.47350547140315896
GATS1pe,0.7019559835538367
GATS1se,0.738902693784025
GATS2dv,0.7896949802677684
GATS2pe,0.5831338386135493
GATS2se,0.5264082941588278
GATS3dv,1.1092019403161661
GATS3pe,1.0014593376246388
GATS3se,0.9625050446756767
GATS4dv,1.241569548159026
GATS4pe,1.1122095095524545
GATS4se,1.0633368552104372
GATS5dv,1.2443805427349397
GATS5pe,1.33363436050612
GATS5se,1.3878408033426046
GATS6dv,0.9336338153787349
GATS6pe,0.9909276582407298
GATS6se,1.0080742305717392
GATS7dv,0.6782750087596358
GATS7pe,0.8222014346758947
GATS7se,0.8690744052225035
GATS8dv,0.8118486787078691
GATS8pe,0.8993886095672274
GATS8se,0.9957745291951081
LogEE_A,4.464350433415381
LogEE_D,251.78001749950639
MATS1dv,0.3191730903994396
MATS1pe,0.04399084178507383
MATS1se,0.03179851949027013
MATS2dv,0.0863368125991222
MATS2pe,0.17468224342148955
MATS2se,0.20527093500041818
MATS3dv,-0.15335914961002564
MATS3pe,-0.12105301203987778
MATS3se,-0.12205575283912201
MATS4dv,-0.23512781256834747
MATS4pe,-0.1598299181398666
MATS4se,-0.1478294905132649
MATS5dv,-0.1539922190271368
MATS5pe,-0.19220060226177235
MATS5se,-0.20224109633126192
MATS6dv,0.16505064662037328
MATS6pe,0.2568165586306595
MATS6se,0.3489842285071056
MATS7dv,0.324957296776454
MATS7pe,0.20480889991273546
MATS7se,0.16029583669644346
MATS8dv,0.18826378371046862
MATS8pe,0.12529628538738513
MATS8se,0.04215350761784331
MAXaaCH,2.1671820998476288
MAXaaaC,0.9792538405308009
MAXaasC,1.2873503943662465
MAXdssC,-0.8704289864345001
MAXssNH,3.3722151026515883
MDEC-22,18.888934468070822
MDEC-23,29.399506579348564
MDEC-33,8.464471773665858
MDEN-22,1.6545880987662138
MDEO-11,0.4999999999999999
MDEO-12,0.33333333333333337
MINaaCH,1.743709889717658
MINaaaC,0.8792585716246851
MINaasC,0.44955035087701045
MINdssC,-0.8704289864345001
MINssNH,3.3722151026515883
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4642857142857144
SM1_Dzi,1.6456504849231428
SM1_Dzm,1.460297629707019
SM1_Dzp,-5.837791883926546
SM1_Dzv,-2.793606575391221
SddssSe,0
SpAD_Dt,882.0339357484664
SpAbs_A,45.11763463829965
SpAbs_D,503.56003499901306
SpMAD_A,1.3269892540676367
SpMAD_D,14.810589264676851
SpMax_A,2.3956879662455566
SpMax_D,251.78001749950639
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,114.03
TpiPC10,8.872717160737736
VAdjMat,6.247927513443585
VE1_DzZ,5.754856593413815
VE1_Dzi,5.756137670370101
VE1_Dzm,5.754856031290846
VE1_Dzp,5.753731476774412
VE1_Dzv,5.754972453029455
VE2_DzZ,0.1692604880415828
VE2_Dzi,0.1692981667755912
VE2_Dzm,0.16926047150855428
VE2_Dzp,0.16922739637571801
VE2_Dzv,0.1692638956773369
VE3_DzZ,2.973819554877984
VE3_Dzi,2.974042138076658
VE3_Dzm,2.9738194571999643
VE3_Dzp,2.9736240284352746
VE3_Dzv,2.973839687169294
VR1_DzZ,232.83466045150738
VR1_Dzi,232.81388667418238
VR1_Dzm,232.834962026538
VR1_Dzp,233.39309387389434
VR1_Dzv,232.9903353715649
VR2_DzZ,6.848078248573747
VR2_Dzi,6.847467255123012
VR2_Dzm,6.848087118427588
VR2_Dzp,6.864502760996892
VR2_Dzv,6.852656922693085
VR3_DzZ,6.6741040214980885
VR3_Dzi,6.674014796362664
VR3_Dzm,6.674105316729798
VR3_Dzp,6.676499561807557
VR3_Dzv,6.674772405235538
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.020412414523193152
Xch-6dv,0.13810726468641477
Xch-7dv,0.1704297336984395
Xpc-4dv,1.6423136847996627
Xpc-5dv,2.2021943019264585
Xpc-6dv,2.735365879495125
Zagreb1,180.0
Zagreb2,209.0
fragCpx,322.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,3
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,1
nBondsM,23
nBondsO,38
nBondsS,42
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,8
naHRing,3
AATS0are,6.181221311475408
AATS1are,6.373446153846155
AATS2are,6.214270175438594
AATS3are,6.041668831168832
AATS4are,6.063847133757961
AATS5are,6.184558620689655
AATS6are,6.319990151515151
AATS7are,6.109389843750001
AATS8are,6.004320967741935
AATSC0dv,3.834990593926363
AATSC0pe,0.10781870464928774
AATSC0se,0.06732121687718351
AATSC1dv,1.2240257995162596
AATSC1pe,0.004743035577698421
AATSC1se,0.0021407150269778224
AATSC2dv,0.33110086422721674
AATSC2pe,0.01883401321093657
AATSC2se,0.013819089133745393
AATSC3dv,-0.5881308962469942
AATSC3pe,-0.013051778952034255
AATSC3se,-0.00821694180799044
AATSC4dv,-0.9017129495700934
AATSC4pe,-0.017232654738042117
AATSC4se,-0.00995206119168705
AATSC5dv,-0.590558711506918
AATSC5pe,-0.020722819968677256
AATSC5se,-0.013615116707596246
AATSC6dv,0.6329676773105956
AATSC6pe,0.027689628684045568
AATSC6se,0.023494042934043422
AATSC7dv,1.246208176565439
AATSC7pe,0.022082230289236757
AATSC7se,0.01079131078675086
AATSC8dv,0.7219898397066344
AATSC8pe,0.013509283187835347
AATSC8se,0.0028378254284748368
AETA_eta,0.8889223016962446
ATSC0are,6.971508196721307
ATSC1are,0.30436011824778963
ATSC2are,2.485997796291324
ATSC3are,-2.217578070411179
ATSC4are,-2.928012899758127
ATSC5are,-3.3802489922063867
ATSC6are,4.541321607094876
ATSC7are,2.8415795216339674
ATSC8are,1.429422682074706
BCUTZ-1h,8.03402336336133
BCUTZ-1l,5.672631970090432
BCUTc-1h,0.4299453082266099
BCUTc-1l,-0.441414309488571
BCUTd-1h,3.194209020586523
BCUTd-1l,0.9729475988951726
BCUTi-1h,14.569227584558147
BCUTi-1l,10.935803429359193
BCUTm-1h,16.016800356300916
BCUTm-1l,11.685622080172019
BCUTp-1h,2.0104577939527317
BCUTp-1l,0.715482735570619
BCUTs-1h,7.008295651747863
BCUTs-1l,1.2274595767808003
BCUTv-1h,20.912836260404482
BCUTv-1l,14.681712387592354
BalabanJ,1.035721679003915
Diameter,19
ETA_beta,43.75
GATS1are,0.7153887395390282
GATS2are,0.5641156448693301
GATS3are,0.9993328482542193
GATS4are,1.1140074547374572
GATS5are,1.364420538154248
GATS6are,0.9789912400526565
GATS7are,0.8360670708586708
GATS8are,0.9205718493692163
HybRatio,0.34615384615384615
Lipinski,True
LogEE_Dt,441.0169678742332
MATS1are,0.04097108642165666
MATS2are,0.1908090550081535
MATS3are,-0.12599731490203722
MATS4are,-0.16318356848398619
MATS5are,-0.20397821286317733
MATS6are,0.30103113795231906
MATS7are,0.19424638149540754
MATS8are,0.10086536785444267
MAXssCH2,1.1516732453267933
MAXsssCH,-0.29620227414783673
MINssCH2,-0.03197701601641434
MINsssCH,-0.29620227414783673
NsssssAs,0
RotRatio,0.23684210526315788
SM1_Dzpe,1.5820838433292534
SM1_Dzse,1.44679936621724
SMR_VSA1,14.424159515885876
SMR_VSA2,0.0
SMR_VSA3,20.10859881996707
SMR_VSA4,0.0
SMR_VSA5,50.86365740664347
SMR_VSA6,11.861545009918906
SMR_VSA7,77.19737244911265
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,409.316797682018
SpAD_Dzi,401.2911104345813
SpAD_Dzm,409.36063613561384
SpAD_Dzp,478.7483720009459
SpAD_Dzv,455.572657434028
SpAbs_Dt,882.0339357484667
SpDiam_A,4.7801760647683125
SpDiam_D,388.8936621830514
SpMAD_Dt,25.942174580837246
SpMax_Dt,441.0169678742332
SsssssAs,0
VE1_Dzpe,5.7549692553858405
VE1_Dzse,5.754840991480743
VE2_Dzpe,0.16926380162899532
VE2_Dzse,0.1692600291611983
VE3_Dzpe,2.9738391315377024
VE3_Dzse,2.9738168437844985
VMcGowan,343.11000000000115
VR1_Dzpe,232.82919384135917
VR1_Dzse,232.8355620150704
VR2_Dzpe,6.847917465922329
VR2_Dzse,6.848104765149129
VR3_Dzpe,6.674080542715709
VR3_Dzse,6.674107893609809
mZagreb1,8.61111111111111
mZagreb2,7.416666666666668
n10ARing,0
n10FRing,2
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,54
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.11428701961838209
AATSC1are,0.004682463357658302
AATSC2are,0.021806998213081786
AATSC3are,-0.014399857600072593
AATSC4are,-0.018649763692726924
AATSC5are,-0.02331206201521646
AATSC6are,0.034403951568900575
AATSC7are,0.02219984001276537
AATSC8are,0.011527602274796015
AETA_beta,1.286764705882353
BCUTdv-1h,6.033521043586081
BCUTdv-1l,1.856660156771847
BCUTpe-1h,3.516658667093858
BCUTpe-1l,2.2194274219780032
BCUTse-1h,3.7247005699829314
BCUTse-1l,2.4149465851254313
ETA_alpha,16.0
ETA_dBeta,-0.75
ETA_eta_B,0.27805063378885464
ETA_eta_F,32.282271681037045
ETA_eta_L,8.366799220687938
ETA_eta_R,62.50562993870936
ETA_psi_1,0.5693950177935946
LabuteASA,197.00074158327703
LogEE_DzZ,204.70146606789973
LogEE_Dzi,200.68518675967076
LogEE_Dzm,204.72326799809244
LogEE_Dzp,238.82467446171017
LogEE_Dzv,227.53983401918535
PEOE_VSA1,14.946410935820385
PEOE_VSA2,9.77851570501903
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,29.422131530971885
PEOE_VSA7,55.009290680482856
PEOE_VSA8,42.58130147885232
PEOE_VSA9,11.937522340542271
SM1_Dzare,1.7854816193578409
SpAD_Dzpe,407.366453534283
SpAD_Dzse,409.59582303551963
SpAbs_DzZ,408.0449096636048
SpAbs_Dzi,399.9358688587623
SpAbs_Dzm,408.0921198326612
SpAbs_Dzp,483.4871408073468
SpAbs_Dzv,457.87327461376196
SpDiam_Dt,629.9287135018627
SpMAD_DzZ,12.038729343588765
SpMAD_Dzi,11.802679718664155
SpMAD_Dzm,12.040018709870996
SpMAD_Dzp,14.080834470616056
SpMAD_Dzv,13.399195806883176
SpMax_DzZ,204.70146606789973
SpMax_Dzi,200.68518675967076
SpMax_Dzm,204.72326799809244
SpMax_Dzp,238.82467446171017
SpMax_Dzv,227.53983401918535
VE1_Dzare,5.755241193543699
VE2_Dzare,0.1692717998101088
VE3_Dzare,2.9738863831772995
VR1_Dzare,232.80233296421198
VR2_Dzare,6.847127440123882
VR3_Dzare,6.67396516875312
n10AHRing,0
n10FARing,1
n10FHRing,2
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47058823529411764
AETA_dBeta,-0.022058823529411766
AETA_eta_B,0.008177959817319254
AETA_eta_F,0.9494785788540308
AETA_eta_L,0.24608233002023347
AETA_eta_R,1.8384008805502754
BCUTare-1h,3.5707973303629
BCUTare-1l,2.1702036874480664
ETA_beta_s,22.25
ETA_dPsi_A,0.14460498220640539
ETA_dPsi_B,0.0
ETA_eta_BR,0.7080506337888546
ETA_eta_FL,8.269363707896304
ETA_eta_RL,16.63616292858424
LogEE_Dzpe,203.7297586448865
LogEE_Dzse,204.8404644402956
PEOE_VSA10,5.817862777835028
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.890723922025908
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.7291879086722
SlogP_VSA3,30.47782367577586
SlogP_VSA4,0.0
SlogP_VSA5,53.716330313207706
SlogP_VSA6,53.184507987817696
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,404.45175436984186
SpAbs_Dzpe,406.00420427599016
SpAbs_Dzse,408.33763325167513
SpDiam_DzZ,319.98602515076243
SpDiam_Dzi,313.3594747744859
SpDiam_Dzm,320.01859155946124
SpDiam_Dzp,371.47909524923216
SpDiam_Dzv,355.08518234865755
SpMAD_Dzpe,11.981366280420088
SpMAD_Dzse,12.04693597163293
SpMax_Dzpe,203.7297586448865
SpMax_Dzse,204.8404644402956
n10FAHRing,1
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6544117647058824
AETA_eta_BR,0.020825018640848663
AETA_eta_FL,0.24321657964400892
AETA_eta_RL,0.4892989096642424
DetourIndex,7189
EState_VSA1,5.969305287951849
EState_VSA2,12.338727669087403
EState_VSA3,24.556771665877857
EState_VSA4,60.20621009407815
EState_VSA5,5.563451491696996
EState_VSA6,6.196843571613076
EState_VSA7,30.33183534230805
EState_VSA8,32.57414303994941
EState_VSA9,9.507073457920557
ETA_beta_ns,21.5
ETA_shape_p,0.041666666666666664
ETA_shape_x,0.0
ETA_shape_y,0.3125
GhoseFilter,True
LogEE_Dzare,202.2783913501962
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,402.9277965251474
SpDiam_Dzpe,318.45948955796587
SpDiam_Dzse,320.20357734570644
SpMAD_Dzare,11.895639834407113
SpMax_Dzare,202.2783913501962
TopoPSA(NO),114.03
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.462767370849982
VSA_EState9,69.87056596248335
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6323529411764706
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029411764705882353
FilterItLogS,-7.815663705207935
SpDiam_Dzare,316.23229681353234
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5934426229508191
ETA_epsilon_2,0.8264705882352937
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5452054794520538
ETA_epsilon_5,0.7972222222222219
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1487617718869902
ETA_dEpsilon_B,0.04823714349876529
ETA_dEpsilon_C,-0.1005246283882249
ETA_dEpsilon_D,0.02924836601307179
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.8823529411764706
MDEDescriptor,"0.0,0.0,0.0,0.0,18.888934468070822,29.399506579348564,0.0,8.464471773665858,0.0,0.0,0.4999999999999999,0.33333333333333337,0.0,0.0,0.0,0.0,1.6545880987662138,0.0,0.0"
APolDescriptor,71.66941099999998
BCUTDescriptor,"11.849999999999994,15.996941954235313,-0.3316381905614183,0.25961948327168893,4.1568202506486625,10.69204062122341"
BPolDescriptor,37.01058899999999
TPSADescriptor,114.03
ALOGPDescriptor,"2.078000000000001,4.318084000000005,127.35509999999998"
XLogPDescriptor,3.3550000000000004
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,457.21138994000006
ChiPathDescriptor,"23.3298518780003,16.63616292858424,14.962780863867444,12.180007011898555,10.435345288460146,8.54465461273152,5.851986036153651,4.336659777574225,18.905571230626535,11.744820284875141,8.758809222222622,6.220340167371934,4.451037670866335,3.109916438117289,1.8013266063134505,1.160776865600583"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.4694160968212876,0.6815122352540058,0.0,0.0,0.020412414523193152,0.13810726468641477,0.1704297336984395"
AtomCountDescriptor,61
BondCountDescriptor,38
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.020620726159658,0.0,0.25,0.0,0.8375066558956912,0.0,0.09245086980744749,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,5,9,3,1,7,1,0"
ZagrebIndexDescriptor,180.0
LargestChainDescriptor,20
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"70.6852766854359,2.0789787260422323,23.50142083542113,7.911503282177618,15.589917553243524"
FractionalPSADescriptor,0.24940323559079353
WienerNumbersDescriptor,"4145.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.149091315755667,6.611355929334335,8.808312324788464,1.6423136847996627,2.202194301926459,2.511750821116938"
FractionalCSP3Descriptor,0.34615384615384615
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,8,1,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.641274238227147,12.497041420118343,7.071508130986857"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,3103.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.34615384615384615
AutocorrelationDescriptorMass,"38.123308613005236,41.04537492708832,57.3704423418561,53.82109690623692,49.31882703809328"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.5581613216987348,-0.27932720392494587,0.06975032642414405,-0.007741015621904856,-0.028636816648107615"
EccentricConnectivityIndexDescriptor,1119
AutocorrelationDescriptorPolarizability,"2207.3637177777505,2570.9385129840803,3510.0458408794657,3426.352429486148,2961.793235152418"
