DLiP-ID,C002JV
DLiP-Mol-ID,31737
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H18O5/c1-10-5-3-2-4-6-13(18)16-11(8-15(20)21-10)7-12(17)9-14(16)19/h4,6-7,9-10,17,19H,2-3,5,8H2,1H3/b6-4+"
Standard Inchi Key(RDKit),AVIRMQMUBGNCKS-GQCTYLIASA-N
Canonical SMILES(RDKit),CC1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1
SMILES(SDF),
MW(SDF),
MW(RDKit),290.315
MW Monoisotopic(RDKit),290.115423676
MolLogP(RDKit),2.4948
XLogP(SDF),
XLogP(CDK),2.407
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),83.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.717136428267049
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,40086.75529147517
qed,0.7171364282670494
Chi0,15.405412915006313
Chi1,9.96923425058676
TPSA,83.83
Chi0n,11.834350533085827
Chi0v,11.834350533085827
Chi1n,6.9229509292025675
Chi1v,6.9229509292025675
Chi2n,5.173796377785392
Chi2v,5.173796377785392
Chi3n,3.3484557166269746
Chi3v,3.3484557166269746
Chi4n,2.370334047933139
Chi4v,2.370334047933139
MolMR,76.35110000000002
MolWt,290.31500000000005
fr_SH,0
Kappa1,15.09578448298075
Kappa2,6.433490596775664
Kappa3,3.8416055437663434
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,588.5752866577775
MolLogP,2.4948000000000006
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.4316987223817677
SMR_VSA1,24.538992111625106
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,38.71099007914296
SMR_VSA6,0.0
SMR_VSA7,35.411677333984976
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,122.41044701173604
NHOHCount,2
PEOE_VSA1,14.94991774348146
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.076020106833881
PEOE_VSA7,43.89204073546114
PEOE_VSA8,6.06636706846161
PEOE_VSA9,18.08823950237131
RingCount,2
SMR_VSA10,11.75255023431679
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,2
ExactMolWt,290.115423676
NumHDonors,2
PEOE_VSA10,11.49902366656781
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,28.0695714117465
