DLiP-ID,C0006B
DLiP-Mol-ID,30355
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H25F3N2OS/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29/h1-2,4-8,16,29H,3,9-15H2/b18-5-"
Standard Inchi Key(RDKit),NJMYODHXAKYRHW-DVZOWYKESA-N
Canonical SMILES(RDKit),OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),434.527
MW Monoisotopic(RDKit),434.16396908
MolLogP(RDKit),4.6017
XLogP(SDF),
XLogP(CDK),4.423
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),26.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.634972039570222
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6669991.190941506
qed,0.6349720395702219
Chi0,21.13961743368832
Chi1,14.452839606072642
TPSA,26.71
Chi0n,16.659438899000808
Chi0v,17.47593547992853
Chi1n,10.201096928056453
Chi1v,11.017593508984183
Chi2n,7.620281950927075
Chi2v,8.704058907413899
Chi3n,5.669135723184253
Chi3v,6.820954061415054
Chi4n,4.036793468725947
Chi4v,5.123201934809739
MolMR,113.67080000000006
MolWt,434.52700000000016
fr_SH,0
Kappa1,21.432741617357
Kappa2,9.138914558696841
Kappa3,4.747434258582906
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,920.9045022075356
MolLogP,4.601700000000005
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.546976094470944
SMR_VSA1,18.277772537865165
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,22.388087091405033
SMR_VSA6,45.875420399988364
SMR_VSA7,65.23094406115614
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,1
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,178.73521257142772
NHOHCount,1
PEOE_VSA1,10.006437125691184
PEOE_VSA2,4.899909730850478
PEOE_VSA3,0.0
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,36.037006261609825
PEOE_VSA7,47.386297410235706
PEOE_VSA8,49.05950538651099
PEOE_VSA9,12.170333456209914
RingCount,4
SMR_VSA10,17.334989479460383
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,434.16396908
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,0.0
SlogP_VSA2,60.781767256530024
SlogP_VSA3,6.176298517443475
SlogP_VSA4,0.0
SlogP_VSA5,23.111176098016994
