DLiP-ID,C000AS
ATSC2Z,52.522279035792565
ATSC2c,0.1282047198615005
ATSC2d,-0.784514243973707
ATSC2i,3.4665303548196658
ATSC2m,243.06066216289278
ATSC2p,0.0631407898277444
ATSC2s,10.52827340743034
ATSC2v,32.440820158886
ATSC3Z,-129.06281957633306
ATSC3c,0.3748458606884431
ATSC3d,4.081811541270999
ATSC3i,3.2490867920830095
ATSC3m,-600.7413402710004
ATSC3p,-0.6857089809684112
ATSC3s,-16.231429238158192
ATSC3v,-304.4739842974538
ATSC4Z,-106.20598977355729
ATSC4c,-0.7290204358351601
ATSC4d,-3.48283418553689
ATSC4i,-1.9910289466757964
ATSC4m,-485.0842215441928
ATSC4p,0.4760236027949293
ATSC4s,-25.88926205150763
ATSC4v,-68.85008139614172
ATSC5Z,154.3615777940102
ATSC5c,0.3823362510987088
ATSC5d,-9.2936449963477
ATSC5i,-5.172994883425622
ATSC5m,712.3829164828342
ATSC5p,0.7522655730491732
ATSC5s,40.9058664102875
ATSC5v,248.8481620054731
ATSC6Z,-79.71512052593134
ATSC6c,0.10822538741829639
ATSC6d,-9.983199415631848
ATSC6i,-10.495334327150667
ATSC6m,-382.69071642220575
ATSC6p,-2.3043633852370657
ATSC6s,-20.463726294418095
ATSC6v,-522.6778519444043
ATSC7Z,-55.15047479912346
ATSC7c,-0.20228529588690466
ATSC7d,-3.073046018991963
ATSC7i,-12.642591545316103
ATSC7m,-260.5697074674946
ATSC7p,-1.558758423480206
ATSC7s,-19.079407569063893
ATSC7v,-444.23862218797063
ATSC8Z,20.329437545653757
ATSC8c,0.04424248043739409
ATSC8d,-5.227903579254928
ATSC8i,1.747448524339303
ATSC8m,102.71907406574118
ATSC8p,0.5901912302825691
ATSC8s,10.706239494972671
ATSC8v,264.25771179947503
AXp-0d,0.7129120324595233
AXp-1d,0.44166855582632786
AXp-2d,0.2923004287706836
AXp-3d,0.1786089842946292
AXp-4d,0.10979181444942848
AXp-5d,0.07266338015405278
AXp-6d,0.04515825974373234
AXp-7d,0.029088810461100154
GATS1Z,0.5669511989108942
GATS1c,1.619198543440089
GATS1d,0.77262180974478
GATS1i,1.1817947678126555
GATS1m,0.5704316137842986
GATS1p,0.8922933861030301
GATS1s,0.5561733801638327
GATS1v,0.8275773656772365
GATS2Z,0.6318224389613747
GATS2c,1.0013044743852808
GATS2d,1.15893271461717
GATS2i,1.0783388604876807
GATS2m,0.6357016531795117
GATS2p,0.8896525803466137
GATS2s,0.5255286541980246
GATS2v,0.8692165732227555
GATS3Z,1.0063068632697882
GATS3c,1.0837483253114129
GATS3d,1.020964534305602
GATS3i,1.0125497507852752
GATS3m,1.004019229057917
GATS3p,0.9585996282402363
GATS3s,1.0683157405765578
GATS3v,0.9622671598026873
GATS4Z,0.9374891420069582
GATS4c,1.6150522440253858
GATS4d,1.0745659652772226
GATS4i,1.033158070512865
GATS4m,0.9351203250920861
GATS4p,0.8876980258576926
GATS4s,1.1192750840984145
GATS4v,0.9222802634944506
GATS5Z,0.6764162163847673
GATS5c,0.8997269154458901
GATS5d,1.207776622129771
GATS5i,1.0534696250269988
GATS5m,0.6808905957902944
GATS5p,0.8905621288191166
GATS5s,0.7574475626135491
GATS5v,0.8826918007304868
GATS6Z,1.1719699666961794
GATS6c,0.8674420440908818
GATS6d,1.0929771942731032
GATS6i,1.068916967272669
GATS6m,1.171209236120276
GATS6p,1.098335969067036
GATS6s,1.2673876372310486
GATS6v,1.0887684364286234
GATS7Z,1.0730853151605138
GATS7c,0.9166371829555652
GATS7d,0.9207958554492583
GATS7i,1.047003618221084
GATS7m,1.074377870397425
GATS7p,1.079133234214187
GATS7s,1.2175675644273853
GATS7v,1.1363582994587622
GATS8Z,1.3141212896558336
GATS8c,0.7092399349242139
GATS8d,1.0467779357832503
GATS8i,0.8207241600653986
GATS8m,1.3083192279778317
GATS8p,1.0564402875362067
GATS8s,0.9412810043827005
GATS8v,1.0078584461483233
MATS1Z,0.012386592867150993
MATS1c,-0.6114235635933842
MATS1d,0.27119400321256476
MATS1i,-0.010771356209301117
MATS1m,0.013161045697846971
MATS1p,-0.014224648766755329
MATS1s,-0.05805794173892142
MATS1v,0.014128579228646234
MATS2Z,0.07256713441415841
MATS2c,0.08119254236820717
MATS2d,-0.01946780742459406
MATS2i,0.03512527282358344
MATS2m,0.07165719354483295
MATS2p,0.004067372368243052
MATS2s,0.09012788764024969
MATS2v,0.010615884813135664
MATS3Z,-0.13586207638978598
MATS3c,0.1808695815842161
MATS3d,0.07717379295105513
MATS3i,0.025083417067249668
MATS3m,-0.13493770683258974
MATS3p,-0.03365460125002533
MATS3s,-0.1058667275027579
MATS3v,-0.0759128419675034
MATS4Z,-0.10794589786878939
MATS4c,-0.33963508744109927
MATS4d,-0.06357841960690193
MATS4i,-0.014840994158468821
MATS4m,-0.10520175578606251
MATS4p,0.02255761250610406
MATS4s,-0.16303559423767003
MATS4v,-0.016574084611800387
MATS5Z,0.15689038958107823
MATS5c,0.1781223127511527
MATS5d,-0.16965357228578296
MATS5i,-0.03855915152559044
MATS5m,0.15449674567318916
MATS5p,0.03564805442186432
MATS5s,0.2576014806733204
MATS5v,0.059904511497075014
MATS6Z,-0.08596135244390814
MATS6c,0.05349428625134357
MATS6d,-0.19335351706185283
MATS6i,-0.08300172108730679
MATS6m,-0.08805604326323514
MATS6p,-0.11585666189926092
MATS6s,-0.13672655707643863
MATS6v,-0.133494874509411
MATS7Z,-0.06680404818321943
MATS7c,-0.11231391228247287
MATS7d,-0.06685630740870227
MATS7i,-0.11230986872330907
MATS7m,-0.06734822553333156
MATS7p,-0.08803185452146085
MATS7s,-0.14319374159076362
MATS7v,-0.12744940126893284
MATS8Z,0.028994128457188576
MATS8c,0.0289227696394072
MATS8d,-0.1339158745602874
MATS8i,0.01827752449075256
MATS8m,0.03125967789785531
MATS8p,0.03924505663967972
MATS8s,0.09460787254487271
MATS8v,0.08926481861393035
MAXsCl,6.0550786039724525
MAXssO,5.895766959561602
MINsCl,6.0550786039724525
MINssO,5.895766959561602
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.53155170311987
SpAD_D,202.00188434379882
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.2866405265810026
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,846
TMWC10,122.67003894607086
TSRW10,65.384768884443
VE1_Dt,4.773746069625992
VE2_Dt,0.20755417694026052
VE3_Dt,2.396040459161847
VR1_Dt,122.82745243201502
VR2_Dt,5.340324018783262
VR3_Dt,5.643689667670309
Xc-3dv,0.7002077223340667
Xc-4dv,0.0
Xc-5dv,0.07822998054106851
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.3053637593951024
Xp-0dv,13.054410551433161
Xp-1dv,7.315822183453848
Xp-2dv,5.455751012665272
Xp-3dv,3.5584751467806743
Xp-4dv,2.4522762804246465
Xp-5dv,1.8171304407823115
Xp-6dv,1.0629772836531284
Xp-7dv,0.642855793302215
Xpc-4d,3.3880689326965086
Xpc-5d,5.123806474307396
Xpc-6d,8.77225899174457
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,39
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,7.265549908339128
AATS0dv,9.340674007340676
AATS0pe,6.621924324324325
AATS0se,8.038984675675673
AATS1dv,8.951566951566951
AATS1pe,6.7404769230769235
AATS1se,7.981272974358971
AATS2dv,7.572916666666667
AATS2pe,6.688584375000001
AATS2se,8.004399000000001
AATS3dv,6.541005291005291
AATS3pe,6.741974999999998
AATS3se,8.137602285714285
AATS4dv,5.804597701149425
AATS4pe,6.6396195402298845
AATS4se,8.075383954022989
AATS5dv,6.164750957854406
AATS5pe,6.563256321839082
AATS5se,7.9812803908045975
AATS6dv,4.280487804878049
AATS6pe,6.5517670731707325
AATS6se,8.013365317073172
AATS7dv,3.6133942161339423
AATS7pe,6.335690410958904
AATS7se,7.831037561643835
AATS8dv,3.157706093189964
AATS8pe,6.218082258064517
AATS8se,7.784353451612903
AATSC0Z,11.308984660336009
AATSC0c,0.02467220128114063
AATSC0d,0.6296566837107375
AATSC0i,1.5420388922272144
AATSC0m,52.999882613586564
AATSC0p,0.24255827884395756
AATSC0s,1.82523163804445
AATSC0v,47.74805151949193
AATSC1Z,0.14007978872843801
AATSC1c,-0.015085165229008263
AATSC1d,0.1707591167050626
AATSC1i,-0.01660985019677542
AATSC1m,0.697533877057938
AATSC1p,-0.0034503063220239958
AATSC1s,-0.10596919210162077
AATSC1v,0.674612128906624
AATSC2Z,0.8206606099342588
AATSC2c,0.0020031987478359454
AATSC2d,-0.012258035062089171
AATSC2i,0.05416453679405728
AATSC2m,3.7978228462951997
AATSC2p,0.0009865748410585063
AATSC2s,0.16450427199109907
AATSC2v,0.5068878149825937
AATSC3Z,-1.5364621378134888
AATSC3c,0.004462450722481466
AATSC3d,0.04859299453894046
AATSC3i,0.038679604667654875
AATSC3m,-7.151682622273814
AATSC3p,-0.008163202154385847
AATSC3s,-0.1932313004542642
AATSC3v,-3.6246902892554025
AATSC4Z,-1.2207585031443366
AATSC4c,-0.0083795452394846
AATSC4d,-0.040032576845251605
AATSC4i,-0.02288539019167582
AATSC4m,-5.575680707404515
AATSC4p,0.005471535664309532
AATSC4s,-0.29757772472997274
