DLiP-ID,T000SA
SaaN,4.2315259193767245
SaaO,0
SaaS,0
Sare,57.148
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,12.115672230794992
SsLi,0
SsOH,9.581493586274618
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,96.060313224336
TIC1,214.43612115850505
TIC2,276.5436167685255
TIC3,319.76289771739914
TIC4,325.7628977173991
TIC5,329.7628977173991
Vabc,431.968762983233
WPol,47
apol,68.48582499999999
bpol,30.116174999999995
nRot,11
ABCGG,18.462311742075382
ATS0Z,1842.0
ATS0d,187.0
ATS0i,9319.193104327525
ATS0m,7501.901775
ATS0p,95.902234621225
ATS0s,263.3717040085353
ATS0v,13752.072921890802
ATS1Z,1618.0
ATS1d,233.0
ATS1i,8726.24588415555
ATS1m,6210.560273000002
ATS1p,115.75450740600003
ATS1s,189.20781893004119
ATS1v,16702.79979130045
ATS2Z,2368.0
ATS2d,348.0
ATS2i,15220.15963747834
ATS2m,8935.722450000007
ATS2p,171.43291598424508
ATS2s,322.312757201646
ATS2v,23755.565614248422
ATS3Z,2706.0
ATS3d,392.0
ATS3i,22025.791665712753
ATS3m,9987.623297
ATS3p,199.22827028037597
ATS3s,383.2674897119341
ATS3v,26539.954618128082
ATS4Z,2940.0
ATS4d,364.0
ATS4i,22869.98281841176
ATS4m,10970.864952
ATS4p,188.234797262923
ATS4s,412.3694939795763
ATS4v,25021.469091115574
ATS5Z,2235.0
ATS5d,352.0
ATS5i,21746.52726931133
ATS5m,8006.228998000001
ATS5p,173.95529962947
ATS5s,454.94341563786014
ATS5v,23175.81450369601
ATS6Z,2300.0
ATS6d,340.0
ATS6i,20229.088984043115
ATS6m,8363.325139999997
ATS6p,174.57318782752702
ATS6s,385.90843621399176
ATS6v,23335.157074756713
ATS7Z,2515.0
ATS7d,320.0
ATS7i,20492.16293947039
ATS7m,9264.795389
ATS7p,168.31586738692306
ATS7s,391.13374485596705
ATS7v,22531.87096331996
ATS8Z,1955.0
ATS8d,294.0
ATS8i,18193.25943872691
ATS8m,7115.008305999999
ATS8p,153.88357973692305
ATS8s,306.56790123456784
ATS8v,20173.258685375662
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,5
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.24
GGI10,0.18957249260279563
JGI10,0.007582899704111825
JGT10,0.39191792703117234
Kier1,27.58530612244898
Kier2,14.533081285444235
Kier3,9.183673469387756
MAXdO,12.555240453435145
MID_C,51.76586566348263
MID_N,6.069233427933904
MID_O,5.200091485511476
MID_X,3.536509184214271
MID_h,14.805834097659652
MINdO,11.721776746140328
MPC10,76
MWC01,35.0
MWC02,5.093750200806762
MWC03,5.905361848054571
MWC04,6.7464121285733745
MWC05,7.57198844937744
MWC06,8.416930769477844
MWC07,9.248695325852646
MWC08,10.096378060679317
MWC09,10.93187406714802
MWC10,11.781921536466527
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.248900000000004
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.541263545158426
SRW05,0.0
SRW06,7.005789019253503
SRW07,0.0
SRW08,8.556221578383715
SRW09,0.0
SRW10,10.150777225678416
SaaCH,19.99401289669084
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2731653037790736
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.7454252297071262
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.808580447575894
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.219987394878717
VE1_D,5.655310287583862
VE2_A,0.12787840590541566
VE2_D,0.17137303901769277
VE3_A,2.633754609520329
VE3_D,2.9265174461345054
VR1_A,3368.1372647061366
VR1_D,213.7032768189438
VR2_A,102.06476559715566
VR2_D,6.4758568733013275
VR3_A,9.316037598558246
VR3_D,6.55851096441392
WPath,4086
Xc-3d,1.9305903279934533
Xc-4d,0.0
Xc-5d,0.40236892706218247
Xc-6d,0.0
Xp-0d,23.63118126525104
Xp-1d,15.93556074577555
Xp-2d,13.944404325255302
Xp-3d,10.959371509373872
Xp-4d,8.80708750080785
Xp-5d,6.519899385342583
Xp-6d,3.9784309211858178
Xp-7d,2.637196963368006
ZMIC0,107.22407289365945
ZMIC1,61.19764230795272
ZMIC2,36.05742348791692
ZMIC3,28.31459332012942
ZMIC4,26.58515356369292
ZMIC5,26.319085908856536
nAcid,1
nAtom,58
nBase,0
nRing,3
piPC1,3.8501476017100584
piPC2,4.375757021660286
piPC3,4.842216642471293
piPC4,5.307648693976921
piPC5,5.733947888987927
piPC6,5.617452683515973
piPC7,5.725013819411452
piPC8,5.9195656715641185
piPC9,6.035032767296262
AATS0Z,31.75862068965517
AATS0d,3.2241379310344827
AATS0i,160.67574317806077
AATS0m,129.34313405172415
AATS0p,1.6534868038142243
AATS0s,4.5408914484230225
AATS0v,237.1047055498414
AATS1Z,26.966666666666665
AATS1d,3.8833333333333333
AATS1i,145.43743140259252
AATS1m,103.50933788333336
AATS1p,1.9292417901000005
AATS1s,3.1534636488340198
AATS1v,278.3799965216742
AATS2Z,23.445544554455445
AATS2d,3.4455445544554455
AATS2i,150.69464987602316
AATS2m,88.47249950495056
AATS2p,1.6973556038044069
AATS2s,3.191215417838079
AATS2v,235.2036199430537
AATS3Z,19.467625899280577
AATS3d,2.820143884892086
AATS3i,158.45893284685434
AATS3m,71.85340501438849
AATS3p,1.4332969084919134
AATS3s,2.7573200698700293
AATS3v,190.93492531027397
AATS4Z,20.704225352112676
AATS4d,2.563380281690141
AATS4i,161.05621703106874
AATS4m,77.25961233802816
AATS4p,1.3255971638234014
AATS4s,2.904010520982932
AATS4v,176.20752881067307
AATS5Z,16.555555555555557
AATS5d,2.6074074074074076
AATS5i,161.08538718008393
AATS5m,59.3053999851852
AATS5p,1.2885577750331112
AATS5s,3.369951226947112
AATS5v,171.67270002737783
AATS6Z,17.96875
AATS6d,2.65625
AATS6i,158.03975768783684
AATS6m,65.33847765624998
AATS6p,1.3638530299025549
AATS6s,3.0149096579218106
AATS6v,182.30591464653682
AATS7Z,19.6484375
AATS7d,2.5
AATS7i,160.0950229646124
AATS7m,72.3812139765625
AATS7p,1.3149677139603364
AATS7s,3.0557323816872426
AATS7v,176.0302419009372
AATS8Z,17.149122807017545
AATS8d,2.5789473684210527
AATS8i,159.58999507655184
AATS8m,62.4123535614035
AATS8p,1.3498559626045883
AATS8s,2.6891921160927
AATS8v,176.95840952083915
AMID_C,1.56866259586311
AMID_N,0.18391616448284556
AMID_O,0.15757852986398413
AMID_X,0.10716694497619003
AMID_h,0.4486616393230198
ATS0dv,411.2098765432099
ATS0pe,366.7593
ATS0se,451.28580599999987
ATS1dv,402.22222222222223
ATS1pe,389.368
ATS1se,465.3998479999998
ATS2dv,524.8888888888889
ATS2pe,641.9293
ATS2se,777.6840959999996
ATS3dv,501.1111111111111
ATS3pe,860.9842000000001
ATS3se,1064.7096
ATS4dv,450.82716049382714
ATS4pe,887.6616999999997
ATS4se,1102.1825489999999
ATS5dv,494.66666666666663
ATS5pe,831.0287000000002
ATS5se,1034.9680520000002
ATS6dv,460.33333333333337
ATS6pe,789.8069999999999
ATS6se,980.359672
ATS7dv,431.33333333333337
ATS7pe,797.2620999999997
ATS7se,992.596168
ATS8dv,352.33333333333337
ATS8pe,690.4064999999998
ATS8se,862.9507920000001
ATSC0Z,729.6551724137933
ATSC0c,1.1443814262919056
ATSC0d,31.396551724137932
ATSC0i,84.37453949509003
ATSC0m,3422.9681465689664
ATSC0p,15.034851415524566
ATSC0s,91.44713340060652
ATSC0v,3000.034561031699
ATSC1Z,-3.401902497027364
ATSC1c,-0.7250826513618543
ATSC1d,5.779429250891797
ATSC1i,-0.9203611541031674
ATSC1m,-10.891144123067944
ATSC1p,0.6742098760241471
ATSC1s,-4.866745330250219
ATSC1v,120.21883561773109
ATSC2Z,4.531510107015446
ATSC2c,0.2310886572162084
ATSC2d,-6.725029726516055
ATSC2i,-13.030701870121828
ATSC2m,7.263659681629047
ATSC2p,-1.8359630188197724
ATSC2s,25.048012639002383
ATSC2v,-536.8188911787953
ATSC3Z,46.550535077288956
ATSC3c,0.0639875730322612
ATSC3d,-6.5538049940546985
ATSC3i,-7.862214921740149
ATSC3m,223.266905239893
ATSC3p,0.8199160635184118
ATSC3s,-5.1753669056749265
ATSC3v,6.083328643797323
ATSC4Z,254.87871581450642
ATSC4c,-0.31000714103573834
ATSC4d,-1.9363852556480379
ATSC4i,-13.83716383689563
ATSC4m,1158.810670710464
ATSC4p,-1.7044106026440462
ATSC4s,-21.16951250144759
ATSC4v,-233.81979011339942
ATSC5Z,-23.81807372175979
ATSC5c,0.2560458687359257
ATSC5d,0.0425089179548154
ATSC5i,6.7165536270720505
ATSC5m,-110.32304846224727
ATSC5p,0.04326543923609191
ATSC5s,50.38197774575415
ATSC5v,159.8270541190887
ATSC6Z,-9.859690844233041
ATSC6c,-0.21796369474066887
ATSC6d,-4.530321046373363
ATSC6i,-16.47455535071086
ATSC6m,-43.47441065219974
ATSC6p,-1.4411588068578234
ATSC6s,-6.977355630440459
ATSC6v,-254.84441890239546
ATSC7Z,108.79548156956004
ATSC7c,0.1936402416494868
ATSC7d,1.6765755053507743
ATSC7i,-5.283376926787872
ATSC7m,482.9616770891797
ATSC7p,-2.8076053827398413
ATSC7s,-9.58467408483923
ATSC7v,-46.507366744044646
ATSC8Z,72.95362663495837
ATSC8c,-0.03166403538474834
ATSC8d,-1.2794292508917953
ATSC8i,5.076184139458946
ATSC8m,358.8152101403092
ATSC8p,3.027277502660487
ATSC8s,-7.872515926181464
ATSC8v,548.9724044062021
AXp-0d,0.7160964019773043
AXp-1d,0.45530173559358716
AXp-2d,0.3031392244620718
AXp-3d,0.19570306266739057
AXp-4d,0.13144906717623656
AXp-5d,0.08578814980713925
AXp-6d,0.056834727445511685
AXp-7d,0.03662773560233342
GATS1Z,0.6060739603024574
GATS1c,1.6231652972216675
GATS1d,0.922872048325096
GATS1i,1.17568068667814
GATS1m,0.6100983210487273
GATS1p,0.861384722166875
GATS1s,0.6569897123156967
GATS1v,0.8702503754678729
GATS2Z,0.695337270021898
GATS2c,0.7957958297416919
GATS2d,1.2762327303570553
GATS2i,1.2012251682397475
GATS2m,0.7025295557734144
GATS2p,0.9892751146816812
GATS2s,0.4573041990910577
GATS2v,1.0392988215841072
GATS3Z,0.8716741918374562
GATS3c,0.9282628496121456
GATS3d,1.129780854064689
GATS3i,1.0588285728402629
GATS3m,0.8731288512891023
GATS3p,0.9355992299056409
GATS3s,0.8331531286652942
GATS3v,0.9743975666830569
GATS4Z,0.8694875063233845
GATS4c,1.1788779982946176
GATS4d,0.9844536742696708
GATS4i,1.0455999507686065
GATS4m,0.8728468057084945
GATS4p,1.0214150485288658
GATS4s,1.2192059298285662
GATS4v,1.004127336695374
GATS5Z,0.8746445074564165
GATS5c,0.9504567666266042
GATS5d,1.0086033315028373
GATS5i,0.9402153239620753
GATS5m,0.8771268398738506
GATS5p,0.9464186787699652
GATS5s,0.9001596518355328
GATS5v,0.9562982458527362
GATS6Z,0.8586997134924383
GATS6c,1.1040225520581022
GATS6d,1.0637613261943986
GATS6i,1.0544416455306063
GATS6m,0.860822576406453
GATS6p,1.0046053212926984
GATS6s,1.1569896194949838
GATS6v,1.0195174205520239
GATS7Z,0.9960184310018901
GATS7c,0.9232352487371963
GATS7d,0.9361099670510707
GATS7i,0.9562665486176654
GATS7m,0.9975560284164923
GATS7p,1.0924945192077806
GATS7s,1.2876265912431366
GATS7v,0.9996398749231491
GATS8Z,0.8507443289224952
GATS8c,0.9117391050732101
GATS8d,1.0112575507962656
GATS8i,0.9208029129682573
GATS8m,0.8511245763914681
GATS8p,0.8781341412271357
GATS8s,0.9628555830060507
GATS8v,0.9156314127907232
MATS1Z,-0.00450693131695024
MATS1c,-0.6124821790588949
MATS1d,0.17794252242357683
MATS1i,-0.010544442130178003
MATS1m,-0.0030757242062521848
MATS1p,0.043348364109341606
MATS1s,-0.05144524831958639
MATS1v,0.03873673410521491
MATS2Z,0.0035664152426584717
MATS2c,0.11596166659335322
MATS2d,-0.12300389841290556
MATS2i,-0.08868762254981626
MATS2m,0.0012185946031731153
MATS2p,-0.07012476331208378
MATS2s,0.15729314548361306
MATS2v,-0.10275622772569146
MATS3Z,0.02662074499190818
MATS3c,0.023331251280696273
MATS3d,-0.08710132388323281
MATS3i,-0.03888182930297193
MATS3m,0.02721665123800973
MATS3p,0.02275534623324587
MATS3s,-0.023614798354119566
MATS3v,0.0008461127017478796
MATS4Z,0.14267752070076403
MATS4c,-0.11064723016453155
MATS4d,-0.025191235275463873
MATS4i,-0.0669846537531679
MATS4m,0.13827678618335199
MATS4p,-0.04630359766776772
MATS4s,-0.09455410976574488
MATS4v,-0.03183425256967662
MATS5Z,-0.01402436462927955
MATS5c,0.09612607232682645
MATS5d,0.0005816909715866293
MATS5i,0.03420025121860882
MATS5m,-0.013847061503612505
MATS5p,0.0012363351070813942
MATS5s,0.23670059010043323
MATS5v,0.022888549004703718
MATS6Z,-0.006122991493383733
MATS6c,-0.08630409137221783
MATS6d,-0.06538303130148267
MATS6i,-0.08847494680223135
MATS6m,-0.005755046930987004
MATS6p,-0.043434089656726224
MATS6s,-0.03457313698607817
MATS6v,-0.03849168233429821
MATS7Z,0.06756335656899809
MATS7c,0.07667306763421937
MATS7d,0.02419686985172984
MATS7i,-0.028373845762916062
MATS7m,0.06393340532554831
MATS7p,-0.08461647899894484
MATS7s,-0.04749252691899002
MATS7v,-0.007024469260996811
MATS8Z,0.050868901933472606
MATS8c,-0.014077275302284026
MATS8d,-0.020732776477162148
MATS8i,0.03060899669772595
MATS8m,0.05333240015583432
MATS8p,0.10244157222283512
MATS8s,-0.043799241937871096
MATS8v,0.09309951066501126
MAXaaN,4.2315259193767245
MAXsCl,6.057836115397496
MAXsOH,9.581493586274618
MINaaN,4.2315259193767245
MINsCl,6.057836115397496
MINsOH,9.581493586274618
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.82132064827839
SpAD_D,514.0896519550652
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.956217034849904
SssNH2,0
SsssAs,0
SsssCH,-1.1033705003215013
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,683
TMWC10,143.79331238643653
TSRW10,68.51673124551537
VE1_Dt,5.63714899196868
VE2_Dt,0.17082269672632364
VE3_Dt,2.9233009082973838
VR1_Dt,215.89401766495948
VR2_Dt,6.542242959544226
VR3_Dt,6.5687100967855825
Xc-3dv,0.8958765547797163
Xc-4dv,0.0
Xc-5dv,0.1132233677279911
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.36538638740033474
Xp-0dv,19.44244774619126
Xp-1dv,11.397872201669
Xp-2dv,8.394826279348118
Xp-3dv,5.749223682860863
Xp-4dv,3.929943696642534
Xp-5dv,2.428484519997498
Xp-6dv,1.4194174837828295
Xp-7dv,0.803387288704835
Xpc-4d,4.124687883909113
Xpc-5d,6.248795288050465
Xpc-6d,8.710441513526977
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,60
nFRing,0
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.184793013343006
AATS0dv,7.08982545764155
AATS0pe,6.3234362068965515
AATS0se,7.780789758620688
AATS1dv,6.703703703703704
AATS1pe,6.489466666666667
AATS1se,7.75666413333333
AATS2dv,5.196919691969197
AATS2pe,6.355735643564357
AATS2se,7.699842534653461
AATS3dv,3.6051159072741803
AATS3pe,6.194130935251799
AATS3se,7.659781294964028
AATS4dv,3.1748391584072335
AATS4pe,6.251138732394364
AATS4se,7.761848936619717
AATS5dv,3.664197530864197
AATS5pe,6.15576814814815
AATS5se,7.666430014814816
AATS6dv,3.596354166666667
AATS6pe,6.170367187499999
AATS6se,7.6590599375
AATS7dv,3.369791666666667
AATS7pe,6.228610156249998
AATS7se,7.7546575625
AATS8dv,3.0906432748538015
AATS8pe,6.056197368421051
AATS8se,7.569743789473685
AATSC0Z,12.580261593341262
AATSC0c,0.019730714246412165
AATSC0d,0.5413198573127229
AATSC0i,1.4547334395705178
AATSC0m,59.01669218222356
AATSC0p,0.2592215761297339
AATSC0s,1.5766747138035606
AATSC0v,51.724733810891365
AATSC1Z,-0.056698374950456064
AATSC1c,-0.012084710856030906
AATSC1d,0.09632382084819661
AATSC1i,-0.015339352568386123
AATSC1m,-0.18151906871779908
AATSC1p,0.011236831267069118
AATSC1s,-0.08111242217083699
AATSC1v,2.003647260295518
AATSC2Z,0.04486643670312323
AATSC2c,0.002288006507091172
AATSC2d,-0.06658445273778271
AATSC2i,-0.129016850199226
AATSC2m,0.07191742259038661
AATSC2p,-0.018177851671482895
AATSC2s,0.24800012513863745
AATSC2v,-5.315038526522725
AATSC3Z,0.3348959358078342
AATSC3c,0.0004603422520306561
AATSC3d,-0.047149676216220855
AATSC3i,-0.05656269727870611
AATSC3m,1.606236728344554
AATSC3p,0.005898676715959798
AATSC3s,-0.03723285543651026
AATSC3v,0.04376495427192319
AATSC4Z,1.7949205339049747
AATSC4c,-0.0021831488805333686
AATSC4d,-0.013636515884845338
