DLiP-ID,T005FK
AATSC4i,-0.1792684410101752
AATSC4m,-4.042422055504709
AATSC4p,-0.03645038942333135
AATSC4s,-0.2554159019102145
AATSC4v,-6.985975179456857
AATSC5Z,0.2896579865592966
AATSC5c,0.0007366424695749509
AATSC5d,0.0432108532339206
AATSC5i,0.012755947286212576
AATSC5m,1.5306068798997345
AATSC5p,0.003114575870236411
AATSC5s,0.381260934120729
AATSC5v,2.8104430773947415
AATSC6Z,0.685491493383743
AATSC6c,0.0008264777463780149
AATSC6d,-0.0035706784289014823
AATSC6i,0.2023259753195829
AATSC6m,3.088745078213609
AATSC6p,0.025532159901702635
AATSC6s,0.02652844189572973
AATSC6v,4.22834304903189
AATSC7Z,0.30520708025433907
AATSC7c,-1.9363375154531773e-05
AATSC7d,-0.0544467085109807
AATSC7i,-0.028670791512089358
AATSC7m,1.28212905351926
AATSC7p,-0.0023878410313894426
AATSC7s,0.22092774413520908
AATSC7v,-1.676474252474911
AATSC8Z,-1.3309396468255796
AATSC8c,0.0003345447448097652
AATSC8d,0.0036987515432810197
AATSC8i,-0.20095787150098404
AATSC8m,-6.132130829256765
AATSC8p,-0.030217901587641594
AATSC8s,-0.2818714389920575
AATSC8v,-6.43023636909624
ATS0are,422.89320000000004
ATS1are,446.19980000000004
ATS2are,831.373
ATS3are,1173.076
ATS4are,1310.8779
ATS5are,1346.3618999999999
ATS6are,1108.8296999999998
ATS7are,936.7260000000001
ATS8are,992.0960000000002
ATSC0dv,257.54911433172305
ATSC0pe,8.78186376811594
ATSC0se,5.8089692173913035
ATSC1dv,43.05976802259097
ATSC1pe,-0.0052554715395765755
ATSC1se,0.201584413988655
ATSC2dv,44.82249294032533
ATSC2pe,2.9508283343835493
ATSC2se,2.3039534763705065
ATSC3dv,-95.9431491983477
ATSC3pe,-2.101526591052293
ATSC3se,-1.177028614366729
ATSC4dv,-56.32397488856216
ATSC4pe,-2.7110955471539615
ATSC4se,-1.4707530151228707
ATSC5dv,114.84244673154566
ATSC5pe,3.9237858643142047
ATSC5se,2.4941844007561444
ATSC6dv,-36.99248523886206
ATSC6pe,0.4095140096618374
ATSC6se,0.7723633043478243
ATSC7dv,-16.0532567854559
ATSC7pe,1.6245257929006578
ATSC7se,1.3457531379962178
ATSC8dv,-76.5434665919858
ATSC8pe,-2.5770530140726655
ATSC8se,-1.875653009451798
AXp-0dv,0.6129009671703066
AXp-1dv,0.3869504170405258
AXp-2dv,0.2278871194396327
AXp-3dv,0.14460950488434007
AXp-4dv,0.08902971775980324
AXp-5dv,0.051213199285848984
AXp-6dv,0.029449873150275446
AXp-7dv,0.01807552123777505
BertzCT,890.6866501194404
ECIndex,1047
ETA_eta,38.39454406352632
GATS1dv,0.6392022683437719
GATS1pe,0.6890984845444496
GATS1se,0.6305289510985723
GATS2dv,0.8625767858179373
GATS2pe,0.6430291085080505
GATS2se,0.5654324842501797
GATS3dv,1.0825119733896884
GATS3pe,0.9626424521054194
GATS3se,0.9204781698339589
GATS4dv,0.963454107697502
GATS4pe,1.0159854888935866
GATS4se,1.0026861401914304
GATS5dv,0.8623212089398298
GATS5pe,0.905649324196979
GATS5se,0.9199351228396623
GATS6dv,1.158148782653278
GATS6pe,1.0736999804933947
GATS6se,1.0486843651046012
GATS7dv,1.0514420929019086
GATS7pe,0.9189455403253073
GATS7se,0.9119894826276825
GATS8dv,1.1095050094106589
GATS8pe,1.2012300922601795
GATS8se,1.2598625726107084
LogEE_A,4.405870041962165
LogEE_D,243.00986094336025
MATS1dv,0.16248091910263118
MATS1pe,-0.0005815883988431836
MATS1se,0.03372474056245199
MATS2dv,0.0896149030137238
MATS2pe,0.1730220852041049
MATS2se,0.2042297108327576
MATS3dv,-0.13181607873050807
MATS3pe,-0.08467645605584342
MATS3se,-0.07169723793915563
MATS4dv,-0.06827945602676694
MATS4pe,-0.09638621917789035
MATS4se,-0.07904920186398344
MATS5dv,0.13553941579674897
MATS5pe,0.13581315436474045
MATS5se,0.1305126828333415
MATS6dv,-0.05386227788267955
MATS6pe,0.017486920507779113
MATS6se,0.049860177992216
MATS7dv,-0.02792746150172152
MATS7pe,0.08288353877823053
MATS7se,0.10379936482896503
MATS8dv,-0.12504125074075959
MATS8pe,-0.12346444252459822
MATS8se,-0.13584969440679048
MAXaaCH,2.0352773782688636
MAXaasC,1.1997836078631665
MAXdssC,-0.09900215153146252
MAXsCH3,1.870971307563899
MAXssNH,2.243449825794226
MAXsssN,2.386964012473425
MDEC-12,1.8240572047744246
MDEC-13,0.44676054393530024
MDEC-14,0.07692307692307693
MDEC-22,25.406423528767377
MDEC-23,12.719612181114666
MDEC-24,5.192621952209366
MDEC-33,1.2426354041311831
MDEC-34,0.7311104457090246
MDEN-22,0.06666666666666665
MDEN-23,0.5840557731663788
MDEN-33,0.16666666666666669
MDEO-11,2.1654897931113086
MINaaCH,1.8143474368406969
MINaasC,1.1997836078631665
MINdssC,-1.2486780546827438
MINsCH3,1.870971307563899
MINssNH,2.243449825794226
MINsssN,1.8104988434385079
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4464285714285716
SM1_Dzi,1.6797687759523052
SM1_Dzm,2.4416873118551568
SM1_Dzp,-7.060060663388549
SM1_Dzv,-3.1146920280923758
SddssSe,0
SpAD_Dt,619.0944437298108
SpAbs_A,41.74317416392234
SpAbs_D,486.01972188672084
SpMAD_A,1.2649446716340103
SpMAD_D,14.727870360203656
SpMax_A,2.4332962911952274
SpMax_D,243.00986094336025
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,128.29000000000002
TpiPC10,7.428481727425391
VAdjMat,6.129283016944966
VE1_DzZ,5.663463846934548
VE1_Dzi,5.654687572103332
VE1_Dzm,5.66346937403367
VE1_Dzp,5.662521137832731
VE1_Dzv,5.659675517366901
VE2_DzZ,0.17162011657377418
VE2_Dzi,0.1713541688516161
VE2_Dzm,0.17162028406162635
VE2_Dzp,0.1715915496312949
VE2_Dzv,0.1715053187080879
VE3_DzZ,2.9279581605907032
VE3_Dzi,2.926407328433532
VE3_Dzm,2.927959136512255
VE3_Dzp,2.9277916922252123
VE3_Dzv,2.927289029957031
VR1_DzZ,212.72003686634292
VR1_Dzi,214.17761077219689
VR1_Dzm,212.7198203670102
VR1_Dzp,213.8133268461689
VR1_Dzv,213.86292983655252
VR2_DzZ,6.446061723222513
VR2_Dzi,6.490230629460512
VR2_Dzm,6.446055162636672
VR2_Dzp,6.479191722611179
VR2_Dzv,6.480694843531895
VR3_DzZ,6.55389938871643
VR3_Dzi,6.560728096149948
VR3_Dzm,6.553898370949388
VR3_Dzp,6.559025798358204
VR3_Dzv,6.559257763494593
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.13664859862498716
Xch-7dv,0.22512669355702483
Xpc-4dv,3.361644783331659
Xpc-5dv,4.605085095535348
Xpc-6dv,5.726398199402896
Zagreb1,168.0
Zagreb2,192.0
fragCpx,169.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,2
n6FRing,0
n6HRing,3
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,35
nBondsS,61
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.12888695652174
AATS1are,6.284504225352113
AATS2are,6.204276119402985
AATS3are,6.015774358974359
AATS4are,5.931574208144796
AATS5are,5.931109691629955
AATS6are,6.0262483695652165
AATS7are,6.0826363636363645
AATS8are,6.049365853658538
AATSC0dv,3.732595859880044
AATSC0pe,0.12727338794370927
AATSC0se,0.08418795967233773
AATSC1dv,0.6064756059519856
AATSC1pe,-7.402072590952924e-05
AATSC1se,0.002839217098431761
AATSC2dv,0.3344962159725771
AATSC2pe,0.022021106973011562
AATSC2se,0.01719368265948139
AATSC3dv,-0.49201614973511637
AATSC3pe,-0.01077705944129381
AATSC3se,-0.006036044176239636
AATSC4dv,-0.2548596148803718
AATSC4pe,-0.012267400665855029
AATSC4se,-0.006654991018655523
AATSC5dv,0.5059138622535051
AATSC5pe,0.017285400283322486
AATSC5se,0.010987596479101958
AATSC6dv,-0.20104611542859815
AATSC6pe,0.002225619617727377
AATSC6se,0.004197626654064262
AATSC7dv,-0.10424192717828507
AATSC7pe,0.010548868785069207
AATSC7se,0.00873865674023518
AATSC8dv,-0.46672845482918174
AATSC8pe,-0.015713737890686984
AATSC8se,-0.011436908594218281
AETA_eta,1.1634710322280704
ATSC0are,9.35745507246376
ATSC1are,-0.3702537702163332
ATSC2are,3.4876002940558797
ATSC3are,-2.0622281033396304
ATSC4are,-2.8946503045578686
ATSC5are,4.310417370300349
ATSC6are,0.3799241545893752
ATSC7are,1.8880915773997098
ATSC8are,-2.644467128754458
BCUTZ-1h,16.013123051599603
BCUTZ-1l,5.731825798365852
BCUTc-1h,0.45349849033167594
BCUTc-1l,-0.43605118322699465
BCUTd-1h,4.039076300675057
BCUTd-1l,0.9705939517440211
BCUTi-1h,14.548921791768354
BCUTi-1l,10.320182232810962
BCUTm-1h,32.066544328854235
BCUTm-1l,11.74700454424213
BCUTp-1h,2.9543810545203506
BCUTp-1l,0.7413979905713115
BCUTs-1h,7.015036664611774
BCUTs-1l,0.2980073260203374
BCUTv-1h,24.441824465340666
BCUTv-1l,14.699968032353366
BalabanJ,1.3979988417815268
Diameter,20
ETA_beta,33.0
GATS1are,0.7204857115366551
GATS2are,0.6211980491283736
GATS3are,0.9507906203046282
GATS4are,1.0103207224634398
GATS5are,0.901310989708059
GATS6are,1.083924287911801
GATS7are,0.9163531857573843
GATS8are,1.2056506671796472
HybRatio,0.6956521739130435
Lipinski,True
LogEE_Dt,309.54722186490534
MATS1are,-0.038453199482316944
MATS2are,0.19191691211478937
MATS3are,-0.07798183128525013
MATS4are,-0.09658177253879056
MATS5are,0.14001830213907954
MATS6are,0.015225460006777656
MATS7are,0.09040525471971929
MATS8are,-0.11890104322262034
MAXddssS,-3.6672428560017107
MAXssCH2,1.095219371444119
MAXsssCH,-1.2736546970637013
MAXssssC,0.2627199351399804
MINddssS,-3.6672428560017107
MINssCH2,-0.10315087101050624
MINsssCH,-1.2736546970637013
MINssssC,0.2627199351399804
NsssssAs,0
RotRatio,0.2857142857142857
SM1_Dzpe,1.9499694002447983
SM1_Dzse,1.8748820777026522
SMR_VSA1,23.113398747313283
SMR_VSA2,0.0
SMR_VSA3,14.605983116249774
SMR_VSA4,5.41499046939678
SMR_VSA5,64.33215101224668
SMR_VSA6,36.83178896124757
SMR_VSA7,24.52642128014937
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,415.2809196100615
SpAD_Dzi,429.80857031746257
SpAD_Dzm,415.32763564037157
SpAD_Dzp,537.5520531660438
SpAD_Dzv,513.6296641154795
SpAbs_Dt,619.0944437298108
SpDiam_A,4.866592582390454
SpDiam_D,374.9306933853235
SpMAD_Dt,18.760437688782144
SpMax_Dt,309.54722186490534
SsssssAs,0
VE1_Dzpe,5.65611398880341
VE1_Dzse,5.657021130648485
VE2_Dzpe,0.17139739360010334
VE2_Dzse,0.1714248827469238
VE3_Dzpe,2.926659550471017
VE3_Dzse,2.9268199201364444
VMcGowan,366.4700000000016
VR1_Dzpe,213.83286549173323
VR1_Dzse,213.71411490977914
VR2_Dzpe,6.479783802779795
VR2_Dzse,6.476185300296337
VR3_Dzpe,6.559117175977965
VR3_Dzse,6.558561678732277
mZagreb1,11.541666666666668
mZagreb2,7.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,2
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,64
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13561529090527188
AATSC1are,-0.005214841834032862
AATSC2are,0.026026867866088654
AATSC3are,-0.010575528735075028
AATSC4are,-0.013097965178994881
AATSC5are,0.01898862277665352
AATSC6are,0.0020648051879857345
AATSC7are,0.012260334918179934
AATSC8are,-0.016124799565575963
AETA_beta,1.0
BCUTdv-1h,6.024094686100441
BCUTdv-1l,0.6398646713060483
BCUTpe-1h,3.537121312366556
BCUTpe-1l,2.275016586032831
BCUTse-1h,3.768333386934449
BCUTse-1l,2.4699898201124983
ETA_alpha,15.600000000000001
ETA_dBeta,-9.0
ETA_eta_B,0.6795010158832611
ETA_eta_F,25.971784036855077
ETA_eta_L,10.161400783034967
ETA_eta_R,64.3663281003814
ETA_psi_1,0.541666666666667
LabuteASA,196.15593022123738
LogEE_DzZ,207.32996360561523
LogEE_Dzi,214.95336197075625
LogEE_Dzm,207.352869245539
LogEE_Dzp,268.2795227985326
LogEE_Dzv,256.72044745082786
PEOE_VSA1,14.906346856541662
PEOE_VSA2,14.573052889090853
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,13.344558822616634
PEOE_VSA7,56.07265434387605
PEOE_VSA8,50.68092066448602
PEOE_VSA9,5.752853606746789
SM1_Dzare,2.1466522744089893
SpAD_Dzpe,435.5099785710932
SpAD_Dzse,436.66194674106555
SpAbs_DzZ,413.24749507296053
SpAbs_Dzi,428.49541494205755
SpAbs_Dzm,413.29786234856954
SpAbs_Dzp,543.6191062604537
SpAbs_Dzv,516.555586929748
SpDiam_Dt,449.9324441316627
SpMAD_DzZ,12.584270291213985
SpMAD_Dzi,13.024502130832198
SpMAD_Dzm,12.585685928496108
SpMAD_Dzp,16.289456156546784
SpMAD_Dzv,15.564535276226652
SpMax_DzZ,207.32996360561523
SpMax_Dzi,214.95336197075625
SpMax_Dzm,207.352869245539
SpMax_Dzp,268.2795227985326
SpMax_Dzv,256.72044745082786
VE1_Dzare,5.655452408866198
VE2_Dzare,0.17137734572321814
VE3_Dzare,2.9265425764084148
VR1_Dzare,213.89260041105447
VR2_Dzare,6.481593951850136
VR3_Dzare,6.55939649027871
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4727272727272728
AETA_dBeta,-0.2727272727272727
AETA_eta_B,0.020590939875250337
AETA_eta_F,0.7870237586925781
AETA_eta_L,0.30792123584954445
AETA_eta_R,1.9504947909206483
BCUTare-1h,3.581208198961166
BCUTare-1l,2.2266714920718504
ETA_beta_s,21.0
ETA_dPsi_A,0.172333333333333
ETA_dPsi_B,0.0
ETA_eta_BR,0.9375010158832611
ETA_eta_FL,5.573311763454868
ETA_eta_RL,15.734712546489835
LogEE_Dzpe,217.8140792673722
LogEE_Dzse,218.387787978948
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,9.622004595302567
SlogP_VSA2,73.25841770781574
SlogP_VSA3,19.612365521551226
SlogP_VSA4,5.41499046939678
SlogP_VSA5,58.29031018309871
SlogP_VSA6,24.52642128014937
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,432.60526505568635
SpAbs_Dzpe,433.8227610049661
SpAbs_Dzse,435.0134707710009
SpDiam_DzZ,328.11284393969964
SpDiam_Dzi,335.67637754022815
SpDiam_Dzm,328.14970213274876
SpDiam_Dzp,420.1956204471981
SpDiam_Dzv,401.4104703201607
SpMAD_Dzpe,13.197272077911915
SpMAD_Dzse,13.232180204274714
SpMax_Dzpe,217.8140792673722
SpMax_Dzse,218.387787978948
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.028409121693432154
AETA_eta_FL,0.1688882352562081
AETA_eta_RL,0.47680947110575256
DetourIndex,4940
EState_VSA1,22.034437270507397
EState_VSA2,29.916667051347094
EState_VSA3,25.93115605767717
EState_VSA4,38.77279930352918
EState_VSA5,5.687386274683562
EState_VSA6,0.0
EState_VSA7,36.35006821069047
EState_VSA8,14.605983116249774
EState_VSA9,0.0
ETA_beta_ns,12.0
ETA_shape_p,0.13888888888888887
ETA_shape_x,0.08547008547008547
ETA_shape_y,0.17948717948717946
GhoseFilter,False
LogEE_Dzare,216.3676825967647
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,430.7758290151264
SpDiam_Dzpe,340.9291130399102
SpDiam_Dzse,342.13317744914116
SpMAD_Dzare,13.10925045623292
SpMax_Dzare,216.3676825967647
TopoPSA(NO),119.91000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.11926473160854
VSA_EState9,61.047978124393175
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.36363636363636365
EState_VSA10,23.113398747313283
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02727272727272723
FilterItLogS,-4.180196780978769
SpDiam_Dzare,338.54555990625147
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5739130434782598
ETA_epsilon_2,0.8727272727272724
ETA_epsilon_3,0.43894736842105175
ETA_epsilon_4,0.5589041095890399
ETA_epsilon_5,0.8399999999999996
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13496567505720802
ETA_dEpsilon_B,0.015008933889219866
ETA_dEpsilon_C,-0.11995674116798816
ETA_dEpsilon_D,0.032727272727272716
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5151515151515151
MDEDescriptor,"0.0,1.8240572047744246,0.44676054393530024,0.07692307692307693,25.406423528767377,12.719612181114666,5.192621952209366,1.2426354041311831,0.7311104457090246,0.0,2.1654897931113086,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.5840557731663788,0.16666666666666669"
APolDescriptor,75.79454799999999
BCUTDescriptor,"11.996137014417338,31.972072690611498,-0.3496767695740542,0.29655421907115703,4.649161199115066,11.156723079691778"
BPolDescriptor,53.68745199999999
TPSADescriptor,128.29
ALOGPDescriptor,"-1.271099999999994,1.6156952099999844,119.1578"
XLogPDescriptor,-0.04299999999999926
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,480.24064154
ChiPathDescriptor,"23.89913045768215,15.734712546489837,14.603571788329011,11.260557953247538,8.501945830053833,7.181737386312799,4.586763705843538,3.3488225929656754,19.612977106590638,12.303291902691047,9.76050676972274,7.4289471052227265,5.152361488164699,3.8604296781310974,2.413549612706857,1.602475333838031"
ChiChainDescriptor,"0.0,0.0,0.0,0.24639963991337221,0.34638304366414385,0.0,0.0,0.0,0.13664859862498716,0.22512669355702483"
AtomCountDescriptor,69
BondCountDescriptor,35
SmallRingDescriptor,"3,1,2,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"3.14991582276861,0.375,0.36785113019775795,0.0,1.5243548064246366,0.16106186020065963,0.08817656065588989,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,3,0,6,9,0,1"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,21
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"66.32084748204966,2.009722650971202,28.642490700370626,12.289627581075688,12.95209890224203"
FractionalPSADescriptor,0.26713690783980537
WienerNumbersDescriptor,"3860.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.56530408691748,7.610380234322581,10.099238876159221,2.9913578235301066,3.993925615115582,4.511092343856531"
FractionalCSP3Descriptor,0.6956521739130435
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,13,0,0,4,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.58530612244898,12.807996668054978,8.273484630853202"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,3985.1
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.6956521739130435
AutocorrelationDescriptorMass,"44.44001942126066,46.3879527089013,59.20353635521583,60.434562067428786,58.62863489440825"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,11
AutocorrelationDescriptorCharge,"0.7514867075509686,-0.3747534330471045,0.0709125508111666,0.0367774170541877,-0.15039362366461756"
EccentricConnectivityIndexDescriptor,1047
AutocorrelationDescriptorPolarizability,"2373.6785780022565,2717.323872267158,3745.4649634619914,3734.0725332137545,3228.625561325762"
