DLiP-ID,C0006A
DLiP-Mol-ID,30103
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H11FN2O6/c10-3-1-12(9(17)11-7(3)16)8-6(15)5(14)4(2-13)18-8/h1,4-6,8,13-15H,2H2,(H,11,16,17)/t4-,5-,6-,8-/m1/s1"
Standard Inchi Key(RDKit),FHIDNBAQOFJWCA-UAKXSSHOSA-N
Canonical SMILES(RDKit),O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F
SMILES(SDF),
MW(SDF),
MW(RDKit),262.193
MW Monoisotopic(RDKit),262.060114292
MolLogP(RDKit),-2.7128
XLogP(SDF),
XLogP(CDK),-1.26
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),124.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.458972487228617
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,11734.361832365827
qed,0.4589724872286167
Chi0,13.4472292782632
Chi1,8.451596160381719
TPSA,124.78000000000002
Chi0n,8.985421853535327
Chi0v,8.985421853535327
Chi1n,5.088188595573646
Chi1v,5.088188595573646
Chi2n,3.8724407040885787
Chi2v,3.8724407040885787
Chi3n,2.715631969682911
Chi3v,2.715631969682911
Chi4n,1.7595978995845816
