DLiP-ID,T006WB
DLiP-Mol-ID,24667
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H28O3/c1-17(8-4-10-19-12-13-23-15-19)6-3-7-18(2)9-5-11-20-14-21(22)24-16-20/h7-8,12-15H,3-6,9-11,16H2,1-2H3/b17-8+,18-7+"
Standard Inchi Key(RDKit),WCHKEOQZUQGPSS-ZTRBTYSCSA-N
Canonical SMILES(RDKit),C/C(=C\CCc1ccoc1)CC/C=C(\C)CCCC1=CC(=O)OC1
SMILES(SDF),
MW(SDF),
MW(RDKit),328.452
MW Monoisotopic(RDKit),328.203844756
MolLogP(RDKit),5.53850000000001
XLogP(SDF),
XLogP(CDK),4.712
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),39.44
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.418060522454659
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,336067.6284057786
qed,0.4180605224546588
Chi0,17.200459844932894
Chi1,11.631030293135236
TPSA,39.44
Chi0n,14.845700736021728
Chi0v,14.845700736021728
Chi1n,8.817975620646013
Chi1v,8.817975620646013
Chi2n,6.573752158142594
Chi2v,6.573752158142594
Chi3n,4.328191053844948
Chi3v,4.328191053844948
Chi4n,2.8229549609452835
Chi4v,2.8229549609452835
MolMR,96.67000000000006
MolWt,328.45200000000006
fr_SH,0
Kappa1,18.31069916487387
Kappa2,9.964547226017558
Kappa3,7.031167662951141
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,603.0381899022651
MolLogP,5.538500000000005
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5743539417646115
SMR_VSA1,13.948551074925218
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,58.79322575986332
SMR_VSA6,6.606881964512918
SMR_VSA7,59.103518462146155
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,144.63017540778483
NHOHCount,0
PEOE_VSA1,9.154013890853395
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.2982492738063
PEOE_VSA7,75.9961488500912
PEOE_VSA8,6.076020106833881
PEOE_VSA9,12.526325991278114
RingCount,2
SMR_VSA10,5.969305287951849
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,328.20384475599997
NumHDonors,0
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,12.576187252464766
SlogP_VSA3,15.95222176079788
SlogP_VSA4,0.0
SlogP_VSA5,57.935855628634314
SlogP_VSA6,57.95721790750251
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
