DLiP-ID,C000CH
IC0,1.6258145836939115
IC1,3.125814583693912
IC2,3.7720552088742
IC3,4.418295834054489
IC4,4.501629167387822
IC5,4.501629167387822
MID,33.20455122552185
Mpe,0.9993464052287582
Mse,1.0224569070162661
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,61.31340000000001
SdO,11.356270156210632
SdS,0
Spe,23.984313725490196
SsF,0
SsI,0
Sse,24.538965768390387
StN,0
fMF,0.5833333333333334
nBr,0
nCl,0
AMID,2.0752844515951154
BIC0,0.32230126061218284
BIC1,0.6196610553680237
BIC2,0.7477717084790215
BIC3,0.8758823615900195
BIC4,0.8924023501875662
BIC5,0.8924023501875662
CIC0,2.9591479170272446
CIC1,1.4591479170272441
CIC2,0.812907291846956
CIC3,0.16666666666666696
CIC4,0.08333333333333393
CIC5,0.08333333333333393
GGI1,3.5
GGI2,2.000000000000001
GGI3,0.875
GGI4,1.2711111111111113
GGI5,0.2777777777777778
GGI6,0.32163265306122457
GGI7,0.09375
GGI8,0.04081632653061224
GGI9,0.0
JGI1,0.19444444444444442
JGI2,0.07692307692307697
JGI3,0.03365384615384616
JGI4,0.07061728395061728
JGI5,0.01984126984126984
JGI6,0.03216326530612244
JGI7,0.015624999999999998
JGI8,0.02040816326530612
JGI9,0.0
MIC0,15.502246133295559
MIC1,31.041915065487608
MIC2,38.803911214528064
MIC3,40.37223843137645
MIC4,40.45623843137645
MIC5,40.45623843137645
MPC2,26
MPC3,35
MPC4,46
MPC5,64
MPC6,66
MPC7,73
MPC8,82
MPC9,82
Mare,1.0123333333333333
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.29202901822457367
RPCG,0.1321275651012914
SIC0,0.3545971386763123
SIC1,0.6817535766546098
SIC2,0.8227014306618438
SIC3,0.963649284669078
SIC4,0.9818246423345389
SIC5,0.9818246423345389
SaaN,4.366990740740741
SaaO,5.563935185185185
SaaS,0
Sare,24.296
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,39.01955000865388
TIC1,75.01955000865388
TIC2,90.5293250129808
TIC3,106.03910001730773
TIC4,108.03910001730773
TIC5,108.03910001730773
Vabc,167.45766725503233
WPol,26
apol,29.17834399999999
bpol,11.199656
nRot,0
ABCGG,10.103309017208852
ATS0Z,666.0
ATS0d,96.0
ATS0i,3794.256186498992
ATS0m,2643.626064
ATS0p,40.730111238792
ATS0s,134.91666666666669
ATS0v,6250.282676811479
ATS1Z,752.0
ATS1d,119.0
ATS1i,3786.554784105001
ATS1m,2913.2562899999984
ATS1p,51.14403045999998
ATS1s,100.33333333333334
ATS1v,7815.774518639947
ATS2Z,1129.0
ATS2d,179.0
ATS2i,6005.764233134849
ATS2m,4352.625385999998
ATS2p,74.13687324484894
ATS2s,160.11111111111114
ATS2v,11309.072297356068
ATS3Z,1228.0
ATS3d,186.0
ATS3i,7972.584342746498
ATS3m,4629.277578
ATS3p,77.24450853254697
ATS3s,223.4444444444445
ATS3v,11719.534497921984
ATS4Z,907.0
ATS4d,148.0
ATS4i,7400.696331327196
ATS4m,3302.813122
ATS4p,62.781793075396
ATS4s,186.05555555555566
ATS4v,9136.687707569245
ATS5Z,667.0
ATS5d,112.0
ATS5i,5336.046265121846
ATS5m,2459.0727339999994
ATS5p,50.705908225396
ATS5s,126.05555555555551
ATS5v,7161.911296081867
ATS6Z,498.0
ATS6d,82.0
ATS6i,4278.6889712513985
ATS6m,1790.1742019999997
ATS6p,40.634462121698
ATS6s,96.66666666666664
ATS6v,5621.088556211785
ATS7Z,343.0
ATS7d,56.0
ATS7i,3847.5586092242465
ATS7m,1188.9277339999999
ATS7p,28.339703625395998
ATS7s,87.66666666666663
ATS7v,3764.667749610447
ATS8Z,160.0
ATS8d,26.0
ATS8i,2741.0583632242965
ATS8m,497.60094599999996
ATS8p,14.172538051395996
ATS8s,59.33333333333334
ATS8v,1774.4541702068905
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4636763498846832
Kier1,11.11111111111111
Kier2,4.349112426035503
Kier3,2.08
MAXdO,11.356270156210632
MID_C,25.49678897697076
MID_N,3.8538811242755453
MID_O,3.8538811242755457
MID_X,0.0
MID_h,7.7077622485510915
MINdO,11.356270156210632
MPC10,56
MWC01,18.0
MWC02,4.48863636973214
MWC03,5.351858133476067
MWC04,6.240275845170769
MWC05,7.123672785204607
MWC06,8.01532730902172
MWC07,8.905308661189288
MWC08,9.798182590890704
MWC09,10.690557587372846
MWC10,11.583989523401232
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.875
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.948759890378168
SRW05,0.0
SRW06,6.502790045915623
SRW07,0.0
SRW08,8.156223323194624
SRW09,0.0
SRW10,9.858333270529018
SaaCH,10.288350655076846
SaaNH,0
SaaSe,0
SaaaC,1.3955744520030235
SaasC,1.235352891156463
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.535811917359537
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7489460523302167
VE1_D,3.9502725313028995
VE2_A,0.23430912827063854
VE2_D,0.24689203320643122
VE3_A,1.7914783770133977
VE3_D,1.843788201045259
VR1_A,79.60327977618813
VR1_D,76.63708553927655
VR2_A,4.975204986011758
VR2_D,4.789817846204785
VR3_A,4.847058924465688
VR3_D,4.809084734253065
WPath,408
Xc-3d,1.1380711874576983
Xc-4d,0.0
Xc-5d,0.3333333333333333
Xc-6d,0.0
Xp-0d,11.120955864630139
Xp-1d,7.737183443017881
Xp-2d,7.222152481887039
Xp-3d,6.264634397080092
Xp-4d,5.064746626008339
Xp-5d,4.553054785652077
Xp-6d,3.065330771579057
Xp-7d,2.232853148164241
ZMIC0,49.18897292039264
ZMIC1,35.49862187746395
ZMIC2,24.376065628545682
ZMIC3,21.445238545092156
ZMIC4,21.229825003365395
ZMIC5,21.229825003365395
nAcid,0
nAtom,24
nBase,0
nRing,3
piPC1,3.3141860046725258
piPC2,4.034240638152395
piPC3,4.698205051955281
piPC4,5.332114746131327
piPC5,6.01874527106157
piPC6,6.447751484314735
piPC7,6.959747157428014
piPC8,7.473552813347785
piPC9,7.883669396308725
AATS0Z,27.75
AATS0d,4.0
AATS0i,158.09400777079134
AATS0m,110.151086
AATS0p,1.697087968283
AATS0s,5.621527777777779
AATS0v,260.42844486714495
AATS1Z,28.923076923076923
AATS1d,4.576923076923077
AATS1i,145.63672246557695
AATS1m,112.04831884615379
AATS1p,1.9670780946153839
AATS1s,3.8589743589743595
AATS1v,300.6067122553826
AATS2Z,27.536585365853657
AATS2d,4.365853658536586
AATS2i,146.48205446670363
AATS2m,106.16159478048775
AATS2p,1.8082164206060718
AATS2s,3.9051490514905156
AATS2v,275.8310316428309
AATS3Z,24.07843137254902
AATS3d,3.6470588235294117
AATS3i,156.3251831911078
AATS3m,90.7701485882353
AATS3p,1.5145982065205288
AATS3s,4.381263616557735
AATS3v,229.79479407690167
AATS4Z,19.717391304347824
AATS4d,3.217391304347826
AATS4i,160.88470285493904
AATS4m,71.80028526086957
AATS4p,1.3648215885955652
AATS4s,4.0446859903381664
AATS4v,198.6236458167227
AATS5Z,19.61764705882353
AATS5d,3.2941176470588234
AATS5i,156.94253720946605
AATS5m,72.3256686470588
AATS5p,1.4913502419234117
AATS5s,3.70751633986928
AATS5v,210.64444988476077
AATS6Z,17.785714285714285
AATS6d,2.9285714285714284
AATS6i,152.81032040183567
AATS6m,63.93479292857142
AATS6p,1.451230790060643
AATS6s,3.4523809523809517
AATS6v,200.75316272184946
AATS7Z,14.291666666666666
AATS7d,2.3333333333333335
AATS7i,160.31494205101026
AATS7m,49.53865558333333
AATS7p,1.1808209843914999
AATS7s,3.6527777777777763
AATS7v,156.86115623376864
AATS8Z,10.0
AATS8d,1.625
AATS8i,171.31614770151853
AATS8m,31.100059124999998
AATS8p,0.8857836282122498
AATS8s,3.708333333333334
AATS8v,110.90338563793065
AMID_C,1.5935493110606724
AMID_N,0.24086757026722158
AMID_O,0.2408675702672216
AMID_X,0.0
AMID_h,0.4817351405344432
ATS0dv,256.0
ATS0pe,158.9004
ATS0se,191.340608
ATS1dv,271.0
ATS1pe,174.63800000000003
ATS1se,206.16350400000002
ATS2dv,395.0
ATS2pe,273.559
ATS2se,324.7601840000001
ATS3dv,408.0
ATS3pe,345.13720000000006
ATS3se,413.943144
ATS4dv,286.0
ATS4pe,305.73220000000003
ATS4se,371.83544000000006
ATS5dv,200.0
ATS5pe,216.7762
ATS5se,264.144672
ATS6dv,129.0
ATS6pe,175.41900000000004
ATS6se,214.87842400000005
ATS7dv,78.0
ATS7pe,146.98900000000003
ATS7se,182.72570399999998
ATS8dv,27.0
ATS8pe,98.056
ATS8se,123.88428800000001
ATSC0Z,161.83333333333331
ATSC0c,0.7059808458085157
ATSC0d,15.333333333333334
ATSC0i,38.86815249411131
ATSC0m,767.2829279999999
ATSC0p,5.256121297861333
ATSC0s,40.90624999999999
ATSC0v,1082.508707073423
ATSC1Z,1.0972222222222392
ATSC1c,-0.35436310765215284
ATSC1d,4.722222222222222
ATSC1i,3.219790320315088
ATSC1m,7.775090000000086
ATSC1p,0.3852965130775562
ATSC1s,-7.613715277777776
ATSC1v,96.31537086813316
ATSC2Z,19.451388888888918
ATSC2c,-0.13293554917910883
ATSC2d,-2.194444444444443
ATSC2i,-19.511416191791135
ATSC2m,88.69467400000016
ATSC2p,-1.74426777858911
ATSC2s,0.08723958333333368
ATSC2v,-147.1610646858699
ATSC3Z,-15.229166666666654
ATSC3c,0.11072862387955852
ATSC3d,-1.9166666666666663
ATSC3i,-8.240891008147244
ATSC3m,-73.95906199999993
ATSC3p,-1.085027050899333
ATSC3s,3.303385416666664
ATSC3v,-184.97095559647335
ATSC4Z,-65.43055555555557
ATSC4c,-0.04301638729590976
ATSC4d,-1.7222222222222225
ATSC4i,10.959579085886247
ATSC4m,-304.86434999999994
ATSC4p,0.8577891057904437
ATSC4s,-11.11892361111111
ATSC4v,-90.11120885665309
ATSC5Z,-2.9305555555555607
ATSC5c,0.18373954710941648
ATSC5d,-4.722222222222222
ATSC5i,12.420618883901607
ATSC5m,-16.475058000000033
ATSC5p,0.5494963495891108
ATSC5s,7.882812500000002
ATSC5v,15.280511338075712
ATSC6Z,-41.30555555555554
ATSC6c,-0.17170633554145392
ATSC6d,-7.222222222222221
ATSC6i,-12.727041543217865
ATSC6m,-198.60380600000002
ATSC6p,-1.6771258375428886
ATSC6s,-1.4670138888888882
ATSC6v,-366.7452765608316
ATSC7Z,-9.916666666666677
ATSC7c,0.08015113506499028
ATSC7d,-2.666666666666668
ATSC7i,-12.871156014999336
ATSC7m,-50.77371800000005
ATSC7p,-1.5645756895660001
ATSC7s,-1.0659722222222219
ATSC7v,-241.29592968367228
ATSC8Z,-12.638888888888898
ATSC8c,-0.024460700071794423
ATSC8d,2.777777777777777
ATSC8i,-0.49899748769425323
ATSC8m,-57.48213000000011
ATSC8p,0.05016525125577723
ATSC8s,-9.277777777777779
ATSC8v,-3.0682459896777345
AXp-0d,0.6950597415393837
AXp-1d,0.4298435246121045
AXp-2d,0.2777750954571938
AXp-3d,0.17898955420228835
AXp-4d,0.11010318752192041
AXp-5d,0.0711414810258137
AXp-6d,0.04644440562998571
AXp-7d,0.03058702942690741
GATS1Z,0.6477461776122951
GATS1c,1.408951692403268
GATS1d,0.6923076923076923
GATS1i,0.9488689358035328
GATS1m,0.647945631982454
GATS1p,0.8119604258171348
GATS1s,0.7442753325106267
GATS1v,0.7066539233820923
GATS2Z,0.6586119414232248
GATS2c,1.01179644080554
GATS2d,1.097560975609756
GATS2i,1.2570758169299385
GATS2m,0.6632180216909062
GATS2p,1.0971582278087728
GATS2s,0.6178778976483426
GATS2v,0.9087829495597964
GATS3Z,0.9572302659477799
GATS3c,1.0837702231399302
GATS3d,0.9999999999999999
GATS3i,1.099001781183825
GATS3m,0.9537725975752788
GATS3p,1.002506802363353
GATS3s,0.9020373449439195
GATS3v,0.939637521044241
GATS4Z,1.2404737384140063
GATS4c,1.1599157197758452
GATS4d,1.0108695652173911
GATS4i,0.8288994110190885
GATS4m,1.2312489168271972
GATS4p,0.8649567701079984
GATS4s,1.304812834224599
GATS4v,0.9773839588018426
GATS5Z,0.9697704004361787
GATS5c,0.651690851417481
GATS5d,1.191176470588235
GATS5i,0.7499899239187153
GATS5m,0.9752169019978508
GATS5p,0.8953960953685868
GATS5s,0.6316251990992476
GATS5v,0.9833616306163032
GATS6Z,1.1623510372223043
GATS6c,0.9697415444125446
GATS6d,1.2857142857142856
GATS6i,1.1527497347605236
GATS6m,1.1691462578716467
GATS6p,1.2723683268144137
GATS6s,0.8684928516861292
GATS6v,1.3041055531449126
GATS7Z,1.169541709577755
GATS7c,0.6450385121995523
GATS7d,1.1249999999999998
GATS7i,1.2208703277714879
GATS7m,1.1779734411628495
GATS7p,1.3163732510816784
GATS7s,1.3106414282884873
GATS7v,1.32968665971687
GATS8Z,1.4434217301750776
GATS8c,1.0445464453980964
GATS8d,0.6562499999999999
GATS8i,0.939946757117774
GATS8m,1.4366817720822533
GATS8p,1.0295238305866334
GATS8s,2.176810117986589
GATS8v,1.180433052824747
MATS1Z,0.006258417174998117
MATS1c,-0.46333326039308254
MATS1d,0.2842809364548495
MATS1i,0.07646656584152284
MATS1m,0.0093537936163311
MATS1p,0.06766554643794315
MATS1s,-0.17180858357328946
MATS1v,0.08213005180007188
MATS2Z,0.07035743889879692
MATS2c,-0.11022385619779483
MATS2d,-0.08377518557794267
MATS2i,-0.29384768923414073
MATS2m,0.06766582660232955
MATS2p,-0.1942563231252565
MATS2s,0.0012483929270156009
MATS2v,-0.07957724653137645
MATS3Z,-0.04428424304840368
MATS3c,0.07380878393145636
MATS3d,-0.05882352941176469
MATS3i,-0.09977490845140422
MATS3m,-0.045360405139351946
MATS3p,-0.09714406045706302
MATS3s,0.038002366722089884
MATS3v,-0.08041058238703572
MATS4Z,-0.21094344691711822
MATS4c,-0.031790285296636966
MATS4d,-0.058601134215500957
MATS4i,0.14711379099039576
MATS4m,-0.20730248916676694
MATS4p,0.08514684437241518
MATS4s,-0.14181641035860987
MATS4v,-0.04343109985544756
MATS5Z,-0.012782455927788235
MATS5c,0.18371391322013197
MATS5d,-0.21739130434782608
MATS5i,0.22557016786641426
MATS5m,-0.015156668135697628
MATS5p,0.07379581904595191
MATS5s,0.1360266031546309
MATS5v,0.009964116895305132
MATS6Z,-0.21877298808297777
MATS6c,-0.20847146195160504
MATS6d,-0.4037267080745341
MATS6i,-0.2806640411576636
MATS6m,-0.22186318436409386
MATS6p,-0.273497575629493
MATS6s,-0.030739568554694598
MATS6v,-0.2903931323054725
MATS7Z,-0.061277033985581944
MATS7c,0.1135316001005639
MATS7d,-0.17391304347826095
MATS7i,-0.3311491591206804
MATS7m,-0.06617339725301442
MATS7p,-0.2976673483929321
MATS7s,-0.026058908411849584
MATS7v,-0.22290437768026744
MATS8Z,-0.11714727085478897
MATS8c,-0.051971735955062166
MATS8d,0.2717391304347825
MATS8i,-0.01925731436951577
MATS8m,-0.11237470801644135
MATS8p,0.014316236749384665
MATS8s,-0.3402088107970462
MATS8v,-0.004251576873648591
MAXaaN,4.366990740740741
MAXaaO,5.563935185185185
MINaaN,4.366990740740741
MINaaO,5.563935185185185
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.132750664982524
SpAD_D,104.93385784867715
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,564
TMWC10,106.19780880545936
TSRW10,49.07702444266166
VE1_Dt,3.997681870326405
VE2_Dt,0.24985511689540033
VE3_Dt,1.8557182899534073
VR1_Dt,72.66915764764119
VR2_Dt,4.541822352977574
VR3_Dt,4.75592068233388
Xc-3dv,0.38920947350355084
Xc-4dv,0.0
Xc-5dv,0.050070886005468884
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.19444444444444442
Xch-7d,0.46466450170438484
Xp-0dv,8.305162060755066
Xp-1dv,4.830311973359443
Xp-2dv,3.539349052565675
Xp-3dv,2.417452347146569
Xp-4dv,1.6190789074429774
Xp-5dv,1.1505823310733594
Xp-6dv,0.5875407784454293
Xp-7dv,0.3388370822569904
Xpc-4d,2.8327649522674774
Xpc-5d,3.9432049991256513
Xpc-6d,6.561641899304625
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,26
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.940001683456903
AATS0dv,10.666666666666666
AATS0pe,6.62085
AATS0se,7.9725253333333335
AATS1dv,10.423076923076923
AATS1pe,6.716846153846155
AATS1se,7.929365538461539
AATS2dv,9.634146341463415
AATS2pe,6.672170731707317
AATS2se,7.920980097560978
AATS3dv,8.0
AATS3pe,6.767396078431374
AATS3se,8.116532235294118
AATS4dv,6.217391304347826
AATS4pe,6.646352173913044
AATS4se,8.083379130434784
AATS5dv,5.882352941176471
AATS5pe,6.3757705882352935
AATS5se,7.768960941176471
AATS6dv,4.607142857142857
AATS6pe,6.264964285714287
AATS6se,7.67422942857143
AATS7dv,3.25
AATS7pe,6.124541666666668
AATS7se,7.613570999999999
AATS8dv,1.6875
AATS8pe,6.1285
AATS8se,7.742768000000001
AATSC0Z,6.7430555555555545
AATSC0c,0.02941586857535482
AATSC0d,0.638888888888889
AATSC0i,1.6195063539213044
AATSC0m,31.970121999999993
AATSC0p,0.21900505407755555
AATSC0s,1.704427083333333
AATSC0v,45.10452946139262
AATSC1Z,0.042200854700855356
AATSC1c,-0.01362935029431357
AATSC1d,0.18162393162393162
AATSC1i,0.123838089242888
AATSC1m,0.2990419230769264
AATSC1p,0.014819096656829085
AATSC1s,-0.29283520299145294
AATSC1v,3.7044373410820444
AATSC2Z,0.4744241192411931
AATSC2c,-0.003242330467783142
AATSC2d,-0.05352303523035226
AATSC2i,-0.47588819979978375
AATSC2m,2.163284731707321
AATSC2p,-0.042543116550953906
AATSC2s,0.002127794715447163
AATSC2v,-3.589294260630973
AATSC3Z,-0.2986111111111109
AATSC3c,0.002171149487834481
AATSC3d,-0.03758169934640522
AATSC3i,-0.16158609819896558
AATSC3m,-1.4501776862745084
AATSC3p,-0.02127504021371241
AATSC3s,0.06477226307189538
AATSC3v,-3.626881482283791
AATSC4Z,-1.4224033816425123
AATSC4c,-0.0009351388542589078
AATSC4d,-0.037439613526570055
AATSC4i,0.23825171925839667
AATSC4m,-6.627485869565216
AATSC4p,0.018647589256313993
AATSC4s,-0.24171573067632848
AATSC4v,-1.9589393229707195
AATSC5Z,-0.08619281045751649
AATSC5c,0.005404104326747544
AATSC5d,-0.1388888888888889
AATSC5i,0.3653123201147532
AATSC5m,-0.48456052941176564
AATSC5p,0.0161616573408562
AATSC5s,0.23184742647058829
AATSC5v,0.44942680406105034
AATSC6Z,-1.4751984126984123
AATSC6c,-0.0061323691264804974
AATSC6d,-0.2579365079365079
AATSC6i,-0.4545371979720666
