DLiP-ID,T000OV
DLiP-Mol-ID,16319
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H31N3O4S/c27-23(28)21(26-31(29,30)20-12-6-4-7-13-20)14-8-3-1-2-5-11-19-16-15-18-10-9-17-24-22(18)25-19/h4,6-7,12-13,15-16,21,26H,1-3,5,8-11,14,17H2,(H,24,25)(H,27,28)/t21-/m0/s1"
Standard Inchi Key(RDKit),BZNJQSLXUULJOU-NRFANRHFSA-N
Canonical SMILES(RDKit),O=C(O)[C@H](CCCCCCCc1ccc2c(n1)NCCC2)NS(=O)(=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),445.585
MW Monoisotopic(RDKit),445.203527472
MolLogP(RDKit),3.7545
XLogP(SDF),
XLogP(CDK),2.254
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),108.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.429461673202152
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,8919473.228095932
qed,0.429461673202152
Chi0,22.106237238868705
Chi1,14.954326925336497
TPSA,108.38999999999999
Chi0n,17.717290318237854
Chi0v,18.53378689916558
Chi1n,10.984152098758294
