DLiP-ID,T0009M
DLiP-Mol-ID,15658
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H35N5O4/c1-20-5-2-3-7-24(20)29-27(36)28-22-10-8-21(9-11-22)17-25(33)32-12-4-6-23(32)18-30-13-15-31(16-14-30)19-26(34)35/h2-3,5,7-11,23H,4,6,12-19H2,1H3,(H,34,35)(H2,28,29,36)"
Standard Inchi Key(RDKit),AUNZHLFQXIZEJK-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2CN2CCN(CC(=O)O)CC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),493.608
MW Monoisotopic(RDKit),493.2689046
MolLogP(RDKit),2.87472
XLogP(SDF),
XLogP(CDK),1.488
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),105.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.522404415364447
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,140595943.95413285
qed,0.5224044153644475
Chi0,25.49298858481683
Chi1,17.368213736153116
TPSA,105.22000000000001
Chi0n,20.780819487963527
Chi0v,20.780819487963527
Chi1n,12.557253510003868
Chi1v,12.557253510003868
Chi2n,9.621425090577372
Chi2v,9.621425090577372
Chi3n,6.950630253584332
Chi3v,6.950630253584332
Chi4n,4.953063561801259
Chi4v,4.953063561801259
MolMR,139.21719999999993
MolWt,493.60800000000046
fr_SH,0
Kappa1,25.656605235164122
Kappa2,12.006809537613552
Kappa3,7.051147191502394
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1066.0886207637197
MolLogP,2.874720000000001
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,1
BalabanJ,1.245665370821519
SMR_VSA1,19.490138947056174
SMR_VSA2,0.0
SMR_VSA3,14.699729192551434
SMR_VSA4,0.0
SMR_VSA5,32.22804289761661
SMR_VSA6,56.44687204940068
SMR_VSA7,59.65783953108687
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
