DLiP-ID,C0005K
DLiP-Mol-ID,30314
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H20N2O3S/c26-22-21(16-17-29(28)20-14-8-3-9-15-20)23(27)25(19-12-6-2-7-13-19)24(22)18-10-4-1-5-11-18/h1-15,21H,16-17H2"
Standard Inchi Key(RDKit),MBGGBVCUIVRRBF-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),404.491
MW Monoisotopic(RDKit),404.1194635
MolLogP(RDKit),3.7955
XLogP(SDF),
XLogP(CDK),2.33
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),63.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.46375353062912
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6455568.595354963
qed,0.4637535306291197
Chi0,20.216967702877938
Chi1,14.16470379794645
TPSA,63.68
Chi0n,15.679238222262482
Chi0v,16.495734803190206
Chi1n,9.379790795179556
Chi1v,10.698722688166379
Chi2n,6.67514014960294
Chi2v,8.245837022514829
Chi3n,4.813242422525199
Chi3v,6.2176844448584285
Chi4n,3.383749667768559
Chi4v,4.529926404726949
MolMR,113.68040000000002
MolWt,404.4910000000001
fr_SH,0
Kappa1,19.236173464302734
Kappa2,8.50890981753951
Kappa3,3.8986726916325325
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,925.2792652019001
MolLogP,3.795500000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.602853267904459
SMR_VSA1,14.141824241834009
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.917906046161393
SMR_VSA5,11.316305098443785
SMR_VSA6,15.770678654655853
SMR_VSA7,90.99550602692418
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
