DLiP-ID,T004K0
DLiP-Mol-ID,19196
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H28N6O3/c20-16(18(27)28)5-6-17(26)25-11-9-24(10-12-25)15-4-1-3-14(13-15)23-19-21-7-2-8-22-19/h1,3-4,13,16H,2,5-12,20H2,(H,27,28)(H2,21,22,23)/t16-/m0/s1"
Standard Inchi Key(RDKit),OJHYKDQKZYZJQI-INIZCTEOSA-N
Canonical SMILES(RDKit),N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCCCN3)c2)CC1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),388.472
MW Monoisotopic(RDKit),388.222288756
MolLogP(RDKit),0.288500000000002
XLogP(SDF),
XLogP(CDK),-1.712
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),123.29
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.552158416994283
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2318028.6681790776
qed,0.5521584169942826
Chi0,19.932510652501772
Chi1,13.524877143252587
TPSA,123.29
Chi0n,15.933413608744244
Chi0v,15.933413608744244
