DLiP-ID,C100ON
MAXdO,11.237266767480165
MID_C,33.52599770561461
MID_N,9.7828902946628
MID_O,3.419583945684723
MID_X,0.0
MID_h,13.20247424034752
MINdO,11.077174383295137
MPC10,99
MWC01,25.0
MWC02,4.795790545596741
MWC03,5.638354669333745
MWC04,6.505784060128229
MWC05,7.367077059881012
MWC06,8.237214703349489
MWC07,9.104868739033948
MWC08,9.976970329295932
MWC09,10.847918605354593
MWC10,11.721539979135724
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.1320999999999999
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.25227342804663
SRW05,2.3978952727983707
SRW06,6.7580945044277305
SRW07,4.59511985013459
SRW08,8.340694647925071
SRW09,6.6052979209482015
SRW10,9.96274653641105
SaaCH,15.249466814789411
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.9234006968260227
SaasN,1.5454061161501638
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.988240472370856
SdssS,0
SsCH3,0
SsNH2,10.486004088891686
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.269312558714356
VE1_D,4.719127528440816
VE2_A,0.18562228516149373
VE2_D,0.20517945775829635
VE3_A,2.284361943939502
VE3_D,2.384533059777183
VR1_A,156.75600896159236
VR1_D,129.32591514555065
VR2_A,6.815478650504016
VR2_D,5.622865875893507
VR3_A,5.887599636396584
VR3_D,5.695244815123254
WPath,1315
Xc-3d,1.6666666666666665
Xc-4d,0.0
Xc-5d,0.5
Xc-6d,0.0
Xp-0d,16.396976746569035
Xp-1d,11.041713895658194
Xp-2d,10.182870792170462
Xp-3d,8.304523922768594
Xp-4d,6.492529609212166
Xp-5d,4.983651044390357
Xp-6d,3.6119184775592657
Xp-7d,2.679525005265619
ZMIC0,74.36624649407133
ZMIC1,49.76274307759089
ZMIC2,35.12464653991724
ZMIC3,28.1516302170473
ZMIC4,26.453468063648526
ZMIC5,23.811863895779933
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.208417018481948
piPC3,4.798884926611489
piPC4,5.3615855498981215
piPC5,5.863631175598097
piPC6,6.218973555931831
piPC7,6.660094880879842
piPC8,6.962746415416585
piPC9,7.403213425617006
AATS0Z,26.72222222222222
AATS0d,3.6944444444444446
AATS0i,162.77061276139545
AATS0m,105.9541948611111
AATS0p,1.6038548823065837
AATS0s,6.1234567901234565
AATS0v,245.26976460079172
AATS1Z,27.94736842105263
AATS1d,4.2631578947368425
AATS1i,151.1798832126658
AATS1m,107.67306349999996
AATS1p,1.8911017892105264
AATS1s,4.008771929824562
AATS1v,285.6290508205716
AATS2Z,25.966101694915253
AATS2d,4.067796610169491
AATS2i,150.32710578263894
AATS2m,99.43700398305083
AATS2p,1.7764103155881013
AATS2s,4.2052730696798495
AATS2v,263.5039575780891
AATS3Z,21.37837837837838
AATS3d,3.472972972972973
AATS3i,154.79512406281077
AATS3m,79.35524224324323
AATS3p,1.5497339654512974
AATS3s,3.842342342342342
AATS3v,224.27999663461088
AATS4Z,19.454545454545453
AATS4d,3.0
AATS4i,160.8376560841123
AATS4m,70.7905421038961
AATS4p,1.3752536643927922
AATS4s,3.8831168831168825
AATS4v,197.08810152489136
AATS5Z,17.04054054054054
AATS5d,2.864864864864865
AATS5i,168.09319100190925
AATS5m,61.661882770270275
AATS5p,1.2259366893342567
AATS5s,3.3948948948948954
AATS5v,172.332847932145
AATS6Z,19.425925925925927
AATS6d,3.240740740740741
AATS6i,164.3519529552554
AATS6m,71.83202048148148
AATS6p,1.3689146455489076
AATS6s,3.6831275720164616
AATS6v,196.66719657237482
AATS7Z,21.97826086956522
AATS7d,3.152173913043478
AATS7i,158.86902762789995
AATS7m,81.87490445652175
AATS7p,1.4917767210988477
AATS7s,4.541062801932367
AATS7v,216.6822326536704
AATS8Z,17.895833333333332
AATS8d,2.8333333333333335
AATS8i,160.88116970173425
AATS8m,64.80726685416667
AATS8p,1.376370600106125
AATS8s,3.6967592592592595
AATS8v,189.81901453190213
AMID_C,1.4576520741571568
AMID_N,0.42534305628968694
AMID_O,0.1486775628558575
AMID_X,0.0
AMID_h,0.5740206191455444
ATS0dv,358.0
ATS0pe,236.83520000000001
ATS0se,285.69989999999996
ATS1dv,369.0
ATS1pe,256.0692
ATS1se,302.14699599999994
ATS2dv,502.0
ATS2pe,389.4488
ATS2se,463.314764
ATS3dv,458.0
ATS3pe,479.87049999999994
ATS3se,579.5113359999999
ATS4dv,430.0
ATS4pe,501.499
ATS4se,608.2702320000001
ATS5dv,383.0
ATS5pe,470.76820000000004
ATS5se,578.7562680000001
ATS6dv,331.0
ATS6pe,347.2847
ATS6se,423.257216
ATS7dv,315.0
ATS7pe,303.6879
ATS7se,365.58306000000005
ATS8dv,250.0
ATS8pe,304.0879
ATS8se,371.90650800000003
ATSC0Z,250.8888888888889
ATSC0c,0.788430626422379
ATSC0d,22.75
ATSC0i,62.159240531256934
ATSC0m,1190.982126972222
ATSC0p,7.58332231438475
ATSC0s,73.76543209876543
ATSC0v,1628.3740587503971
ATSC1Z,-0.7160493827160606
ATSC1c,-0.561697580831001
ATSC1d,7.125
ATSC1i,18.69130695842103
ATSC1m,-0.2539738873458184
ATSC1p,1.18380117714735
ATSC1s,-11.764746227709189
ATSC1v,174.94656683393814
ATSC2Z,26.320987654320973
ATSC2c,0.2847028344753315
ATSC2d,-6.3125
ATSC2i,-5.24809573352268
ATSC2m,117.80946660108012
ATSC2p,-0.6133744792597529
ATSC2s,20.878257887517147
ATSC2v,-90.51939077648723
ATSC3Z,-71.82716049382717
ATSC3c,-0.022076792615031815
ATSC3d,-6.375
ATSC3i,-27.81462645241812
ATSC3m,-339.13144072067905
ATSC3p,-2.2202662398084834
ATSC3s,-12.314128943758575
ATSC3v,-479.18253312274214
ATSC4Z,-114.34567901234568
ATSC4c,-0.13207589454420926
ATSC4d,1.3125
ATSC4i,-42.14094106334557
ATSC4m,-542.0189154405864
ATSC4p,-3.7980750836911303
ATSC4s,-27.140260631001368
ATSC4v,-785.1179201663291
ATSC5Z,24.950617283950628
ATSC5c,0.11630416635878757
ATSC5d,2.875
ATSC5i,7.1929272566421405
ATSC5m,127.79495239043219
ATSC5p,2.1801561490655113
ATSC5s,-13.801783264746222
ATSC5v,459.42463437944826
ATSC6Z,26.777777777777782
ATSC6c,-0.1548972662104427
ATSC6d,-2.625
ATSC6i,12.946721932327252
ATSC6m,131.6610899027778
ATSC6p,1.6985712357161242
ATSC6s,5.111111111111113
ATSC6v,358.2155406081529
ATSC7Z,-18.135802469135808
ATSC7c,0.01124207087541422
ATSC7d,-2.875
ATSC7i,7.45193196695241
ATSC7m,-93.38609796450619
ATSC7p,-0.9411029923150129
ATSC7s,6.737997256515775
ATSC7v,-265.6633510607587
ATSC8Z,-19.518518518518515
ATSC8c,0.10433883146814454
ATSC8d,-4.0
ATSC8i,18.23976867480434
ATSC8m,-99.804166324074
ATSC8p,-0.3082943905465838
ATSC8s,1.6090534979423878
ATSC8v,-199.92384962498264
AXp-0d,0.7129120324595233
AXp-1d,0.4416685558263278
AXp-2d,0.29093916549058463
AXp-3d,0.1845449760615243
AXp-4d,0.11804599289476667
AXp-5d,0.0743828514088113
AXp-6d,0.04815891303412354
AXp-7d,0.03228343379838095
GATS1Z,0.7011910866626264
GATS1c,1.6906845036855136
GATS1d,0.7489878542510121
GATS1i,0.8698751418524815
GATS1m,0.7026779833147367
GATS1p,0.7858213715753908
GATS1s,0.72836379652059
GATS1v,0.7412425181736614
GATS2Z,0.6868797946285148
GATS2c,0.5764080864307815
GATS2d,1.303780964797914
GATS2i,1.1244914751462514
GATS2m,0.6950755862216677
GATS2p,1.0269650236512073
GATS2s,0.4445429402170059
GATS2v,0.9374808276639404
GATS3Z,1.0076335192588513
GATS3c,0.7634542540198634
GATS3d,1.1434511434511434
GATS3i,1.210386611991065
GATS3m,1.0087210158225708
GATS3p,1.1301806316007803
GATS3s,0.950735044668099
GATS3v,1.0891488137277368
GATS4Z,1.1567960383283677
GATS4c,0.9374711341433987
GATS4d,0.7992007992007991
GATS4i,1.3167840157196369
GATS4m,1.1560286118652325
GATS4p,1.173644224911777
GATS4s,1.0855458349182197
GATS4v,1.1586339757310178
GATS5Z,1.0227150312402746
GATS5c,0.7595353719148378
GATS5d,0.8835758835758836
GATS5i,0.9117130831568079
GATS5m,1.0185633661360984
GATS5p,0.8039425368428826
GATS5s,0.9062083003505597
GATS5v,0.8642971546297659
GATS6Z,0.9222763507528786
GATS6c,0.9670703816153118
GATS6d,1.1396011396011394
GATS6i,0.8650986702766924
GATS6m,0.9205416425239104
GATS6p,0.7974696792544607
GATS6s,0.7024407252440723
GATS6v,0.8274433839116316
GATS7Z,0.9583317287326222
GATS7c,0.889039656898238
GATS7d,0.9866220735785952
GATS7i,0.9309446348417271
GATS7m,0.9628973500527488
GATS7p,1.046601336548673
GATS7s,0.8727396761870111
GATS7v,1.0471684039475497
GATS8Z,1.0332013950398582
GATS8c,0.6740673749673385
GATS8d,0.9935897435897436
GATS8i,0.7402260716158459
GATS8m,1.040097027048116
GATS8p,1.0257041764180037
GATS8s,0.7798117154811715
GATS8v,1.102461928367618
MATS1Z,-0.002703836650972025
MATS1c,-0.6749288173590969
MATS1d,0.2967032967032967
MATS1i,0.2848740397930877
MATS1m,-0.00020202388868344347
MATS1p,0.14788977779659637
MATS1s,-0.15109447258313144
MATS1v,0.10178180615161204
MATS2Z,0.06401345123177848
MATS2c,0.2203326176405989
MATS2d,-0.16930527100018627
MATS2i,-0.0515165223679017
MATS2m,0.06035669277053646
MATS2p,-0.04935335445450595
MATS2s,0.17269980852421812
MATS2v,-0.0339186014088588
MATS3Z,-0.13927656620304982
MATS3c,-0.013622075186135604
MATS3d,-0.13632313632313633
MATS3i,-0.21768991673839158
MATS3m,-0.13852673295167875
MATS3p,-0.1424348692155814
MATS3s,-0.081212258283388
MATS3v,-0.14315864691646385
MATS4Z,-0.21308363912438313
MATS4c,-0.0783198506100795
MATS4d,0.02697302697302697
MATS4i,-0.3169642677596569
MATS4m,-0.21277518381358523
MATS4p,-0.23416166979785896
MATS4s,-0.1720176058251372
MATS4v,-0.22542002345640916
MATS5Z,0.048380532880090026
MATS5c,0.07176332750082068
MATS5d,0.06147906147906148
MATS5i,0.05629512006146703
MATS5m,0.05220104984881877
MATS5p,0.13986172036218392
MATS5s,-0.09102340834558403
MATS5v,0.13725585652974095
MATS6Z,0.07115441393563626
MATS6c,-0.13097518117589455
MATS6d,-0.07692307692307693
MATS6i,0.13885542810878843
MATS6m,0.0736988893009915
MATS6p,0.14932516077587055
MATS6s,0.04619246861924688
MATS6v,0.14665571409845268
MATS7Z,-0.05657180267262295
MATS7c,0.011159057156569492
MATS7d,-0.0989010989010989
MATS7i,0.09382268359300101
MATS7m,-0.061365129387666216
MATS7p,-0.09712304907479921
MATS7s,0.07148626523558305
MATS7v,-0.12767978434623
MATS8Z,-0.058348095659875976
MATS8c,0.09925302363785397
MATS8d,-0.13186813186813187
MATS8i,0.2200771178860256
MATS8m,-0.0628499144091701
MATS8p,-0.030490698314554924
MATS8s,0.016359832635983274
MATS8v,-0.09208135342920049
MAXaaN,4.092468820861678
MINaaN,4.04371945074326
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.65667908854879
SpAD_D,237.38430193458197
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,685
TMWC10,122.19551869110943
TSRW10,70.84394779341596
VE1_Dt,4.751519675325865
VE2_Dt,0.20658781197068976
VE3_Dt,2.391373621461988
VR1_Dt,127.38798808376663
VR2_Dt,5.538608177555071
VR3_Dt,5.680146576571275
Xc-3dv,0.5646714788035038
Xc-4dv,0.0
Xc-5dv,0.0800452931845036
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4241838895256699
Xp-0dv,12.008990328513487
Xp-1dv,6.7724205895872585
Xp-2dv,4.904532231178864
Xp-3dv,3.3537844445418887
Xp-4dv,2.1292122904650888
Xp-5dv,1.3655178348438444
Xp-6dv,0.7527949148593382
Xp-7dv,0.43057188721085254
Xpc-4d,3.8799939708726052
Xpc-5d,4.906146970071411
Xpc-6d,6.714871574737028
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.75134090038566
AATS0dv,9.944444444444445
AATS0pe,6.578755555555556
AATS0se,7.936108333333332
AATS1dv,9.710526315789474
AATS1pe,6.738663157894737
AATS1se,7.9512367368421035
AATS2dv,8.508474576271187
AATS2pe,6.600827118644068
AATS2se,7.852792610169492
AATS3dv,6.1891891891891895
AATS3pe,6.484736486486486
AATS3se,7.8312342702702695
AATS4dv,5.584415584415584
AATS4pe,6.512974025974026
AATS4se,7.899613402597404
AATS5dv,5.175675675675675
AATS5pe,6.361732432432433
AATS5se,7.82103064864865
AATS6dv,6.12962962962963
AATS6pe,6.431198148148148
AATS6se,7.838096592592593
AATS7dv,6.8478260869565215
AATS7pe,6.601910869565217
AATS7se,7.947457826086958
AATS8dv,5.208333333333333
AATS8pe,6.335164583333333
AATS8se,7.748052250000001
AATSC0Z,6.969135802469136
AATSC0c,0.021900850733954973
AATSC0d,0.6319444444444444
AATSC0i,1.7266455703126926
AATSC0m,33.0828368603395
AATSC0p,0.21064784206624307
AATSC0s,2.049039780521262
AATSC0v,45.23261274306659
AATSC1Z,-0.018843404808317383
AATSC1c,-0.014781515285026341
AATSC1d,0.1875
AATSC1i,0.4918764989058166
AATSC1m,-0.006683523351205747
AATSC1p,0.03115266255650921
AATSC1s,-0.3095985849397155
AATSC1v,4.60385702194574
AATSC2Z,0.44611843481899954
AATSC2c,0.004825471770768331
AATSC2d,-0.10699152542372882
AATSC2i,-0.08895077514445221
AATSC2m,1.9967706203572901
AATSC2p,-0.010396177614572082
AATSC2s,0.3538687777545279
AATSC2v,-1.5342269623133429
AATSC3Z,-0.9706373039706374
AATSC3c,-0.0002983350353382678
AATSC3d,-0.08614864864864864
AATSC3i,-0.37587333043808274
AATSC3m,-4.582857307036203
AATSC3p,-0.030003597835249775
AATSC3s,-0.1664071478886294
AATSC3v,-6.475439636793813
AATSC4Z,-1.4850088183421517
AATSC4c,-0.0017152713577170034
AATSC4d,0.017045454545454544
AATSC4i,-0.5472849488746179
AATSC4m,-7.03920669403359
AATSC4p,-0.04932565043754715
AATSC4s,-0.35247091728573204
AATSC4v,-10.196336625536741
AATSC5Z,0.3371705038371706
AATSC5c,0.0015716779237673997
AATSC5d,0.03885135135135135
AATSC5i,0.09720171968435325
AATSC5m,1.7269588160869214
AATSC5p,0.029461569581966367
AATSC5s,-0.18651058465873271
AATSC5v,6.208441005127679
AATSC6Z,0.4958847736625515
AATSC6c,-0.0028684678927859758
