DLiP-ID,C0010T
DLiP-Mol-ID,31654
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H15N3O2S/c1-20-14-5-3-2-4-13(14)17-15(21)18-16-10-11-6-8-12(19)9-7-11/h2-10,19H,1H3,(H2,17,18,21)/b16-10+"
Standard Inchi Key(RDKit),PLWQDUUWXYBUQS-MHWRWJLKSA-N
Canonical SMILES(RDKit),COc1ccccc1NC(=S)N/N=C/c1ccc(O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),301.371
MW Monoisotopic(RDKit),301.08849772
MolLogP(RDKit),2.7213
XLogP(SDF),
XLogP(CDK),3.873
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),65.88
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.460209947286527
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,61864.63992744099
qed,0.4602099472865271
Chi0,15.079139501373252
Chi1,10.185871848001627
TPSA,65.88
Chi0n,11.407076194634277
Chi0v,12.223572775562003
Chi1n,6.209301675005203
Chi1v,6.617549965469067
Chi2n,4.115942219665535
Chi2v,4.524190510129399
Chi3n,2.6279783473703766
Chi3v,2.8213275129038697
Chi4n,1.6239986699802325
Chi4v,1.7866598990565676
MolMR,88.05120000000001
MolWt,301.37100000000004
fr_SH,0
Kappa1,14.801743012009776
Kappa2,7.253865707731413
Kappa3,4.465226800554015
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,1
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,641.6219189998243
MolLogP,2.7213000000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9123154576922279
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,5.425791397110385
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,12.426586145283864
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
