DLiP-ID,T002YO
DLiP-Mol-ID,19472
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H20O4/c1-3-4-5-6-7-9(11(14)15)8(2)10(12)13/h8-9H,3-7H2,1-2H3,(H,12,13)(H,14,15)"
Standard Inchi Key(RDKit),JSWOFLXMICYSFJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCCCC(C(=O)O)C(C)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),216.277
MW Monoisotopic(RDKit),216.13615912
MolLogP(RDKit),2.3783
XLogP(SDF),
XLogP(CDK),2.721
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),74.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.610713963589102
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,1401.5936413724446
qed,0.6107139635891022
Chi0,11.844934982691242
Chi1,7.002106417598538
TPSA,74.6
Chi0n,9.401158216239633
Chi0v,9.401158216239633
Chi1n,5.458850829326818
Chi1v,5.458850829326818
Chi2n,3.920978849241293
Chi2v,3.920978849241293
Chi3n,2.6789601236926925
Chi3v,2.6789601236926925
Chi4n,1.5504738650333183
Chi4v,1.5504738650333183
MolMR,56.68460000000003
MolWt,216.277
fr_SH,0
Kappa1,13.939999999999998
Kappa2,7.260496088688919
Kappa3,5.396871882008727
fr_ArN,0
fr_COO,2
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,212.63346110774012
MolLogP,2.3783000000000003
NOCount,4
fr_Ar_N,0
fr_COO2,2
fr_urea,0
BalabanJ,4.052683192700622
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,11.835812092322787
SMR_VSA5,45.95158251401129
SMR_VSA6,0.0
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,90.3001838762752
NHOHCount,2
PEOE_VSA1,10.213054789681411
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
